Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
गलती से कोई नॉन ब्राह्मण किसी मंदिर का पुजारी बन जाये ||,High,discriminatory,derogatory and biased,negative,"गलती, नॉन ब्राह्मण"
निर्दोष लोगों को मारने वाला तुम्हारा कौन लगता है ?,High,aggressive,accusatory and confrontational,hostile,मारने वाला
हिम्मत नहीं है पैदल चलने की बातें फेंक रहा है बड़ी-बड़ी,Medium,sarcastic,informal and critical,disparaging,"हिम्मत नहीं है, बातें फेंक रहा है"
हर बात में भाजपा को बीच में क्यूं ले आता है,Medium,accusatory,informal,critical,none
देखो इसपर भी तो कुछ बोलो,Low,informal,casual,demanding,none
अरै ओ बेकार आदमी कैसे हो ?,Medium,rude,colloquial and disrespectful,negative,बेकार
तो फिर ऐसे बुरे काम क्यू करते हो,Medium,accusatory,informal,judgmental,"बुरे, काम"
अगर आप BJP वाले नही है तो आजाद देश मे बिना आजादी के जिओ।,High,derogatory,critical and sarcastic,frustration,बिना आजादी
चाँदनी चौक से प्रधानमंत्री आफिस कितना दूर है ?,Low,neutral,informative,curious,none
बुरे लोग आतंकवाद भी करे और दुसरो को बदनाम भी .,High,accusatory,informational but negative,hostile,"बुरे, आतंकवाद, बदनाम"
किसकी चापलूसी करके आए हो ?,Medium,sarcastic,informal and accusatory,negative,चापलूसी
हमे लाइफ में जो करना है हम वो करेंगे तुम अपना देखो,Medium,assertive,colloquial and directive,dismissive,none
कुछ बेकार लोग कहेते है की सरकार की वजा से बेरोजगार बैठे है,Medium,accusatory,colloquial and critical,negative,"बेकार, बेरोजगार"
अगर तेरी टीम 8 मे 1 मैच हारी होती ना तोह तू ये स्पोर्ट्समैनशिप नही देख रहा होता।,Medium,sarcastic and critical,informal and accusatory,disapproval,"हारी होती, नही देख"
न्यूज चैनलो से अनुरोध है की इस बुरे आदमी की पुरी कविता दिखाई जाये।,Medium,formal,demanding,negative,बुरे
इनसे क्यों लड़ोगे लोगे तुम लोग ? उससे लड़ो जिसने तुमको अपशब्द बोला ।,Medium,confrontational,direct and accusatory,aggressive,"लड़ोगे, अपशब्द"
कभी वो बेकार मीडिया यह नहीं पूछेगा,Medium,disparaging,colloquial and critical,frustration,बेकार
दुनिया में कुछ ऐसे बुरे लोग हैं जो दूसरे का भी बुरा ही चाहते हैं..,Medium,accusatory,informative,negative,"बुरे, बुरा"
सही है बुरे लोग बुरे ही होते हैं |,Medium,assertive,informative,negative,"बुरे, बुरे"
तू ऐसी बेकार बातें क्यों बोल रहा है ?,Medium,confrontational and informal,derogatory and accusatory,negative,बेकार
वह अनसन पर बैठा है और बहुत जल्द निपटने बाला है |,Medium,serious,informative and neutral,ominous,निपटने
हिम्मत है तो BJP वालों को टेग कर तेरे को अच्छा सबक सिखा देंगे।,High,aggressive,threatening,hostile,"हिम्मत, सबक सिखा देंगे"
चुप रहो तुम,Medium,aggressive,commanding,negative,"चुप, रहो"
ज़िंदगी की यही रीत हैं..! पीठ पीछे सब बुरे और सामने सब स्वीट हैं..!,Medium,cynical,colloquial and informal,disillusionment,बुरे
क्या मालूम अपनी मां बहनों को भी ऐसे ही बोलता हो यह बेकार आदमी !!,High,sarcastic and accusatory,aggressive and disrespectful,negative,बेकार आदमी
ये इसको अच्छा सबक सिखाए,Medium,assertive,colloquial,threatening,सबक सिखाए
हंस मत... अपनी अपनी परंपरा है,Low,informal,casual and dismissive,neutral,none
तो तू जाके खेल ले।,Medium,dismissive,casual and colloquial,rude,तू
सब के सब डरे हुए हैं ||,Medium,urgent,concerned,fearful,डरे हुए
"ये मीडीया की दरिद्रता थी,,,",Medium,critical,derogatory,negative,दरिद्रता
तुम कैसी इज्जत देते हो बे??,Medium,disrespectful,informal and accusatory,condescending,बे
मजहब देख कर कैंडल मार्च निकालने वालो से तो अच्छे जानवर है,High,derogatory and offensive,insulting and discriminatory,negative,"मजहब, जानवर"
तेरे जैसे बुरे आदमी का इलाज मुझे अच्छी तरह आता है |,High,aggressive,offensive,hostile,बुरे आदमी
ये फालतू की बकवास कर रहा हे भदौरिया बेकार इंसान ..,High,derogatory,insulting and aggressive,negative,"फालतू, बकवास, बेकार"
"नेता और उनकी राजनीति अपनी जगह है, वो सब अच्छे लोग होते ही नहीं है |",Medium,critical,informative and subjective,negative,अच्छे लोग होते ही नहीं
आदरणीय बुरे इंसान सरदाना कैसे हो ?,Medium,sarcastic,disrespectful,derogatory,बुरे इंसान
"तनि बनारसी बोल दो ,चलो बनारसी न सही हिंदी में बोल दो ।",Low,informal,colloquial,light-hearted,none
तो कोई उस बुरी औरत को नहीं बोल रहे हैं,Medium,critical,informal,negative,बुरी
इन जैसे बेकार नेताओं को जो आज उन अफसरों को ही गालियां दे रहे हैं ।,High,aggressive,derogatory and accusatory,negative,"बेकार, गालियां"
वह सच्चाई सामने आने से इतना डरते है..,Low,informal,conversational,fearful,डरते
चल निकल तू,Medium,aggressive,informal,dismissive,निकल
"रस्सी जल गयी, बल नही गया सच ही कहा है किसी ने बुरे लोगों की आदत कभी नहीं बदलती",Medium,critical,proverbial and judgmental,negative,बुरे
वह ट्वीटर पे भी गन्दगी फैलाने आ गया,High,accusatory,informal and offensive,negative,"गन्दगी, फैलाने"
इन को कोई बोलो की चीते का मेकअप करने के बाद भी वैसे ही बेकार दिखते हो,High,insulting,derogatory and judgmental,negative,"बोलो, बेकार"
तुझे पानी चाहिए ? दिल्ली की यमुना नदी दिखता नही है तुजे ?,Medium,informal and sarcastic,confrontational and accusatory,critical,"तुझे, तुजे"
कोर्ट के छत पर झंडा तुम सब फहराते हो तब बेकार का तमाशा नहीं होता है |,Medium,critical,informal and accusative,negative,"बेकार, तमाशा"
और एक हम बैठ कर 3 घंटा सोचे थे तो दिमाग में यही आया बस। ,Low,casual,conversational and informal,neutral,none
"बदज़ुबानी से बाज़ नहीं आता है, फिर रोता है कि मुझे ऐसा बुरा क्यों कहा",Medium,accusatory,conversational and expressive,negative,"बदज़ुबानी, बुरा"
दम है तो उखाड़ ले जो उखाड़ सकता है।,High,aggressive,colloquial and challenging,confrontational,"उखाड़, दम"
दिल्ली के चाँदनीचौक में जो हुआ वो क्या था ?,Low,inquisitive,neutral,curiosity,none
अगर जयाप्रदा बुरी है तो तुम जैसे संसद भी तो बुराई का साथ देने वाले न हुए?,High,accusatory,informal and confrontational,negative,"बुरी, बुराई"
मैं बताता हूँ उन सबको वो सब फिर अपनी औकात में रहेंगे ।।,High,aggressive,derogatory,threatening,अपनी औकात में रहेंगे
अब जा डर के छुप जा,Medium,commanding,informal and confrontational,negative,"डर, छुप"
यह बुरा इंसान तुम्हारे साथ क्या कर रहा है?,Medium,aggressive,colloquial and accusatory,negative,बुरा
तू है ही वह जो पैसे लेकर किसी के लिए कुछ भी काम कर सकती है,High,derogatory,insulting,demeaning,"तू, पैसे लेकर, कुछ भी काम"
पहले ठीक से बात करना सीख किससे बात कर रहे.,Medium,condescending,informal and commanding,dismissive,ठीक से बात करना सीख
इनके बस की नहीं है यहां ब्लैक कमांडर लगा दिए जाएं फिर देखते हैं कौन आएगा सामने,Medium,aggressive,hostile,threatening,ब्लैक कमांडर
हमलोग भाई भाई का नारा देते रहेगे और वो हमे बर्बाद करता रहेगा!,Medium,accusatory,informal and confrontational,negative,बर्बाद
हत्यारा कौन है?,Medium,inquisitive and accusatory,direct and harsh,accusatory,हत्यारा
धोनी के बारे में कुछ बुरा बोले ना तो,Medium,aggressive,colloquial and informal,defensive,बुरा
एक प्रॉपर्टी डीलर ने मोटा चुना लगया था |,Medium,informal,colloquial and slightly accusatory,negative,मोटा चुना
अभी भी समय है इनको इनका स्तर दिखा दो सारे अफसरों ।,Medium,commanding,authoritative,dismissive,इनका स्तर दिखा दो
"चुप कर, कौन सा दूध का धुला है तू",High,aggressive,informal,dismissive,"चुप, धोखा"
फालतू ज्ञान बंद होना चाहिए,Medium,dismissive,colloquial,negative,फालतू
तुम क्लास जाकर अपनी इंग्लिश सुधारो,Medium,commanding,informal and directive,condescending,none
"किस किस्म के प्राणी हैं ये एंकर्स, अब तो चापलूस बिकी हुई बोलना भी छोटा लगता है।",High,derisive,disparaging and emotionally charged,negative,"प्राणी, चापलूस, बिकी हुई, छोटा"
ऐसी भयानक डकार ले रहा है यह मुंह से,Medium,informal and derogatory,colloquial,negative,"भयानक, डकार"
बहुत ही बेकार ट्वीट,Medium,critical,informal,negative,बेकार
बेकार इंसान इस्तीफा दो,High,aggressive,derogatory,offensive,बेकार इंसान
"बुरी सोच है और सुधारना भी नहीं चाहते ये, इसलिए अपने आप को इनसे बेहतर समझो",Medium,dismissive and judgmental,informative and critical,negative,"बुरी सोच, सुधारना नहीं चाहते"
अरे भाई कोई है जो इस औरत को समझ सके,Medium,frustrated,informal and colloquial,annoyance,इस औरत
उस बुरे आदमी को बहुत जलन हो रही होगी ,Medium,informal,critical,negative,"बुरे, जलन"
ये सारे चोर क्या कर लेने वाले है,Medium,accusatory,informal and derogatory,negative,चोर
वह चौका मारे तब बाउंड्री से बोल लाने तुम जाता था |,Low,casual,colloquial,neutral,none
"अरे शरम करो बेशरमों,,",Medium,informal and accusatory,derogatory and disrespectful,negative,"शरम, बेशरम"
घोटाले भ्रष्टाचार पे जवाब दे,Medium,demanding,accusatory,negative,"घोटाले, भ्रष्टाचार"
कोई बात नहीं अफगानिस्तान तुम ने पाकिस्तान को लोहे के चने चबवा दिये उनको उनकी स्तर दिखलाई है...,Medium,aggressive,informal and provocative,triumphant,"लोहे के चने चबवा दिये, स्तर दिखलाई"
सरदाना सर कीचड़ तो तुम जैसे बुरे लोग की ही फेलाई हुई है,High,aggressive,accusatory and derogatory,hostile,"कीचड़, बुरे, फेलाई"
ये धोखेबाज है! इन पर सख्त कार्रवाई करनी चाहिए।,High,aggressive,accusatory and authoritative,hostile,"धोखेबाज, सख्त कार्रवाई"
भारत के कुछ बेकार एंकरों ने भारत को बहुत ही नीचे स्तर पर लाकर खड़ा कर दिया है,Medium,critical,informative and negative,disapproving,"बेकार, नीचे स्तर"
अगर करारा जवाब ना दिया तो हिंदुस्तान का मत मानना,High,aggressive,informative and imperative,threatening,"करारा जवाब, मत मानना"
"अब क्या क्या करोगे सोके, थोड़े देर में दिन निकलेगा।",Low,casual,informal and conversational,slightly frustrated,none
अब कहाँ गया...शांतिदूत बोलने वाला पक्ष...,Medium,sarcastic,informative and critical,disappointed,शांतिदूत
सरकार ऐसे लोगों को टिकट देती है जिन्हें लोगों से कोई मतलब नही बस जीत से मतलब है |,Medium,critical,assertive and accusatory,disapproving,"नही, मतलब"
बुरी तरह मरो तुम ||,High,aggressive,offensive and hostile,negative,बुरी तरह मरो
जिसका बाप ही बुरा आदमी हो उसका बेटा क्या ही अच्छा आदमी बनेगा ।,High,judgmental,colloquial and negative,critical,बुरा आदमी
"टोमँटो तो ख़रीद नहीं सकते चले मर्सिडीज़ ख़रीदने, भाग",Medium,sarcastic,colloquial and dismissive,critical,भाग
"शहीद भगतसिंह, सुभाषचंद्र बोस, सावरकर, आजाद..... की मांओ ने कभी नेहरु को देखने की कोशिश भी नही की",Medium,critical,disrespectful,negative,कोशिश भी नही की
इनके बाप दादा भी इनटोलरेंस का बहाना करने लगते ।,High,disrespectful,informal and accusatory,negative,"बाप दादा, बहाना"
जिसने भी इसे इडिट किया है उसे भारत रत्न मिलना चाहिए...,Low,informal,praising,positive,none
तुम्हारी सारी परेशानी एक ही झटके में खत्म कर सकते हैं |,Medium,confrontational,informal and assertive,aggressive,"परेशानी, झटके, खत्म"
तू कौन है ...चल निकल यहाँ से,High,aggressive,informal and dismissive,hostile,निकल
कैसे बुरी तरह हराया ये जाकर पूछ,Medium,aggressive,informative and confrontational,challenging,बुरी तरह
भाग जा नही तो मारूंगा.,High,aggressive,threatening,hostile,मारूंगा
सावधान! में पानी भर गया है अब मोटर बंद कर दें।,Low,urgent,informative,serious,none
श्रीमान आपने बेहतर संदेश दिया इस चित्र के माध्यम से.,Low,formal,respectful and appreciative,positive,none
बेशर्म इतना है कि गलियां मिलती है फिर भी नहीं सुधरता है.,High,derogatory,informal and aggressive,negative,"बेशर्म, गलियां"
"धोखेबाज, दुश्मन से गले मिल गये ?",Medium,accusatory,informal and aggressive,negative,"धोखेबाज, दुश्मन"
कुछ नेता तो बिल्कुल ही चुप हो गए हैं !,Low,assertive,colloquial,slightly critical,none
सभ्यता कहा है? उसने बताया भी नही।,Medium,accusatory,critical and dismissive,frustrated,none
अपना ज्ञान अपने पास रख,Medium,commanding,rude and dismissive,negative,अपना ज्ञान अपने पास रख
"अबे तो, पुलिस तो है ना, तो क्यो बेकार का रोना कर रहा है",Medium,derogatory,disrespectful and insistent,dismissive,"अबे, बेकार का रोना"
अगर वो ऐक्टिंग छोड़ रही है़ तो तुम्हें क्यों परेशानी हो रही है,Medium,confrontational,informal and accusatory,frustration,परेशानी
जब तक इन लोगों को सजा ना दी जाए तब तक ये लोग नही सुधरेंगे,Medium,authoritative,critical and judgmental,negative,"सजा, नही सुधरेंगे"
ये तो एक बुरा इंसान ही कर सकता है |,Medium,judgmental,accusatory,negative,"बुरा, इंसान"
आप ने अधिकार छीने और हमने अधिकार दिए हैं,Medium,accusatory and assertive,emphatic and confrontational,negative,छीने
"हॉस्पिटलो मे न आक्सीजन, न डॉक्टर न पर्याप्त बेड और जिम्मेदार अगस्त और प्राकृतिक है। शर्म की बात है !",Medium,critical,informative and aggressive,disappointed and angry,शर्म की बात
अगर बदला ना लिया तो कहना,Medium,threatening,informal and assertive,aggressive,बदला
"मानसिक संतुलन बिगड़ गया तुंहारा इसीलिए बोला था जैसे लोग के साथ रहोगे वैसे हो जाओगे परिणाम सामने है ,",High,accusatory,informal and critical,negative,"मानसिक संतुलन बिगड़ गया, जैसे लोग के साथ रहोगे वैसे हो जाओगे, परिणाम सामने है"
असल मे वह अपराधी था ओर मुझे समझ ने नही आ रहा है तुम अपराधी का साथ कियु दे रहे?,Medium,accusatory,informal and confrontational,negative,"अपराधी, साथ"
अजी यह बहुत डरपोक है,Medium,disparaging,informal,negative,डरपोक
आज के बाद उसका नाम तमीज से लेना वरना अच्छा नहीं होगा,Medium,authoritative,commanding and negative,threatening,अच्छा नहीं होगा
प्रधानमंत्री और मुख्यमंत्री खामोश है और वो लोग भी बेशर्म है जो सरकार के ख़िलाफ़ आवाज नही उठा सकते!!!,High,accusatory,aggressive and critical,frustration and indignation,"खामोश, बेशर्म, आवाज नही उठा सकते"
चाय पिलाकर झूठ सुना कर कब तक नफरत बचेगा,Medium,accusatory,provocative and negative,negative,"झूठ, नफरत"
सोशल नेटवर्क पर जियो का फ्री नेट इस्तेमाल करने वाले अक्सर नेताओं को बुरा भला कहते हैं,Medium,critical,informal,negative,बुरा भला
जब किस्मत में ही लिखा है गर्मी में परेशान होना,Low,resigned,informal and colloquial,resigned,परेशान
अरे बेवकूफ औरत इस हार में भी हिंदुस्तान की जीत है समझी तुम,High,aggressive,derogatory and dismissive,negative,"बेवकूफ, औरत"
इमरान सबूत बाद मे मागंना पहले ईन की जबान पर लगाम ला।,Medium,aggressive,commanding and disrespectful,hostile,लगाम
इसे कहां से पकड़ लिया ?,Low,questioning,neutral,inquisitive,none
गजब बुमराह बहुत अच्छा विकेट लिया ।,Low,informal,praiseworthy and appreciative,positive,none
"अगर इतना ही दम है तो खुद सजा दो यहाँ शेर ना बनो, चारो तरफ बेकार का तमाशा",Medium,challenging,confrontational and assertive,aggressive,"दम, सजा, बेकार, तमाशा"
ये लोग कभी नही सुधारेंगे,Medium,informal,informative but accusatory,negative,सुधारेंगे
तुम्हारी धमकिया पर मैं ध्यान भी नहीं देता..,Medium,dismissive and confrontational,informal and aggressive,defiant,धमकिया
आप का एक बड़ा हिस्सा धोखाधड़ी करने में लगा है और ये आईने की तरह सच है.,High,accusatory,informative but negative,critical,धोखाधड़ी
तू  कया कर रहा है?,Low,informal,colloquial and conversational,curious,none
लिस्ट मे साध्वी प्रज्ञा_ठाकुर है?,Low,inquisitive,neutral,neutral,none
लेकिन ऐसा भी कहीं नहीं लिखा कि दूसरे धर्म की हम इज्जत ना करें |,Low,assertive,informative and persuasive,respectful,none
तरस आता है उन पक्षपाती बुरे लोगों पर |,Medium,dismissive,critical and judgmental,negative,"पक्षपाती, बुरे"
लड़का ; पापा पोकेट मनी बढ़ा दो जिम जोईन करना है .... बाप ; बाथरूम को तो जिम बना रखा है,Medium,sarcastic,conversational and informal,mocking,बाथरूम
बॉलीवुड की बेकार अभिनेत्रियां कहां पड़ी हो ?,Medium,disparaging,informal,negative,बेकार
नौटकिबाजी करना कोई इस से सिखे,Medium,sarcastic,informal,negative,नौटकिबाजी
बुरे आदमी के घर में अच्छी परवरिश नहीं हो सकती। जैसे तुम वैसा ही तुम्हारी औलाद,Medium,judgmental,colloquial and critical,negative,"बुरे, नहीं हो सकती"
जिंदगी के उस मोड़ पर. जहा कोई नहीं मिलता. वहां पर गुड़ मिलते है,Low,reflective,poetic and contemplative,hopeful,none
सच सुनते ही डरकर भाग गया..,Medium,accusatory,informative,negative,डरकर भाग गया
कुछ बुरे लोग पैदा होते है और वो पैदा होते ही सारी कायनात को दुःख देते ही रहते है |,High,derogatory,accusatory and negative,hostile,"बुरे, दुःख"
भारत देश के इन बुरे लोगों के लिए अब सिर्फ जेल में ही जगह है।,Medium,accusatory,blunt and confrontational,negative,"बुरे, जेल"
बुरे आदमी को हर जगह बुराई ही नजर आती है |,Medium,judgmental,critical,negative,"बुरे, बुराई"
न्यूजीलैंड के साथ मैच में इंग्लैंड की जीत की दुआ करे ताकि पाकिस्तान सेमीफाइनल में न पहुँच सके,Medium,competitive or spiteful,informal and antagonistic,negative,न पहुँच सके
इन नासमझो को समझाना पड़ेगा ।,Medium,disparaging,colloquial and critical,frustration,नासमझो
इस ढोंगी की मां भी खुद को कोसती होगी |,High,derogatory,informal and accusatory,negative,"ढोंगी, कोसती"
पक्षपात मीडिया पूरी तरह से मातम मना रहा होता !,Medium,accusatory,critical and negative,disapproval,"पक्षपात, मातम"
तुम्हारे में अब दम खत्म हो गया।,Medium,dismissive and critical,casual and negative,disparaging,दम खत्म
मैं अपने खर्चे पर उन रंगों के कपड़े भिजवाऊंगा।,Low,assertive,neutral,generous,none
हर जगह बुरे लोगों की चाटुकारिता क्यों ?,Medium,critical,informative and negative,displeasure,"बुरे, चाटुकारिता"
बहन पक्षपात छोड़ के सरकार से सवाल पूछ लिया करो ।,Medium,admonishing,informal and direct,critical,पक्षपात
तेरी कौन सी कमाई है कौन तेरा खर्चा चलाता है क्या तु घर से पैसे लाता है ??,Medium,interrogative,informal and confrontational,accusatory,"कौन सी कमाई, खर्चा चलाता है, घर से पैसे लाता है"
आज वो कहा चले गए जो उस बुरे इंसान के पक्ष में थे ?,Medium,accusatory,informal and critical,disapproval,बुरे
ऊपर विडीओ देखा तुमने यहां अंधभक्त वाली कौन सी बात आ गयी,Medium,confrontational,informal and accusatory,critical,अंधभक्त
तुम गरीब देश के गरीब लोग,Medium,derogatory,disparaging and disdainful,negative,गरीब
ये तो पुरी दुनिया को पता है कि वह बुरा आदमी क्या कर रहा है?,Medium,accusatory,informative and negative,critical,बुरा आदमी
भाग यहां से बुरे आदमी ,Medium,aggressive,commanding,negative,"भाग, बुरे"
"भाजपा के लोग इस सोच को बन्द करें, विकास की ओर ध्यान दें..",Medium,directive,advisory and critical,negative,बन्द करें
उस बेकार आदमी को क्यो बुलाते हो डिबेट में ?,Medium,disrespectful,informal and negative,negative,बेकार
अभिनंदन को बीच में लाने को किसने बोला ? अच्छा सबक सिखाएंगे फिर तो,High,aggressive,threatening,vengeful,सबक सिखाएंगे
देश अल्पविकसित देश की श्रेणी में आ गया । भुखमरी में <number> स्थान है । संसद में बैठे लोग कुछ नहीं कर रहे हैं |,Medium,critical and accusatory,informative and negative,frustration and disappointment,"अल्पविकसित, भुखमरी, कुछ नहीं कर रहे"
ये भी एक प्रकार का आरक्षण ही है । <number> रुपये महीना। बिना किसी काम को किये।,Medium,sarcastic and critical,conversational with negative undertones,resentful,"आरक्षण, बिना किसी काम"
लग रहा है कि मुम्बई पुलिस की तरह ही दिल्ली पुलिस भी बेकार हो चुकी है।,Medium,critical disparaging,informal judgmental,negative,बेकार
"जो बेकार का तमाशा चालू है, ये सिलसिला बंध होना चाहिए",Medium,critical,colloquial and direct,negative,"बेकार, तमाशा"
तू भी तो गरीब ही है भाया। तेरे पास तो <number> करोड़ भी नहीं।,Medium,condescending,colloquial and demeaning,belittling,"गरीब, नहीं"
ये इतनी बुरी औरत है की इसको कितना भी गाली दो इसे कोई फर्क नहीं पड़ता,High,derogatory,abusive and informal,contemptuous,"बुरी, गाली, फर्क नहीं पड़ता"
वाह क्या बेकार डबिंग है,Low,critical,informal and expressive,negative,बेकार
क्या यही दृश्य देखने के लिए हमनें चुना था इस सरकार को!,Medium,critical,accusatory,disappointment,"दृश्य, चुना"
किस काम में व्यस्त हो तुम?? ,Low,inquisitive,informative and informal,neutral,none
इस को अभी भी जानना है,Low,neutral,informative,inquisitive,none
यह तो स्वार्थी और लालची है,High,derogatory,accusatory and critical,negative,"स्वार्थी, लालची"
अबे फिर उन <number> बच्चो को कहां रखें?,Medium,disrespectful,conversational,frustration,अबे
शर्म आनी चाहिए इसको अभी भी बगल में बैठा है |,High,derogatory,informative and accusatory,judgmental,"शर्म, आनी चाहिए"
जिन्होंने भी कीया उनको दंड मिलना होगा |,Medium,authoritative,directive,punitive,दंड
"बाकी कुछ वैसे भी हैं , जो ऐसी घटनाओं को दिखाने से डरते हैं |",Low,neutral,informative,neutral,डरते
तुझ जैसों बेकार लोगों को मे बांध के रखता हूं,High,hostile,informal and aggressive,demeaning,"तुझ जैसों, बेकार"
क्रिकेट की कसम तुम्हें बहुत परेशान करेंगे..,Medium,threatening,informal,hostile,परेशान
"ना बाबर यहां का था,ना जमीन बाबर की थी...",Low,assertive,narrative,defensive,none
चापलूसी करने वाले भक्त ऐसा कौन से कानून मे लिखा है ?,Medium,accusatory,informal and accusative,contemptuous,चापलूसी करने वाले भक्त
"दुनिया तो ख़ूबसूरत है, लेकिन लोग बुरे हैं!!!!",Medium,negative or resentful,informal and negative,negative,बुरे
"खुद तो खा नहीं पा रहे हो, दूसरो को क्या खिलायोगे ?",Medium,sarcastic,informal,derogatory,"नहीं पा रहे हो, खिलायोगे"
अबे लिख कर क्या बताना चाहता है? तुझसे अच्छे तो यह जानवर ही है |,High,derogatory and aggressive,offensive and disrespectful,hostile,"अबे, तुझसे अच्छे, जानवर"
सारी सरकार फालतू का तमाशा करती दिखती..,Medium,critical,disparaging and colloquial,negative,"फालतू, तमाशा"
आपकी फिल्मो से सीखे है ...बुरी बातें...,Medium,critical,informative,negative,बुरी बातें
बेशर्म तुम्हे रत्ती भर गैरत है?,High,aggressive,derogatory and accusatory,hostile,"बेशर्म, रत्ती भर गैरत"
टैलेंट के पैमाना को परिक्षा में अंक लाने से नापने वाली पीढ़ी को अपनी सोच बदलनी पड़ेगी..,Low,advisory,informative and assertive,critical,none
वह गंदी औरत गंदे कामों की मलिका बनी फिर रही है,High,derogatory,informal and disrespectful,negative,"गंदी, गंदे, मलिका बनी फिर रही है"
सुना है इस्लाम में बाल रंगना हराम है। तो यह लोग तो गलत काम कर रहे हैं  ?,Medium,provocative,informative and critical,judgmental,"हराम, गलत"
कुछ बुरे लोग क़त्ल कर देते है,High,negative,aggressive and accusatory,hostile,"बुरे, क़त्ल"
अब ये बताएंगे कि ये अपमान है,Medium,sarcastic,informal and accusatory,dismissive,अपमान
"सब के सब मिडिया चुतुर्मुर्ग बन गये है,",Medium,derogatory,colloquial and informal,critical,चुतुर्मुर्ग
तुझे विश्वास नही होता तो सेहवाग का कोई भी इंटरव्यू देख ले।,Low,casual,colloquial,slightly dismissive,none
डर पिटने का ह ||,High,aggressive,informal and bullying,threatening,"डर, पिटने"
हिम्मत है तो सामने आकर कुछ भी बोलो |,Medium,challenging,confrontational,aggressive,"हिम्मत, सामने आकर"
रोटी जल गई है,Low,neutral,descriptive,neutral,none
अगर तेरा इतिहास पता किया जाए तो तू भी बुरा इंसान निकलेगा.,High,accusatory,informal and adversarial,hostile,"बुरा, निकलेगा"
दोनों हाथ उस ने काट दिया था. और नहीं.,High,aggressive,violent,negative,काट दिया
कम से कम सोच समझ कर बोल,Medium,advisory,informal and directive,cautionary,none
भाग....तू युसेन बोल्ट तो है नहीं जो मेरथोन दौड़ अमरीका निकल जाएगा । घर ही निकल ले,Medium,sarcastic,informal and slightly demeaning,dismissive,"भाग, तू, नहीं, निकल"
सोनिया के पास <number> करोड़ की संपत्ति कहा से आई।,Medium,interrogative and accusatory,informative and potentially provocative,suspicion,none
अब कहा गए वो मोबलीचिंग पर इतना हल्ला मचाने वाले |,Medium,sarcastic,informal and critical,frustration,हल्ला मचाने
बेवकूफ आखिर अपना स्तर दिखा ही दी ना ?,High,derogatory,insulting,negative,बेवकूफ
कहां गए बेकार बुद्धिजीवी लोग?,Medium,sarcastic,informal and critical,disparaging,बेकार
अगर घपला हुआ है उसकी जांच होगी FIR होगी उसके बाद जेल में जाना होता है,Medium,assertive,informative and authoritative,strict,"घपला, FIR, जेल"
धोनी देख क्या रहा है चुप कर दो इन सबको,Medium,aggressive,commanding and informal,irritated,"चुप कर दो, इन सबको"
तब चापलूस मीडिया गायब था।,Medium,critical,informal,negative,चापलूस
उस 7 साल की बच्ची ने तो किसी को नही मारा था,Medium,defensive,informative and assertive,sympathetic,मारा
तेरा स्तर क्या है रे तू एक ढोंगी आदमी है,High,derogatory,informal and offensive,negative,"तेरा, ढोंगी"
टीआरपी के चक्कर में इतना सुनने के बाद भी अगर बात नहीं बनी तो कुछ और करो.,Medium,informal,colloquial and slightly aggressive,frustration,"टीआरपी के चक्कर में, बात नहीं बनी, कुछ और करो"
ये देखो इसने धर्म भी बदल लिया,Medium,critical,informal and judgmental,disapproving,धर्म बदल लिया
कोई कन्हैया कुमार को सहानुभूति दे दो रे ,Medium,sarcastic,colloquial,condescending,none
कितनी तनख़ाह मिलती है तुझे ये बुरा काम करने की?,Medium,accusatory,informal and confrontational,disapproval,बुरा काम
पहले तो सवाल है वो मिले है क्या,Low,informal,conversational,doubtful,none
हर किसी का दिन आता है,Low,informative,positive and encouraging,optimistic,none
जनता को भी तो मालूम चलना चाहिए की कितनी जान चली गई है तुम लोग की वजह से ..,High,accusatory,confrontational,blaming,तुम लोग की वजह से
वाह ...दुनिया बहुत बेकार है ...,Medium,negative,informal and expressive,pessimistic,बेकार
ये संघी सबसे ज्यादा नफरतों का व्यापार करता है अपने चैनल पर,High,accusatory and critical,informative but biased,negative,"संघी, नफरतों, व्यापार"
"कुछ लोग मोदी के बहाने बे-वजह, देश को बदनाम करने की असफल कोशिस करते हैं!",Medium,accusatory,colloquial and judgmental,negative,"बे-वजह, बदनाम, असफल"
माही मार रहा है।,Low,informal,neutral and straightforward,positive,none
जो दिल्ली में हुआ वो क्या था उस पर तेरी कोई प्रतिक्रिया नहीं आयीं ?,Medium,accusatory,informal,confrontational,तेरी
"बात कड़वी है पर सच है, जो उन सब की मदद कर रहा है वो सरकार गलत कर रही है |",Medium,assertive,informative and critical,critical,गलत
तुम जो लिपि लिख रहे हो ना वो हिंदुस्थान की देन है.,Medium,assertive,nationalistic,defensive,none
अपने भाइयों को देख कर ये भी रन लूटवायेगा...लिख लो,Medium,sarcastic,informal,negative,लूटवायेगा
"सोने दे ना, 2 बज रहे है रात के",Low,informal,casual and conversational,annoyance or frustration,none
इतना खुश मत हो जा ...गर्दन टूट जाएगी ...,Medium,sarcastic,colloquial and warning,cautionary,गर्दन टूट जाएगी
इस नासमझ को कब समझ आएगा,Medium,dismissive,informal and critical,frustration,नासमझ
