Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
የዋህ ሰው እንደልቡ ነው በበኩላቸው ለነሱ ዘመናዊነት ነው,Low,neutral,informative,neutral,none
ሳትጠየቅ የሰው ጉዳይ ላይ ጣልቃ አትግባ ፡፡ነው።አንተ በቆምክበት ቦታ ላይ አባቷና,Medium,admonishing,informative,critical,ጣልቃ
ላም አለኝ በሰማይ ሆነብንኮ ሰሞኑን በሆሮ ያለው ግርግር የማን ደካማነት ይመስልሃል? የህልም እንጀራህን ትተህ ከቻልክ መፍትሄ ስጥ,Medium,informal,critical and confrontational,accusatory,"አለኝ, ያለው, ደካማነት"
የስንት ምስኪን ህዝብ ነብስ አጥፍቶ እሱ በሰላም የሚኖር ከመሰለው ተሳስቷል,Medium,disapproving,informal and emotive,critical,"ምስኪን, ነብስ አጥፍቶ"
በድሮ ስምህ ስትጠራ አይመችህም።,Medium,negative,informal and discouraging,disapproving,አይመችህም
ኢትዮጵያ ትንሽም ትልቅም ጠላት ተነስቶባታል እና ወጣቶች ፌስቡክን ትታችሁ መከላከያን ተቀላቀሉ : ጠ/ሚ አብይ አህመድ,Medium,urgent and motivational,persuasive,patriotic,ጠላት
በስም ሸውዶ የፈለጉትን መፈፀም እንደዚህ ነው,Low,neutral,informative,neutral,ሸውዶ
እስከ መቼ እንደሆነ ባይታወቅም አብይ በክብር እንገዳነት ሊገኝ ነው እየተባለ ነው,Medium,critical,informative,disapproving,እንገዳነት
ሁሌ ደጋፊ ሆነን አደረከንኮ ። ይሄን አመለካከት ና ትክክል ያልሆነ strategy ለትህነግም አልጠቀማትም።,Low,critical,informative and evaluative,negative,"መለካከት, ትክክል ያልሆነ, አልጠቀማትም"
ኣዎ ኣሁንም ከናንተ ድጋፍ እነፈልጋለን ሳይሆን ፤ ድጋፍ ለሚሰጡ ብቻ መንገዱን ክፈቱ በይ ከቻልስ,Low,formal,persuasive and neutral,assertive,none
አንጸ ራስ ወዳድ ፤ ይህንን አይነት መጥፎ ድርጊት አቁም,Medium,authoritative,directive and critical,disapproving,መጥፎ ድርጊት
በአንተ ቤተሰብ ላይ ቢደርስስ,High,threatening,negative and hostile,hostile,ቢደርስስ
ከአንተ የሚታየውም ወደ ራስህ ብሄር የመወገን እና የስልጣን ፍላጎት ትክክል አይደለም,Medium,critical,informative and critical,negative,የስልጣን ፍላጎት
አንገትሽ ላይ ያለውና የምትናገሪው አብረው አይሄዱም ሰው ይታዘብሻል በዚህ መረዳትሽ,Medium,condescending,derogatory and critical,negative,ይታዘብሻል
ወደድህም/ሽም ጠላህም በዘር ከአመንክ አዕምሮህ ትክክል  አለመሆኑን እወቅ። ይህ ለእምሮም ለአካልም ህመም መንስዔ ነው። ከዚህ ለማዳን ብቸኛው መንገድ ሰውን በሰውነቱ ብቻ መዝነው።,High,critical,adamant,negative,"ጠላህ, ህመም, አዕምሮህ ትክክል አለመሆኑን"
ታየ ደንደአ ከልደቱ በላይ ለኢትዮጵያ አስቦ ኢትዮጵያዊ ብሄርተኛ ነነ የሚሉ ልደቱ ላይ የቁጣ ሀሳብ ሲሰጥ ዋለ? እስኪ ታየ ስለ አክሊሉ ሀብተወልድ የፃፈውን አንብቡት,Medium,critical,evaluative,negative,"ቁጣ, ያርበኧ"
እንዳንተ አይነቱ ሰው ነው ሀገሪቷ ለይ ችግር  የሆነው,Medium,accusatory,emotive and informal,negative,ችግር
እኔ መንግስቱን የምሳደብበት ምክንያት ስላለኝ ነው,Low,assertive,personal and declarative,justified,none
ሳህለወርቅ ዘውዴን ወይም ሙፈሪያትን ይዘሃት ሂድ በሚቀጥለው። ለዜጋ ክብር ቢያንስ ተገቢውን ክብር መስጠት አያቅታትም።,Medium,disapproving,critical and admonitory,negative,"ወይም, አያቅታትም"
ከንዳንተ አይነቱ ሰው ምንም ጥሩ ነገር አይጠበቅም:: ይሄ ነገር ግን ያልፋል ያንተንም ቤት ማንኳኳቱ አይቀርም,High,hostile,disparaging and ominous,threatening,"አይጠበቅም, ያልፋል, ማንኳኳቱ"
አንተ ሰው በሁላ ሀገር ጥሎ መኮብለል የለም አስብበት የመውጭያ በር ተዘግተዋል እንደ መንግስቱ ዙምባብዌ የለም,Medium,critical,derogatory and confrontational,negative,"ጥሎ, ተዘግተዋል, ዙምባብዌ"
ምን እያልሽ ነው ፤ ህገመንግስት ለመቀየር እኮ ህዝብ ወስኖ እና የራሱን አካሄድ ተከትሎ ነው,Low,questioning and clarifying,formal and direct,neutral to slightly critical,none
መች ተሳተፍን እና ነው ። ለቅሶ ግን እንደርሳለን።እንደ ኣስመራ ሴቶች ነጭ በነጭ ለብሰን። ካስፈለገም ወርቁ ይወጣል። ትልልቁ  ወርቃችን ፣,Medium,mixed,reflective and cultural,nostalgic,ለቅሶ
ሻርፕ አድርጎናል PM Abiy . የኢትዮጵያ አምላክ በአነዚህ ሚድያዎች ላይ ፍርዱን ይስጥ,Medium,critical and accusatory,emotional and assertive,negative,ፍርዱን ይስጥ
እንዳንተ ያለውን ምስኪን እንድትኖር የፈቀድልህ አምላክህን በሰው ውስን ጭንቅላት የሚመራ መስለህ መቼም እናንተ ጋር አርቆ ማሰብ ቀርቷል,High,derogatory,condescending and offensive,destructive,"ምስኪን, ውስን ጭንቅላት, አርቆ ማሰብ"
ላለፉት አራት ዓመታት አሜሪካን ለኑሮ በጣም የምታስቸግር ሀገር ከማድረግ ውጭ እርስዎ እና ቤተሰብዎ ምንም አላደረጉም ፡፡,Medium,critical,accusatory and judgmental,negative,የምታስቸግር
እንዳልናገርህ ስድብ ነው ትላለህ፤ ዝም ብልህም እኔን ችግር አለበት ብሎ ነው ዝም ያለኝ ትላለህ ከዚህ ሁሉ አንድ አንተ የማትረዳውን ነገር ብልህ ሳይሻል አይቀርም,High,confrontational,aggressive,hostile,"ስድብ, ችግር"
ለአሁንህ ነፃነትህ አንተ ምንም የማታውቅ በነበርክበት ሰዓት የሷ ድምፅ ነው ነፃነትህን ያስገኘው ከገባህ።,Medium,accusatory,critical,blame,"ምንም የማታውቅ, አስገኘ"
የመደመር ነገር የማይመለከታቸው ሰዎች አሉ እንዴ? ዛሬ የፌቡ ተጠቃሚው ሰራዊት ፍቅሬን ያብጠለጥሉት እያየሁ ነበር,Medium,frustrated,personal and expressive,negative,ያብጠለጥሉት
ሀገሬ ደህና መሪ አላገኘችም ፡፡ በአንደ አመት ውስጥ ብቻ ብዙ ችግሮች ተፈራረቁባት፡፡,Medium,critical,informative,negative,"ደህና መሪ አላገኘችም, ብዙ ችግሮች"
ጎንደር ላይ መቼም ቢሆን ኢትዮጵያዊነትን ማንም ዝቅ አያደረገው። አብይም ቢሆን ሌላም መሪ,Medium,defensive and accusatory,political and assertive,patriotic,ዝቅ
የምን ለቅሶ ነው መልሶ መላልሶ እንደሚባለው አሁን  የጨነቀን ሕይታቸው እንደ ቀልድ እያለፈ የሚገኙት ህፃናት እንጅ አንተ የምትለው ሌላ ሌላው ነገር አይደለም,Medium,abrasive,confrontational and critical,disapproving,"ለቅሶ, ጨነቀን"
ይሄ ግዙፍ ሰው በመንደር ውሥጥ ሲሰብክ ነበር ፤ በመንገድ ላይ ስብከት በዚህ ሀገር እየበዛ ነው,Medium,critical,informative and critical,disapproving,none
ታዲያ ምነው ምክሩን በእንግሊዝኛ አደረግሽው፤ የጭነት ስራ የሚሰሩትን ከዩኒቨርሲቲ ጋር እንዴት መደብሻቻው?,Low,inquisitive,informative and questioning,concerned,none
እርሱ ሲያወራ የሚታየኝ ጥሩ ያልሆነ መንፈስ ነው፡፡ መልካም ሰዉ አይደለም፡፡,Medium,critical,disparaging,negative,"የሚታየኝ ጥሩ ያልሆነ መንፈስ, መልካም ሰዉ አይደለም"
አምባገነን መሪ  የተቃወሙትን ሀሉ አይወድም  አለ ያገሬ ሰው ። ለጥጋብም ልክ አለው።,Medium,critical,accusatory and critical,negative,"የተቃወሙትን, ለጥጋብ"
AbiyAhmedAli ሀገሪቱ የገባችበት የፓለቲካ ቅርቃር ግምባር ቀደም ተጠያቂ አንተም ነህ ዛሬም ባረጁ አስተሳሰቦች ላይ ቆመሀል,Medium,accusatory,politically charged and critical,negative,"ቅርቃር, ተጠያቂ, ባረጁ"
የአባባ ኢሳያስ  ስራ ና ሠላም ለሁለቱ ህዝብ ፍቅር ታስቦ ይሆን፣ ለትግራይ ህዝብ ብቀላ  የተደረገ እንደይሆን,Medium,ambiguous,informative with potentially divisive implication,mixed,ብቀላ
ሰዎች ለምንድነው የመነስተውለው?  ምን ሆነን ነው ? መቐለ ስልክ ሰርቷል መቐለ ተከፈተ እያልን ለምንድነው የምናወረው? የት አለ የተከፈተው? በርግጥ ይጠራል,Low,inquisitive,informative and neutral,confused,"የመነስተውለው, የምናወረው"
የኢዜማ ደገፊ ነች ለ3 አመት ብዙ  አጀንዳዋን ስትስፈጽም ነበረ ። ለብሂር ያላት ምልክታም ጥሩ አይደለም,Medium,critical,opinionated and evaluative,negative,ጥሩ አይደለም
ጌታቸዉ አሰፋም ያዝን ነበር ተአምር ነዉ መቼም። ለማንኛውም እሱም የምትን ጽዋ ተጎንጨ።,Medium,negative,derisive,disapproving,"ያዝን, ተጎንጨ"
ፕሮፌሰርነቱን የሚመጥን ነገር አይታይም ከጤናውም ጋር ያለ አይመስልም,Low,critical,informative and neutral,critical,አይታይም አይመስልም
ደጋግመህ የምትለው ቃል በራስህ ላይ እንዲሚሰራ እወቅ ፡ ሰይጣን ተጠግቶህ ከሆነ፣ፀልይ ይሸሽሃል,Medium,cautionary,advisory and religious,warning,"ሰይጣን, ተጠግቶ"
ጥሩ ስነምግባር አለው ብዬ ስለማላምን ጥሩ ነገር አንጠብቅም,Medium,skeptical,disapproving and critical,negative,"ምን, አንጠብቅም"
ይሄ እኮ ግልፅ የሆነ ፀያፍ ነገር ነው funny መስሎሽ ከሆነ አልገባሽም ማለት ነው,Medium,critical,disparaging and accusatory,negative,"ፀያፍ, አልገባሽም"
በአማረኛ: - የአፄ ናፋቂ ማለት ያልገባቸው ፖአክቲቪስቶች መለክያ ነው: ተወው:: የዘር ፖለቲካም ፌደራሊዝም አለመሆኑ ካልገባህ አንብበህ ድረስበት,High,aggressive,critical and dismissive,negative,"ናፋቂ, ያልገባቸው, ተወው, የዘር ፖለቲካ, አለመሆኑ"
ድርጊትህ እንደምትናገረው ነገር መልካም  አይደለም,Medium,critical,formal,disapproving,መልካም አይደለም
ብዙም ቆንጆ አይደለሽ ወይ አሳቢ። ነገሩ ሰይገበሽ ለማስረዳት እትሞክሪ,High,derogatory,informal and critical,dismissive,"ብዙም ቆንጆ አይደለሽ, አሳቢ, ሰይገበሽ"
አዲስ የሆነ ሌላ ስልት ሊጠቀም እንደፈለገ ያሳያል,Low,neutral,informative,neutral,none
ህወኃት ያን ሁሉ ድርጅት በአሸባሪነት በከሠሰችበት ዘመን አንድም ቀን የዚህ ዐይነት የከፋ አደጋ ኢትዮጵያ ውስጥ ተፈጽሞ አያውቅም። ዛሬ እርቅና አንድነት ሲፈጠር እውነተኛው አደጋ አድራሸ ካደፈጠበት ወጣና ሥራውን አሳየ::,Medium,critical,formal,negative,"አሸባሪነት, የከፋ አደጋ"
እውነትህን ነው ? መቸ የተማሩትን ነው አስመረቀ እምትለው፤ አንተ እኮ ማስተዋል ትተሀል,Medium,confrontational,informal,sarcastic,"መቸ, እምትለው, ማስተዋል ትተሀል"
እንዴት እሱን ከስዩም መስፍን ጋር የሚያገናኝ ጠፋ  ?? ?,Low,inquisitive,conversational and informal,curious,ጠፋ
ቢቻል ሰው አትግደሉ ብላችሁ ገዳዮችን ማውገዝ ነው ካልሆነ የተበዳይን ድምፅ እንዳንሰማ ማለት ትክክል አይደለም፡፡,High,confrontational,emotional and accusative,hostile,"አትግደሉ, ገዳዮችን, የተበዳይን"
በአብታሙ አያለው ላይ የሆነውን ወደ መጨሬሻው ላይ ይስሙ።,Low,directive,assertive,neutral,none
የተረገመ ይሙት ክፉ ይሙት ከዚህ አለም  ተሰወረ ከእንግዲህ ወዲህ ማየት አልፈልግም,High,angry,hostile,negative,"ይሙት, ክፉ, ተሰወረ, አልፈልግም"
ሳወራ በጣም ነው የምጮኸው፣ አንዳንዶች መስማት አይችልም የሚሉት ለዛ ነው ??,Medium,defensive and frustrated,emotional,defensive,አይችልም
መለስ ዜናዊ እናቱንና አባቱን በሁለት አገር ያስቀመጠ ሰው ነው፡፡ እንዲህ አይነት ሰው በአለም ላይ ታይቶ አይታወቅም፡፡,Medium,critical,opinionated and negative,disapproval,"እንዲህ አይነት, አይታወቅም"
የምትናገረው የሚፈጥረውን ችግር የማትረዳ ከሆነ ዝም ማለት አዋቂነት ነው::ግለሰቦች ለሰው ከሚጠቅም ነገር ይልቅ ሰውንና ህዝብን የሚጎዱ ሲሆኑ,Medium,critical,cautionary and firm,disapproving,"ችግር, ዝም ማለት, የሚጎዱ"
የታጠቁት ሀይሎች መሳሪያ ያልያዘ ዜጋ ላይ እርምጃ ይወስዳሉ ፤ አንተ ደግሞ ለሀገር የማይጠቅም ነገር ታወራለህ,Medium,aggressive,accusatory and confrontational,negative,"እርምጃ, ታወራለህ, ነገር የማይጠቅም"
ሰው ፀያፍ ቃል ስለተናገረ ሀሳባችንን በመፃፍ ከመግለፅ አያግደንም፡፡,Medium,disapproving,critical,discontent,ፀያፍ
እንደዚህ ዓይነቱ Opportunist እና በሞቀበት ተናጋሪ ፖለቲከኛ ነው ሀገርንና ህዝብን ውዥንብር እየከተተ ሀገሪቱን ከአደጋ ላይ ለመጣል የሚንቀሳቀሰው።,Medium,critical,accusatory and critical,negative,"Opportunist, ተናጋሪ, ውዥንብር, ከአደጋ ላይ"
አንተ ደግሞ አቋም ይኑርህ ፤ አንዱም ባንተ ምክንያት ነው በወገኖቻችን ላይ ብዙ ችግር እየተፈጠረ ያለው,Medium,accusatory,blaming,negative,"ችግር, እየተፈጠረ"
እንዲህ ተጠቅሞ ሲያበቃ ነው 60 የሚለው,Low,neutral,informative,neutral,none
አሜሪካዊው ባለሀብት ኢትዮጵያ ዉስጥ መጥተው የእኔ ቢጤዎች ጋር ሲወያይ ወደ ከንቲባዋ ምልዕክተኛ እጁን እየጠቆመ እነዚህ ድህነትን ረስተዋል,Medium,critical,informative and judgmental,disapproving,ድህነትን
ለረጅም ጊዜ  አገሩን  ሲያስተዳድሩ የሌሎችን ችግር ችግሬ ነው ብለው ሳይወስዱ ሲቀሩ ብዙ ታዝበናል,Low,critical,figurative and critical,disappointed,ችግር
እኔን ስለሚጠላ የሚል ነገር አልፃፍኩም ፣ አንድ ቲኒሽ ፅሁፍ ለመረዳት ተረጋግቶ ለመረዳት ከመሞከር ይልቅ አንቺ ግን ትቸኩያለሽ፡፡,Medium,defensive and accusatory,informal and confrontational,frustrated and critical,"ስለሚጠላ, ትቸኩያለሽ"
ምርጫ ቅስቀሳ መሆኑ ነው? የኢትዮጵያን ሥም ከመጥራትህ በፊት መጀመሪያ በአክብሮት ሚኒሊክን ይቅርታ ጠይቅ፡፡,Medium,reprimanding and critical,directive and authoritative,disapproving,"ቅስቀሳ, በፊት, ይቅርታ ጠይቅ"
ለውጥ 101 እስኪ የመልከም አስትተደደር ችግር መንስኡ ኣትሁን,Low,informal,critique,negative,ችግር
ፀረ ካፒታሊዝም ፀረ ዘረኝነት. ለምንድን ነው የምትፈልገው?,Medium,challenging,interrogative and direct,critical,"ፀረ ካፒታሊዝም, ፀረ ዘረኝነት"
ዳንኤል የሚታየው ከፍታ ላይ ያሉት እንዳንቺ ለሰው ብዙም ርህራሄ የሌላቸው ሰዎች ናቸው,High,disparaging,derogatory and negative,critical,ርህራሄ የሌላቸው
አንተ «ኢትዮጵያዊነት መገለጫዬ ነው» ትላለህ . ግን ብዙኃኑ ኢትዮጵያዊ በኢትዮጵያዊነት ብየና ውስጥ ይካተት ዘንድ «ሁላችንን እንድትመስል ዳግም አብረን እንበይናት» ሲባል ዋነ,Low,formal,informative and cultural,inclusive,ብዙኃኑ
መናገር አትፈልግም እንዴ  ማለቴ ወደ ሸሚዝ ይሂዱ,Low,dismissive,colloquial and directive,negative,"አትፈልግም, ሸሚዝ"
እራሱን የሚያስቀድም ሰዉ ነው ጥሩ ሰው አይደለም,Medium,critical,informative,negative,አይደለም
እዩኝ እዩኝ ማለት አብዝተሀል ፤ ጤና አይሰጥህም ትሰለቻለህ ግን በጣም እውነታውን ባናቅ,Medium,critical and blunt,informal and emotional,negative,"አብዝተሀል, አይሰጥህም, ትሰለቻለህ"
አክራሪ ብሔርተኝነት እና ህፃን ልጅ በትንሽ በትልቁ ሆድ ይብሳቸዋል,High,confrontational,aggressive,negative,"አክራሪ, ብሔርተኝነት, ልጅ በትንሽ በትልቁ ሆድ ይብሳቸዋል"
አሱ፣ ዝም ለማለት ስንት ይፈልጋል,Medium,blunt,informative and direct,dismissive,ዝም
አይ ተመስገን እንዲህ ያለ ፍሬ የሌለው ዜና ስትዘግብ አእምሮህን ትንሽ አይከብደውም,High,condescending,derogatory,disrespectful,"ተመስገን, ፍሬ የሌለው ዜና, አይከብደውም"
ሃጂ ኡመር ኢድሪስ ከራሳቸው ሃሳብ ከራሳቸው እውቀት ተነስተው ምንም ነገር ማድረግ አይችሉም ሌላው ቀርቶ የጅ ስልካቸውን እንኳ መያዝ አይፈቀድላቸውም,Medium,derogatory,disparaging,negative,"አይችሉም, አይፈቀድላቸውም"
ይገርማል የኦሮሞ ይሁን የሌላ ይሄ ነው ወይ ትልቅ ጉዳያችን ስራኧት ያዝ ። ይህ ጹሁፍ ጁንታ መሆንህን ያመለክታል,Medium,accusatory,informal and critical,negative,"ጹሁፍ, ጁንታ"
ይገባኛል አባቱ የውጭ ዜጋ ጋር ለሚውል ይሄ ጥሩ ስሜትን አይፈጥርም,Medium,critical,judgmental,negative,"አይፈጥርም, የውጭ ዜጋ"
እንኳን እንትን ላይ ባንዲራሽን አይቶ . ብለህ ልትዘፍን ነው አሁን ? Ethiopia ይገርማል,Medium,sarcastic,informal,disapproving,"እንትን, ልትዘፍን"
እንደው አውቀህ ካልሆነ በስተቀር 10 በአመት ኢኮኖሚን ማሳደግ ስህተት ነው ብለህ አታምንም፡፡ ምናልባት ወገንተኛ ነህ ወይንም ሌላ ወጣ ያለ የራስህ አስተሳሰብ አለህ,Medium,critical,accusatory and judgmental,negative,"ስህተት, አታምንም, ወገንተኛ, ወጣ ያለ"
እኔ እንደአንተ እና ታዬ በመንደር ውስጥ ተራ ነገሮች ላይ ጊዜዬን የማጠፋ ሰው ሳልሆን አርበኛ የሆንኩ የአርበኛ ልጅ ነኝ፡፡,Medium,defensive,assertive,prideful,"ተራ ነገሮች, ጊዜዬን የማጠፋ"
50 ለህዝባቸው በጎ የማያስቡ ሰዎች፤ ያለ ገንዘብና ስልጣን ሌላ የማያስብ አይናቸው የማያይ ፤ የክልሉ ህዝብ ግን እንደማናችንም የዋህ ኢትዮጵያዊ,Medium,critical,accusatory and critical,negative,"የማያስቡ, የማያይ"
በጣም ሲያዋክብና ሲያጣድፍ ብትይ,Low,neutral,informative and neutral,observational,none
መጥፎ ካልሺያቸው ምናልባትም በዕውቀት የሚደግፉ ሰዎች ይልቅ ያንቺ ዝም ብሎ ጥላቻ የበለጠ ያስደነግጣል ።,High,hostile,derogatory and aggressive,negative,"መጥፎ, ጥላቻ, ያስደነግጣል"
Childish idiot አንተ ኢትዮጵያን ና ልጆችህም መውደድ አለብህ።,High,aggressive and insulting,insulting and accusatory,negative,አንተ
ሀገርን ለሚወክል አምባሳደር ተገቢውን ክብር መስጠት ተገቢ ነው፡፡,Low,formal,respectful and instructive,positive,none
ሀገር እንደ ሀገር መቆየቷ የቀናት ጉዳይ ሆኖ እያለ መቼም አያልቅም ስላልከው ግድብ ታወራለህ። ያለቀ ጉዳይ,Medium,formal,critical,negative,"ጉዳይ, ስላልከው, መቼም አያልቅም"
መጀረ/ጀ/ብሃነ ጁላ ሃገር ና ህዝብ ሳይጎዳ ሰላምን ማስከበርን ነው ህዝቡ ከእናንተ የሚፈልገው,Low,formal,persuasive,positive,none
ህዝቦች ኣልብቃ ኣሉክ ኣይ danielkebertምንው መረጋጋት አጣህ,Medium,confrontational,informal,negative,መረጋጋት አጣህ
የአማራ ህዝብ ለተራ ወሬዎች ጆሮ እንደማይሰጥ ማወቅ አለብሽ,Medium,dismissive,advisory,critical,ተራ ወሬዎች
የራሱ ያልሆነን የሚመኝ፣ ስራን የማይወድ፣ ትህትና የሌለው,Medium,critical,accusatory and negative,disapproval,"የራሱ ያልሆነን, ስራን የማይወድ, ትህትና የሌለው"
ተጨማሪ ስልጣን ፈልጎ መደገፉ ይሆናል።,Low,neutral,informative,objective,none
ለአንድ ጠ/ሚር ነገሮችን በተግባር ማድረግና ማሳየት ብዙ ከማውራት የተሻለ ክብርን የሚያመጣ ይመስለኛል፡፡,Low,formal,informative and neutral,respectful,none
የሰዎችን ሀሳብ ትተህ ፤ በራስህ አቅም ቆመህ አትታይም,Low,advisory,instructional,encouraging,none
ሃብታሙ አያሌው በኢትዮያዊነት ስም ውስጥ መብትህ የተነካብህ እያስመሰልክ የምታሳያቸው ነገሮች ወገንተኛነትህን ያሳያሉ,Medium,critical,critical and formal,negative,ወገንተኛነት
እሱን ሰው ዝም ብሎ ነው የሚይወራው,Medium,dismissive,informal,disrespect,"ዝም, ነው"
መሬት ላይ ሆነህ ወዴትም ልትደበቅ አትችልም ፤ ስልጣን በጣም ፈላጊ ነህ,High,accusatory,critical and judgmental,negative,"ልትደበቅ, ፈላጊ"
ሰውን በፀያፍ ከተናገርክ በተቃራኒው ወደ ራስህም እየተናገርክ እንደሆነ ማስተዋል ይኖረብሀል,Medium,cautionary,advisory and reflective,cautious,ፀያፍ
ያንን ለኔ ብቻ የሚል ሀሳብህን ስትተው ለረጅም ጊዜ የተመኘኸውን ቤተመንግስት ስታገኘው የፈለግኸውን ሳይሆን ህዝብ የሚፈልገውን እንድታደርግ ነው።,Low,advisory,persuasive,concerned,none
መግደል መሸነፍ ነው የሚለው የአቢይ መርኅ የተቻለውን ትዕግስት ቢያሳይም ስለልተለማመደ አቢይን ፈሪ ደካማ አድርጎታል፣,High,critical,pejorative,negative,"መግደል, መሸነፍ, ደካማ, ፈሪ"
ለረጅም ጊዜ አብይን ስትደግፍ ነበር አሁን እስኬዉ profile pictureህ ይታያል,Medium,sarcastic,informal,disapproving,ማሳያው
እውነቱ ተደብቆ አይኖርም ፤ አንተ የሰው ነፍስ ግድ የማይሰጥህ ነህ ፤ ፍርዱን በቅርቡ ታገኘዋለህ,Medium,accusatory,admonishing and direct,disapproving,"ተደብቆ, ነፍስ ግድ, ፍርዱ"
ኢትዮጵያ ትንሽም ትልቅም ጠላት የተነሳባት ከአመራር በስለት ማጣት ነው,Medium,critical,informative and critical,negative,"ጠላት, ስለት, ማጣት"
እርሱ ለህሊናው ተገዢ የሆነ ሰው አይደለም ፡፡ አሁን የሚለውም ለማስመሰል ነው ነገ ወደ ነበረበት ይመለሳል፡፡,Medium,judgmental,informative and critical,disapproving,"ገዢ (ተገዢ), ማስመሰል"
ከየት የመጣ ጥበብ ነዉ ሽማግሌና ህጻንን ነፍስ ማጥፋት፣ ሴቶች ላይ ጥቃት ማድረስ።,High,condemnatory,critical and accusatory,negative,"ማጥፋት, ጥቃት"
አንተ እንዴት ጎበዝ ነህ፤ እራስህን በአንድ ቲዊት እኮ ገለፅካት,Medium,sarcastic,colloquial,negative,"ጎበዝ, ገለፅካት"
ስለምወድህ ክፉ ልናገርህ አልፈልግም ፤ ወገብም አልኩት እግር ችግር ያለው አልመሰለኝም,Medium,informal,somewhat aggressive and dismissive,conflicted,"ክፉ, ችግር"
የስዊድኑ አቶ ይስሀቅ ወደ መጨረሻው ባለቤቴን ፈረንጅ ወሰዳት ፍረዱኝ,Medium,aggressive,informative and critical,accusatory,"ፍረዱኝ , ፈረንጅ"
በተፈጥሮ  ቀጭን ስለሆነች ፤ ቴሌግራም ላይ ትገባና የሴት ልጅ ውበቷ ቅጥነቷ?,Medium,informal,derogatory and judgmental,disparaging,"ቀጭን, ቅጥነቷ"
ምን ዓይነት ኣስተሳሰብ ቢኖረው ነው በዚህ ቀን ንፁሃን ላይ ቦምብ የሚወረውረው? በጣም ያሳዝናል ለወገን ዘመዶቻቸው መፅናናት እመኛለሁ,Medium,concerned and empathetic,informative and emotional,sad and empathetic,"ቦምብ, ያሳዝናል"
የበትር ብዛት አህያን አዋቂ ፕሮፌሰር እንደማያደርጋት ሁሉ ፤ ለአማራ ህዝብ የሚሰሩ እየመሰሉ የራሳቸውን ጉዳይ ላይ የተጠመዱ ብዙ አሉ፡፡,High,derogatory,critical and demeaning,negative,"አህያን, እየመሰሉ, የተጠመዱ"
የብልጽግና መፈክር ሰበካ እና ምኞት ብቻ ነው። ግን እውን አንተ ዴሞክራቲክ አመለካከት አለህ? ለመሆኑ በህዝብ ልእልና ታምናለህ? እንተ የገበህ አይመስለኝም አይመስለኝም,Medium,challenging,skeptical,doubtful,"እውን አንተ, እንተ የገበህ አይመስለኝም"
ሀገርና አለም እንዴት እይደምትተዳደርና ኢኮኖሚ ምን እንደሆነ ግንዛቤው ስለሌለክ ይሄን አሁን ለአንተ ማስረዳት መሞከሩ ትርፉ ልፋት ስለሆነ ትቼዋለው።,Medium,condescending,derisive and dismissive,negative,"ምን እንደሆነ ግንዛቤው ስለሌለክ, ማስረዳት መሞከሩ ትርፉ ልፋት ስለሆነ"
በቲቪ የተጋበዙ የቀድሞ እስረኞች ላይ የተፈጸመውን  እየሠማን ነበር  በጣም ከበድ ነው ። ይሄን ያህል ፈሪሃ እግዚአብሔር የለንም እንዴ የስብላል?,Medium,critical,expressive and opinionated,concerned,"ከበድ, ፈሪሃ"
አንድ የፖሊሲና የእውቀት ወሬ የለም ከወር እስከ ወር የልመናና የእርዳታ ወሬ ከንቲባ ቢሮም እርዳታ ስለማከፋፈል ነው ፤ ይኸ ሁሉ ያሳፍራል,Medium,critical,informative and critical,negative,"የእውቀት ወሬ የለም, የልመናና የእርዳታ, ያሳፍራል"
እኛ ከአንተ  እኩል አማርኛ ተናጋሪዎች ላንባ እንችላለን,Low,assertive,informative and slightly confrontational,competitive,እኩል
የማካቬሊ የተጻፈ መጽሀፍ አንብቦ በ21ኛው ክፍለዘመን የሚተገብር ድንቅ መሪ ነውኮ ያለን ????,Low,inquisitive,subjective and speculative,positive,none
አንተ ስብሰባው ላይ ተግኝተህ የነበረ ይመስል በዚህ ደረጃ ማውራትህ ተገቢ አይደለም፡፡ ማስረጃ ካለህ አሳይ ????,Medium,reproachful,critical and confrontational,disapproving,"ተግኝተህ, ተገቢ አይደለም"
ሁለት ከኢትዬጵያ ፖለቲካ የተገለሉ ሃይሎች እዚህ ብዙ ሲያወሩ ይታያል። ጎጠኝነቱ ቀርቶ እንደ ሰው ሚዛናዊ መሆንን አዳብር፡፡,Medium,critical and admonishing,analytical and critical,disapproving,ጎጠኝነቱ
የኢትዮጵያ ህዝብ አስተባብረን እናሽንፍ እንጂ ሌላው አረፋ ነው ያልከው ሰውዬ ደናነ እነዴት ነህ ክቡር ሚንስትር ።,Medium,mixed,persuasive and emotional,critical,"አረፋ, ሰውዬ"
Ethiopia : ከመስከረም 30 በኃላ መንግስት የለም ያለው አቶ ልደቱ አያሌው በ30 ሺህ ብር ዋስ መፈታቱ ምንድነው ችግሩ?,Medium,inquisitive and possibly accusatory,semi-formal and critical,questioning and skeptical,"ችግሩ, የለም"
