Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
Die Linken. SED KED Sozialilstich Kommunistische Einheits Partei Deutschlald. Sozial Demokraten rechts gesinnt. CDU gegründet aus Stasi und Gestapo Mitglieder. Willkommen im 4ten Reich.,High,accusatory,derogatory and inflammatory,hostile,"rechts gesinnt, Stasi, Gestapo, 4ten Reich"
"Simone Peter ist optische wie Marin Le Pen, nur die Haut ist anders. #Jamaika @USER_0",Medium,comparative,informal,discriminatory,Haut
Unlogische Aussagen von Kern. Er ist für Lösungen. Bin. ich auch. Weg mit den inkompetenten Poltikern. Die Wahlen kommen.,Medium,assertive,informative and critical,frustration,"unlogische, inkompetenten"
"Ein Imam leest uit de Koran, een religie tegen christenen, bij de Breitscheidplatz-herdenkingsdienst. Wat een schande!!!!!!!",High,hostile,informative but biased,aggressive,"tegen, schande"
kein verläßlicher Verhandlungspartner. Nachkarteln nach den Sondierzngsgesprächen,Medium,critical,informative and negative,disapproving,"kein verläßlicher, Nachkarteln"
Respekt für diese Menschen ...die sind bestimmt froh das sie diese Leute los sind. die Deutschen lieben solche Menschen..!,Medium,sarcastic,informative,negative,"los, solche"
Was für ein ängstlicher Mann ...alleine deswegen sollte man ihn verjagen. Aber eigentlich befindet er sich hier in einem elitären Kreis der gleichgesinnten Deutschen...!,High,derogatory,condescending and exclusionary,hostile,"ängstlicher, verjagen, elitären Kreis, gleichgesinnten"
Socialisten - bestijden alles! Alleen niet hun levenskosten.....,Medium,critical,derogatory and accusatory,negative,"bestijden, levenskosten"
So kennen wir die Antifa-Anhänger! 👎,Medium,sarcastic,informal,disapproving,none
"Merken Religionen eigentlich nicht, dass Gott sie hinters Licht führt?. Ein Stück Wüste als Heiliges Land?. Welcher normale Mensch würde das von einem Immobilienmakler akzeptieren?",Medium,sarcastic,informative and critical,skeptical,"hinters Licht führt, normale Mensch"
Na klar 100% für Merkel!😡😡😡 Die Bild ist auch einer dieser verlogenen Anhänger Merkels!!!,High,aggressive,informal,negative,verlogenen
Rutte is gewoon een verschrikkelijke leider.,Medium,informal,critical and emotive,negative,verschrikkelijke
Menschenrecht Wohnen – in Deutschland leider unbezahlbar? Diese Überschrift ist schlichtweg falsch. Da brauch man sich nur die Entwicklung der Anzahl der bezahlbaren Wohnraums sich anzugucken.,Low,assertive,informative,critical,"leider, falsch"
Frau Schulz von den Grünen labert seit einer Stunde ununterbrochen quatsch. Nur utopien nichts konkretes wischiwaschi habe von der Partei auch nichts anderes erwartet,Medium,derogatory,informal and critical,negative,"labert, quatsch, utopien, nichts konkretes, wischiwaschi"
Diese Leute schauen alle gleich aus...für mich ist da nichts Menschliches,High,disdainful,informative and prejudiced,negative,nichts Menschliches
"Klar, denn was wir unbedingt brauchen sidn noch mehr naive Diskussionen an Hochschulen.",Medium,sarcastic,informal and dismissive,negative,naive
unholy relationships with the Kremlin - Was für ein hirnerweichender #links-faschistischer Kram! Wie üblich in der #NYT #nrw17,High,aggressive,informal and negative,hostile,"unholy, hirnerweichender, links-faschistischer, Kram"
"Oh Gott, sehe gerade Laschet in den n-tv Nachrichten, mir ist schlecht 🤢🤢🤢",Medium,informal,expressive,negative,schlecht
"beachtlich, wieviel gutmenschen von einst mittlerweile die hosen gestrichen vollgeschissen haben vor angst #spielfeld",High,aggressive,derogatory and informal,negative,"beachtlich, gutmenschen, vollgeschissen, angst"
Wie kann nur jemand so naiv sein....was für eine leichtgläubige Person...@USER_1,Medium,disparaging,colloquial,negative,"naiv, leichtgläubige"
"Scheinbar haben diese müden Leute nichts anderes drauf, als fremdes Eigentum zu beschädigen! 😛🖕",High,aggressive,informal and derogatory,negative,"müden, beschädigen, fremdes Eigentum"
was fährt @USER_0 jetzt wieder an die Wand nachdem er schon den #Nürburgring versenkt hat? In meinen Augen ist Kurt Beck eine absolute Niete #SPD,High,derogatory,colloquial and informal,negative,"versenkt, Niete"
Ja es war ein hinterhältiger feiger Anschlag.... Aber Amri hat damit nichts zu tun....!!,Medium,emotional,assertive,defensive,"hinterhältiger, feiger"
"Solls die freiwilligen Asylbewerberhelfer treffen, damit sie wach werden.",High,aggressive,colloquial,hostile,"treffen, wach werden"
"Am Reichstag sollte ""DEM DEUTSCHEN VOLKE"" durch ""DEN POLITISCHEN BEAMTEN"" ersetzt werden > wenig im Kopf, viel in den Taschen 😜",Medium,sarcastic,informal and critical,negative,"wenig im Kopf, viel in den Taschen"
"Für Merkel steht der Deutsche Bürger nur im Mittelpunkt, um ihn von allen Seiten ausnutzen zu können - meine ich!",Medium,accusatory,informal,negative,ausnutzen
"weil wir doch nur angelogen werden von den deutschen Medien ,Es ist aber auch Ali .S",Medium,accusatory,colloquial,distrustful,angelogen
Helene Fischer .... Macht einfach kein Spaß :-),Low,informal,casual and subjective,negative,kein Spaß
Weils Juden eben auch tun-erlaubt .Tierquäler gehören bestraft.,High,accusatory,derogatory and accusative,negative,"Juden, Tierquäler, bestraft"
"Die Linken Gender- und meetoo-Unterstützer die du in den Staaten kennst, natürlich nicht.",Medium,sarcastic,informal,dismissive,none
Ohne Worte...Illner Will Maischberger u der Lanz machen alle so weiter als wäre nicht geschehen ...eigentlich ist ja auch nix passiert...,Medium,sarcastic,colloquial and informal,dismissive,nix
"Der hat und brauchte nicht solche Lügen und Märchen den Bürgern zu verklickern, wie Sie Herr Seibert! Aber es gibt eben Leute, die für Geld ALLES sagen!",High,accusatory,aggressive,negative,"Lügen, Märchen, verklickern, für Geld ALLES sagen"
#Schwulenhilfe #Berlin richtet für Schwule #Asylbewerber Schwulen-Unterkünfte ein,Low,neutral,informative,supportive,none
Wir müssen zulegen und uns gegen Merkel wehren!!!,Medium,assertive,motivational,rebellious,wehren
"Wenn Hacker die Bundestagswahl beeinflussen sollen, ist Merkel die Leithäckerin > sie hackt sich den Stuhl unter`m Gesäß weg 😂😂😂",Medium,mocking,colloquial and humorous,derisive,weg
Dann kommt die von den Grünen auch !,Low,neutral,informative,neutral,none
Die sind doch alle schon festgefahren!,Medium,exasperated,colloquial,frustration,festgefahren
dann warten wir mal ob die Presse und Medien jetzt über Marcon herziehen und kritisieren!!,Medium,skeptical,conversational,negative,"herziehen, kritisieren"
#Kanzleramtsminister #Altmaier schwitzt sehr stark in den #Tagesthemen #CDU,Low,informative,informative,neutral,none
"Aber richtig und Abschiebungen aller verdächtiger Asylbewerber, samt Asylausnutzer",High,hostile,aggressive,negative,"Abschiebungen, verdächtiger, Asylbewerber, Asylausnutzer"
"Ihr diskutiert allen ernstes über eine ausgezeichnete Rede einer vielleicht schon nicht mehr im Land befindlichen Person, habt ihr nichts besseres zu tun ⁉️",Medium,sarcastic,informal,disapproving,habt ihr nichts besseres zu tun
BRD einfach nur noch peinlich Zensurstaat,High,aggressive,colloquial,negative,"peinlich, Zensurstaat"
Die SPD hat eben schlechtes Personal.,Medium,critical,informative,negative,schlechtes
"Ich glaube es hackt! Gerade die Rentner sind diejenige, die Angst haben, dass das bisher einigermaßen ausgewogene Sozialsystem durch die Einwanderer kaputtgemacht wird. Siehe Krankenkassen!!!",High,aggressive,biased and accusatory,negative,"hackt, Angst, kaputtgemacht"
Du hast mir gerade noch mit deiner Ausländerfeindlichkeit gefehlt! #afdWuergt #AfDimBundestag,High,accusatory,informal,angry,"Ausländerfeindlichkeit, afdWuergt"
"Transgender ,ist sie !!!",Medium,aggressive,informal,disapproving,none
"Wie ungebildet muss man sein,um einen Kriegstreiber Poroschenko in München zu hofieren. Ach so,Ihr meint auch,als Politiker kann`s passieren? 😜",Medium,sarcastic and critical,informal and accusatory,negative,"ungebildet, Kriegstreiber"
"Der DE Rot Grüne Journalismus berichtet gegen all die Präsidenten anderer Länder siehe Kurz , Orban, Trump die ihr Volk vorziehen. AFD",Medium,accusatory,informative and critical,negative,"gegen, vorziehen"
Schulz kennt alle Probleme und will trotzdem jedem gefallen. Dabei hat seine SPD die Probleme mitverursacht !!!,Medium,accusatory,informative and critical,negative,"Probleme, mitverursacht"
"Diese Dame ist echt anstrengend, da sehne ich mich fast nach Karl Lauterbach!",Medium,informal,personal and critical,negative,anstrengend
"Wo bleibt der private Wachdienst, der die zurechtweist?",Medium,demanding,assertive,disapproval,zurechtweist
Deutsche haben dafür MEIST Jahrzehnte einbezahlt! 99% der Asylbewerber haben nie und werden NIE etwas einbezahlen!,High,accusatory,informative and biased,critical,"nie, NIE, Asylbewerber"
Genau deswegen blieben die Moslems doch weg!! Merkel und ihre Anhänger nehmen noch nicht mal die Moslems mehr erst! Erdogan doch auch nicht,High,aggressive,informative but confrontational,negative,"weg, nicht mal, Erdogan doch auch nicht"
"Hab gerade ein paar Ausschnitte von Will geschaut lol ! Klasse Weidel , die gehen in der Diskussion alle aufeinander los !👍🏻👍🏻👍🏻👍🏻",Low,casual,informative and playful,positive,none
Mädels aufpassen.....Gerichte urteilen sehr milde bei Vergewaltigung durch Migranten-Asylbewerbern...oder wie immer sich diese Leute nennen.,High,alarmist,informative but biased,fearful,"Vergewaltigung, Migranten-Asylbewerbern, diese Leute"
Näch meiner Erfahrung tritt die SPD die Menschenwürde mit Füßen - siehe das Auswärtigen Amt und seine Mitarbeiter !!!,Medium,accusatory,informal,negative,"tritt, die Menschenwürde mit Füßen"
Was ist dir denn lieber ?? Burkha mit günem Punkt !! Oder ein homosexueller Schwarzer mit Federboa !! Meine Güte die linken müssen weg ! bitte,High,aggressive and disparaging,insulting and discriminatory,hostile,"Burkha, homosexueller Schwarzer, Federboa, linken müssen weg"
"Typisch,Demokraten werden ausgewiesen und der eine Gruppe Nordafrikaner darf bleiben!Armes Europa.",High,informal,critical and biased,negative,"ausgewiesen, Nordafrikaner, Armes"
DIESE GESAMTE GRUPPE MIT IHREM CLAN MUSS INNERHALB EINES TAGES RAUS AUS DEUTSCHLAND!,High,aggressive,commanding and exclusionary,hostile,"raus, Clan"
"Wurde der Merkel schon 2015 von Australien empholen. Doch Merkel ,macht das Gegenteil.😠",Medium,disapproving,critical,negative,"Gegenteil, 😠"
"Generalstreik wäre schon lange fällig, aber mit ängstlichen trägen Deutschen nicht zu machen",Medium,critical,emphatic,frustrated,"ängstlichen, trägen"
"Nee, je suis schijnbaar ook enkel deel van het kiezersvolk—dat nu voor de verkiezingen nog even met vage voorstellen gelokt wordt.",Medium,discontented,informative and frustrated,cynical,"vage, gelokt"
"Vehement spricht  sich d. CDU gegen Nazis in d. AfD aus, hatte aber nach 45 Nazitäter in d. Regierung u behinderte d. Aufarbeitung d. 3. Reiches 😜",Medium,"critical, accusatory",informative and biased,disapproving,"Nazis, Nazitäter, behinderte"
Politik war damals schon schlecht....jetzt ist sie allerdings noch schlechter..... Unsere Politikerköpfe nicht nützlich....,Medium,critical,informal,negatively charged,"schlecht, schlechter, nicht nützlich"
"wie naiv ist denn die türkische Rechtsanwältin in der @USER_0 sie sollte besser machen was sie kann, Ziegen hüten #WDR",High,disrespectful,derogatory,offensive,"naiv, Ziegen hüten"
Diese Person muss ja auch nicht unter Seinesgleichen leiden... Wenn der das mal ein paar Monate mitmachen dürfte wäre der doch der Erste der lautstark nach dem Staat ruft...,Medium,sarcastic,accusatory,judgmental,"leiden, lautstark"
Man hört noch nicht einmal einen Flüstern,Low,informal,neutral,casual,none
"Es leben mehr als 5 millionen Türken in Deutschland, lern Türkisch... Passt es jetzt?",Medium,sarcastic,informal,aggressive,lern
"Man darf nicht vergessen, dass die öffentlich-rechtlichen Unterstützer von Merkel sind und das berichten was Merkel vorgibt!!",Medium,accusatory,critical and assertive,negative,"vergessen, Unterstützer, berichten, vorgibt"
Nur die Deutschen wollen es nicht begreifen!!. Angela Merkel says Islam is ‘not the source of terrorism’,High,hostile,provocative,disapproving,wollen es nicht begreifen
"tut mir leid aber diese, in meinen Augen, naive Frau #Schwesig von der #SPD schaue ich mir nicht länger an bei #MaybritIllner und tschüss",Medium,dismissive,informal and opinionated,negative,naive
@USER_15 @USER_12 @USER_9 @USER_5 @USER_13 @USER_10 @USER_1 @USER_6 @USER_3 @USER_11 @USER_0 @USER_14 Macht mal Urlaub in einem islamischen Land.,Medium,informal,suggestive,sarcastic,implies negative stereotypes about Islamic countries
"Wer hier Naziverhalten sieht, hat ein Rederecht. Auf dem Klo.. Solche Parolen gehören dort hin. Schon 1683 wurden die. Türken davongejagt.",High,hostile,aggressive and derogatory,discriminatory,"Naziverhalten, Parolen, davongejagt"
"Dieser Rot Grün orientierte Mann hetzt in d ARD gegen all die DE, die durch diesen Lug, Trug u Manipulation Journalismus nicht beeinflusst sind",High,accusatory,derogatory and loaded,strongly negative,"hetzt, Lug, Trug, Manipulation"
"Ständig gegen Deutsche hetzen und über unsere Kultur spotten, aber nicht den Mut haben zu einer Mohammed-Karikatur #LaferLichterLuther",High,aggressive,derisive,hostile,"hetzen, spotten, nicht den Mut haben"
"Es ist auch nicht gerade emanzipiert, einen Menschen zu verehren, der eine umstrittene Beziehung zu einem 9jähriges Mädchen hatte.",Medium,critical,informative yet accusatory,negative,umstrittene
Schulz fordert bei einem Teil der Abzuschiebenden die Aussetzung.. Das ist nicht in Ordnung. In Deutschland gibt es auch Terroranschläge.,Medium,assertive,critical and defensive,cautionary,"Abzuschiebenden, Terroranschläge"
"Hallo, waren es die Linksradikalen oder Reichsbürger die Anschläge auf Privateigentum verübt haben!!!😡 die verkommene Presse war klar!",High,aggressive,provocative,hostile,"Linksradikalen, Reichsbürger, Anschläge, verkommene Presse"
"Ach ja,gibt es noch ein KZ, was der Geistliche Gauck noch nicht besucht hat?",High,sarcastic,provocative and critical,hostile,KZ
SPD. Die Mitglieder dieser Partei möchte sich noch gerne 4 Jahre bereichern und vergisst dabei den deutschen Bürger.,Medium,critical,derogatory and accusatory,negative,"bereichern, vergisst"
Ich will diese muslimische Einwanderung hier nicht! Ich will keine #Asylbewerber und #Kriminellen! Ich will nicht!!,High,aggressive,informal,hostile,"muslimische, Einwanderung, Asylbewerber, Kriminellen"
Wie lange wollt ihr uns eigentlich noch an der Nase herum führen?. #illner,Medium,accusatory,colloquial and confrontational,frustration,herum führen
Internet Prüfteam von H.Maas und der Antonio Amadeus Stiftung. Bezahlt mit Steuer Gelder. Diener von Google.,Medium,critical,accusatory,suspicious,Diener
Eine sehr gesprächige Person dieser ...,Low,informal,descriptive and neutral,neutral,none
"Achja ... und behaltet euren - in Wahrheit RASSISTISCHEN - ""#diversity""-Kram für euch ...",High,"aggressive, hostile",informal,"negative, dismissive","RASSISTISCHEN, Kram"
Aber wehe ein Asylsuchender kommt durch Deutsche zu Schaden!!!,Medium,aggressive,colloquial and emotive,warning or threatening,"wehe, Schaden"
"Aber ein Bildausschnitt reicht, um Mio Wähler zu überzeugen > bewusste Manipulation der Leser dieser unehrlichen Presse 😜",Medium,accusatory,informal,negative,"Manipulation, unehrlichen"
Die Leute aus der Justiz leben in ihrer eigenen Welt,Medium,informal,critical,negative,eigenen Welt
Egal dann halt Syrer und keine Nordafrikaner,Medium,dismissive,informal,negative,"Egal, Syrer, keine Nordafrikaner"
Das ist so ein Quatsch...nichts ist schlimmer zu ertragen als die Grünen. Wie kann man nur von so vielen Dingen so wenig Ahnung haben...,High,derogatory,informal and aggressive,negative,"Quatsch, nichts ist schlimmer, so wenig Ahnung haben"
Er zijn bijna uitsluitend mensen die in de politiek willen behagen! Een eigen mening leidt meestal tot problemen!😜👎🖕,Medium,informal and sarcastic,opinionated and critical,frustrated,"problemen, 👎, 🖕"
Großer Gott steh uns bei..... Das diese Frau weg muss ist eindeutig....!,Medium,agitated,informal and emotional,hostile,weg muss
Wohl eher die Hetzkammer der Altparteien. Da werden einige Menschen mit ganz schön Dreck am Stecken dabei sein.,Medium,accusatory,colloquial and aggressive,negative,"Hetzkammer, Dreck am Stecken"
Würde lachen wenn er wirklich mal vom 1 stock ins Erdgeschoss durchbricht,Medium,derisive,informal,mocking,durchbricht
"ES WIRD ZEIT, DIESE PERSON ZU WARNEN!",Medium,urgent,directive and emotive,concerned,warnen
Nur noch verwirrte Politiker in der Regierung!! Es muss eine Veränderung geben!!!,Medium,aggressive,critical,discontent,verwirrte
das wird er auch versuchen,Low,neutral,informative and neutral,neutral,none
"Ich meine, im Schland reden so viele 'Experten' über Sicherheit und merken nicht, dass sie so naiv sind, wie Russland groß ist 🤢",Medium,sarcastic and dismissive,colloquial,critical,"naiv, Schland, Experten (used sarcastically)"
"Hebben jullie het begrepen? De 20 politici proberen verbeteringen door te voeren. We hebben geen agressieve, gemaskerde brandstichters nodig.",Medium,assertive,informative,critical,"agressieve, gemaskerde, brandstichters"
"Für mich kann ich nur feststellen, d. vorhand. Politiker sind weit gefährlicher als Atommüll > strahlende Gesichter in Aussicht d. MACHT😜",High,sarcastic,informal and provocative,critical,"gefährlicher, Atommüll, MACHT"
Liebe Italiener. Schließt endlich Eure Häfen für. ShuttleschiffeWir brauchen keine illegalen Einwanderer.,High,aggressive,direct and confrontational,negative,illegalen Einwanderer
"Schulz ist wirklich nicht mehr zu ertragen, unser 365 Tage AMTMANN ! Ich lass mir den nicht gefallen, auf keinen Fall !",Medium,aggressive and frustrated,colloquial and informal,discontent and defiance,"nicht mehr zu ertragen, nicht gefallen, auf keinen Fall"
Die Journalisten Gruppe der ÖR Medien machen unentwegt Stimmung gegen Trump u jetzt auch gegen den Österreichischen Bundeskanzler Kurz. AFD,Medium,critical,informative and accusatory,negative,unentwegt
Wehe derTäter wäre ein Rechter und hätte einen Nigerianer erstochen!,High,threatening,provocative and inflammatory,hostile,"wehe, Rechter, Nigerianer, erstochen"
"Wenn ich die Werte Polens nicht achten würde, wäre ich nicht als Dolmetscher tätig, sonder säße in Berliner 😜",Low,defensive,informal,slightly defensive,none
"Ein wirklicher Eklat ist, dass sich die ach so soziale SPD im Auswärtigen Amt menschenverachtend verhält und willkürlich handelt!",High,accusatory,emotive and critical,negative,"Eklat, menschenverachtend, willkürlich"
"Bin gerade aus Polen zurück, im Szczeciner Rathaus lacht man sich über Merkels naives Kontern (Trump) krumm u. meinte: naiver geht`s nicht",Medium,informal,mocking and critical,disapproving,"naives, lacht, naiver"
"Hallo, ja, und fast 50% dieser Menschen haben wohl in den USA Trump gewählt, so einfach kann eben die Welt sein? VLG",Medium,"sarcastic, rhetorical","casual, slightly provocative",critical,none
"Der Muslim, allgemein auch als Islamist bekannt, hat noch nie etwas selbst erschaffen! Das wird er auch in Zukunft nicht.",High,accusatory,derogatory,hostile,"Islamist, nichts selbst erschaffen"
Jullie zijn allemaal zo dom dat het pijn doet.,High,aggressive,offensive,negative,"dom, pijn doet"
Deutschland geht unter und Merkel ist verantwortlich dafür!,Medium,accusatory,informative and assertive,negative,"unter, verantwortlich"
Der afgehalfterte Vorsitzende der SPD versucht nun auf durchschaubare Art der. überlegenen Kanzlerin Schwierigkeiten zu machen. Er taugt zu nichts,Medium,disparaging,derogatory and critical,negative,"abgehalfterte, Schwierigkeiten zu machen, taugt zu nichts"
JedenTag strömen Muslimische Einwanderer ins Land u es nimmt kein Ende Merkel u Anhänger Posaunen dass wir weiter Hunderttausende aufnehmen,High,accusatory,informal,negative,"strömen, kein Ende, Posaunen"
"Die ganze „Mafia“ in Berlin muss weg, das Volk kann es auch selbst, dazu brauchen wir keine Politiker",High,hostile,incendiary and political,aggressive,Mafia
Joschka war einst ein Unruhestifter...bis man ihn zum gutbezahlten Minister ernannte..... Sagt das nicht viel aus...?,Medium,sarcastic,informative and critical,skeptical,Unruhestifter
"Würde mich ja nicht wundern, wenn diese Leute Staatsgelder kassieren würden.",Medium,skeptical,informal,negative,Staatsgelder kassieren
"Frau Merkel und Konsorten!. Ihr seid die Unterstützer der Ostküste. Jetzt lacht ihr, doch der Wind wird sich drehen, und dann gnade euch gott!",High,aggressive,critical and threatening,vindictive,"Konsorten, Unterstützer der Ostküste, gnade euch gott"
Wie? Diese Gruppe wird doch von der Bundesregierung finanziert!! Das ist Merkels privat Armee!,Medium,accusatory,informal and biased,critical,privat Armee
"Im Gegensatz zu den Menschen, die hier her kommen, sind dort tatsächlich Flüchtlinge unterwegs.",Medium,comparative,informative and evaluative,critical,"Menschen, hier her kommen"
"Wer noch nicht gesehen hat ,solche Menschen dürfen bleiben!",Low,neutral,informative,supportive,none
Was für eine Person...und der Bulgarireif ist auch nicht vorteilhaft..😃😃,Medium,disparaging,derogatory,negative,nicht vorteilhaft
und wie uninformiert ist die Bevölkerung!,Medium,critical,informative,negative,uninformiert
Aus eigentlichen Verlierern wurden Sieger.. FDP u Grünen hätte niemals passieren dürfen.....die Biodeutschen.,Medium,critical,opinionated and divisive,disapproving,"Verlierern, dürfte niemals passieren, Biodeutschen"
Hubi...mei bisch du komisch....😂😂,Low,informal,conversational,playful,komisch
Wenn das schon alle behaupten....wieso ist sie noch immer auf freiem Fuß...?,Medium,accusatory,informative and neutral,skeptical,"behaupten, freiem Fuß"
"Selbstverständlich. Fett gepamperte Zugpferde sämtlicher arabischer Islamlobbys. Wenn diese am Ziel sind, werden die Damen unter das Kopftuch gezwungen",High,provocative,derogatory and inflammatory,antagonistic,"fett, gepamperte, Zugpferde, Islamlobbys, gezwungen"
Wat heeft deze vraag te maken met mijn 'voetbalvraag'? 80% van de voetbalclubs bestaat alleen uit huurlingen! Dat is een triest feit!,Medium,critical,informative and accusatory,disapproving,"triest, huurlingen"
geh wieder pennen...deine Meinung interessiert mich nicht,Medium,dismissive,informal and confrontational,antagonistic,"pennen, interessiert mich nicht"
Ausnutzer die bei #Pro7 ihr Geld mit krebskranken Patienten machen . dieser Sender ist einfach das Letzte,High,aggressive,derogatory and accusatory,hostile,"Ausnutzer, krebskranken, das Letzte"
Die Grenzen sind weit offen alle kommen sie herein registriert oder nicht das interessiert hier niemanden ....Das gibt es nur in Deutschland,Medium,accusatory,informative and critical,negative,none
"#Hoaxmap, weil nicht alle Geflüchtete sind Kriminell",Medium,informative,assertive,defensive,Kriminell
Diese Frau....ungebildet und selbstbewusst. Aber so sind alle Grünen...die kleinsten halten sich am unverzichtbarsten. So sinnlos...!!,High,insulting,offensive and dismissive,contemptuous,"ungebildet, sinnlos"
"SPD...die Partei mit den Politikern, die mich am wenigsten ansprechen....!!!",Low,informal,opinion-based,negative,am wenigsten ansprechen
"Liebe Freunde, packen wir die größte Verbrecherorgañisation am Kragen!. Reform der Sozialisten!",High,aggressive,inflammatory and accusatory,antagonistic,Verbrecherorgañisation
"Naja, dein Name zegt ook al genoeg! Heel speciaal...",Medium,sarcastic,casual and informal,dismissive,none
Der nächste der mich meldet der kriegt es mit mir zutun #realtalk,Medium,aggressive,threatening,hostile,"kriegt, zutun"
"Da wird mal wieder stark Übertrieben, es werden paar hundert wenn es hoch kommt teilnehmen!. Natürlich wird die Presse was anderes sagen",Medium,critical,informal,skeptical,"Übertrieben, was anderes"
Die meisten Deutschen misstrauen Merkel!. Warum schreibt die Presse nicht mal darüber!!!!,Medium,accusatory,informative and critical,negative,misstrauen
"gibts diese Woche einen Wettbewerb zwischen #maischberger und #lanz, wer die Gast*in mit dem auffälligsten Gesichthat?",Medium,sarcastic,informal and speculative,mocking,auffälligsten
Hier haben einige Politiker richtige abgesahnt..... Und der Maschmayer macht jetzt einen auf Fernsehstar...und produziert seiner alten b-Movies. 😃😃,Medium,sarcastic,colloquial and critical,negative,"abgesahnt, alten b-Movies"
"Nein, MAN USS regulieren, weil dieMieten sonst in dieHöhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir hinters Licht geführt.",Medium,assertive,informative and critical,skeptical,hinters Licht geführt
Wie gehabt bei Illner Grüner + zwei Journalisten ein CDU u die Rot Grüne Gesine Schwan ZDF versucht Grüne hochzupuschen. AFD wählen,Medium,informal and accusatory,opinionated and politically charged,critical,hochzupuschen
Was ist den das da ..?,Low,informal,questioning and neutral,curiosity,none
11 Jahre für den Mann ist schon ok... alles besser als Bewährung...,Medium,informal,opinionated,judgmental,alles besser als Bewährung
Koalitionsverhandlungen um Merkel sind für mich ein Schauspiel > ein Gerangel um Posten für BILDdungsbürger 🤢,Medium,sarcastic,colloquial and critical,negative,"Schauspiel, Gerangel, BILDdungsbürger, 🤢"
Was für ein Type....😂😂,Medium,mocking,colloquial,derogatory,Type
Bij deze Kölner staatsoberhäupter zijn de Kölner verloren...!!,Medium,critical,informative and expressive,negative,verloren
"Wat een onzin. Als hij met medeweten en steun van Rutte heeft gehandeld, dan is dat een schandaal voor de hele Nederlandse regering!",Medium,assertive and accusatory,informative,critical,"onzin, schandaal"
Umso mehr Quatsch die Altparteien von sich geben umso eher kommt die AFD an die Macht.. Die Bürger sind nicht ganz so naiv wie die Altparteien glauben. #illner,Medium,critical,informative and assertive,discontent,"Quatsch, naiv"
"Auf zdf info die übliche Trump-Kritik, fehlt heute nur noch die Propaganda gegen die DDR u. Russland > Dr. Goebbels lässt wieder grüßen 😜",High,sarcastic,informal and provocative,critical,"übliche Trump-Kritik, Propaganda, Dr. Goebbels"
"Gabriel, was bist Du für ein unaufrichtiger Außerrandundband-Minister.. Verkaufst Deine Demokratie an das Sultanat.",Medium,critical,accusative and informal,negative,"unaufrichtiger, Außerrandundband-Minister, Verkaufst"
"Sag mal glaubt ihr allen Ernstes diesen Quatsch dieser sogenannten Umfragen, mal ehrlich??",Medium,informal and confrontational,dismissive and colloquial,skeptical,"Quatsch, sogenannten"
...ihre Statements entsprechen ihrem Aussehen..!!,Medium,judgmental,disparaging,negative,entsprechen ihrem Aussehen
"Die Massen von Kommentarem und deutschfeindlichen Äusserungen dieser Grünen Person sind keine Meinungen, sondern trauriges Gerede!!!!",High,accusatory,hostile and judgmental,negative,"deutschfeindlichen, trauriges Gerede"
Hatte Yücel am Ende doch recht..?...ich bleibe bei meiner Aussage: 80% der deutsche sind ungebildete Leute... Ihnen ist 🇩🇪egal...!!,High,derogatory,informative but offensive,negative,"ungebildete, egal"
"@USER_0 Gabriel Redet wieder auf ,alles vor der Wahl 2017 😂😂😂😂😂",Low,sarcastic,informal,mocking,none
#Straeter ist einfach nur noch langweilig,Medium,dismissive,colloquial,negative,langweilig
"#maischberger Fratscher für Migranten als InvestitioIch habe bis heute nicht verstanden, was an Schwarzen in schwarzen Burkas mit dunkler 'Kultur' BUNT sein soll... #Islamisierung",High,critical,disparaging,negative,"Schwarzen, schwarzen Burkas, dunkler 'Kultur', Islamisierung"
So ein Quatsch..... Du denkst es geht nicht schlimmer?....dann kennst die SPDler nicht...😂😂,Medium,sarcastic and dismissive,colloquial with informal humor,negative,"Quatsch, schlimmer, kennst die SPDler nicht"
Der Hank geht mir dermaßen auf die Nerven.,Medium,informal,colloquial and direct,annoyance,auf die Nerven
Von Gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte.... Würde das von der Person auch verlangt..?,Medium,questioning,investigative,skeptical,entsorgen
Du bist einfach nur noch fragwürdig . #Bundestag,Medium,accusatory,informal,negative,fragwürdig
und was hat der Gabriel damals Versprochen ? Verlogen sind sie. Nie wieder SPD,High,aggressive,informal,negative,"Verlogen, Nie wieder"
"finde ich gut würde ich auch, aber nicht wenn man mich nötigen will. Freiwillig ok ,aber ich brauche keine Personen die über meine Organe bestimmen",Medium,defensive,emphatic and resistant,negative,"nötigen, keine Personen, bestimmen"
"Ich mag die Emanzipation nicht . Ich will reine ,sittliche deutsche Mütter, wie einst vor den 68ern.",High,formal,biased and discriminatory,nostalgic and regressive,"Emanzipation nicht, sittliche deutsche Mütter, vor den 68ern"
"Das ist eine Muslima, die es hoffentlich noch bereuen wird. Ich habe kein Mitleid, nur Schadenfreude!",High,hostile,informative and aggressive,negative,"bereuen, kein Mitleid, Schadenfreude"
#Diesel-#Fahrverbote: Wie vorhergesagt nimmt ihnen das #Globalisten-Gruppe jetzt leistbare #Mobilität & zerstört dt. Schlüsselindustrie,Medium,critical,provocative,negative,"nimmt, zerstört, Globalisten-Gruppe"
