Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
"Y el otro personaje se pira de casa porque sí, a ver que hace por la calle.",Medium,informal,colloquial,dismissive,"pira, personaje"
Igual te puedo agredir y después te rasco,High,aggressive,colloquial,threatening,agredir
Confirmado merezco lo peor jajaja,Medium,sarcastic,derogatory,negative,"merezco, lo peor"
Algo le dijiste porque el no bloquea por bloquear,Medium,accusatory,confrontational,suspicious,"bloquea, bloquear"
Es fácil culpar al gobierno y no hacer nada al respecto.,Medium,critical,informative and judgmental,disapproving,culpar
"Se picoooo esto, TE AMO IARUUUU",Low,excited,informal,positive,none
Por qué no puedo dormir con calcetines,Low,neutral,informative and casual,inquisitive,none
Toca agarrar la circunvalar pero por los pedacitos de bajada.,Low,informal,colloquial and neutral,direct,none
los que no entendéis la ironía y las cosas llevadas al extremo 0 hermanus,Medium,sarcastic,derisive and dismissive,negative,"no entendéis, llevadas al extremo"
Camila con celos y yo muerta de la risa porque súper x 🤷‍♀️,Medium,casual,informal and light-hearted,dismissive,"celos, muerta de la risa"
Hacia una segura coalición marchamos ¡¡aqui nos hundimos!,Medium,exclamatory,alarmist,negative,hundimos
"Este tipo se la manda, no se si se duerme por el olor a axila o que",Medium,informal and mocking,colloquial and sarcastic,negative,olor a axila
No tengo el suficiente valor para decirte que tendria sexo contigo,Medium,candid,direct,intimate,sexo
"Prefiero no recibir consejos no solicitados, gracias.",Low,polite,assertive,neutral,none
Porque te estamos esperando a que subas tú también,Low,informal,encouraging,supportive,none
"Lo que indigna más son los llantos falsos, las declaraciones doble cara, las amenazas furibundas... todo para que todo siga igual...",Medium,angry,critical and accusatory,frustration,"indigna, falsos, doble cara, amenazas, furibundas"
"Espejo Público y Susana Griso, portavoces de la extrema derecha",Medium,accusatory,opinionated,negative,extrema derecha
"No tiene ni idea, jaja.",Medium,dismissive,informal,mocking,jaja
"Ya es el día 9: Mira, tú. Un tipo muy inteligente que quiere sacar provecho burlándose del feminismo.",Medium,sarcastic and critical,informal and mocking,disapproving,burlándose
Hay que ser bien malo para andar tirando molotov en cualquier lugar,Medium,accusatory,colloquial,critical,"malo, tirando molotov"
Favorito si alguna vez fuiste al Western a comer pizza y terminaste embriagado :(,Medium,nostalgic,casual and conversational,reminiscent,embriagado
"Qué manera de cometer errores, amigo. 😩👎",Medium,critical,conversational and informal,frustration,cometer errores
no se haga el santo con esa actitud,Medium,confrontational,colloquial,disapproving,"santo, actitud"
"Qué genial es esa serie, ¡ARDEMadrid es increíble!",Low,enthusiastic,colloquial,positive,none
"¿Y quién afirma que no los están ayudando, joven?",Low,questioning,conversational,neutral,none
"Entiendo, estás señalando que algunas peticiones o comparaciones no tienen sentido, como pedir que un personaje como John Constantine interprete al Pato Donald.",Low,neutral,informative,clarifying,none
Esperemos que nadie compre nada.,Low,neutral,informative,negative,nada
Este hombre como sueña,Low,neutral,informative and colloquial,casual,none
QUE LINDA QUE ES NUESTRA CHOMBA,Low,enthusiastic,informal,positive,none
sisi que mal  q nosotros estemos en 40tena hace mil meses pero hay países q no ?,Low,informal,conversational and casual,frustration,mal
yo no entiendo como les puede gustar este frio,Low,expressive,informative and frustrated,discontent,frio
BBC realiza una broma épica.,Low,neutral,informative,light-hearted,none
estoy tan cansado que cada dia me molesta todo un poquito mas,Low,informal,expressive and casual,frustration,"cansado, molesta"
se ve mal la foto perooo,Low,informal,casual,negative,mal
Storm es una persona de carácter complicado.,Low,neutral,descriptive,negative,complicado
A mi algunas veces me aprieta la entre pierna con los vaqueros ajustados.,Low,conversational,informative and casual,neutral,none
Por todos nuestros compañeros que han renunciado con esta carrera 😔😔,Low,sorrowful,informative and neutral,compassionate,renunciado
Che cuando sea presidente se van a arrepentir,Medium,informal,assertive,warning,arrepentir
"Por la música new age que ponen los vecinos, parece que están realmente en una experiencia de ayahuasca.",Low,informal,descriptive and humorous,neutral,none
"Después de estos días te llamarán el Leñador: 'Palo que ves, palo que tumbas'.",Medium,colloquial,informal,mocking,tumbas
Mis ganas de seguir se están agotando.,Low,melancholic,personal and reflective,negative,agotando
Y acaba de defecar... DONDE NO TIENE QUE HACERLO!!!!!!!!!!,Medium,aggressive,emotional,frustrated,"defecar, NO TIENE QUE HACERLO"
Estamos de acuerdo que el terere es mejor que el mate?,Low,neutral,conversational,curious,none
Hay que ser muy inconsistente de pedir paz si no hay justicia,Low,assertive,formal,judgmental,inconsistente
Me baje la discografia de Jeffree Star porque me representa: fabulosa.,Low,informal,personal and expressive,positive,none
Te he respondido 2 veces,Low,neutral,direct,impatient,none
Tengo algo más efectivo que una pata de conejo.,Low,neutral,informative,neutral,none
Quien me mando a hacerme este aro,Low,informal,colloquial,regretful,none
"Tengo una intensidad al extrañar a candela, PK está lejos?",Low,informal,expressive and emotional,yearning,none
el chico este no tiene contacto ? luego el AT Madrid amenazas con denuncias,Medium,informal,critical and accusatory,negative,"amenazas, denuncias"
Aaaah que no me habla ella,Low,informal,expressive,frustration,none
"Bueno, también puede ser porque nada enfurece más a un ultranacionalista que otro nacionalismo intentando cuestionar su integridad territorial.",Medium,analytical,argumentative and slightly inflammatory,critical,"enfurece, ultranacionalista"
JAJAJAJAJAJ qlq valeeee,Low,humorous,informal,playful,none
"Era para que fueras a comprar mandarinas a Jonathan, no para que fueras a cantar con La Cazzu.",Low,informal,reprimanding,disapproving,none
Udec se demoran mucho en sus trámites,Low,neutral,informative,frustration,mucho
Lo guapas que van todas hoy?????,Low,informal,casual,admiring,none
"Cómo dice el preclaro compañero Aníbal, sencillo fan",Low,respectful,informative,admiring,none
La situación se volvió tensa contigo muy rápido.,Medium,concerned,informative,negative,tensa
"Aún queda mucho por limpiar en este país; parece que están ocupando todos los espacios, incluso en las televisiones.",Medium,critical,informative and opinionated,discontent,"limpiar, ocupando"
qué estoy haciendo con mi vida me encantaria saberlo,Low,reflective,emotional,curiosity,none
Gran zasca al bolivariano Jordi Évole,Medium,aggressive,critical and provocative,negative,"zasca, bolivariano"
"Cuando se les recuerda a la derecha conservadora lo tradicional que son, a veces alguien del partido conservador se queja.",Low,neutral,informative,observational,queja
Podes hablar bien?,Medium,confrontational,informal,critical,none
Los titulares los encabezados y el primer párrafo están mal escritos.,Medium,critical,direct,negative,mal escritos
"Este internet que funciona mal, nunca más recibí un mensaje tuyo.",Low,frustrated,informative and casual,annoyed,mal
"Bueno, ¿qué está pasando aquí?",Low,inquisitive,conversational,curious,none
Ese señor no es de Colombia,Low,neutral,informative,neutral,none
nunca en la vida me va a pasar,Low,emotional,expressive,frustration,nunca
QUE TE DIERON DE COMER CUANDO CHICO?,Medium,informal,curt and possibly demeaning,confrontational,none
Este individuo realmente parece aprovecharse de nuestro dinero.,Medium,accusing,critical and formal,distrustful,aprovecharse
Amy estuvo media hora para escribir este contenido.,Low,neutral,informative,neutral,none
Cómo salgamos del corona virus y luego nos mate un meteorito me voy a molestar mucho,Low,informal,expressive and humorous,frustration,molestar
Que muchas personas habitan esta aldea,Low,neutral,informative,neutral,none
"Por favor, abstente de seguir molestando, de lo contrario, tendré que informar a nuestro jefe sobre esta situación.",Medium,formal,warning and assertive,serious,molestando
Ganale al que no gana una copa.,Medium,challenging and competitive,colloquial and informal,mocking and dismissive,no gana
"Siempre retrocediendo la pelota una vez pasado el medio, qué frustración.",Low,informal,expressive and critical,frustration,frustración
La cancion agua es mala,Low,critical,informative,negative,mala
La afición blanca recibe al al grito de ¡Échale ganas!,Low,encouraging,colloquial and supportive,positive,none
lo guapa que va hoy Natalia??????,Low,casual,informative and neutral,positive,none
"Yo pensaba que Cam4 era un restaurante, ahora entiendo todo.",Low,casual,informative and neutral,humorous,none
"pero que te pensas que los mato yo a los animales, o que los matan por diversión?",Medium,defensive,conversational and accusatory,frustration,"mato, matan, diversión"
"que bueno, no voy a picar yo sólo 😉",Low,friendly,informal,positive,none
Es imposible hacer un gazpacho con manzanas y huevos.,Low,assertive,informative and declarative,negative,imposible
Herramientas de la extrema izquierda anarquista.,Medium,critical,informative,negative,"extrema izquierda, anarquista"
Después de eso casi prendo fuego la campera y la remera de 6to porque la verdad todo mal,Medium,angry,expressive and colloquial,frustrated,"prendo fuego, todo mal"
Dejen jugar el partido,Low,neutral,direct,commanding,none
Ahhhhh que es el beso arcoiris,Low,neutral,inquiring,curiosity,none
Nunca seas así,Medium,directive,authoritative,disapproving,"nunca, así"
"Ww, una portada sin Neymar jajajaja jajajaja",Low,casual,colloquial,jovial,none
Yo no estaré bien pero si no te veo bien intento hacerte sonreír.,Low,empathetic,supportive and caring,concerned,none
Nico a los 3 años se metió una pila y un PAN en la nariz.,Low,informal,descriptive,neutral,none
Che cuenten el secreto para tener motos autos y salir todos los Findes,Low,informal,curious and colloquial,inquisitive,none
Qué buena serie es Billions,Low,positive,informative,praise,none
Mis vacaciones de Mayo seestropearon por el Covid.,Low,informal,informative and subjective,frustration,"estropearon, Covid"
¿Por qué les molesta tanto los que fueron apoyados económicamente y no tuvieron que trabajar?,Medium,confrontational,interrogative and judgmental,resentful,molesta
malo malisimo,Medium,informal,emphatic and negative,strongly negative,"malo, malisimo"
Qué pereza ni tengo ganas de salir mañana,Low,informal,expressive and neutral,casual,pereza
me apetece dormir en un hotel con alguien y por la mañana llenarnos de comida,Low,casual,informal,positive,none
"Reiterando: los más destacados, valientes y mejor preparados.",Low,formal,praising and affirmative,positive,none
Pq me despierto a esta horaaaa,Low,informal,expressive and frustrated,frustration,none
Para que echan pirotecnia 🎇🙄 si no hay nada 😒 solo despertaron a Mi 😡 Solo tirar dinero💸,Medium,frustrated,casual and informal,annoyed,"despertaron, tirar dinero"
Terminaré borrando todo y me iré.,Low,decisive,concise and assertive,resolute,none
Se me dificulta encarar a la practica,Low,neutral,informative,frustration,dificulta
No quiero contigo porque me da igual lo que me lo digas.,Medium,dismissive,colloquial,negative,"No quiero contigo, me da igual"
Quiere todo para ella gratis sin importarle los demas departamentos,Medium,accusatory,critical,negative,"gratis, sin importarle"
Algo peor que andar contando con quién te hablas?,Medium,sarcastic,questioning,negative,peor
Porque hay alerta roja,Low,neutral,informative,serious,none
Toy tan en la mía que si me vienen a molestar me les río,Medium,assertive,colloquial,defensive,molestar
"Haber sí así aprenden de historia, y dejan de alabar a las Farc",Medium,critical,informative and critical,disapproving,dejan de alabar
"¿Podrías recordar que estoy aquí, por favor?",Low,polite,requesting and respectful,considerate,none
me voy a secar el pelo asi me lo plancho auq me de fastidio,Low,informal,informative and neutral,slightly negative,fastidio
Una noche me duró la serie.,Low,neutral,informative,casual,none
como esta el chaval 🤦🏻‍♂️,Low,casual,colloquial,mildly frustrated or sarcastic,none
Y quién es Harry potter,Low,neutral,informative,curiosity,none
enserio estas personas puedes ser llamados policías civiles,Low,critical,informal,disapproving,none
"De aquí a que se dé de nuevo, que alguien me pegue un paipe por weta",Medium,informal,colloquial and potentially aggressive,frustrated,"pegue, paipe, weta"
No me gusta andar con un secreteo,Low,informal,neutral,disapproval,none
Llenos de droga y bandas criminales.,Medium,accusatory,critical,negative,"droga, bandas criminales"
Pruebas y más pruebas y no se investiga nada,Low,frustrated,informative,critical,nada
Lindo 5to vamos a tener con el colegio en construcción todo el año,Low,sarcastic,informative,frustration,"construcción, todo el año"
Era el amo jajajajajajajaja,Low,humorous,colloquial,amusement,none
Lo único q quiere es tomar alcohol,Medium,critical,informal and conversational,negative,alcohol
"Parce revisen esos prejuicios, la vaina no es por ahí.",Medium,informal,directive,critical,"prejuicios, vaina"
quien me mandó a pasarme a abono,Low,questioning,informal,frustration,none
Me tienen cansado todos,Medium,frustrated,informal,negative,cansado
Que celular tan malo me molesta,Low,informal,expressive and critical,frustration,"malo, molesta"
"El destino puede ser impredecible y la vida injusta, por eso debemos vivirla al máximo y no desperdiciarla.",Low,reflective,philosophical and encouraging,motivational,injusta
Lo guapa que sale todo el rato??????,Low,informal,expressive and neutral,positive,none
tio deberia daros verguenza,Medium,disapproving,colloquial and critical,negative,verguenza
Tengo un problema serio si ya desde esta hora estoy cansado de la gente,Medium,frustration,subjective and expressive,negative,"problema, cansado"
Gracias policía por malograrme la siesta.,Medium,sarcastic,informative and emotional,frustrated,malograrme
"Iba a salir y una llanta dañada, un fastidio de todo hago últimamente",Low,frustrated,informal,negative,"dañada, fastidio"
El madruga anda con sueño,Low,neutral,colloquial,uneventful,none
Y ESPERE EL CUMPLIMIENTO DE LA ENFERMEDAD.,High,hostile,aggressive,negative,enfermedad
El verdadero caos comenzó cuando Nito Cortizo declaró que este señor se quedaba en Estados Unidos porque él era quien mandaba.,Medium,critical,informative and assertive,negative,"caos, mandaba"
Como si nunca vieron la lluvia,Low,neutral,informative,neutral,none
Jajajaja q mente tengo buen día crack,Low,informal,colloquial and playful,positive,none
"Gol de Alemania, TyC",Low,neutral,informative,neutral,none
Jajajajaj la Küyén haciendo sus necesidades en el depa DESPUÉS DE QUE LA SAQUÉ A PASEAR AFUERA!!!,Low,playful,informal and humorous,frustration,none
Mejor me voy a dormir porque sino haré algo indebido,Low,concerned,informative and reflective,cautious,indebido
"Típico estas personas se limpian las manos, me voy chao",Medium,sarcastic,informal,dismissive,se limpian las manos
Van a tener que seguir convenciendo a más personas,Low,neutral,informative,determined,none
Por qué no me contestabas,Low,inquisitive,interrogative,slightly frustrated,none
Hacer daño a un ser vivo debería estar penado.,Medium,serious,opinionated,condemnatory,"daño, penado"
la avispa es la enojada que no come para no engordar,Medium,informal,descriptive,judgmental,"enojada, engordar"
Quiero hablar contigo (en vivo),Low,neutral,informative,neutral,none
Jajajaja te amo,Low,casual,very informal,positive,none
Uribe tiene una determinación férrea y pocos pueden igualarlo.,Low,admiring,informative and positive,approving,none
"Girón, monumento nacional (al tapón que se forma desde el Palenque hasta Caneyes) a esta hora.",Low,sarcastic,colloquial and critical,frustration,tapón
Estoy cansado de vivir sintiendo que no soy suficiente como para que aún encima me lo recuerden constantemente,Medium,frustrated and discouraged,emotional and subjective,negative,"cansado, no soy suficiente, me lo recuerden constantemente"
"Man, soy bastante autoexigente, qué fastidio.",Low,informal,expressive,frustration,fastidio
que cosa no poder soltar una persona a pesar de todo lo que te hizo,Medium,informal,emotional and accusative,resentful,"no, todo, hizo"
"Con esas demandas, le estoy creyendo a esa persona cuando dice que no tiene dinero.",Low,formal,informative and neutral,skeptical,demandas
"Si esto fuera en La Pincoya, estarían exigiendo castigos severos y juzgando a todos.",Medium,critical,colloquial,accusatory,"castigos severos, juzgando"
Vamos a tirarle el video a este sujeto,Medium,informal,colloquial,hostile,"tirarle, sujeto"
Por eso lo siguen,Low,neutral,informative,neutral,none
A nadie le importa quien muere por un dragón,Medium,indifferent,informative,negative,muere
¿Y quién es ese?.,Low,questioning or curious,colloquial,neutral,none
"Que gente descuidada la que sigue saliendo a la calle dios, no se quieren ni un poquito",Medium,critical,informal and judgmental,disapproving,"descuidada, no se quieren ni un poquito"
esaes dadme mi sobre de 125 xddddd,Low,casual,informal and playful,light-hearted,none
"Hoy en día, la ley de memoria histórica considera a esta víctima del Frente Popular como alguien involucrado en el golpe de Estado.",Medium,controversial,informative and critical,accusatory,golpe de Estado
"Mejor amigo, hazme pollitos, ¡por favor!",Medium,informal,slang/colloquial,inappropriate,none
"Soy una persona proclive por mucho valor que tenga,",Low,reflective,neutral,self-appraisal,none
"Personas valientes, las mejores, las más preparadas, llegan a contribuir a nuestras pensiones con determinación.",Low,motivational,positive and constructive,supportive,none
"Definitivamente, para ir al centro comercial o circular por Santiago, parece que necesitas un auto viejo y oxidado.",Medium,sarcastic,informal,critical,"viejo, oxidado"
Me siento preocupada por mi peso y tengo la tentación de ir a las cenas/comidas de Navidad solo para comer y potencialmente aumentar 14 kg.,Low,anxious,personal,concerned,"preocupada, tentación"
"Good, mute him, es un genio",Medium,sarcastic,dismissive and sarcastic,negative,mute
como se nota que Mario Ferreiro está sin laburo.... córtenle el tw,Medium,dismissive,colloquial,critical,"sin laburo, córtenle el tw"
Aparece cuando quiere,Medium,informal,dismissive,negative,quiere
Me he quedado dormido y me he perdido el momento incómodo del partido del Valencia.,Low,casual,informative and neutral,unbothered,incómodo
¿Estarías con un chico trans?,Low,inquisitive,neutral,curious,none
- ¡Ya cállate Pedro!,Medium,aggressive,informal and commanding,anger,cállate
"Así luego llegan en patera, cambian de identidad y reciben otro tipo de ayuda económica.",High,derogatory,informative,negative,"patera, cambian de identidad"
"Esto hace falta en Paraguay, no la burla de DDHH de varios políticos",Medium,critical,informative,disapproving,"burla, políticos"
Que no lo sigo y sé quien es cada uno,Low,neutral,informative,neutral,none
No tenes sentimientos,Medium,accusatory,colloquial,negative,sentimientos
Ahora aprenderas a callar😘,Medium,authoritative and condescending,directive,threatening,callar
Contento porque hoy se disfruta de Mantecol hasta saciarse.,Low,positive,informal and happy,joyful,none
"Se siente realmente mal, andar sufriendo por un desamor.",Low,emotional,informative,sympathetic,"mal, sufriendo"
Que lindo ser de rowing!,Low,positive,expressive,joyful,none
En verdad es irme de chile jiji,Low,informal,conversational,casual,none
Jajajajajajajajaja hasta cuando con esos videos?,Low,casual,colloquial,frustration,none
Porque hay muchas personas poco informadas en esta red.,Low,neutral,informative,slightly critical,poco informadas
soy la única a la que no le hace gracia esto??,Low,informal,conversational and questioning,mild frustration,none
Que malos son los de nintendo y su manía de no rebajar nada de los juegos que tienen años ya,Medium,critical,informal and colloquial,negative,"malos, manía"
Que hacia el final el mismo le pasaba a los de mineiro jajajaj,Low,informal,colloquial and jocular,mocking,none
Se me fue el sueño,Low,neutral,informative,casual,none
"Que no es Abidal, que es Bartomeu, Abidal es solo una pieza más.",Low,neutral,informative,detached,none
Él no tiene ni amigos. Pobret.,Medium,condescending,informal,negative,Pobret
Te he hablado,Low,neutral,informative and neutral,neutral,none
La gente es tan mala a veces,Medium,critical,judgmental,negative,mala
Oye que le pasa a alba en las galas :(((?!?!?!,Low,informal,casual and expressive,concern,none
El muro de la infamia,Medium,accusatory,derogatory,critical,infamia
Yo digo que toca hacer un compartir en el hospedaje.,Low,informal,suggestive,positive,none
"No entiendo la gracias de este programa, están sin ropa recorriendo una selva con un montón de animales venenosos",Medium,critical,informative and critical,disapproval,"sin ropa, venenosos"
Un poco desinhibido y ansioso por llamar la atención excesiva.,Low,neutral,informative,observational,"ansioso, excesiva"
Ya vi a Vincent Janssen discutiendo con el Chupete Suazo sobre quién es el mejor jugador número 1.,Low,neutral,informative,neutral,discutiendo
Dios me siento muy mal puede alguien de stray kids aparecer porfa,Low,informal,emotional and colloquial,distressed,mal
"Por supuesto, la situación actual del país es preocupante con la gestión de estos funcionarios.",Medium,critical,informative,negative,"preocupante, gestión"
Caramba que partidazo de los Wolves en Anfield.,Low,expressive and enthusiastic,informative,positive,none
Quiero hacer el amor y dormirme abrazao,Low,intimate,conversational and expressive,affectionate,none
yo sabía que alguien iba a comentar esto jajaaj,Low,informal,conversational and light-hearted,amused,none
Los Domingos creo que hay un chip de 'Modo bajón activado' automático,Low,informal,colloquial,casual,bajón
Si le botan a ese señor de verdad no aman asu ciudad,Medium,accusatory,critical,negative,botan
Era hacerlo enfadarse,Low,neutral,informative,detached,enfadarse
Hoy prefieren el arbitraje manual,Low,neutral,informative,neutral,none
Qué frustración cuando estás jugando al FIFA y ponen pausa para responder los msj,Low,frustrated,informative and casual,annoyance,frustración
¿Por 'Crush' te refieres a una bella dama?,Low,curious,informal and conversational,neutral,none
"Llego la persona sin respeto hacia los demas, no le gusta mi forma de hablar igual que España y los españoles, que vergüenza",Medium,judgmental,emotional and critical,negative,"sin respeto, no le gusta, vergüenza"
Me rio de ti jajajajajajjaja,Medium,mocking,casual and informal,derisive,none
"Con malos periodistas, con malos empleados",Medium,critical,informative,negative,malos
Aprende el significado de mayoría parlamentaria,Low,neutral,informative,educational,none
Es seguro que pase eso,Low,formal,informative and neutral,neutral,none
"este chico es un personaje, confirmed.",Low,informal,colloquial and slightly ambiguous,casual,none
"Pero conoces a este tipo, ¿qué le pasa?",Low,conversational,casual,curiosity,none
No entiendes o qué te pasa #hackmeseb,Medium,aggressive,confrontational and informal,negative,"no entiendes, qué te pasa"
"Pues si, es horrible",Medium,informal,expressive and subjective,negative,horrible
como para no votar a Vox. 300.000 con la que se nos viene encima,Medium,informal,opinionated and speculative,concerned,none
Me cuesta creer que haya alguien igual que Dalas.,Low,skeptical,informal,doubtful,none
"He puesto maemia, además de pequeño, mongolo. 😭",High,derogatory,offensive,negative,mongolo
"Pagamos una barbaridad por alojar gente, mejor con unos servicios que ya quisieran nuestros mayores",Low,informal,informative and frustrated,critical,barbaridad
Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ,Medium,sarcastic,colloquial,critical,hipócritas
"Costumbre de países en desarrollo que ya disfrutamos en Europa, gracias a los políticos simpatizantes, disfruten el logro",Medium,sarcastic,informative and critical,negative,"países en desarrollo, políticos simpatizantes"
Una mala persona jamas sera presi de,Medium,derogatory,colloquial,disdainful,mala
no sabes lo que dices,Medium,dismissive,assertive,critical,none
Resultado: Perder la calma por un zumo es exagerado.,Low,formal,informative and neutral,critical,exagerado
Asumir la responsabilidad,Low,formal,informative and neutral,constructive,none
Supongo que él estará llorando porque Benzema no ha sido titular y Cristiano ha marcado,Low,neutral,informative and neutral,casual,llorando
"El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar molestar...",Medium,sarcastic,derogatory and provocative,negative,"chepas, molestar"
Yo voy a hacer #BoikotalosGoyas viendo la gala 😂😂 Que país!!!,Medium,sarcastic,colloquial,negative,boikot
Los más destacados y los más valerosos.,Low,formal,neutral,positive,none
"Los de ahora son un infierno político y social, ocasionados por políticos",Medium,critical,informative and accusatory,negative,"infierno, ocasionados"
"Si, esa es la que os gusta a ellos Menos mal que sois cuatro gatos.",Medium,sarcastic,colloquial,disparaging,"Menos mal, cuatro gatos"
"Sí, se ha mencionado que vienen los mejores y los más preparados.",Low,neutral,informative,positive,none
Estos chinos vinieron a arruinar mi año,High,angry or resentful,informal and biased,negative,"arruinar, chinos"
Te gustan los niños?,Low,neutral,informative,curious,none
deja de tirarte abajo,Medium,informal,directive,encouraging with a hint of criticism,tirarte abajo
es a cuartos de final,Low,neutral,informative,neutral,none
"La esposa no solo construía lofts sin licencia, sino que ni siquiera tenía formación en arquitectura. Son detalles sin importancia.",Medium,critical,informative and slightly judgmental,disapproving,"sin licencia, ni siquiera"
Menudo baño te están dando,Medium,informal,colloquial and sarcastic,mocking,baño
Lo que está claro es que tú sigues siendo un operador político totalmente parcializado.,Medium,accusatory,assertive and critical,negative,parcializado
Y deportar a los ilegales es parte de las leyes. Si para ti eso es justicia medieval revisalo.,Medium,assertive,controversial and opinionated,challenging,"ilegales, justicia medieval"
Ese hombre generoso seguramente esté contribuyendo con al menos 7 u 8 pensiones. Es admirable su valentía.,Low,admiring,praising and supportive,positive,none
la cobertura terrorista de # Venezuela de la deriva del país y sus medios de comunicación es una gran preocupación. #Conelfranquismo,Medium,critical,informative and emotive,concerned,"terrorista, deriva, preocupación"
Y encima es que eres mía,Medium,possessive,informal,dominance,eres mía
"Hombre... a mi me tocan mi zumito y también me enojo, hay cosas que hay que respetar.",Medium,informal,colloquial,defensive/agitated,enojo
"Estos niños son bastante traviesos, llenos de energía y travesuras. Representan el futuro con toda su vitalidad.",Low,positive,informative and neutral,optimistic,"travesos, travesuras"
#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis,Low,assertive,informative and nationalistic,supportive,none
Qué zozobra previa a los recortes de personal.,Low,concerned,informative and neutral,anxious,zozobra
"es que no lo eres, es decir, qué más da ser hetero, el problema no entender las cosas",Medium,dismissive,informative and neutral,critical,"problema, no entender"
"ufff eso es como construir puertas lógicas con legos; se puede, pero estás haciendo algo qué no tiene sentido.",Medium,dismissive,colloquial,frustration,no tiene sentido
"En una cárcel española, tienen un costo, pero en su casa en Marruecos, no suponen ningún gasto.",Medium,informative,contrastive,subtly negative,ningún gasto
"Una directiva desilusiona deportivamente, unos monguers los votan para que sigan mandando, los monguers se sorprenden de que no sea un éxito #estapasando",High,derogatory,informal,criticizing,"desilusiona, monguers"
"Culpa de las mafias y lo progres que hacen efecto llamada, nos quedamos sin 57 pensiones",High,informal and aggressive,informative and accusatory,negative,"mafia, progres, efecto llamada"
"Y lo bien que les va siendo conservadores, que no es gratis",Low,informal,ironic and critical,disdainful,none
La jueza archiva el problema de los fascistas a Lagarder porque no entregó la denuncia,Medium,neutral,informative,critical,fascistas
"El gobierno, debería dejar de hablar hueás contra toda evidencia.",Medium,informal,derogatory,critical,hueás
"Los más valientes. Por favor, asegúrate de que avance",Low,polite,encouraging and neutral,motivational,none
Resultado: Es sorprendente el nivel de robotización en el adoctrinamiento progresista.,Medium,critical,informative and biased,negative,"robotización, adoctrinamiento"
"Ni caso a un tipo como él, es un extrema derecha",Medium,dismissive,colloquial,negative,"tipo, extrema derecha"
"Ni buen árbitro, ni buena Conmebol.",Medium,critical,informative and critical,negative,"ningún, buena, Conmebol"
"Mano, dos veces te lo he tenio que repetir",Low,informal,informal and neutral,frustration,none
Con Mockus y Fajardo hay estos políticos,Low,neutral,informative,neutral,none
"No hay problema, él es el más preparado y valiente, como lo afirmaba la abuela Carmena.",Low,supportive,reassuring,positive,none
Cuando alguien intenta manipular de manera tan vil lo que provoca es pena.,Medium,accusatory,informative,negative,"manipular, vil, pena"
"Bueno, si es así, ¿qué clase de gente eres.",Medium,disparaging,accusatory and informal,critical,qué clase de gente
Qué peste esta pillando la afición madridista...,Medium,informal,derogatory and critical,disdainful,peste
Quién es él y por qué ha soltado semejante palabra,Low,curious,questioning,inquisitive,none
"No, lo que parece de ese siglo es su asqueroso programa",Medium,aggressive,informal and disrespectful,negative,asqueroso
Pero qué tipo de persona.,Medium,critical,informative and subjective,judgmental,tipo
"Por supuesto, tenían que ser los guardaespaldas de Le Pen...",Medium,sarcastic,informative and biased,negative,tenían que ser
Que algunos saquéis la bilis contra mi 😍😍 jajajajaja,Medium,sarcastic,informal and provocative,defensive and mocking,bilis
Soy bioquímico y estoy trabajando para el Gobierno de Navarra...,Low,formal,informative,neutral,none
"Origen patológico, ilegal resultado delicuncial usurpante y patológico",High,indignant,accusatory and derogatory,negative,"patológico, ilegal, delicuncial, usurpante"
Y ahora me veo y sueno como un partidario de Trump.,Low,neutral,informal,self-reflective,none
Habla español catalán,Low,informative,neutral,neutral,none
Pues súbete tu a repararlo,Low,informal,instructional,dismissive,none
¿Ofrecen algún tipo de apoyo al llegar?,Low,neutral,informative,curiosity,none
Ve na cuando habla Mazzoleni,Medium,dismissive,colloquial,disrespectful,na
Recibió una lección por lo que robó y robará en un futuro,Medium,accusatory,critical,negative,"robó, robará"
a ti no catalán jajaja! Esta champions es vuestra y del bayer xd,Medium,mocking and dismissive,informal and colloquial,derogatory,"jajaja! xd, no catalán"
¿Adónde fue ese Comunista?,Medium,accusatory,derogatory,negative,Comunista
"Tiene que ser fake, no me hagas bromas. Jamás volverían a sus países.",High,aggressive,disparaging and dismissive,negative,"fake, bromas, jamás"
PAMBISITOS dejen de responder a personas como éste.,Medium,dismissive,informal,negative,"dejen, personas como éste"
Jaja ok andate con ella chau olvidate de mi :),Medium,sarcastic,dismissive and informal,negative,"andate, olvidate"
Conclusión: Er Benny fue un tipo rudo que ayudó a Trump.,Low,informative,neutral,neutral,rudo
Está claro que su lobby está bien organizado 👿  👿,Medium,informal,informative and critical,negative,👿
Jajaja.. Que simpatico.. Te vamos a votar a ti,Medium,sarcastic,informal and mocking,cynical,votar
"Y, como siempre, las personas sin educación dicen groserías, son las que se oponen a este gran gobierno respetable.",High,dismissive and condescending,judgmental and accusatory,disdainful,"sin educación, groserías, se oponen"
@promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor que hay:)),Medium,informal,opinionated and negative,disapproval,peor
