Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
就是啊，还有带着房子车子，绿了老公，扔了孩子的“高尚”倒贴，不知道是本质不明智和坏还是灌多了“迷魂汤”。最让人感到不适的是还要“道德绑架”老实奋斗的苦逼中国男人。,High,derisive and accusatory,informal and judgmental,negative and critical,"绿了老公, 扔了孩子, 高尚倒贴, 不明智, 坏, 灌多了迷魂汤, 道德绑架, 苦逼中国男人"
中国对男性太宽容了，就算男明星长得很不好看也没人说。女明星稍微胖点就有相貌不佳的男性批评,Medium,informal and critical,judgmental and comparative,bias,"不好看, 批评"
黑人就是黑人，非我中华民族必为异类，畏威不畏德。,High,aggressive,derogatory and divisive,discriminatory,"黑人, 非我中华民族, 异类, 畏威不畏德"
你这个南方人编的故事挺好的,Medium,informal,conversational and subjective,potentially sarcastic,南方人
有的女的真的是不会好好说话，随时随地张口就对男性下定义，女性凝视和偏见，没有自知之明的女性真下头。,High,critical,colloquial and assertive,negative,"真的是不会好好说话, 随时随地张口, 下定义, 女性凝视和偏见, 没有自知之明, 真下头"
纯种黑人都能在中国找到女人，混血黑人还会找不到？黑皮肤的人只会越来越多！！,High,offensive and provocative,informal and discriminatory,aggressive,"纯种, 黑人, 混血, 黑皮肤"
这张动态图简直把外国人及其它们后代的智商表现淋漓尽致,High,derogatory,informative and negative,hostile,"把, 智商"
你这个让我不喜欢的异性恋者只会骂人吗，除了骂人你还会什么，会被骂，对吧,High,derogatory,aggressive and offensive,contemptuous,"不喜欢, 异性恋者, 骂人"
因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子的人内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络极端女权主义的主力军,High,derogatory,accusatory and inflammatory,negative,"受压迫者, 断子, 作威作福, 欺负人的乐趣, 极端女权主义"
太棒了呀，不用被道德和素质绑架了，既然同性恋也让有些异性恋感到不舒服，那我不太喜欢同就不用避讳了，舒服，大胆讨厌一些人太爽了,High,provocative,assertive and defensive,aggressive,"绑架, 不舒服, 讨厌, 太爽了"
没有自知之明的女性真让我感到不适,High,critical,colloquial and negative,disapproving,"没有自知之明, 女性, 感到不适"
好家伙，整活老哥把女权主义者的活性转然后买抖+推给女权主义者粉丝炸鱼,Medium,sarcastic,colloquial and informal,disparaging,炸鱼
伪满洲国军队比日本侵略军多。,Medium,informal,neutral,critical,"伪, 侵略"
反对一切无底线包容他人的行为,Low,formal,informative and neutral,disapproving,无底线
有喜欢同性题材的人帮男同性恋宣传得好呗,Low,informal,neutral,supportive,none
我认为国内女性只会精神控制国内男性，怎么可能骂外国人呢,High,critical,judgmental and dismissive,negative,精神控制
对，不仅讨好外国人，而且为了不让女的占便宜，敢于自贡。这是多么伟大的国际主义精神,Medium,sarcastic,informal and critical,negative,"讨好, 不让女的占便宜"
如何轻松完胜有性别焦虑问题的同性恋？,High,discriminatory,informative and biased,hostile,"完胜, 性别焦虑问题, 同性恋"
高中都这么多极端的性别平等倡导者了,Medium,disapproving,informative and critical,negative,极端
更何况你让我感到反感的阿娜本身就是个二年级辍学的人,Medium,informal,disparaging,negative,"反感, 辍学"
没有人性的人只有本能，除了依附于他人就是损害他人利益。,Medium,critical,informative and judgmental,negative,"没有人性, 损害他人利益"
暖男更受欢迎，男性需要改变择偶观?原来的单方面付出的人卑微的人和有感情经历的女性交往的人不够用了，赶紧培养一批新的好让我们吸血?,Medium,sarcastic,informal,critical,"卑微, 吸血"
各平台里狂热信徒一堆，不想说啥了。,Medium,informal,colloquial and dismissive,negative,"狂热, 信徒"
打压男人让男人沦为单方面付出的忠诚的人更好为她们服务,High,negative,aggressive and derogatory,hostile,"打压, 沦为, 单方面, 更好为她们服务"
极度强调女权的女性嘛，是这样的，富联嘛，是这样的,Medium,conversational,informative,dismissive,极度
对的我个人认为他们外国人及其它们后代混血儿在全球就是没那么讨人喜欢,Medium,informal,opinionative,negative,没那么讨人喜欢
知乎上最多的就是不明智的问题,Low,informative,neutral,negative,不明智
下意识的种族歧视呗.就好象一个正常女性绝对不可能接受一个行为不端的人.,Medium,informal,subjective and opinionated,assertive,"种族歧视, 行为不端"
男同性恋喜欢封面上的那种？,Medium,questioning,informal,dismissive,男同性恋
别找太便宜的就行，听说有些便宜的性工作者跟你做完就开始叨叨叨她那些前男友的破事了。跟个怨妇似得，烦死了。现在22年，超过600都比较正常,High,critical and dismissive,casual and derogatory,negative,"便宜的性工作者, 叨叨叨, 破事, 怨妇, 烦死了"
部分男性看男同感到不舒服 部分女性的看女同感到不舒服,Medium,neutral,informative,discomfort,不舒服
异性恋还要宣传吗某些同性恋还是不要自欺欺人了,High,derogatory,informative and negative,dismissive,自欺欺人
喂喂喂？同性恋者还能讲话吗,Medium,"condescending, questioning",informative with negative undertone,dismissive,同性恋者还能讲话吗
男同性恋真让我感到非常不舒服。,High,informal,opinionated,negative,不舒服
不符合传统性取向标准的同性恋，用词精准,Medium,neutral,informative,critical,"不符合, 用词精准"
自我感觉过于良好的女性的后宫可以贷款帮她完成任务诶,Medium,informal,colloquial and critical,critical,"自我感觉过于良好, 后宫"
这种失败者不值得生气，他会有报应的，现在就不太健康，想害更多人,Medium,derogatory,informal and accusatory,hostile,"失败者, 报应, 不太健康, 想害"
我们小区也有个金发碧眼的小萝莉 家长们都挺喜欢的 因为真的长的超级可爱 活像洋娃娃 而且人家父母都是高知分子 但是对那个我不喜欢的黑人混血儿态度就不一样了??,High,biased,discriminatory and informal,prejudiced,黑人混血儿
给让我反感的女性送温暖,Medium,sarcastic,condescending,disdainful,反感
但像有些中国极端女权主义者这种以与外国人接触为荣的女性，确实让人无法理解，匪夷所思，地球上找不出第二个类似民族的女性,High,derogatory,judgmental and critical,disapproving,"极端女权主义者, 无法理解, 匪夷所思"
男的还是女的失业抑郁？男的话太惨了，女的话我个人认为真是不值得我同情,High,derogatory,disrespectful and judgmental,bias,"惨, 不值得我同情"
所以没错为什么改？直接没有自知之明的男性和自我感觉过于良好的女性打起来啊,High,aggressive,colloquial,negative,"没有自知之明, 自我感觉过于良好, 打起来"
如果有让人反感的txl帅哥记得艾特我我来打击惹,Medium,informal,conversational,aggressive,"反感, 打击"
男同性恋太让我感到不舒服了蕾丝边也让我感到不舒服,High,informal,expressive and negative,disapproval,不舒服
在王者开个变声器打打辅助取个软甜仙女名，单方面付出的人和米分分钟来，数麻了,Low,informal,playful and casual,amused,none
没事，不是说单方面付出的人很多吗？极度强调女权的女性召唤单方面付出的人就算了,Medium,sarcastic,colloquial and critical,negative,"单方面付出, 极度强调女权"
有些南方人总是旁敲侧击着、变着法的黑河南、黑北方,Medium,accusatory,informal and critical,negative,黑
他们有些不明智,Low,neutral,informative,mild criticism,不明智
我认为反对极端女权主义者是因为：他们并非善类，绞尽脑汁把广大女性作为工具，来发泄他们对夫权和父权的仇恨。（对女性也没有善意，一旦女性有不同观点不同价值观，也同样会被他们攻击辱骂）,High,critical,argumentative and blameful,disapproving,"善类, 绞尽脑汁, 发泄, 仇恨, 攻击, 辱骂"
可是，你就算喊得再大声，也不会有人理你，情况也不会有任何改观，生活中你还是一个失败者，也无法和女性有接触??,High,condescending,derogatory and critical,despairing,"失败者, 无法和女性有接触"
豆瓣是极端女权主义者掌控的啊,Medium,accusatory,informative and critical,negative,极端
有些让我反感的女性真的是。。。。,Medium,negative,informative and negative,disapproving,反感
不明智的人！真正聪明的男人已经留下了种子还不用负责！,Medium,condescending,informal and disrespectful,dismissive,"不明智 (foolish), 负责 (responsible)"
其实没必要歧视，只要跟黑种人男性换国籍就行了,High,disrespectful,informative and biased,condescending,"歧视, 黑种人"
有很多关于“普信男”言论的微博在，小孩怎能不有样学样。,Medium,critical,informative,negative,普信男
这样的后果就是会进化出来一种叫粉红极端女权主义的东西，到时候你反对极端女权主义就是反红,Medium,critical,informative,disapproving,"极端, 反红"
男生的钱也是钱，男生的钱男生自己花！避免成为单方面付出的人，拒绝上贡！经济自主！,Low,assertive,informative and motivational,empowering,none
我有被东北人喷过扬州三屠和南京大屠杀是我们本应如此??那怎么说,High,accusatory,provocative and emotional,aggressive,"喷过, 扬州三屠, 南京大屠杀, 我们本应如此"
这种不明智言论一看就是七尺大儒，也只有他能做到了,Low,sarcastic,informative,critical,不明智
不过不会就是黑人吧？,High,casual,informative and neutral,insensitive,黑人
你认为纯洁美好，我们就不能觉得不适反感了？道德绑架玩得66哒！~~~,Medium,sarcastic,colloquial,critical,"不适反感, 道德绑架"
我支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯俩目吧。加入不喜欢同性恋,High,critical,colloquial and subjective,negative,不喜欢同性恋
兄弟，辛苦了，现在喷吧基本被拿下来了，就让我反感的那位女性跟几个还在苟延残喘，好好休息，明天再战,Medium,informal,conversational and derogatory,aggressive,"喷, 反感, 苟延残喘"
有些上海人抹黑起别的地方也是不遗余力呢,Medium,informal,accusatory,critical,"抹黑, 不遗余力"
国内的极端女权主义者忽悠别人终身不婚，忽悠别人单亲养子??,High,accusatory,informative and biased,critical,"极端, 忽悠"
对待黑人直接****完事,High,aggressive,informal and hostile,violent,****
你就差与黑人终成眷属了！?,High,informal and sarcastic,provocative and disrespectful,derogatory,黑人
你要是找个黑人我还敬你是条女孩子，结果你找个巴基斯坦人?,High,informal,offensive and discriminative,negative,"黑人, 女孩子, 巴基斯坦人"
这不纯纯是女性?,Low,questioning,informative and casual,neutral,none
理客中跟极度强调女权的女性是一回事所以一起付出些代价就可以,Medium,cynical,informal,critical,"极度,代价"
这个失败者，绝对是黑人混血儿,High,derogatory,discriminatory and offensive,pejorative,"失败者, 黑人混血儿"
建议把你的观念传递给你周围的姐妹，既然z/z不从严处理问题，我们就要自觉对黑人提高警觉，不能让懵懂的女孩受到伤害??????,High,advising,informative and alerting,protective but discriminatory,"黑人, 伤害"
我不喜欢的黑人能不能付出代价?,High,harsh,discriminatory and judgmental,confrontational,"不喜欢, 黑人, 付出代价"
南京脏话是真脏，口音还尖锐沙哑，呆比呆比的脏话，非常厉害??,High,informal,derogatory and offensive,negative,"脏话, 呆比"
一群令我反感的女性什么事做不出来,High,derogatory,conversational and negative,hostile,"反感, 女性"
如果你把男同性恋打伤，他的伤口沾到你的血或体液，他可能就会有健康问题。,Medium,formal,informative and potentially harmful,warning,"打伤, 健康问题"
你怎么骂同性恋我也不生气我也不是男的我还有男朋友,Medium,defensive,personal and informal,resilient,骂
网上发表极端性别言论的都是男的有钱挣,Medium,accusatory,colloquial,negative,"极端, 言论"
这位令我反感的女性什么猎奇,Medium,negative,informal and judgmental,disdainful,"反感, 女性"
人家是对象，被打不值得人同情，要是我我也不管，要不你管了之后这个让人反感女性又说你打她男朋友,Medium,casual and dismissive,colloquial,indifferent,"不值得, 反感"
你没有必要强调自己的性取向，因为没人会喜欢你这个肥胖的人,High,dismissive,offensive and judgmental,hostile,"没有必要, 没人会喜欢, 肥胖"
反正我觉得极端女权主义者都爱黑人??,High,informal,insulting and biased,prejudiced,"极端, 黑人"
现在b站极端的性别平等倡导者确实越来越多了，真是的昨天看个冷门动漫弹幕里都有极端的性别平等倡导者让人感到不适,Medium,critical,informative and informal,negative,"极端, 不适"
有的黑人玩腻了就离婚，据说这个离婚了，离婚前说得多好。非洲人有些有健康问题的,High,disparaging,discriminatory and judgmental,negative,"黑人, 玩腻了, 离婚, 健康问题"
有些让我反感的女性骂多了反而对这句话不感冒了说这么一句话本子就能治她，反观我们这里，没用的话更多更臭，其中还有卑微的男性帮着一起说真不知道我们还有多长的路要走,Medium,conversational and critical,informative and negative,frustrated,"反感, 骂, 不感冒, 治, 没用, 臭, 卑微"
我对黑、绿、同性恋有负面情绪，爱国爱党爱人民,High,informal,discriminatory and political,negative and patriotic,负面情绪
我先说，礼让女人和某些没有尊严的卑微男性是不同的。你要出让好处，前提是你能拿到更多的好处才值得。和打工一个道理，你加班，只有拿3倍工资才值得一样。,Medium,assertive,critical and discerning,discriminatory,"没有尊严, 卑微"
是有很多中国极端女权主义者，还是不太明智那种,Medium,informal,critical and subjective,negative,"极端, 不太明智"
出来引战就别怕被骂啊令人反感的女人,High,harsh,accusatory and confrontational,hostile,"引战, 被骂, 反感"
那还有假，这些黑人中有些人的行为可能会伤害别人，干违法乱纪的事,High,accusatory,derogatory and stereotyping,negative,"伤害, 违法乱纪"
有些单方面付出的人也本来不是结婚去的，骗炮的，骗钱的，极端女权主义者自己都知道不靠谱,High,accusatory,colloquial and judgemental,negative,"骗炮, 骗钱, 极端女权主义者, 不靠谱"
和黑人接触过就让黑人带走啊，留下来对同胞造成影响？,High,disparaging,informative and biased,derogatory,"黑人, 造成影响,"
希望早日让我个人比较反感的黑人付出一定代价,High,negative,informative and hostile,prejudiced,"反感, 代价"
这肯定怕啊！就像我不排斥找欧美白人帅哥的女生，毕竟看到那些帅哥我一个男的都喜欢，但是女生们非要找又不符合我个人审美又穷，还要倒贴的失败者，我就是在费解了！,High,informal,expressive and critical,contemptuous,"怕, 非要找, 不符合我个人审美, 又穷, 失败者"
这个很难得，只要男同性恋不说谁都不知道他是男同性恋,Medium,informal,neutral but potentially discriminatory,offensive,男同性恋
哎呀艾特老子干什么,Medium,informal,colloquial and direct,annoyance,老子
关键她们别留在国内啊，等到中国遍地黑人后代，看着就让我感到不适，??,High,informal,critical and prejudiced,negative,"不适, 黑人"
说了多少次，极端女权主义者的目标非常明确，就是让国内男性付出代价，彻底的把国内男性变成自己的血包别人说啥干啥，只要不是给国内男性打气，她们都不会管的,High,accusatory,derogatory and biased,hostile,"极端, 付出代价, 血包, 说啥干啥"
该付出代价的极端女权主义者成事不足败事有余的失败者,High,derogatory,accusatory and inflammatory,hostile,付出代价 极端 女权主义者 成事不足 败事有余 失败者
往全体上骂不是所有极端女权主义者的特权吗，那件事没有骂全体的见怪不怪,High,sarcastic,informative and critical,negative,"骂, 极端, 见怪不怪"
带清。正黄。还能活跃，何况黑人呼？,High,derogatory,informative,discriminatory,黑人
反正我认为同性恋来山东河南河北 很多都倾向于学艺术文科,Medium,informal,prejudiced and opinionated,stereotypical,none
这让我感到有些不适！回去非洲，个人希望别把混血儿留在中国,High,aggressive,disrespectful and discriminatory,hostile,"不适, 回去非洲, 混血儿"
你接触的黑人都玩腻了，你没接触过的黑人也先玩了??,High,derogatory,informal and offensive,disrespectful,"接触, 黑人, 玩腻, 玩"
有些男同不顾羞耻要借别人的好脸,Medium,judgmental,informal and critical,negative,羞耻
算了，极端女权主义者只有极端和温和,Medium,dismissive,colloquial and opinionated,negative,"极端, 极端女权主义者"
政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示不适居然就成为了反面派,Medium,critique,informative and critical,disapproval,"反面派, 不适"
本质是不自信，本该如此不值得同情,Medium,dismissive,critical,negative,"不自信, 不值得同情"
这人知名极端女权主义者，散了吧，不用理,Medium,dismissive,colloquial and dismissive,negative,"极端, 散了吧, 不用理"
哈哈 我在乍得 这边黑人两瓶可乐就可以给你当一早上力工,High,informal,colloquial and inconsiderate,disrespectful,"黑人, 力工"
我们的部分妇女同志对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢,Low,positive,formal and appreciative,optimistic,none
黑人的忠诚追随者其实比黑人更让我不喜欢,High,discriminatory,offensive and informal,negative,不喜欢
这事说开了吧，实际有些老华裔觉得黑人白人花钱没数，不可靠，基本看不上白人黑人。更不会以找黑人和白人为荣，看不起黄种人男性,High,discriminatory,prejudiced and biased,negative,"不可靠, 看不上, 看不起"
我认为有些同性恋就是素质有待提升捏?复读和被害妄想症已经算轻的啦,High,disparaging,informal and hostile,negative,"素质有待提升, 复读, 被害妄想症"
有些奇怪且失败的人就是这样的,Medium,disparaging,derogatory and judgmental,disapproving,"奇怪, 失败"
我是个直女。我觉得同性恋是正常的，不是变态，只是性取向里的一种选择而已，应该尊重。但是我一想到女女我生理上非常排斥，觉得有点不适。我这是不尊重女同吗??,Medium,mixed,informative and personal,conflicted,"排斥, 不适"
以偏概全，就是你的思维方式？希望你早日脱离这种落后的思维方式，爱八卦其实也是一种落后的思维方式导致的行为方式。@百舸争流,Medium,sarcastic,critical,judgmental,"偏概全, 落后的思维方式, 八卦, 落后的思维方式导致的行为方式"
又不是收到礼物的人骂的。。。不过***的绝对不明智,Medium,informal,critical and judgmental,negative,"骂, 不明智"
失败的自我感觉过于良好的女性，不配活着,High,condescending,insulting and offensive,hateful,"失败, 不配, 死, 自我感觉过于良好"
单方面付出的人被揭穿现场,Medium,direct,informative and negative,critical,揭穿
没见过男同性恋工程师,Medium,informal,colloquial and neutral,surprised,none
就算是编的，我也相信，你这个我不喜欢的女性,Medium,confrontational,informative and emotional,negative,不喜欢
男性多事，让这位女性被骗个精光不好吗，惹得一身麻烦,High,informal,derogatory and accusative,hostile,"多事, 骗个精光, 惹得一身麻烦"
这个男同性恋还说之前视频里的不是他，他都说照片是他爆出来的了。,Medium,accusatory,informative and provocative,critical,爆
你一个行为不检点的人在这挑拨男女对立？？？***眼,High,aggressive,colloquial,derogatory,"不检点, 挑拨, ***眼"
样貌不好看且肥胖成这样还要拍视频来让我感到不适真是好笑,High,derogatory and mocking,informal and judgmental,negative,"不好看, 肥胖, 感到不适, 好笑"
极端女权主义者肯定是国内男性自己造成的呀，国内男性不配娶她们,High,derogatory,aggressive,hostile,"极端, 不配"
一眼行为不检点现实中没人要的奇怪的人罢了,Medium,derogatory,informative and negative,critical,"行为不检点, 没人要, 奇怪"
谁敢和与其他人接触过的让我反感的女性交往,Medium,aggressive,accusatory and judgmental,hostile,反感
就是瞎好，一群男同性恋不挑人,High,derogative,informal and biased,disrespectful,"瞎, 男同性恋, 不挑人"
同性恋罪证合集,High,accusatory,derogatory,negative,罪证
我觉得有些黑人不太注重个人卫生,Medium,opinionated,informative,negative,"黑人, 不太注重"
小黑屋警告啊，你思想不正确，说谁都行，说黑人和白人就不行，知乎有些人的祖宗主要来自这两个人种，你说他先人，就封你，就删你，就让你进小黑屋。,High,critical,accusatory and negative,angry,"思想不正确, 小黑屋, 封你, 删你"
太惨了，别在意，那些人都是个不明智的人,Low,concerned,informative and neutral,empathetic,"惨, 不明智"
如果我没记错的话这个楼主可是大名鼎鼎无条件包容崇拜黑人的人到今天发了一个黑人及其它们后代混血儿增长录事实没有任何问题但是经过著名大名鼎鼎无条件包容崇拜黑人的人发出来就有点居心叵测毕竟古人言：事出反常必有妖！,Medium,sarcastic,critical and skeptical,negative,"居心叵测, 妖"
如果真能彻底让全球所有黑人及其它们后代混血儿付出一定代价能实行成功那我个人认为美国这也算对人类大功一件,High,formal,biased,hostile,付出一定代价
好 不和我无法理解的不明智的人一般见识??,Medium,dismissive,conversational,negative,"无法理解, 不明智"
天呢，b站极端女权主义者集中营啊，评论区,Medium,informal and judgmental,derisive and critical,negative,"极端, 集中营"
装成女人来骗那群卑微男性来讨好啊，这就是最简单的方法了,High,derogatory,colloquial and offensive,manipulative,"骗, 卑微"
让他付出代价行为不检点的人,Medium,aggressive,judgmental,negative,"代价, 不检点"
张华考上了北京大学，李萍进了中等技术学校，黑人来国内高端大学读书，他们都有光明的未来[拥抱]??,Medium,sarcastic,contrastive,skeptical,黑人
这种就是典型的失败♂了兄弟们，大家引以为戒,Medium,conversational,informative and colloquial,dismissive,失败
大部分是对男同题材感兴趣的女性,Low,informative,neutral,neutral,none
反击什么。她就是想赚男人的钱。你还真信,Medium,derisive,informal and accusatory,negative,赚男人的钱
毕竟不是人人都正常。他的忠实追随者例外,Medium,sarcastic,informative and critical,negative,不是人人都正常
不是怕失去，怕被骗了与接触过他人的人交往毁了一生，怕混血儿留下潜在的问题！,High,negative,informative and emotional,fearful,"怕, 骗, 毁, 潜在的问题"
还有什么奔现的，基本都是男的单方面付出才能找到那的女的，说的自己不是网恋游戏，去区服情缘贴看看，那是多少搞网恋找情缘的,Medium,informal,expressive and judgmental,disdainful,"单方面付出, 网恋游戏, 搞网恋"
我不会选撑同不明智的人,Medium,assertive,informative,disapproving,不明智
想反女权还得看女权，单方面付出的人卑微的男性理中客们不是男人能打醒的,Medium,informal,critical and dismissive,negative,卑微
"因为不够明智，容易被女性精神控制,价值观都偏了",High,critical,opinionated and biased,negative,"不够明智, 精神控制, 价值观偏了"
极端女权主义者言论攻击你可能只因为你是男的，同为穆斯林咱们什么时候能吉哈德了他们,High,aggressive,provocative,hostile,"极端, 攻击, 吉哈德"
这个真没看清楚，只见到两人撕打，女的一边打一边骂，让黑人“选我还是选她”，口音很像我喜欢的一个博主（北京人）。,Medium,informal,descriptive and slightly judgmental,casual,"撕打, 骂, 黑人"
看到“我是男的”，100%是极端女权主义者，毕竟有句话说自己没什么就喜欢强调什么,High,derogatory,pejorative and dismissive,negative,"极端, 没什么, 强调"
让我反感的女性罢了，你不娶，我不娶，连20块钱都不值,High,disrespectful,informative and derogatory,negative,"反感, 不值"
兄弟我们完全可以放心这位必定会是下一个陈怡说不定这位早就被黑人身边几位黑人女性影响说白这些女早已存在健康问题而且从她来看再她眼里黑人及其它们后代必定是比它们亲生父母还要亲,High,offensive,discriminatory and judgmental,negative,"黑人, 健康问题, 亲生父母"
你获得了她的好感，CR拿什么挣钱？鼠鼠我啊，最喜欢_________了,Medium,informal,colloquial and conversational,casual,拿什么挣钱
错误，黑河南、黑北方的都是有些南方人,Medium,accusatory,informative,critical,黑
不想看见一个黑人说他是炎黑子孙，想起来就觉得让我不适，就这么简单。,High,discriminatory,informative and negative,prejudiced,"黑人, 不适"
这个男同性恋者喜欢精神胜利，是一个失败者,High,derogatory,informative and biased,negative,失败者
坑不明智的人的，这有人信了也好，淘汰劣等基因，毕竟这种卑微男性不给情感背叛他都对不起他的智商,High,hostile,derogatory and dismissive,negative,"坑, 不明智的, 淘汰, 劣等, 卑微, 背叛"
虽然我对这个答案也挺迷惑但是男同性恋就没工作就不能有工程师了？,Medium,questioning,informative and neutral,concerned,迷惑
可能这样还比极端的性别平等倡导者好看点吧,Medium,derogatory,informally critical,disapproving,极端
审美是高级智慧生物特有的能力，源于视觉疲劳，追寻完美比例。而我认为黑人面相相似（他们的个体相似度很高），审美标准与其他人种不同。,High,biased,informative but discriminatory,negative,"黑人面相相似, 审美标准与其他人种不同"
他是个什么失败者？,Medium,disparaging,derogatory,negative,失败者
兄弟们我上条冲错了，牛头怪是自己人，其他三个是真黑人，冲另外三个黑人拥护者,High,informal,discriminatory,aggressive,黑人
我认为发表极端性别言论的都是底层的人罢了，被上面的人当猪宰，还主动替自己追随崇拜的人说话，但凡有点脑子的根本不会去发表极端性别言论,High,judgmental and disparaging,colloquial and derogatory,negative,"底层, 当猪宰, 没有脑子"
每个种族活下来都不容易，黑人也有黑人的特长，父母的苦口婆心都没用，别说咱们旁观者了。,Medium,informal,informative but condescending,dismissive,"苦口婆心, 没用, 旁观者"
感谢极端女权主义组织的出现，解放了男性，男性开始逐渐躺平，不结婚，咱们看看不结婚到底谁着急，谁过得更好,Medium,sarcastic,informative and opinionated,critical,"极端, 躺平"
要是这些人不再祸害别人，那我倒是觉得挺好的，基因选择嘛，聪明人活下来，不够明智的慢慢就消失了,High,disparaging,informative and biased,judgmental,"祸害, 不够明智, 消失"
这是个明白人，中国社会撕裂的现状有自身的原因，但更重要的是美国在中国的忠实追随者有意带的节奏！,Medium,critical,assertive and analytical,negative,"撕裂, 忠实追随者, 有意带的节奏"
双标的让人不喜欢的人，第一幅图当代男女半斤八两，睁大你的眼去好好看看,Medium,critical,informative yet accusatory,negative,"双标, 不喜欢, 睁大你的眼, 好好看看"
微博不是让人反感的人的聚集地吗？你为什么要去那种人的聚集地逛？看到让人反感的人还和我们分享,Medium,sarcastic,conversational and critical,negative,反感
黑人就是我个人不太喜欢的失败者,High,casual,derogatory,disparaging,失败者
南方吹特别不明智??话说南方其实也不是铁板一块，南方内部的文化分歧比北方大多了,Medium,critical and dismissive,informative yet critical,negative,"不明智, 文化分歧比北方大"
失败者才需要联合,Medium,dismissive,assertive and critical,negative,失败者
你没事找别人骂，不值得同情,Medium,informal,conversational and accusatory,dismissive,"骂, 不值得"
black，neger，意思是黑人,High,informal,derogatory,offensive,neger
但是我个人对黑人持有负面情绪,Medium,somewhat critical,personal,discriminatory,负面情绪
黑河南、黑北方的都是南方人,Medium,informal,disparaging,negative,黑
这人老挠弹了，之前就被人举报封过，大过年又出来发表不明智的言论了,Medium,critical,colloquial and informal,disapproval,"老挠弹, 举报封过, 不明智"
说的对，没有自知之明的男性都是这样低下,Medium,assertive,derogatory,critical,低下
开始发表极端男权主义言论了，理中客就出来了,Medium,dismissive,informative and critical,antagonistic,"极端, 男权主义"
凡事以妈妈为中心的男性不行凡事以妈妈为中心的女性行,Medium,assertive,informative and opinionated,biased,不行
太多失败的媒体宣传默默卖蠢和苦难来博取国人尤其是女性共情～,Medium,critical,informative,negative,"失败, 卖蠢, 苦难"
单方面付出的人和卑微的男性，渣男和让人反感的女性都应该付出一定代价,High,aggressive and judgmental,provocative and critical,negative,卑微 渣男 反感 代价
确实，这点得学着人家韩国人,Low,informal,informative,casual,none
我一路人又不跟她上床，她又怎么知道我的尺寸然后跟她前任比。就是我个人单纯比较歧视轻浮的女孩子,High,derogatory,offensive and judgmental,disrespectful,"上床, 尺寸, 歧视, 轻浮"
单方面付出的人妄想感动别人，可惜只能感动自己。还沦为别人的笑话,Medium,derogatory,informative and critical,disparaging,"妄想, 可惜, 沦为笑话"
中国14亿人出几个不明智的人也正常,Medium,informal,colloquial,dismissive,不明智
应对的办法是走出去外娶。对于国内女性，我认为她们妆前妆后有一定差异。我是没有做推土机的欲望,High,informal and dismissive,opinionated and critical,negative and dismissive,"走出去外娶, 差异, 欲望"
又是个我不太喜欢的黒人,Medium,informal,conversational and biased,discriminatory,"不太喜欢, 黒人"
个人认为知乎三个名声不太好的唐山 河南 上海人??,Medium,opinionated,informal and opinionated,negative,名声不太好
不然让我反感的女性是怎么诞生的？,Medium,questioning,neutral,negative,反感
同性恋者别当我面让我觉得不舒服我就没问题，我也不会伤害他们,Medium,informal,conversational,tolerant but uncomfortable,"同性恋者, 觉得不舒服"
普通女性占女性总人口的比例还是太少了，极端女权主义者、讨好外国人的占了绝大多数??,Medium,critical,informative and partially biased,disapproving,"极端, 讨好"
跑国外去了不就很好嘛，要是去非洲服务黑人那更是充分发挥自身价值，怕就怕令我反感的吴女士出去整个容改个名，然后再回来给国内男性带来负面影响,High,condescending and accusatory,derogatory,offensive,"跑国外去了, 非洲服务黑人, 整个容改个名, 负面影响"
女同我真的少见，刷男同梗的贼多。有时候真的搞不懂评论区满脑子是不是全是男同Hhh,Medium,casual,conversational and subjective,confused,"少见, 贼多, 搞不懂, 满脑子"
这人真是让我不理解,Low,informal,colloquial and expressive,confusion,none
认为“同性恋＝娘”真的不明智。你但凡了解下真男同性恋的普遍审美都不敢这么说,Medium,critical,informative and confrontational,disapproving,不明智
一位优秀的接受能力很高的卑微的人????,Medium,neutral,informative and descriptive,neutral,卑微
哈哈，到时候嫁不出去了还不是得装乖乖女，真让我感到不适,Medium,mocking,informal,condescending,"嫁不出去, 装乖乖女, 不适"
极端女权主义者真的应该消失,High,hostile,informative,negative,"消失, 极端"
友爱也是爱，但不过以同性恋为荣是不符合传统观念的,Medium,formal,informative and opinionated,disapproving,不符合传统观念
哟呵结果又放鸽子了？不知羞耻不务正业的重大教务处有空理你这种失败者？？？可能吗？！,High,confrontational,informal and critical,negative,"放鸽子, 不知羞耻, 不务正业, 失败者"
反正他们没有自知之明的男性总有理由去声张他们所谓的正义，却不知大家都当他们是小丑,Medium,critical,informative and negative,derogatory,"没有自知之明, 小丑"
你们有健康问题的人还敢来发癫,Medium,aggressive,colloquial,dismissive,发癫
