Sentence,Negative Connotations
Los canis del 2000 y posteriores son aún más gilipollas que los anteriores.,gilipollas
"Viene a currar como el que mas, se le ve",currar
"6 años ha tardado en mostrarse el tarado mental más grande, bravo 👏",tarado mental
ya ves además a los policías nazis que tendrá esa en el whatsapp… como para creerse algo.,nazis
"Son nuestros niños... ah no, que uno tiene 41 años. Da igual, son nuestros jóvenes.",Da igual
"En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted puta idea de escribir.",puta
por desgracia aún no entregan Goyas por el simple hecho de ser subnormal. Deberían empezar,"por desgracia, subnormal"
A saber cuantos imbéciles recibieron dinero y sin hacer una mala película siquiera.,imbéciles
"No se si me seguirá alguien católico, si es así, siento que seas tan ignorante.",ignorante
Cosas que me regala mi encargado marica diciéndome que es el minion de las BOLLERAS:,"marica, BOLLERAS"
Sin duda y durante los próximos meses con un email solucionan si no les llega,
"Haz que pase ya Pedro por Dios, porque a mí se me está haciendo eterno.",eterno
"Será puerta abierta , inútiles fascistas embusteros miserables,no?","inútiles, fascistas, embusteros, miserables"
eso que llamas político del  no es un político es un ¨miserable profesional¨..,miserable
No hay que indicar niña blanca española ni nada? ,nada
A esosmoros hay que echarlos pero ya.O los politicos hacen algo o la gente tendra que actuar,"esosmoros, echarlos"
"Tu lo que eres es subnormal, punto.",subnormal
Quien putas está RT esa mierda ?,"putas, mierda"
Responde carajo ganster de mierda.,"carajo, mierda"
no soy del Celta subnormal. Ves como eres retrasado...,"subnormal, retrasado"
"Si ese magrebi hubiera estado en su pais, podriamos haber evitado ese hecho.",magrebi
Y el mamón se vuelve a París con dos palmos de narices,mamón
"ese tío no es un delicuente, en su cultura mayormente está admitido, lo que es, es un hijo de puta","delicuente, hijo de puta"
Si fuese verdad se lo estaría pagando el gobierno y les darían una paga para que no tengan problemas económicos.,problemas
pues con lo puto retrasado que eres podría ser,"puto, retrasado"
"Cortocircuito buenrrollista, pobres inmigrantes vs chica atacada sexualmente.","pobres, atacada sexualmente"
"callate ya, subnormal, admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo, penosa.","callate, subnormal, rabia, robo, penosa"
"Que asco da la gente homófoba, COMENTO. — MUCHO ASCO",asco
Nunca sean así de mierdas.,mierdas
Cómo me alegro de la remontada por todos los madridistas insoportables y por el subnormal miarma de Emery!!,insoportables subnormal miarma
"Si controlan mucho porque son dictadores, si no controlan son pelotudos.","dictadores, pelotudos"
"Potencialmente Sánchez es el que más daño puede hacer, primer psicopata que llega a ser presidente en España.","daño, psicopata"
"se tiene q ser subnormal profundo, pero como dice este es la nueva manera de hacer periodismo. Pues ala",subnormal
"Yo lo se, los mismos fascistas corruptos ladrones que estan acabando con la Civilización en la Tierra",fascistas corruptos ladrones
Jajajajajaja que Martin de mierda,mierda
"Donde esta el venezolano de mierda, donde",mierda
Por encima de la libertad de expresión está la libertad de callarse para no decir gilipolleces sin sentido,gilipolleces
Ya decía yo que veía menos moros,moros
"Desde que los nazis falsificaron billetes en los campos,este es el peor ataque a la economia de un pais",nazis
"Estos fascistas de la oposición venezolana, y sus achichincles en España, tienen la suerte de que no somos como ellos.","fascistas, achichincles"
Que red social de mierda,mierda
"Cogiendo el testigo de su colega, el mongolo Roncero. Vaya paga que tienes, carajaula","mongolo, carajaula"
"Este va para casa de que politicucho? ya esta adjudicado, o se lo rifan?",politicucho
"Hable como Hernández, ya sabemos que podes hablar mierda en ese canal, NARCO ¿Seguridad?","mierda, NARCO"
Ahora me leo la secta que seguro que amplian información,secta
"Vaya, el VOXtarra guardia que se da por aludido.",VOXtarra
Disney se está riendo en vuestra puta cara,puta
Buena gente acogemos en nuestro país. Traen lo mejorcito de la cultura de su país.,
Quien me mando a hacerme este aro de mierda 😭,mierda
te he respondido 2 veces como un subnormal xDDDDDDDD,subnormal
"Me baje la discografia de Jeffree Star porque me representa: Una mierda, pero fabulosa.",mierda
Hay que ser muy cara raja de pedir paz si no hay justicia,cara raja
Estamos de acuerdo que el tereré le rompe el orto al mate?,"rompe, orto"
Y acaba de cagar... DONDE NO TIENE QUE HACERLO!!!!!!!!!!,cagar
Mis ganas de seguir se están yendo a la mismísima mierda.,mierda
Después de estos días te llamarán el Leñador: Palo q ves palo que tumbas,tumbas
"a juzgar de las músicas new age que clavaron los vecinos, los hospis están posta de ayahuasca.",clavaron
"Che cuando sea presidente , se van a querer cortar un huevo jajaja!",cortar un huevo
Por todos nuestros compañeros que se han suicidado con esta carrera de mierda 😔😔,mierda
A mi algunas veces se menstrujan los huevos con los vaqueros ajustados.,"menstrujan, huevos"
Storm es una hijaputa de cuidado.,hijaputa
se ve como una mierda la foto perooo,mierda
estoy tan hasta la polla que cada dia me la suda todo un poquito mas,"polla, suda"
BBC le hace un trolleo épico,trolleo
yo no entiendo como les puede gustar este frio de mierda,mierda
sisi una cagada q nosotros estemos en 40tena hace mil meses pero hay países q no ?,cagada
LO LINDA QUE ES NUESTRA CHOMBA LA PUTA MADREEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,PUTA
😂😂😂😂 este hijueputa como sueña.,hijueputa
Ojalá nadie compre ni mierda.,mierda
"Y alguien puede pedir que John Constantine lo interprete el pato Donald, pero eso no significa que tenga sentido.",ninguna
"Y quien dice que no los ayuda, chavalin????????????",chavalin
Que buena es una puta pasada de serie #ARDEMadrid,puta
no se haga el marica con esa ridiculez de trino.,"marica, ridiculez"
Que manera de cagarla wacho 😩👎🏼,cagarla
"tengo una intensidad al extrañar a candela, pk mierda esta lejos?",mierda
Fav si fuiste al Western a comer pizza y terminaste ebrio :(,ebrio
el chico este no tiene contacto ?COÑO luego el AT Madrid amenazas con denuncias,"COÑO, amenazas"
"bueno, también será porqué nada cabrea más a un ultranacionalista que otro nacionalismo intente violar su integridad territorial.","cabrea, ultranacionalista, violar"
lo puto guapa que va hoy Natalia??????,puto
La cancion agua es la mamada,mamada
"La cagada de siempre retrocer la pelota pasado ya el medio, que puta crj","cagada, puta, crj"
Ganale al que no gana una copa la puta que te parió 😂😂😂,"puta, parió"
Deja de molestar xq te voy a mandar al jefe q Te pegue gil,"molestar, pegue, gil"
Que muchos pelotudos habitan esta aldea,pelotudos
como salgamos del corona virus y luego nos mate un meteorito me voy a cagar en todos los dioses,cagar
MEDIA HORA PARA ESCRIBIR ESTA MIERDA ESTUVO AMY,mierda
Este si que es un verdadero chupasangre del dinero de nosotros.,chupasangre
"QUE TE DIERON DE COMER CUANDO CHICO, MIERDA?",mierda
Nunca en mi puta vida me va a pasar,puta
Ese señor no es Colombia no sea idiota.,idiota
Bueno nojoda que pasa aqui pues?,nojoda
"este internet q anda del orto, nunca más me llego un mensaje tuyo",orto
"Mierdación como escriben de mal los titulares, el encabezado, el primer párrafo.",Mierdación
dios podes hablar bien la concha de tu madre,"concha, madre"
"cuando a la derecha rancia le recuerdan lo rancia que son ,siempre sale algún pepero rancio con pelazo quejándose","rancia, pepero, quejándose"
Gran zasca al bolivariano Jordi Caca Évole,"zasca, Caca"
k stoy haciendo con mi putavida mencantaria saberlo,putavida
"#SpainIsAFascistState ,cuanto nos queda por limpiar en este pais lo copan todo hasta las televisiones","fascist, limpiar, copan"
Contigo el pedo se hizo agresivo rápido.,"pedo, agresivo"
"Como dice el preclaro compañero Aníbal, sencillo fan asco.",asco
Lo puto guapas que van todas hoy??????,puto
"Udec culia se demoran ene en sus trámites culiaos, vale pico!","culia, culiaos, vale pico"
"ERA PARA QUE VAYAS A COMPRAR MANDARINAS EN JONATHAN, NO A CANTAR CON LA CAZZU.",NO
"JAJAJAJAJAJ qlq valeeee, maldito muchacho mongolico.","maldito, mongolico"
∧_∧ 　　 (　°O°) 　 ＿|　⊃／(＿＿_  ／　└-(＿＿＿_／  Aaaah que no me habla la cabrona.,cabrona
Hay qur ser bien CTM para andar tirando molotovs en cualquier lugar,CTM
"Ya es dia 9: Mira, , eres imbécil. Un imbécil muy listo que quiere sacar tajada de ridiculizar el feminismo.","imbécil, ridiculizar"
No sabe ni nada el cabrón xDDDDDDDDDDDD!!,cabrón
Hoy m pongo empedo o ke?💃🏼,empedo
Pero como yo estoy solo que no llueva ni mierdaa,mierdaa
y si sigo durmiendo y le dan x culo al trabajo???,culo
Putas que me hace reir este huaso bruto del Prudencio #AquelarreTVN,"Putas, bruto"
PDT: Hoy todo el mundo comentado con #RepescaHugo porfa.,
me paso de pendejo neta,pendejo
Matemáticas me va a coger siempre?,coger
Me acabo de acordar de que el otro día le dije No boludo!,boludo
#CepedaDestruyoPruebas eso es mucha rata tan hijueputa.,"rata, hijueputa"
"Partido de los llamados feos, de los de no poder cometer el mas minimo fallo, concentracion y desgaste.","feos, fallo, desgaste"
Que coño tiene oculto el hermano de este ahora????,coño
Que cancion pedorra no la banco masaaaas,pedorra
me encanta la puta UNION que hemos tenido todo Twitter para hacer favorita a Maria #OT18Gala4,puta
"AHHHHHH POR ESOOO TE VAS, MALDITAAAA😡🤬",maldita
A esos mamertos ifueputas hay que darles es duro y donde más les duele.,mamertos ifueputas
"No es la música kpop, son las armys que a mucha gente les da por las pelotas.",les da por las pelotas
Un me suda la polla suele esconder un me duele,suda la polla
Que alguien me explique que mierda hice xq ni yo entiendo,mierda
Te podes mandar todas las cagadas del mundo pero te voy a elegir a vos siempre,cagadas
crush mi boca no se va a besar sola no se a que cojones esperas,cojones
No querer culear con cualquiera.,culear
Yo el culo asiq juntemos Plata,culo
Putos oídos tenían un tiiiiiiiiiiiiiii hijoeputa casi muero,"putos, hijoeputa"
En ves de estar debatiendo ayudas para el pequeño y mediano empresario estamos con la gilipollas del luto oficial.,gilipollas
"Hijos de puta, encima el pulgar, yo directamente los expulsaba o les prendía fuego","Hijos de puta, expulsaba, prendía fuego"
"She-ra, temporada 4: todo se va a la mierda.",mierda
Por que le pinche molesta a mi papá que me levante a las 2 de la tarde ?,pinche
estos personajes cometieron un crimen y se rajaron... refugiados las bolas,"cometieron, crimen, rajaron, bolas"
Tienen de CM al hioputa de Mr Wonderful,hioputa
no os da como puta rabia que gente asquerosa tenga pareja y vosotros no?,"puta, rabia, asquerosa"
Creo que empezaré una relación seria con la comida y me importa una mierda si me engordo más.,mierda
"Espejo Público y Susana Griso, portavoces de fascistas.",fascistas
"Lo que indigna más son los llantos fariseos, las declaraciones hipócritas, las amenazas furibundas... todo para que todo siga igual...","indigna, fariseos, hipócritas, amenazas, furibundas"
"Porque estamos esperando a que subas tú, mamón.",mamón
Que no me aconseje nadie coñazo que me lleve el diablo a mi,"coñazo, diablo"
no tengo los suficientes ovarios para decirte el polvo que te echaba,"ovarios, polvo"
😂😂😂😂😂😂 este ose se la mandaaaa 😂😂😂😂😂😂 nose si se duerme x el olor a chivo o qe😂😂😂,olor a chivo
Hacia una segura coalición con el infierno marchamos ¡¡aqui nos hundimos!,"infierno, hundimos"
Camila con celos y yo cagada de la risa porque súper x 🤷‍♀️,cagada
los que no entendéis la ironía y las coñas llevadas al extremo moláis 0 hermanus,ninguna
Toca coger la circunvalar pero por los pedacitos de bajada.,None
Pq chucha no puedo dormir con calcetines!!,chucha
"Se picoooo esta mierda, TE AMO IARUUUU",mierda
Tan fácil echar culpas al gobierno y ustedno hacer un culo.,"culpas, culo"
"Algo le habrás dicho, el mongolo no bloquea por bloquear.",mongolo
Confirmado merezco el al infierno jajaja,infierno
Igual te puedo cagar a piñas y después te rasco,cagar a piñas
"Y el otro subnormal se pira de casa por que si, a ver que mierdas hace por la calle.","subnormal, mierdas"
#APetroLeDigo que es un teterahijueputa.,teterahijueputa
"Wooooowwww premio a mejor hilo sin duda, pinché decálogo de lo más pendejo","pinché, pendejo"
Pinche Guanajuato ya no seas tan conservador.,Pinche
"dioss m da verguenza cuando comentan eso,, se quedaron en 2018",verguenza
Bad Bunny qlo como mierda dice que no va a salir nunca la canción con Zion y Lennox 😨,"qlo, mierda"
un día m tienes comiendo d tu mano y al otro pasando d tu puta cara,puta
#TN Felicito al gobernador Morales Por encerrar a los estupidos!,estupidos
"Amores bellos, si tienen algo lindo con una persona, ¿por qué insisten en cagarse todo metiendo terceros a la relación?",cagarse
Yo de periodista hacia rato lo habría mandado para la mierda hace rato,mierda
Mi culo se mueve solo,culo
"Yo pensaba que Cam4 era un restaurante, ahora entiendo todo, maldita sea.",maldita
La Corte y nada la misma huevonada,huevonada
"pero cerra el orto, que te pensas que los mato yo a los animales, o que los matan por diversión?",cerra el orto
me apetece dormir en un hotel con alguien y por la mañana ponernos hasta el culo de comida,culo
#DebateArg2019 #AlbertoPresidente es indignante hablar de pobreza dice el pelotudo????,"indignante, pelotudo"
- ¿Estarías con un chico con coño?,coño
Me he sobao y me he perdido el ridículo del Valencia,ridículo
Aparece cuando quiere la yeguaaa,yeguaaa
Que puta... como se nota que mario ferreiro está sin laburo.... cortenle el tw,"puta, sin laburo"
"Good, mute him AMARGADOS DE MIERDA, es un puto genio.","AMARGADOS DE MIERDA, puto"
soy una puta gorda y solo quiero ir a las cenas/comidas de Navidad para comer y engordar 14kg,"puta, gorda, engordar"
Definitivamente para ir a mall o andar por Santiago hay que tener un water del año 90 y bien oxidada.,oxidada
"los mas valientes, los mejores, los mas preparados vienen a pagarnos las pensiones daga en mano",daga
soy una sensiblona x muchos cojones q tenga,cojones
Pollo de mi vida haceme pollitos la puta madre!!!,puta
Hoy día la ley de memoria histórica considera a esta víctima del Frente Popular un golpista.,golpista
esaes dadme mi sobre de 125 cabrones xddddd,cabrones
"Que gente idiota la que sigue saliendo a la calle dios, no se quieren ni un poquito",idiota
¿Y quién cojones es ese?.,cojones
A nadie puta le importa quien carajos muere por un dragón.,"puta, carajos"
Por eso lo siguen los maricas,maricas
Vamos a tirarle el vídeo al gilipollas este 1.,gilipollas
Si fuera de La Pincoya se estarían pidiendo las penas del infierno y juzgando a todos.,"penas del infierno, juzgando"
"Con esas demandas, le toy creyendo al innombrable eso de que no tiene ni un fkn real.",fkn
Que mierda no poder soltar una persona a pesar de todo lo que te hizo.,mierda
man soy r autoexigente q hincha pelotas,hincha pelotas
Estoy hasta los cojones de vivir sintiendo que soy una basura como para que aún encima me lo recuerden constantemente,"cojones, basura"
"Girón, monumento nacional (al tapón tan hijueputa que se forma desde el Palenque hasta Caneyes) a esta hora.",hijueputa
Uribe tiene huevas de plomo y nadie le da la talla.,huevas de plomo
JAJAJAJA te amo histérica de mierda,"histérica, mierda"
yo quiero hacer una paja a mano cambiada contigo ( live on ),paja
- ¡Ya cállate pinche Pedro!,"cállate, pinche"
La avispa es la cabreada que no come para no engordar.,cabreada
"Así luego entran en patera, dan otro nombre, y tienen otra paguita","patera, paguita"
Que no lo sigo y se quien coño son todos.,coño
"yo sabía que algun pelotudo/a iba a comentar esto jajaaj, deggggggame en paaaaaaassssssssssss (sartenaso)",pelotudo sartenaso
quiero follar y dormirme abrazao,follar
Joder que partidazo de los Wolves en Anfield.,Joder
DE RAZON ESTE PAIS VA DE CULO PARA EL ESTANCO CON ESTOS PETARDOS.,"de culo, petardos"
dios me siento para la mierda puede alguien de stray kids aparecer porfa😞,mierda
Ya vi a Vicent Janssen haciéndosela de pedo al Chupete Suazo por quien es el número 1.,pedo
Un poco guarrilla y con ganas de llamar la atención de forma desmesurada.,"guarrilla, desmesurada"
"No entiendo la gracia de este programa, están en bolas recorriendo una selva con un montón de animales venenosos","bolas, venenosos"
yo digo que toca hacer un getsito en el hospe y descabronarloo🍻,descabronarloo
El muro de la infamia o El muro de los tetrahijueputas.,"infamia, tetrahijueputas"
Oye que mierdas le pasa a Alba en las galas :(((?!?!?!,mierdas
La gente es tan cabrona a veces,cabrona
Te hablé puta de mierda,"puta, mierda"
El facha pastrana no tiene ni amigos. Pobret.,"facha, pobret"
"Que no es abidal joder, que es Bartomeu, abidal es solo un peon mas.",joder
Se me fue el sueño a la mierda,mierda
Que puta hacia el final el mismo le pasaba a los de mineiro jajajaj,puta
Malditos de Nintendo y su manía de no rebajar nada juegos que tienen años ya,"Malditos, manía"
soy la única a la que no le hace gracia esta mierda??,mierda
Porque hay mucho tarado en está red.,tarado
Jajajajaja que gorda lechera hasta cuando con esos videos,"gorda, lechera"
En verdad es irme a la chucha de chile jiji,chucha
QUE LINDO SER DE ROWING LA PUTA MADREE🔵⚪️♥️ #qlsr,PUTA MADREE
"Vieran que feo se siente, el andar sufriendo por un mal de amooooor","feo, sufriendo, mal"
feliz porque hoy se come mantecol hasta empalagarse,
xupala subnormal! Ahora aprenderas a callar😘 y otra vez siga mamandola😘,"xupala, subnormal, callar, mamandola"
"SOS UN HIJO DE PUTA, no tenes sentimientos","hijo de puta, no tenes sentimientos"
"Esto hace falta en Paraguay, no la cantaleta amariconada de DDHH de muchos políticos.","cantaleta, amariconada"
Hacer daño a un ser vivo debería estar penado joder.,"daño, joder"
Xq no me contestabas maldita,maldita
me voy a secar el pelo asi me lo plancho auq me de re mil paja,paja
Te acordas que existo pendejo de mierda 😡,"pendejo, mierda"
"Haber sí así aprenden de historia los cagones, y dejan de alabar a las Farc",cagones
Toy tan en la mía que si me vienen a joder me les río,joder
"Porque hay alerta roja, subnormal!!!! Este tío es tonto, JODER!","subnormal, tonto, JODER"
Algo más ridículo que andar contando con quien te hablas?,ridículo
Pobre hijueputa mala agradecida quiere todo para ella gratis y los demás departamentos que se jodan,"hijueputa, mala, jodan"
No quiero follar contigo porque me da igual lo que me lo digas.,"follar, me da igual"
Se me cae un huevo encarar a la practica 😩,cae un huevo
Terminaré borrando todo y me iré bien a la chucha.,chucha
Para que echan pirotecnia 🎇🙄 si no hay nada 😒 solo despertaron a Mia 😡 stuuupidossssssss Solo tirar dinero💸,stuuupidossssssss
Pq chucha me despierto a esta horaaaa,chucha
"Los mejores, los más valientes y más preparados",
q paja ni tengo ganas d salir mañana,paja
"Si te dan manzanas y huevos y te piden que hagas un gazpacho, como cojones pretendes hacerlo?",cojones
"Como un pico flacido, malo malisimo","flacido, malo malisimo"
Por qué les tienen tanta bronca a los q fueron mantenidos y no los mandaron a laburar?,bronca
Mis vacaciones de Mayo se fueron a la mierda por el Covid.,mierda
Que serie de la puta madre es Billions.,puta
Che cuenten el secreto para tener motos autos y salir todos los Findes rascándose los huevos 😛,rascándose los huevos
"Nico a los 3 años se metió una pila y un PAN en la nariz, desde chiquito es pelotudo 🤣",pelotudo
Pues sere un puto desastre pero si te veo mal intento sacarte una sonrisa,puto desastre
COÑO una portada sin Neymar jajajaja jajajaja,COÑO
Nunca sean así de mierdas,mierdas
Ahhhhh cabron cuál es el beso arcoíris ?,cabron
Dejen jugar el partido flaites de mierda!,"mierda, flaites"
Después de eso casi prendo fuego la campera y la remera de 6to porque la verdad una mierda todo.,mierda
Huevones nefastos utilizados por la extrema izquierda anarquista,"Huevones, nefastos"
"Una noche me duró la serie, joder coño","joder, coño"
Joder como esta el chaval 🤦🏻‍♂️,Joder
Y que poronga es Harry Potter.,poronga
EN SERIO ESTOS PEDAZOS DE MIERDAS PUEDEN SER LLAMADOS POLICÍAS CIVILES?,mierdas
Van a tener que seguir convenciendo a más charnegos,charnegos
"Típico estos weones se limpian las manos, me voy chao",weones
mejor me voy a dormir porque sino me la voy a mandarrr,mandarrr
Jajajajaj la Küyén cagando en el depa DESPUÉS DE QUE LA SAQUÉ A PASEAR PARÁ QUE CAGARA AFUERA!!!,"cagando, cagará"
"Gol de Alemania, TyC, la concha de tu madre",concha de tu madre
Jajajaja q mente de mierda tengo lpm buen día crack,"mierda, lpm"
como si nunca vieron la lluvia PELOTUDOS,PELOTUDOS
"EL VERDADERO RELAJO INICIÓ, CUANDO NITO CORTIZO DECLARO QUE ESTE SR SE QUEDABA EN EEUU, PORQUE EL ERA QUIEN MANDABA.",RELAJO
"Y ESPERAR EL APOGEEEO DE LA ENFERMEDAD, CHUPA 3L PICO FEO DE MIERDA.","mierda, feo, chupa"
El que madruga anda cagado de sueño!,cagado
"Iba a salir y pincho, una paja d todo manejo últimamente",paja
Gracias policia x cagarme la siesta🖕🏻,cagarme
Tengo un problema serio si ya desde esta hora estoy hasta los cojones de la gente,cojones
marujones tio deberia daros verguenza,"marujones, verguenza"
Lo puto guapa que sale todo el rato??????,puto
"El destino es una verga, y la vida injusta, por eso vivámosla y no la desperdiciemos","verga, injusta, desperdiciemos"
que celular d mierda m pone re del orto,"mierda, orto"
me tienen las pelotas re llenas todos,pelotas re llenas
QUIEN MIERDA ME MANDO A PASARME A ABONO,mierda
"Parce revisen esos prejuicios tan  careculos, la vaina no es por ahí.",careculos
Tóxico de mierda lo único q quiere es escabiar,"Tóxico, mierda"
Era el puto amo JAJAJAJAJAJJAJAA,puto
Lindo 5to vamos a tener con el colegio en construccion todo el puto año 🙄,puto
Pruebas y más pruebas y a este hijueputa nada que lo investigan,hijueputa
Llenos de coca y bandas criminales.,"coca, bandas criminales"
Odio andar con un secreteo... nojoda.,"Odio, nojoda"
"De aquí a que se dé de nuevo la mierda, que alguien me pegue un paipe por weta","mierda, pegue, weta"
"Joder que bueno, no voy a picar yo sólo 😉",Joder
No sirven para un culo,culo
Gran puta... el calor de mierda este... 😣😣😣,"puta, mierda"
"El espíritu de Plasencia siempre será una epopeya de liberación de tensión...Que putos nervios de tanda, pollo.",putos
Lo peor es que hay tantos idiotas que le creen,idiotas
Hay qu serpaleto para no saber que ese psicopata firmo 8000 sentencias de muerte.,"serpaleto, psicopata"
No tengo ni puta idea :@,puta
Cuesta un huevo estar bien con alguien pero solo segundos para que todo se vuelva un caos.,"huevo, caos"
esta hasta el coño de la vida JAJAJAJAJAJAJAJAJJAJAJAJAJA yo,coño
Siempre así de pelotudos 🤪,pelotudos
Shh callate hay q tener fe,callate
Estai viejo pa comentar esas hueas,hueas
"Y en mayo más, en junio más, en julio más....... Pedazo de inútiles!!",inútiles
"Layun tirando carro, el chiste se cuenta sólo jajajajaja pinche petardo 🤣","pinche, petardo"
No vuelvo a hacer ni el más mínimo comentario respecto a ni mierda.,mierda
Primera presentación de Tinelli que es una mierda 👎🏼,mierda
Gran puta que reflejos tenía Bush,puta
Que ganas de tener esas tetas,tetas
"Las cortes corruptas y ahora también con abusos sexuales, de razón la justicia de este país esta vuelta MIERDA.","corruptas, abusos sexuales, MIERDA"
pero callate — Pero que me dejes 👊,callate
Odio más a los pinches grillos cuando estoy estresada 😭,"odio, pinches"
JOH tiene que ganar esta mierda,mierda
"¿Será mongolo de nacimiento, o solamente estará interpretando un papel?",mongolo
"¡Vallekanos yonkis y gitanos! Orgullosos de nuestro barrio, no lo podréis entender 💪","yonkis, gitanos"
Sisi viva la patria y coso pero NO SUBAN FOTOS DE SUS LOCROS,NO
Así qué como usted hay tanto imbécil qué por ser socialista y de izquierda cree qué no somos independientes.,imbécil
No sea imbécil la idea es salir con precaución para reactivar la economía que lleva meses por culpa del COVID-19.,imbécil
Quien poronga es el Pirizz,poronga
3 horas seguidas haciendo cosas para la puta partida Creo que me podría acostumbrar a esto,puta
Ayer escrachamos al pelotudo del Mono Ramos y hoy al infeliz lo echaron.,"escrachamos, pelotudo, infeliz"
"Aveces Nose si bloquear a Abi de tw o hablarle y mandarla a cagar, que mina más pelotuda es","mandarla a cagar, pelotuda"
Si entendieran que no por salir embarazada se tienen que casar se ahorrarían muchos pedos después,pedos
Entrar al metro es como bajar al infierno,infierno
"A firmar xq Dalito anda pidiendo asilo, se nos quiere quedar en USA, mejor q regrese y de la cara.",mejor q regrese y de la cara
"Mi perra vale pico, juro que me había levantado a jugar y tomó su peluche jajaajja Küyén de mrda","pico, de mrda"
Muy fan de la forma de saludar de Pablo a la gente que no conoce de una mierda.,mierda
Ya puse la de Don't Want A Miss A Thing de Aeroesmith por si se acaba el mundo ahorita ridículos.,ridículos
Los perroflautas que libráis hoy no decís nada ehh?? #DiaDeLaConstitucionEspanola,perroflautas
Las Cortes con rabo de paja hablan de moral 🤣🤣🤣,rabo de paja
Tengo un quilombo en la cabeza y el corazón hecho verga,"quilombo, verga"
Llevo más de un mes con los pies hinchados que mierda._.,mierda
Menos mal que no te reiste cuando perdí la quinta porque podía llegar a tirarte por el balcón,tirarte
Que utilicen los recursos de un partido para ganar una Curul y luego coger la de villa Diego con burla!,"coger, burla"
"Tener pareja es la verga; pero tener amigos, verdaderos amigos eso no se compara con nada.",verga
Ni para un hijueputa par de medias.,hijueputa
Que hdp cuando nos pinta bajón inventamos lo que sea para comer,hdp
a ver cuantos poneis tusa pesaos de los cojones,"pesaos, cojones"
Ya me dio esa sed de la que haces encabronar a los novios de las mujeres.,encabronar
Habla como chileno antes de irte culiao weon la wea,"culiao, weon, wea"
"Le apunta con una escopeta  —¿¡A caso pretendes llevarme la contraria, maldito!?",maldito
"Por qué puta no llueve ahora, YA",puta
"Mi guatita me está matando, prometo dejar de comer mierda.",mierda
Que mierda es esa ubicación millenial ahora estoy re enojado loko,"mierda, enojado, loko"
"ginobili que huevos que tiene loco , grande manu #Túnez",None
"Jajajajajajajajaja jueputa nombre para ñero, le hubieran dejado Covid","jueputa, ñero, Covid"
"Mientras tanto, el aprendiz de secretario, , le quiere pasar la papa caliente a la ONU.","aprendiz, papa caliente"
"Me la suda el jopara hoy, voy a comer un sanwi y ya!",suda
"Copito está infumable, parece q sabe q es su cumpleaños",infumable
Muy sorete el.... ni me habla ✋,sorete
Este Santiago buchón de mierda😡,"buchón, mierda"
No hay nadie de la oposición con los cojones suficientes para hacer la denuncia..,cojones
Se ven bien pinches finas sacando $8.50 pesitos de su bolsa michael kors para pagar el pasaje del transbus.,pinches
Si se sienten medio boludos... acuerdense que una vez se hizo una caravana en honor a Paul Walker 😘,boludos
Iba a estar yo viendo esta mierda teniendo mi mente tranquila.,mierda
COMO DIJO ROSA PARKS UNA BUENA MILI TE HACIA FALTA A TI MARICÓN,MARICÓN
Grande como siempre y dejando como un culo a la izquierda.,culo
Ahí si se irían de culo,culo
Uno para pasar los cólicoAY CHAO DE AQUÍ BOBA HIJUEPUTA.,"BOBA, HIJUEPUTA"
"si subo una historia es para q me la respondas boludo, no se cómo explicarte",boludo
Esa pistola con nobel me mandó a la xuxa,xuxa
Pero callate un poco la concha de tu hermana,"callate, concha, hermana"
Me falta follar joder para hacer pleno :(,follar joder
No existe alguien que me mueva el piso como vos,None
Que ninguna me mande nudes es otro pedo.,pedo
Así que cámbiame la cara de ojete.,cara de ojete
PUTO GORDO PENDEJO EL CAMPEÓN ERA WOS,PUTO GORDO PENDEJO
"No pienses eso coño jajajajaja que la cambien a la siguiente ciudad si quieren, no en Málaga 🤣🤣🤣🤣",coño
"Por un 2019 q me chupe todo un huevo, y que todo me duela menos🙏🏻","chupe, huevo, duela"
Y ganando 4 a 1... con todo esto .. intento sacar con su cabeza la pelota... que huevos carajo..,carajo
JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA QUE PUTA VERGÜENZA EL PENALTI QUE LE HAN REGALADO AL MADRID DIOS MIO!!!,PUTA VERGÜENZA
"Eso al régimen se lo pasa por el forro, tan habladera de paja y no pasa nada.","forro, habladera de paja"
"este tarado dijo que iba a dormir un ratito, van 3 horas",tarado
Con dos huevos... q pasada macho,"huevos, macho"
"A mamarla moros españolitos, los verdaderos españoles están en el norte","mamarla, moros"
Miren este video y después vean quienes son los verdaderos racistas,racistas
"Que se yo, cosas insignificantes que como siempre como buen boludo me pongo mal.",boludo
La verdad le duele a ese mequetrefe,mequetrefe
noo gato como extraño romper colas en el ludo😔😔,romper colas
no me puedo dormir la gran concha d su madre,concha d su madre
Tengo que dejar de darle vueltas a la facu coño,coño
los dioses nos van a castigar x estas mierdas jswjjsjaaj q decia,mierdas
"23 de septiembre del 2020 me entero que DMS significa demasiado, me quiero cortar las tetas!",cortar las tetas
Me volví a enamorar pero otra vez a la mierda.,mierda
Me refregué los ojos y me acorde q la estuve re mil acariciando a esta perra zorra 😢,"perra, zorra"
