Sentence,Negative Connotations
तुम को संस्कृत से विरोध है तो कान में लूंड़ ठूस लो ।,लूंड़
तू क्या अपूर्वानन्द का दलाल है अपूर्वानन्द कितने साल का है जो आजादी के पहले का बता रहा है,दलाल
यह हैं लोकतंत्र का कानून? थू,थू
तेरा लौंडा बहुत बैट लेकर घूमता और सरकारी अफसर को पीटता है ।,पीटता
तू ऐसे ही नालियों में भटकना,"नालियों, भटकना"
हमारे देश तो ऐसे ही कह के लेंगे भेनचोद!,भेनचोद
अबे सुअर की औलाद कौन सा चश्मा पहन रखा है?,सुअर की औलाद
जिसका मालिक एक लौड़े संघी भाजपाई है,लौड़े
हरामी बेहिचक दलाली भी करनी है ?,हरामी
सरदार के नाम पर कलंक है  ये भड़वा,"कलंक, भड़वा"
मोदी जी यदि कुछ शर्म बची है तो एक बार सीवरेज में उतरिये तब हमारा दर्द पता चलेगा।,"शर्म, सीवरेज"
पोस्टर बनाने बाले कि बेटी मादरचोद मेरे पास ही चुदेगी लौड़े,"मादरचोद, चुदेगी, लौड़े"
उफ्फ! बड़ी विडंबना है भोसड़ीके...!,भोसड़ीके
तू अपनी संपत्ति बेचकर उनका उद्धार क्यों नहीं करता ? साला भड़वा,साला भड़वा
बात ऐसे चोद रहा है जैसे ज्ञानी का जीजा है |,चोद
"किसी से धक्का मुक्की तो करो, ये सूखा सूखा मैच मजा नहीं आ रहा है मादरचोद!",मादरचोद
"हम लात मारकर भगाते हैं, चल भाग सुअर","लात मारकर, सुअर"
तू ग़ज़िआबाद आया तो तेरी गांड में गधे का लंड दे दूंगा लैट्रिन,"गांड, गधे का लंड"
मादरचोद तुम सुवरो को दुनिया मे कोई देश पनाह नहीं देगा ||,मादरचोद सुवरो
तुम जैसे लोग साले गीत गधे का गाते है... भेनचोद भड़वे,"साले, गधे, भेनचोद, भड़वे"
केला कहाँ मिल रहा है आज कल सुअर ?,सुअर
अभी सूअर <number> महीने में दिल्ली में विधानसभा चुनाव है,सूअर
"नीम का पत्ता कड़वा है, .......साला भड़वा है।।","साला, भड़वा"
भड़वा गिरी की मूर्ति श्री केजरीवाल जी,भड़वा
जब गांड लगी फटने तो पूरा इलाका इनकी सुरक्षा में है ।,गांड
"सुअर पने आए बाज़ आ जा, कही निबटा न दी जाय।",सुअर
"अबे दलाल भड़वा, जो जबरन बुलवा के मार रहा है उसपर बोल बे गाँडू ।","अबे, दलाल, भड़वा, मार, गाँडू"
वाह भेनचोद वाह ...एक आदमी को नीचे गिराने के लिए कितने लोग लगे हुए हैं ...,भेनचोद
तेरे जैसे चूतिये नेताओ को चौराहे पर जूते मारने चाहिए ।,"चूतिये, जूते मारने"
क्यों करते हैं ऐसी नीच हरकत।,नीच
फिर लग जाते हो किसी की भी भड़वा गिरी करने,भड़वा
साली चुतीया औरत नाम लेने से डरती है रंडी कही की ||,"साली, चुतीया, रंडी"
"ढोंगी से भी एक कदम आगे , गट्टर की पैदाइश","ढोंगी, गट्टर"
इस बेटीचोद का बेटा मरा नहीं अभी तक,"बेटीचोद, मरा"
अबे हरामी जिन्ना की औलाद तू अपने किसी मोहल्ले में हिंदुस्तान बाले से पूछ लें मोदी ने क्या किया,"अबे, हरामी, औलाद"
दिल्ली के अंदर तोड़फोड़ भोसड़ी वाले ने करी ।,भोसड़ी
चोदी गांड के आज बहुत मार रहे हैं,"चोदी, गांड"
तेरी बहन को चोदु मादरचोद भोसड़ी वालों उसका नाम बिच में क्यु लाते हो.! ,"तेरी बहन, चोदु, मादरचोद, भोसड़ी"
कुछ दिन से चर्चित मुद्दे  ये है दलाल मीडिया के मुद्दे,दलाल
लगता सारे बुद्धजीवी पप्पू मूत्र पी के सो गए,मूत्र
इस मादरचोद को किसी मानसिक रोगी के डॉक्टर को दिखाओ,मादरचोद
शाकिब तेरी बेगम की कसम आउट हो मादऱचौद,मादऱचौद
हरामी पत्रकारिता कर दलाली नहीं,हरामी
ये हैं महासभा की राष्ट्रीय महासचिव जो राष्ट्रपिता पर गोली चला रहीं हैं!,गोली
पन्नी फुक्का है क्या तब से कुछ भी बोला जा रहा है भोसड़ी के,भोसड़ी
टीवी पे देखते ही सूखी टट्टी याद आ जाती है,टट्टी
क्योंकि ऐसा बोलने वाले सड़क छाप सच्चे नहीं होते...,सड़क छाप
ये भेनचोद दो शब्द सही से नहीं लिख सकता और पत्रकार बना घूम रहा है.,भेनचोद
सबूत के लिए इनकी गाँड से गु खीरोंच देगा फावड़े से,"गाँड, गु, खीरोंच"
अबे तो चूतिये पुलिस तो कथित राष्ट्रवादियों की है न ??,"अबे, चूतिये"
अबे दर हरामी केजरी सरकार के हाथ मैं नही होता अरेस्ट करना,"अबे, हरामी"
बाद में फिर तू पूछेगी यह क्या कर दिया?? रंडी,रंडी
यह है मादरचोद कॉंग्रेस की राजनीति इन मादर चोदो कांग्रेसियों ने इतना गंद फैलाया है,"मादरचोद, मादर चोदो, गंद"
"छोड़ो प्यार -वयार को,पैसे कमाओ लोग चूतिया समझते है भोसडीके तुमको !!","चूतिया, भोसडीके"
ये भोसड़ी वाले अपनी माँ बहनो के नही होते || तो दुशरो के कैसे होंगे |,भोसड़ी
कुछ तो करलेना भोसडीके,भोसडीके
भड़वे तुम से तो ये जानवर भी समझदार है,भड़वे
इस कमीने की करतूत देखिए |,कमीने
"मैंने तुझे ट्वीट करके बुलाया नही, अपने मर्जी से मरवाने आ गया!",मरवाने
रंडी रोना शुरू कर दे धोनी आज धागा खोल देगा ।,रंडी
केजरीवाल चोर तबरेज़ अंसारी के परिवार को पैसा और नौकरी दे रहा हैं।,चोर
भोसडीके ये अफवाह नही सत्य है। सारे का हिस्सा खा रहे हो तुम लोग,भोसडीके
सुवर अब तो बदल जाओ भोसडीका,"सुवर, भोसडीका"
यहां ट्वीटर पे बकैती करने से अच्छा है उन हिजड़ो को पकड़ो और उनकी गांड में गोली मारो।।,"बकैती, हिजड़ो, गांड, गोली मारो"
इस सूअर को कोई भी ग़लत काम नजर नहीं आता।,"सुअर, ग़लत"
यही  साले हरामखोर डॉक्टर पहले चुप थे !,"साले, हरामखोर"
"कुत्ते दो प्रकार के होते है-: एक पाला हुआ, और दूसरा ख़रीदा हुआ कमलनाथ पाला हुआ है और सिद्धु खरीदा हुआ ।","कुत्ते, ख़रीदा हुआ"
औकात समझ आ गई बे ? बाप बाप होता है ।,"औकात, बे"
क्यों जनता को भटका रहा है.. कमीने,कमीने
अगर ये सच है तो ये भड़वा गद्दार जेल के अंदर क्यों नही ?,"भड़वा, गद्दार"
कन्हैया कुमार को इतने वोट तो मिलने ही चाहिए थे जितने शेहला_राशिद के बैग से कनडोम मिले थे.,कनडोम
"मादरचोद, मां के लोड़े, लड़ पाते नहीं हो","मादरचोद, मां के लोड़े"
"आ गया भडवा नीच आदमी, राजनीति करने।","भडवा, नीच"
ये पिछवाड़ा चाटने वाला केजरीवाल झारखंड को पैसे देता है भड़वा,"पिछवाड़ा चाटने वाला, भड़वा"
भाजपा जॉइन कर के रजिस्टर्ड भड़वा कब बन रहे हो..???,भड़वा
"इन जैसे चमार, सुअर का प्रमोशन करके मै इन्हें फेसबुक से ट्विटर पर ले आई हूं।","चमार, सुअर"
अब्दुल रज्जाक खान को जी न्यूज वाले क्यो बुलाते है ऐ मादरचोद,मादरचोद
किसी बहन के लौड़े की अवाज नही निकली,लौड़े
कीचड़ उकालने वाला नीच किस मुंह से श्रद्धांजलि दे रहा है?,"कीचड़, नीच"
अब पेपर दे भोसड़ी के,भोसड़ी
कहां से लाते है आखिर ये इतना दोगलापन?,दोगलापन
भोसडिका अत्याचार केवल लाचार औरतों के लिए है?,"भोसडिका, लाचार"
पालतू कुत्ता। कितना मुहँ से शौच करोगे,शौच
तब भोसडिके चाह कर भी कुछ नहि बोल पाएगा तो आज वक़्त है बोल ले,भोसडिके
"इस्लाम में जो-जो हराम है, अगर उसकी सूची बनाकर मुसलमानों पर टेस्ट किया जाए, तो अधिकतर मुस्लिम हरामी ही मिलेंगे।",हरामी
शख्सियत काम से बनती है झूठ और फरेब से नही बनती गन्दी सोच वाले,गन्दी सोच वाले
वो चोर झूठा बेमान दुष्ट नीच कमीना हत्यारा नफ़रत व हिंसा फ़ैलाने वाली बीमारी है,"चोर, झूठा, बेमान, दुष्ट, नीच, कमीना, हत्यारा, नफ़रत, हिंसा, बीमारी"
"ज्यादा गांड ना फुलाओ,  गांड फाड़ देंगे ।","गांड, फाड़"
ये दिखा रही कि देखो हमारी गाँड आसानी से मर सकती है पर जैसे ही तुम मारने को आओगे हम गाँड उचका देंगे,गांड
हम इंसानो के पूर्वज तो बंदर थे बाकी इस कुत्ते को इसके पता होंगे,कुत्ते
मुंह से पिसाब कर रही है ||,पिसाब
तेरे जैसे रंडी ही गुलामी करते थे उनकी,"रंडी, गुलामी"
इसकी तो बॉलिंग के समय गांड फाड़ेंगे,गांड फाड़ेंगे
कहां था बे भोसडीके! तुझे पोलीस ढुंढ रही है।,भोसडीके
भोंसड़ी लगता है के तुम पैदा भी नौटंकी से ही हुए थे |,"भोंसड़ी, नौटंकी"
कोलकाता में डॉक्टर की पिटाई हुई तो मादरचोद मुम्बई में डॉक्टर हड़ताल पर गए !,मादरचोद
हर चैनल पर रंडी रोना मचा रखा था।,रंडी
अबे भोसडीवाले जिसकी रंडी की तुम लोग दलाली खाते हो उससे कभी पूछो की पैसा कहाँ से उसके पास आया है।,"भोसडीवाले, रंडी, दलाली"
उनकी गांड में गोली मारो।।,"गांड, गोली मारो"
"बच्चा अपने दोस्त से - सीघ नहीं होती लोमड़ी के, और बताओ कैसे हो खोपड़ी के?","सीघ, लोमड़ी, खोपड़ी"
भड़वा निकाल दे अपने दिमाग से हरा सौच।,भड़वा
असिफा पर चिलाने वालो अब कहा गये भोसडीके?,भोसडीके
दोगले यहाँ भी भरे पड़े हैं ।,दोगले
तुम अब विनाश काले विपरीत बुद्धि हो,"विनाश, विपरीत"
ओर कोई नहीं सिर्फ़ तुझ जैसे कुत्ते पूछ रहे हैं भैनचोद,कुत्ते भैनचोद
ये भड़वा सरकार आखिर क्या करना चाहती है ।।।।,भड़वा
ये हरामी अपनी हरकतों से बाज नही आ रहे है,हरामी
सैनिक शहीद हुआ तो वह बच्चा नहीं था भेनचोद !,भेनचोद
हरामखोर हरामी को भगाओ अपने डिवेट से।।,"हरामखोर, हरामी"
जिसको मेरे शब्द खराब लगे उसकी मा का भोसड़ा,भोसड़ा
"भेनचोद, हम क्या माँ चुदाने इतनी मेहनत करके टेक्स भरते है..","भेनचोद, माँ चुदाने"
साले रंडी की औलाद चुप हो जा,साले रंडी औलाद
ये साले रंडी रोना रोते रहते हैं।। आज और आने वाले समय की बात करो ।,"साले, रंडी"
अरे पागल लिष्ट क्या भेजेगा तुमसे साल भर में मेरा कुछ न हो सका,पागल लिष्ट
यह काला सूअर भी तो 10 जनपद का टॉयलेट साफ करने वाला है,"काला, सूअर"
इनके पेसो से ही चुनाव लड़ता हें चूतिया,चूतिया
भेनचोद पता नही तेरे जैसे लोग कैसे पत्रकार बन जाते है,भेनचोद
केजरीवाल हरामी सुअर भड़वा है | ऐसा मेरे मोहल्ले वाले लोग कह रहे थे ||,"हरामी, सुअर, भड़वा"
इसे तो इसकी करतूत के लिए सरेआम बीच सड़क पर डाल कर जूतों से पीटते हुए बाल मूंड व मुँह काला करना चाहिए,"पीटते, मुँह काला"
कुछ नेता तो इतने कमीने टाइप के होते हैं,कमीने
अरे पागल जूठा रोज लाईट बंद रखता हें भड्वा,"पागल, भड्वा"
मीडिया तो है मादरचोद लेकिन प्रशासन क्या कर रही थी?,मादरचोद
देश अल्पविकसित देश की श्रेणी में आ गया । भुखमरी में <number> स्थान है । चोर आतंकवादी संसद में बैठे हैं कुछ नहीं कर रहे हैं।,"चोर, आतंकवादी"
भोसडीके अभिनंदन को बीच में लाने को किसने बोला ? मा चोदेंगे फिर तो,भोसडीके मा चोदेंगे
चादरमोद को क्यो बुलाते हो डिबेट में ?,चादरमोद
"भाजपा के नीच लोग इस सोच को बन्द करें, विकास की ओर ध्यान दें..",नीच
भाग हलाला के पैदाइश हरामी,हरामी
ये तो पुरी दुनिया को पता है कि वह हरामी कया कर रहा है?,हरामी
"मादरचोद जात के कुत्ते, भिखारी देश के भिखारी भड़वे मादरचोद","मादरचोद, कुत्ते, भिखारी, भड़वे"
ऊपर विडीओ देखा तुमने भोसडीके यहां अंधभक्त वाली कौन सी बात आ गयी,"भोसडीके, अंधभक्त"
आज वो कहा मर गये मादरचोद जो उस चुरवे के लिये मा चुदा रहे थे ?,"मादरचोद, चुरवे, मा चुदा"
तेरी कौन सी कमाई है कौन तेरा खर्चा चलाता है क्या तु घर से भड़वा गीरी करता है ??,भड़वा गीरी
बहिन थोड़ी दलाली कम करके सरकार से सवाल पूछ लिया करो।,दलाली
हर जगह कटुवों की चाटुकारिता ? आक्थू कुत्तों ।,"कटुवों, आक्थू, कुत्तों"
कसम से मैं अपने खर्चे पर उन रंगों के कपड़े भिजवाऊंगा।,
तुम्हारे लुंड में अब दम खत्म हो गया।,लुंड
भड़वा और दलाल मिडिया चुड़िया तोड़ तोड़कर विधवा विलाप कर रहा होता !,"भड़वा, दलाल, चुड़िया तोड़, विधवा विलाप"
इस दल्ले ढोंगी-पाखंडी को कोख में रखने वाली माँ भी अपने को कोसती होगी।,"दल्ले, ढोंगी, पाखंडी"
इन भडवो को समझाना पड़ेगा ।,भडवो
न्यूजीलैंड के साथ मैच में इंग्लैंड की जीत की दुआ करे ताकि भड़वा पाकिस्तान सेमीफाइनल में न पहुँच सके,भड़वा
कुत्ते को सब जगह कुत्ता ही नज़र आता है। पीदी,पीदी
भारत देश के इन भोंसड़ी के लिए अब सिर्फ जेल में ही जगह है।,भोंसड़ी
कुछ कमीने नीच ग्रह में पैदा होते है और वो पैदा होते ही सारी कायनात को दुःख देते ही रहते है |,"कमीने, नीच, दुःख"
सच सुनते ही कुत्ते की तरह दुम दबाकर भाग गया..,"कुत्ते, दुम दबाकर"
जिंदगी के उस मोड़ पर. जहा कोई नहीं मिलता. वहां पर गुड़ मिलते है भोसडीके,भोसडीके
"चुतिया, बस किसान और जवान ही सब करते है इस देश में ?",चुतिया
लौंडा.....BJP नेता कैलाश विजयवर्गीय का हैं !,लौंडा
"अरे मादरचोद,  जसा ट्वीट तसा रिप्लाय",मादरचोद
भोंसड़ी के धर्म है तो धंधा है!  मेरा मतलब  धर्म है तो सत्ता है!!  सत्ता ही धंधा बना दिया है!!!,भोंसड़ी
"अब कोई रंडी रोना नही कर रहा , नही कोई मोमबत्ती डाल रहा है गाड में।","रंडी, गाड"
शूरूआत करोगे तो अब बराबर जवाब मिलेगा तब रंडी रोना रोते रहना,रंडी
"मैं गिरिराज_सिंह कन्हैया_कुमार से पूछना चाहता हूं, आजादी में कोई कमी तो नहीं रही भोसडी के",भोसडी के
वो कौन मादरचोद थे जो कह रहे थे कि वह डरा हुआ है?,मादरचोद
अपने बाप की बात पर तो भरोसा कर बे हरामी,हरामी
उन्हें नीच कह के मत बुलाना। गंदी बात होती है।,"नीच, गंदी"
अरे अपनी मां बहनों और बीवी को धंधा कराना है शौक से कराओ हमें कोई प्रॉब्लम नहीं है,धंधा
भोसडीके सुधार जाओ नहीं तो जलजला आएगा ठीक है,भोसडीके
नीम का पता कड़वा है थर्ड अंपायर भड़वा है |,भड़वा
क्या इस नौटंकी में तू रंडी हुआ करती थी ???,"नौटंकी, रंडी"
मादरचोद हो क्या?  अंग्रेजो की तरफ से खेल रही थी टीम हमारी?,मादरचोद
एक नंबर का भड़वा आदमी है!,भड़वा
अब जिसके पिछवाड़े में ऐसी आग लगी हो तो वो चिलायेगा तो हैं ही,पिछवाड़े
5 के आज ही के दिन इंदिरा गांधी ने भारत के लोकतंत्र का इमरजेंसी के जरिये हलाला किया था,हलाला
ये सुअर नही समझेंगे। ये सुअर नही मानेंगे।,सुअर
भौसडीके शायरी ग़लत हो गयी,भौसडीके
कम से कम टीम की तो इज्जत करता भोसडीके,भोसडीके
अरे भड़वा तुझे इमाम बोलने में शर्म आता है दलाल,"भड़वा, दलाल"
"किसे जलाने की बात कर्ता हे?जो लोकतंत्र पसंद करते हे उसे?जिसे तिरंगे से प्यार हे उसे?सरम कर, दल्ले",दल्ले
भेनचोद घर नहीं हो तो किसी अखाड़े पर चले जाओ |,भेनचोद
आज भी कांग्रेसियों मे टंच माल के सेवन की परम्परा है. टंचमाल,टंच माल
भोसड़ीके जब भी बोलता है तो आंख बन्द कर उसकी याद आ जाती है।,भोसड़ीके
ये मादरचोद इकठ्ठा हो सकते है तो हमारे लोग कहा थे?,मादरचोद
"इसी की पार्टी का भड़वा आज़म खान क्या बोला था, ये भूल गया शायद।",भड़वा
भोसड़ीवाले पहले उन मादरचोद तत्वों का धर्म तो पता कर लेता चुतिये..!,"भोसड़ीवाले, मादरचोद, चुतिये"
ये जवान है जिनका तुने मज़ाक बनाया है। तुज़ेहे भी एक दिन कुत्ता ना बना दिया तो बताना,कुत्ता
जितनी नफरत करनी है उतनी कर लो रंडवो बाजारू रंडी कि औलादो।।,"नफरत, रंडवो, बाजारू, रंडी, औलादो"
भड़वे लौंडे रंडी रोना रो रहे होते |,"भड़वे, रंडी"
"सुवऱ कभी टट्टी खाना नही छोड सकता, ","सुवऱ, टट्टी"
ओर ये साली सुअर सरकार सो रही है,"साली, सुअर"
पाकिस्तानी पूर्व जनरल और कुत्ते राष्ट्रपति मिया परवेज मुशर्रफ को उसके करतूतो की पूरी सजा मिलनी चाहिए |,कुत्ते
तू अपने मुंह से हग रहा है।,हग
तो फिर क्यो रंडी रोना कर रहा है ??,रंडी
जो नीच चाचा नेहरू पर निबंध लिख लिख कर बड़े हुए वो कहते है कि नेहरू ने क्या किया ?,नीच
ये सुअर के हड्डियीं की सुप पी कर बड़ी हुई है ।,सुअर
सबसे ज्यादा कमीना तू है,कमीना
भेनचोद की जली बर्नोल लगाव,भेनचोद
"शेर शेर ही रहता है, चाहे जंगल में रहे या जेल में मादरचोद! गीदड़ गीदड़ ही रहता है! समझे भड़वा ?","मादरचोद, भड़वा"
न्यायपालिका और जांच एजेंसियों में भी तो कुत्ते ही भरे पड़े हैं...,कुत्ते
हरियाणा में ये जब जब आता है इसके मुंह में लंड घुसेड़ा जाता है |,लंड
वो सारे हरामी... और गिरफ्तारी सिर्फ दो....,हरामी
तुम्हारी खें खें से पता चल रहा है कि तुम्हे अभी भी मोदीजी नीच लग रहे हैं।,नीच
क्या कमीनो क्या हम पाकिस्तानी है जो इतनी नफरत करते हो,कमीनो
एक कुत्ते से एक कुत्ते जैसी हरकतों कि ही आपेक्षा कि जा सकती है,कुत्ते
CM से लेकर विधायक तक सब चिलम-गांजा फुक के आराम कर रहे है।,चिलम-गांजा फुक
"एसे नीच और घटिया लोगो को चौराहे पर सबके सामने फांसी टाँग दो,, ओर पुरे देश मे लाइव दिखाओ ।","नीच, घटिया, फांसी"
कोई एक शहीद का नाम बता जो सूअर था अजादी की लडाई मे,सूअर
पूरे <number> मिनट पका दिया फोन पे भेनचोद ........,भेनचोद
"एंकरों को दलाल, भड़वा, औकात बताकर बॉल बना के ठोंकाई कर रहे हैं","दलाल, भड़वा, औकात, ठोंकाई"
इस हरामी की वजह से सेना के जवान क्यों शहीद हो,हरामी
नही देखना दोगली मीडिया का डिबेट जो दलाली के तले दब के मर चुकी है |,"दोगली, दलाली"
अब भी कुत्तों का झुंड बनाकर भोंक रहे हैं।,"कुत्तों, भोंक"
मणिशंकर इय्यरने बिल्कुल सही कहा था ये बहुत ही घटिया नीच इंसान है।,"घटिया, नीच"
ईस रंडी ने रात भर नाचकर बोला कि मैं थक गई ..,रंडी
वैसे भी फिल्म फ्लॉप होने से तुझे जबरदस्त सदमा लगा है चूतिये।,चूतिये
कुछ हरामी देश को बर्बाद कर रही है,हरामी
"शायद जो तुम्‍हारे माँ - बाप ने तुम को संस्कार सिखाए होगे, उनको तू गहण नहीं करपाए जुमलानंबर <number>","तू , गहण , करपाए"
"मर्द आखिर मर्द है, कुछ ना कुछ खड़ा कर ही लेता है।",खड़ा कर
गान्ड में मिर्च लगनी ही चाहिए,"गान्ड, मिर्च"
हरामी वैसे इस्लाम मे हलाल क्या है?,हरामी
दलाली कर जा के रंडी भाजपा की ||,रंडी
"जो <number> बच्चो की मृत्यु हुई है उनकी किस्मत ठीक नही थी, ये सब किस्मत का खेल है, सरकार जिम्मेदार नही?","मृत्यु, ठीक नही, खेल, जिम्मेदार नही"
सोच-सोच का फ़र्क़ है भोसडीके।,भोसडीके
इसे तो जमीन में आधा गाढ़ कर कुत्तों से नौंचवाना चाहिए,"गाढ़, कुत्तों, नौंचवाना"
निगाहे आज भी ढुंढ रही है... उस महान कमीने को,कमीने
"साले सब नपुंसक ह, ये सरकारें नेता सब साले नक़ली ह","साले, नपुंसक, नक़ली"
मैंने आज तक इस प्लॅटफार्म पर गाली नहीं दी लेकिन आज तुझे गाली दूंगा मादरचोद,"गाली, मादरचोद"
अबे भुतनी के एक हफ्ता  अपने घर में भी रख के बता,"अबे, भुतनी के"
कांग्रेस को बदनाम करने वाले दल्ले पत्रकारों का कुछ नही हुआ?,दल्ले
और कितना करीब आएगा अब ? मेरा लुंड लेले अब मुंह में भोसडीके रण्डी की औलाद,"लुंड, भोसडीके, रण्डी, औलाद"
** भेनचोद अब हम कब बोलेंगे **,भेनचोद
"भोसडीके यही बोल रहे थे ,ऐसे ही रहने का",भोसडीके
चीनाल की पैदाइश चोदना कम चिल्लाता ज्यादा है.,"चीनाल, चोदना"
अबे दलाल जरा तमीज से बोल दल्ले,"अबे, दलाल, दल्ले"
वही समाज तुझे अपने लुंड पर रखता है,लुंड
तो जेल भेजो ना। यहाँ क्या रंडी रोना रो रहे हो?,रंडी
अब ये दलदल का रूप इख्तियार न करले हरामी मुर्दाबाद,"हरामी, मुर्दाबाद"
अभी तक तो तुम जैसे हरामियों की टीम ने ऐसा ही किया है।,हरामियों
तुम जैसे भाड़े के ट्टुओं के मुँह लगने की आदत नही.,भाड़े के ट्टुओं
फिर साले कुत्तपना कैसे कर पाएंगे?,"साले, कुत्तपना"
हरामी || ख़ून अपना असर दिखाता ही है |,हरामी
अब दूसरे पर इल्ज़ाम लगा रहे हो.  मां का भोसड़ा ,भोसड़ा
वो लोग IT अफसर से भी चंदा मागेंगे भेनचोद,भेनचोद
चुप कर बे मादरचोद आ गया ना अपनी औकात पर,मादरचोद
कुछ भी बकवास पेलते रहते हो  भोसड़ीके,भोसड़ीके
वैसे न्यूजीलैंड में जब हुवा तू कहा गांजा पी कर लुंड पड़ा था?,"गांजा, लुंड"
"सुशांत, चौधरी, सरदाना, देवगन, लियाकत को देखते ही दिल से भड़वा - भड़वा की आवाज़ आने लगती है..",भड़वा
लोगो को लूटने का बहाना चाहिए तुम चूतियों को,चूतियों
"भौसरी वाली, कभी अपनी दादी से पूछाने कि हिम्मत क्यों नहीं की तुमने ?",भौसरी
"तुझे तो भक्तों का ही गू खाना है, तो सपरिवार आमंत्रित है",गू
निशाचर राक्षस शैतान के चंगुल से आजाद हो कर बात कर,राक्षस शैतान चंगुल
कोई रंडी लगती है । इस महिला की भाषा किसी वेश्या और आवारा रंडियों जैसी है ।,"रंडी, वेश्या, आवारा"
फिर कयो अपनी ऐसी तैसी करवा रहा है फालतू दो पैसे की औकात नही है भडवा,"तैसी, फालतू, भडवा"
तुम्हारी आवाज़ नहीं निकलती सुअर कि पैदावार,सुअर
"रंडी के बच्चे, बिना बाप के, जाके देख रिकॉर्ड  में कैसे मैया चोदता  था तुम्हारी ये |","रंडी, बच्चे, बिना बाप के, चोदता"
अरे ओ महबूबा रंडी की रानी तेरे को तो दर्द इसलिए हो रहा है ना कि तेरा यार पाकिस्तान वर्ल्ड कप से बाहर हो गया,रंडी
"दोस्त ख़रीदे नहीं जाते, ये तो वो कमीने होते है, जो आपको कभी शरीफ नहीं देखना चाहते !!",कमीने
ये कुत्ते के पिल्ले जिनकी चड्डी पैंट हमेशा विदेश में उतारी जाती है।,"कुत्ते के पिल्ले, चड्डी उतारी जाती"
आज़म ने कहा सांसद भवन पहुँचते ही लगा किसी नौटंकी में आ गए  ऐसा क्यों लगा आज़म मिंयाँ ???,नौटंकी
भोसड़ी के इसके आगे इनको कुछ नहीं आता ।,भोसड़ी के
तुम जैसे चादरमोद महीनों रंडी रोना मचाते !,रंडी
रंडी तू ही है ऐसी मेहनत करती ही नहीं है,रंडी
मादरचोद पत्रकार बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है कुत्ता,"मादरचोद, उपद्रवी तत्व, कुत्ता"
ये कब से बड़ी हस्ती हो गया भेनचोद ?,भेनचोद
अपना नाम रंडी रख ले ज़्यादा अच्छा लगेगा.,रंडी
किसी माई के लाल में हिम्मत नही की कोई हमारे बच्चों को छेड़ दे,None
भड़वों ने गुजरात ट्रांसफर के बहाने दो इंच की जगह के लिए इसकी नोकरी छीन ली,भड़वों
इतना गांड मे गुड्डा है तो तू जा के खेल ले लोड़े ,"गांड, लोड़े"
सभी भाई बढ चढ़ कर हिस्सा ले मादरचोद,मादरचोद
लेकिन यह भी साफ है रंडी कि धोनी कोहली से बेहतर है,रंडी
ये सब गद्दार है मदरचोद है मादरचोद नाजायज़,"गद्दार, मदरचोद, मादरचोद, नाजायज़"
साले भड़वे कटुओ के दलाल  उसका कौम बताने में तेरी गांड क्यो फट रही है ?,"साले, भड़वे, कटुओ, दलाल, गांड, फट रही"
"क्या मीना, मधुबाला सायरा, शबाना, सलमान, शाहरुख आदि हरामी हैं ?",हरामी
धमकी किसे दे रहा है बे. सूअर की औलाद.,सूअर की औलाद
इतना गांड मारूँगा की मादरचोद हरामी सुवर के ओलात अगला बार कुछ लिखने से पहले हज़ार बार सोचेगा,"गांड, मादरचोद, हरामी, सुवर, ओलात"
"तुमको तो हर जगह जाना चाहिए, हर जगह ए.सी. लग जाएगी. मक्कारी मत करो",मक्कारी
इतना पीतल पेलेंगे की भोसड़ी का भंगार में बिकेगा,भोसड़ी
कॉमेंट्री वाले भोसड़ीके आँकड़े बता बता कर जिताने की कोसिस करते हुए,भोसड़ीके
"साले विपक्षी, हरामी की औलादों, तलवा चाटने वाले कुत्तों ।","साले, हरामी, औलादों, तलवा चाटने वाले, कुत्तों"
इन भोसडी वालों को कोई बताओ कितने अकाउंट हैं,भोसडी
सोशल नेटवर्क पर जियो का फ्री नेट इस्तेमाल करने वाले अंधभक्त अक्सर नताओ को गाली गलौज करते हैं,"अंधभक्त, गाली गलौज"
कुछ नेताओं का मुँह ही नही पिछवाड़ा भी सूज रहा!,पिछवाड़ा
"कमीने, दुश्मन से गले मिल गये?",कमीने
बेशर्म इतना है कि गलियां मिलती है फिर भी भड़वा बना बैठा है.,"बेशर्म, गलियां, भड़वा"
ये लाइफ ओके चेंनल वाले सावधान इंडिया का नाम बदलकर चूत का चक्कर मौत से टक्कर क्यों नहीं रख लेते भेनचोद |,"चूत, भेनचोद"
सालों तुम लोग पागल हो गए हो तुम्हारे अंदर दिमाग नहीं है,सालों पागल
"जिसको गरिया गरिया के सत्ता पाये, आज उसी के गांड का गू खाने को इतना बेचैन।","गांड, गू, गरिया"
धोनी के लास्ट बाल पे सिक्स मारते ही भोसडीके पागलों की तरह चिल्ला रहे थे || देखो सालों भेनचोद को,"भोसडीके, भेनचोद"
सब दलाल प्रवक्ता ट्वीट और डिबेट चालू कर देते है।,दलाल
इस सूअर के आंड ने तब राज्यसभा में कुछ नही बोला,"सूअर, आंड"
बदनाम कर रहा है ये हरामी,हरामी
भोसडीके ये सोच जो एक जानवर से भी प्यार करता है वो इंसानो के लिए कितना अच्छा सोचता होगा,भोसडीके
तेरी तरह थूक चाटने वाले कुत्ते नहीं है हम,थूक चाटने वाले कुत्ते
