Sentence,Negative Connotations
"не блять, а комунікабельна, але в цьому випадку, так, ТАСЯ БЛЯТЬ.",блять
"ну значить буду мити ввечері, коли повернуся, не можу ж повністю забити хуй",хуй
"А тепер урижні випускники обступили мій падік і передають колом сігу миру, позаду йде вчителька, їй уже на все похуй.",похуй
"Якщо трішки поскребти тіх смертників, що підривають людей в Європі, обов'язково вилізе руснява сутність.","смертників, підривають, руснява сутність"
Мозок: Я не дам тобі спати ВСЮ НІЧ!!,не дам
"Та коли я вже висплюся, сука, без прокидань о 3й ночі та без ворочання по дві години.",сука
"Починай вчити, атвічаю, там ще дохуя чудових слів.",дохуя
"Хочеться бухати, читати хуйню і писати хуйню.","бухати, хуйню, хуйню"
"Краще синиця в руках, ніж ти, мразь.",мразь
"І пиздить, і пиздить собі.",пиздить
Я блять не говорила про іншу стать.,блять
"То мені психічна травма, блядьЗгадувати не хочу",блядь
"всім іззя, а їй можна, бо вона нємношк і це німецький фонд? серйозно блядь?",блядь
"сука, ви або ставайте в стороні і чухайте свою сраку, або не лізьте серед дороги/проходу зі швидкістю підбитого равлика. заєбали.","сука, срака, заєбали"
"Пардон, що влажу, але блять, ти десь недалеко від мене, і мені це не дає спокою.",блять
"Бля, сиджу і думаю: ніхуйово ти так виглядала в 10 років......","Бля, ніхуйово"
"Тим і хуйові шлюби: якщо один з подружжя купує шось на власні кошти, другий рахує це повноправно своїм.",хуйові
"'Сам чувак із Харкова, цього року з''їздив до Києва на канікули, розказує мені, який пиздатий Київ.'",пиздатий
Я сюди хуїсосити всіх прийшла.,хуїсосити
Про перекладацтво і мудацтво | стрнґ,мудацтво
"Оце блять діалог з Трампом, ок.",блять
"Пробачте мені таке нахабство, але Сократ дискутує як мудак.","нахабство, мудак"
"Я нікого не тримаю, уходиш то й пиздуй",пиздуй
"ну блять, от все вказує на те, що треба пити, і якого хуя я ще досі не п'ю??????","блять, хуя"
"Боже, бля, наші люди всьо фільтрують божими законами",бля
"та пиздець))) я не очікувала, що прям так одразу це навчання почнеться з першого повідомлення))",пиздець
"олсо, фан факт: до 85 в Уругваї була пиздецька діктатура і діка інфляція.","пиздецька, діка"
"Підвозиш людину, а вона починає безглузді поради під руку пиздіти.",пиздіти
Зараз би за віндоус доїбатися.,доїбатися
"Не висипалась вже хуй зна скільки, і ніяк не можу.",хуй
"Бляха, вже третій день поспіль про члени/цицьки/секс і т.п. говорю.",Бляха
Дайте мені машину часу і йдіть нахуй,нахуй
НитиА не бути тупою пиздою,тупою пиздою
"А ти потім ходи і думай, шо за хуйня відюувається навколо",хуйня
"Бля тікі виставлю історію вк,  сразу її дивляться деякі люди, нагадуючи про себе,  а мені потім страдай нахуй","Бля, нахуй"
в яких ти зараз йдеш нахуй))0),нахуй
"Перший сракопад сезону, за півтори доби до його завершення#миздобули",сракопад
"Цікаво,а якщо хуйло підірве щось в Лондоні,Брюселі,Парижі,Берліні і т.д.",хуйло
"'капелюх обов'язково треба надіти, похуй шо зима і вуха мерзнуть, капелюх і окуляри, без окуляр читати взагалі нема сенсу'",похуй
"'Боже, блять, чому просто не можна зобов'язати вчити англійську всіх людей, які так чи інакше контактують з іноземцями.'",блять
"бля, я не хочу, щоб він закінчувався :(",бля
пройшов вже через цю срань просто,срань
Бляяять я бачила гоблінський переклад цього...,"Бляяять, гоблінський"
в тебе блять забув спитати,блять
"Блять, благаю, скажіть що робити, щоб припинити гризти собі їбучі губи та щоки?","Блять, їбучі"
"Сірожа, віддай мамі семсят тищ, сука!",сука
В мене завтра свіданка блять.,блять
"Вот,сучки...все таки наєбали мене... обманули,а кажуть люди гавнюки,а тут і голуби ще аферисти","сучки, наєбали, гавнюки, аферисти"
"відколи я, блять, така совісначого я не можу зі спокійною душею звалити з пари?","блять, звалити"
"І ПОШУКОВІ ЗАПИТИ, там повний пздц)",пздц
ща блять на одних сук наброшу,"блять, сук"
"Єбала я ваш Новий рік, то не свято, а хуйня якась","Єбала, хуйня"
"Нашо, можна ж тебе пиздить",пиздить
Дике бажання кхуям забрати документи.,кхуям
"Та бля, звідки рендомному чуваку або чувісі з інтернетів знати, чим я займаюсь?",бля
"Скільки не корми, все одно йде нахуй",нахуй
Довелося 15 хвилин чекати ту курву.,курву
"Та ну сука, я сьогодні навіть вдягнена пристойно, шо знову не так?",сука
"Які клали хуя на всіх, від гаїшника до прокурора.",хуя
"Навіть коли такий пиздець, як зараз :(",пиздець
"Зрозуміла, що з недотрахом нізя сідати біля гарних хлопців.",недотрахом
"Мені здається, я рухаюсь нахуй, і, здається, мені навіть норм.",нахуй
Його б я розділа і виїбала.,"розділа, виїбала"
О блять спасіба щедрим богам за маршутку,блять
Ну я таки пиздуюІ тобі раджу,пиздую
"Ой дівчата і хлоп''ята, це піздос.",піздос
Краще буду пиздіти про них за спиною,пиздіти
"Мені здається, що на мене пожалілись моєму стоматологу, що я пизджу багато.",пизджу
"Та я теж, але сука, і так весь час дома, а там щось цікаве.",сука
"Хочу менше матюкатись, але як тут курва не матюкатись, коли робиться такий піздєц???","курва, піздєц"
"Ну тут хуй знаєЧесноЯк коли, все залежить від історії ЦЬОГО",хуй
Якого блядь хуя в мене повна стрічка русні?!,блядь хуя русні
"Бєсіт коли сплять всі, ти ходиш тихенько, щоб нікого не розбудити; коли спиш ти, всім похуй, робимо усе максимум гучно.",похуй
"Чому відмазують зашкварених, що не можуть пояснити звідки гроші?","відмазують, зашкварених"
Дибільне то геть не мудак,"Дибільне, мудак"
з Київом така ж хуйня,хуйня
"Якщо ти ще не дрочив, я йду до тебе.",дрочив
уїду нахуй від вас у королівство Пропан-Бутан,нахуй
"Йду відпочину, куплю собі вкуснях і буду єблувати**СУКАААА БЛЯТТ*","єблувати, СУКАААА, БЛЯТТ"
"а можна я ще раз скажу, що ти мудак, і мені за це нічого не буде?",мудак
'хуйняшкою) RT : Тре'' бути няшкою.',хуйняшкою
"Пріключєнія Діминої сраки продовжується, бл","сраки, бл"
"– я вас, суки, по одному виловлю!– я не погрожую!– ви не маєте права мене тримати!",суки
Бистрі ноги пизди не знають:),пизди
"Отак спілкуєшся з хорошою людиною, все йде добре, і раптом як пізданеш якусь хуйню...","пізданеш, хуйню"
"Люди не як кораблі, люди як долбайоби.",долбайоби
"Вирядилася, блять, на зйомки патріотичного порно.","блять, порно"
"RT : Не дарма Бог забрав стать у ангелів, шоб не трахали всіх навколо.",трахали
"Сука, щоб я ше раз так їхав на фест.",Сука
"Сука, який же там пиздець.","Сука, пиздець"
"Не поїдете - обосруть, скажуть засцяв.","обосруть, засцяв"
Назвав мене йобнутою вже 5-й раз.,йобнутою
Як же жаль тих хлопців що склали через цю мразоту голови.,мразоту
ну пезда забув про мене,пезда
Чувакам в ІТ треба робити їбала попроще.,їбала
Бубічьок головне не накручуй себе на хуйню ;) а я тебе лю :*,хуйню
"Яка різниця, котра година: аби творити хуйню, час не важливий.",хуйню
"всі дрочать. а ті, хто каже, що не дрочить, дрочить вдвічі більше","дрочать, дрочить"
"блять, ско, коли ти нормально коми ставити будеш. на твої твіти дивитись соромно.","блять, соромно"
"хуйовий велосипед, який не їде, при чому.",хуйовий
"Одне питання: і, блядь, що зроблено/планується зробити за останній час?",блядь
"По Сємьйончєнко, чи Жиртрєстокабанчєнко, я вже не знаю, коротко: знімати недоторканість і закривати суку у хуям.","Жиртрєстокабанчєнко, суку, хуям"
"Можеш мене вважати мудаком, але падкат робиться в незалежності від наявності дівчини. :)",мудаком
"Поки Порошенко хуйпоймишо робить, Юрій Луценко повертає в країну гроші Януковича, відновлює контроль держави за...",хуйпоймишо
І як цей Порошенко блядь тільки встигає?,блядь
оці ваші блять тонкі ранімі душі. а як я почну на всьо ображатись?,блять
"Та мене оце сюсі-пусі саму бісить, особливо, якщо то прямо, сука, ПОСЕРЕДИНІ ПРОСПЕКТУ ВОЛІ","бісить, сука"
"І що бля, це більшість жінок почувається — отак??",бля
"Бо, блядь, поки доберешся з однієї залупи Києва в іншу, то півдня пройде","блядь, залупи"
"- ми про щось забулипро дитину, блять#НічІзКевіном",блять
" бухати, трахатися, читати Кафку і Кортасара, танцювати на столах, аж доки не помрете ;)","бухати, трахатися, помрете"
"нахуй не нада, отож бо й воно)",нахуй
"Ідіть нахуй, не затягнете мене в свою цукрову секту.",нахуй
блять їбучі дощі в Конотопі сплав переноситься на вихідні -_-,"блять, їбучі"
"Я ще вічно могла б нити, але нахуй",нахуй
"Він пиздецьвірував, він же був прихильником Савонароли",пиздецьвірував
там уся м'якотка в коментах під цим висером бгг. иксперта виїбали & опломбували (анально).,"висером, виїбали, опломбували (анально)"
Сиджу ржу з фотки волохатого пінгвіна.,
"а, і йдіть нахуй, канєшно .",йдіть нахуй
"Спочатку ти обіцяєш їй забити цвях, а потім забиаєш хуй.",хуй
"Блять, уйобую нахуй в Острог і не вертаюсь. впізду","Блять, уйобую нахуй, впізду"
і хтось це ябо я не пизджу чуже,пизджу
"Блять, заїбала ця хуйня, іди в сраку з тим","Блять, заїбала, хуйня, іди в сраку"
"Тепер неясно, чи то малолітня шлюха, яка в 14 родила, чи просто турботлива сестра.",малолітня шлюха
Хто рано встає - той більше хуйні встигає натвітити.,хуйні
Ну я єбанутийНо не на стільки,єбанутий
"це ж блять релігієзнавство, ти ще до політології десятки джерел читай",блять
блять шо за питання взагалі,блять
"я маю враження, що він непогана людина, яка несе багато хуйні.",хуйні
"Щоб у мене все було добре, тре лиш секс і шоб мудоблядські суки здохли.","мудоблядські суки, здохли"
"Можно купувати квитки, але блядь.",блядь
"-Пацани, так а хто за кого вболіває?- в смислі? пішов нахуй, ми футбол дивимось без тебе, шо за вапроси",пішов нахуй
"можеш послати мене нахуй, якшо хочеш.","послати, нахуй"
"тре було послухати, чому моя доповідь хуйова",хуйова
Мої тоже мене пиздять не зле,пиздять
"о боже, як я ненавиджу таку хуйню.","ненавиджу, хуйню"
"кожна людина має право писати хуйню, це записано в конституції",хуйню
"І всі, блять, вважають, шо їх проблеми найважливіші.",блять
"Блядь, хочеться взяти і повіситись.","Блядь, повіситись"
"в мене на минулому тижні було замовлення, одразу нахуй послав.",нахуй
"Неа, ти слішкам ахуєнний шоб хуєсосити треба","ахуєнний, хуєсосити"
розфоловила глину ще до твітів румбамбара. так блять не хочеться розфоловлювать малину.,блять
Домашня обстановочька так і спонукає забити хуй на все та побільше;),забити хуй
#ДОВЕЛИблятьМОГИЛЯНКУ RT : Ми поднімєм Магілянку с калєн!,блять
"Вкладники Привата нахуяряться настоянки глоду, і потім російських послів стріляють.","нахуяряться, стріляють"
"Понароблюють хуйні, котра рветься після першого ж разу.",хуйні
"Доки не пізно, сповідайся, якшо трахався з кимось із фоловерів.",трахався
"Поки я спала та мочила жопу в морі, ви пиздякали про айфон.","жопу, пиздякали"
"АбоБлять викладач даунПіздец мене одногрупник заїбавБляяяяяять, зошит за лекцію закінчивсяСука, скоро сесія, за шооооо????","блять, даун, піздец, заїбав, бляяяяяять, сука"
Мо спраглих за Вітєю тра просто відпиздити до кривавих сцяк?,"відпиздити, кривавих сцяк"
"Мам, мені хуйовоі ржу.бля :D","хуйово, бля"
"Викликайте екзорциста, я зовсім охуїв.",охуїв
Аа там пеперва під час пари хуйова,хуйова
"Так шо, то ваші проблеми, членоноси.",членоноси
"Я хочу вивчити ще багато мов, але ж блядь.",блядь
#ЯкщоДніпроВиграє я перестану робити хуйню...,хуйню
"Взяла сир-косичку, крабові палички, зробила Кривавої Мері та послала нахуй усе, що тільки можна.",нахуй
"Хвала небесам, що мені похуй на укладку",похуй
"Пилипишин - ахуєл, всі ахуєлі","ахуєл, ахуєлі"
'Я ахуєла і не вихуїлаЯк видалити пам'ять',"ахуєла, вихуїла"
- іду на ви. - іди на хуй!,хуй
"Якби за кожну твою брехню я дарувала тобі по одній повітряній кульці, ти б давно полетів нахрен #думки_вголос","брехню, нахрен"
"Анатомка, я тебе обожнюю, сука ти кончена.","сука, кончена"
"Отже, те, що одним під силу, іншим похуй.",похуй
мама: тобі б не мішало похудать і потрахатьсяя: мааам,"похудать, потрахаться"
"Там блять у слові була не та літера, і, сука, ніхто не здогадався, що це просто опечатка.","блять, сука"
трахатись - це як рання весна :3,трахатись
"якось стрьомно, коли бухе хуйло спершу вимагає пустити його в під'їзд, а тоді називає тебе сукою та погрожує","стрьомно, бухе, хуйло, сукою, погрожує"
"А йде лише, сука, той, який у дорозі добу, їбучу добу.",сука їбучу
"Загалом агітація задовбала вже - папірці сують,листи надсилають,додому суки телефонують(!).","задовбала, суки"
Як тільки зайшов почали стукати і кричати мол якого хуя так довгоТиц пиздиц,"хуя, пиздиц"
"Бо блять, там починаєш вводити назву, а воно не знаходить.",блять
"Кидає мені, а я ж рукожоп.",рукожоп
"Дуже часто це навіть необхідно, бо долбайобів терпіти зась, а вони ж знають, що ти наче зобов''язана.",долбайобів
"блядь, жінко, там і тридцятник недалеко.",блядь
"І живи тепер з цим, ссука.",ссука
"Бля, піздос, не пам'ятаю де в мене пара, а в розкладі неправильний кабінет","бля, піздос"
"Блядь, собаки з усього району почали вити.",Блядь
"Тому унилоє гавно залишається в КП, а я відправляюсь в путь.",унилоє гавно
тіки не кажи що та ж хуйня?)),хуйня
"Нє блять, я в кєдах поїду.",блять
Або завжди можна трахнути самотню жінку за 40.,трахнути
"Тобто професори тримаються бодрячком, але всі розуміють, що повний пиздець",пиздець
"Пацани що таксують в Über, не намагайтесь наїбати.",наїбати
"аххххах, бля :D даішники :D",бля
"Бісять гуманітарії, бісять технарі, усі бісять блять, ідіть нахуй","бісять, блять, ідіть нахуй"
"Холодно стало, дєвок нє сталоПтічкі гавно перєсталі клєватьНе комфортно курити на балконі блять","гавно, блять"
"-Якщо ми будем так цілий рік салати по трохи їсти, то йди ти нахуй!",йди нахуй
"Боже як скучно, нормальна людина вже пішла б спать, НО НЄТ, Віка ж спала півдня і тепер хуй засне",хуй
але ж він блять не переплутав дні!,блять
"набити хуй, щоб хоч десь він у мене був.",хуй
"І там тебе знайду блеать, в мене віза на всі страни",блеать
"І рибку, і на хуй, та?",хуй
"Підходить промоутер на Волині, парить хуйню, відповідь жіночки:- Сонечко немаю часу тебе послухати, там дитя мене жде",хуйню
"Шо за хуйня Вже тиждень ниють м'язи в ногах (верх литки), і я ледве стою на ногах",хуйня
"Якийсь трошки пздц з цим розслідуванням голаднців, ні?",пздц
"блін, хотіла від когось відписацця, погортала подивилась, а всі такі коти ідіть нахуй",ідіть нахуй
"Спитав пан Богдан, які ми знаємо три євоейські свята, і я спизданула РАМАДАН",спизданула
"Ці їбучі уроди, які постять оголошення про кімнати, а потім не відписують...",їбучі уроди
"Нахуя хлопу дівчина яка вміє рахувати дискримінант, та ще й вишивати, що він з нею буде робити?",Нахуя
#похуй #якою #мовою #головне #шоб #дохуя #хештегів #беззмістовних #було,"похуй, дохуя"
"Я знаю, дякуюЩе мудака забула...ну і послати мене нахуй",мудака; нахуй
"ти шо блять куриш, а я досі про то не знала?",блять куриш
От вам моя експертна думка: ніхуя англійці не розуміють в революціях!,ніхуя
"Ви звертали увагу, на скільки багато повилазило цинічної мразоти?",мразоти
У французьких блогерів рве пукани.,рве пукани
"нахуй я сюди ходив – науці не відомо. замкнутий круг, нєбо вокруг.",нахуй
"Тому блять взяла і посмажила м'ясо собі, можна в пиві перед тим вимочити, але не блядь саме пиво пити..............",блять
"Хочеться насильно змушувати трахатись усіх, хто ниє.","насильно, трахатись"
Треба просто напросто не зв’язуватись з мудаками,мудаками
"Дивлячись на те, як воно з іскрою в очах насрало в пюре, хуйовий із нього Рататуй","насрало, хуйовий"
"Мої одногрупники, що сидять попереду мене, жруть мандарини, зефір та сир.",жруть
я блять 2 тижні не можу провести необхідні мені операції,блять
а я блять думаю для кого яськів постила картінку,блять
пиздуйте в вк ті дєла обговорювати,пиздуйте
"Що це твоя, блять, хата, а отже ти можеш хоч і бомжа привести.","блять, бомжа"
то я дохуя того вчивщо вже не знав що вчити но треба було,дохуя
На скільки справ ще не покладено хуй!,хуй
"Так от, може за #ЛяВорк я і скучила, але ніяк не за йобаними ранковими підйомами.",йобаними
Перестаньте бути мразями хоч на день.,мразями
"зважаючи на моє мудацтво - ті хто не з''їбалися і можуть товаришувати - вони пройшли ценз, бггг","мудацтво, з''їбалися"
блять як сенс життя с:,блять
"Сидиш собі, і раптом як починає всіляка хуйня думатися.",хуйня
І тут доїхало бгг блядь.,блядь
Всім похуй на вашу думку.,похуй
Шей мамі бля 300грн віддав...,бля
"Іди нахуй, це обідно :(","нахуй, обідно"
"ох, львівські ранкові затори.не люблю, не скучила, йдіть нахуй.",нахуй
"бля, я б так взула *___*",бля
"я вражений прямо в хуй. не знаю, чи зможу я з цим далі жити, ага.",хуй
"Коли педосівські старпьори знов мичать як добре жилось при сср,то нагадуєш їм,шо 3джі з мемасіками,зьявились іминно при укровласті!Замовкают","педосівські старпьори, мичать"
бля вже весь твіттер знає шо ми живем як буржуї,бля
"предмет не важливий, тож похуй.",похуй
Потягів без орущих піздюків не існує.,орущих піздюків
"та будь ласка, те що я мудак то не секрет:)",мудак
знімай стрес правильно -пиздуй в магазин!,пиздуй
"Гірше за все прикидатися, шо тобі похуй.",похуй
"Блять, ви такі кумедні що пізда.","Блять, пізда"
Шо там учити - бери й хуяч)),хуяч
"Та блядь, вони знають, шо є",блядь
"Замовила, відправили....сукаааа чого ж в найкращих забирають життя...",сукаааа
"Любіть Україну, бо Путін - хуйло.",хуйло
"Ні, не розумієте(Відсилка до хуйової реклами)",хуйової
Хочу дві роботи та жодної хвилини думати про хуйню.,хуйню
Послам похуй на Україну,похуй
"пиздуй спати, бо подзвоню в 5 і ніхуя ти ващж не виспишся","пиздуй, ніхуя"
Але на справді Богуслав безсердечна сука,безсердечна сука
"будьте блять обережні з їбаними бажаннями, вони мають срану властивість збуватися","блять, їбаними, срану"
"жопа ти, катя, - сказала мама і пішла робити мені каву)",жопа
Згадав свій сон і це пиздець.,пиздець
Вдягала ліфчик - відірвала к хуям бретельку разом зі шматком чашки.,хуям
"Я знаю,що ти це читаєш,Т.я його НЕ ПІКАПЛЮ .-.",НЕ ПІКАПЛЮ
Просто бінго-комбо нахуй****40-річний співробітник відділу оперативного супроводження адміністрування ПДВ...,нахуй
"Боженька оточує тебе мудаками, щоб перевірити наскільки ти готовий до пекла.","мудаками, пекла"
Бо це теж та ще помийка блядська,"помийка, блядська"
"Уся сіль у тому, що в цього чоловіка МЕДИЧНА, БЛЯТЬ, ОСВІТА.",БЛЯТЬ
Кусок живота з-під задертого светра - ух бля секс!,бля
"До твого списку - дибіли, імбецили, шизануті.","дибіли, імбецили, шизануті"
Навіть коли спізданув цілковиту хуйню.,хуйню
Єдиний спосіб мати відстань між ляхами - цілодобово трахатися.,трахатися
"ота завжди з вами, хуй поймеш що в голові",хуй
"Я дуже рада, що вам подобається моя жопа, але чи не могли б ви, будь ласка, лайкати і мою душу???",жопа
"знатно я блять наїбнувся, якраз перед канцом Еполетс всі ноги болять, БЛЯТЬ!","блять, наїбнувся"
"не варто стріматись,якщо не поводити себе як шлюха,то все ок буде.",шлюха
"мала бути*та бля, я замахалась вже виправляти помилки, кіл мі","бля, замахалась"
"ну бля, чувствую себе як дитина яка накосячила і її приперли до стєнкі","бля, накосячила"
"Вмій, сука, визнавати свої помилки і вчитися.",сука
"по-перше, більшість стоків і секондів нахуй подуріли з цінами!","нахуй, подуріли"
"Зара ше жопу обмотаю, красиво, охуїти!","жопу, охуїти"
Я ше під підїздом сиджу і всіх шлюхами називаю,шлюхами
"Ей ю сі кей, блять.",блять
На хуй зранку краще заходить,на хуй
"З трудом, але я вже це зробила, тепер мені похуй і це прекрасно",похуй
"блять, ну шо, без розчарувань взагалі ніяк?!",блять
та бо рілу дохуя всьогго,дохуя
"Рєбяткі, сорі за то, шо я така курва.",курва
"Ната, ти пізда або просто бесіда з Натою і Владом.",пізда
"типовий твітор українського початківця сієї соціялки: вакарчук, укрправда, мустафа, тимчук, аваков, сальцова і пару хуйових міст.",хуйових
мене і так ніхто не трахне.,трахне
Та ну їх до сраки =),до сраки
"всьо хуйня, вже втретє чую)",хуйня
"Якщо бажання нагодувати передує бажанню трахнути - це всьо, пиши пропало.","трахнути, всьо, пиши пропало"
Може кинути все нахуй і вступити на театральний?,нахуй
"всю їбучу родину дають в нарузку, всю блять ненависть","їбучу, блять, ненависть"
"Не зря, ой сука не зря зробив шенген на 5 років",сука
"Нахуя засирати тві своїми єбучими фотками, в той час коли ти вважаєш себе уродом?","Нахуя, засирати, єбучими, уродом"
"А вобше мені потрібна людина, котра пиздитиме мене щоразу по кривих руках, примовляючи: «Бачиш?","пиздитиме, кривих"
"Кажіть, що я можу більше, ніж та параша, яку я роблю зараз.",параша
"так, блять, де вічний двигун",блять
"Бандеролька в Америку йде майже два місяці, курва.",курва
"Молюсь, шоб та хуйня в мому рюкзаку не розлилася.",хуйня
"Але обережно - захопившись, можна послати нахуй взагалі всіх, і лишитись соціально непристосованим і самотнім.","послати нахуй, соціально непристосованим, самотнім"
сукаопять дежавю вже третє за два дні,сука
бля...індустрія гумових баб досягла досконалості!,бля
"Курво, знай, коли я тебе побачу, тобі пизда.","Курво, пизда"
"#hipster_love RT : в мене таке бажання когось трахнути, але інет тупить(((",трахнути
"Всіх похуй, але Севілья забила.",похуй
Хуйлуша в ексклюзиві для блумберг стільки наговорив.,Хуйлуша
І блять хотілось би скоріше прокинутися.,блять
"Я тебе кохала день у день,А ти сука, олень.","сука, олень"
"Є така хуйня, яку важко пояснити",хуйня
"тьфу блядь, отак одним махом все пересрати. ну зачєм?","блядь, пересрати"
"таваріщі, ну який нахуй порошенко.",нахуй
чай з м`ятою і медом. трошки кориці додай. і спати пиздуй.,пиздуй
"*збирається у важливу путь*- ти повинен сказати щось, що надихне. - просто пиздуй.",пиздуй
Сука блять які ж всі кончені,"Сука, блять, кончені"
'І який мудак засунув пакетик фрукиового чая до м''ятного?',мудак
"Ну курва, тепер треба терміново поїсти сиру.",курва
"'Рев''ю з ейчаром і тімлідом перетворилося на шквал компліментів і теплих слів, від яких я розчервонілася нахуй.'",нахуй
"Чуваки, я вирубилася, зараз прокинулася і мені до усрачки страшно. Здається, що зараз щось завітає. І Сані не можна подзвонити(БляБляБля.","вирубилася, усрачки, страшно, БляБляБля"
"Не думала, що боляче намагатись бути поряд коли людині похуй, або ж кохати її",похуй
"На майдані Руслана несе хуйню, точно таку як в старі добрі часи",хуйню
"йобані пафосні уроди, от треба ж їм це робити в час пік, блять","йобані, уроди, блять"
Ну і пиздуй з мого мюзиклу)0)0),пиздуй
"ги, а нам хуй шо скасували)",хуй
"вася, ну шо за хуйню ти несеш, тіп мене репостнув",хуйню
Може не поможе)0$А ти по молодшеньких?)0)А як же любов і вся хуйня?),хуйня
"блять, що це за дебільна ідея називати мінет їбанатським словом мінчик!","блять, дебільна, їбанатським"
"блять, в мене навіть немає чувака для якого закидати історії, а потім перевіряти кожні 15 хв чи він подивився.дожилась.",блять
"Я намагаюсь стримувати її мінімально, але, блядь, як же страшно",блядь
"А якщо я звідси буду писати який Янукович хуй, мене також можуть заблокувати?",хуй
"вибачте,я знаю,що президента обзивати не можна,і взагалі,я вихована студентка,але Янукович--тупий хуй.#євромайдан",тупий хуй
"назар і романтика:- блять, підійшла сюди, я тебе ще не обняв.",блять
"передку. і чомусь не вийобується тим. навіть не знаю чому. оте паскудне було. надривно-гівняне, чорне. гєрой блядь.","вийобується, паскудне, надривно-гівняне, гєрой блядь"
"ох, тримайся. в мене теж зараз період пиздеця, хай стане краще.",пиздеця
Якого хуя блять за 2 помилки 7 з 10,"хуй, блять"
"Атнять, дєліть, вєщать, бляхі, афшори, крадьот, діктатура, жьідьі, мєшают жьіть.","діктатура, жьідьі, крадьот"
"А мені треба було виписати якусь чихню, якої НІДЕ, СУКА, НЕМАЄ, і від писанини спина боліла пздц","чихню, НІДЕ, СУКА, НЕМАЄ, пздц"
надра накрився пиздов і рівненський азот переводять вніманіє на сбєрбанк. сукафірташ.,"пиздов, сукафірташ"
"Мені вот важко через те, що я впевненний що іншим поєбать на мене, і нахуй їм ще один дувбойоб здався","поєбать, нахуй, дувбойоб"
Бачити як Васіл ахуєває з того шо я творю під постуху це нєчьто.,ахуєває
"Задумалась над тим, шо я долбайоб, і йду лежати далі.",долбайоб
"дура тупаякого хєра було жерти той арахіс в йогурті, коли у тебе хворий зубі вобщє, ти на дієті","дура, тупая, хєра, жерти"
"Усе хуйня, а красива білизна - то святе.",хуйня
'жопа. навіть я колись це ім''я вживав) але я не дописав ту річ)',жопа
Все забите школотою та студентами.,школотою
"от і я про що. легше одного годувати, але класного. хай навіть не ідеального. ніж купу засранців і мудаків.","засранців, мудаків"
"ну то так. похуй, що антикорупціонєри прикупили хат – а ви бачили як Порошенко краде?","похуй, краде"
"Я і не квжу, що йому похуй, чи зющо він неякісно зробив роботу.","похуй, неякісно"
Аж сука знести твіт руки зачесались.,сука
Усвідомити всю їбанутість власних вчинків.,їбанутість
"Дайте мені мужика, котрий не доводитиме мене до сліз, і я скажу 'Що це за хуйня?'",хуйня
"RT Отако лиши мужиків самих, зразу якісь шлюхи знаходяться:)",шлюхи
"Нууууу пиздець, мусора у нас нічому не вчаться.","пиздець, мусора"
"4 рази прокидався ідумав, бля ти ідіот та поспи нормально, і засинав))0","бля, ідіот"
- Я його послала нахуй!,нахуй
"та блять ноги витирають, а я терпіти маю",блять
"ай трайд ту бі пьорфект бат насін воз ворс іт нахуйнахуй взагалі це все, на хуй","нахуйнахуй, нахуй"
чого я блядь не йшла в пту щас би вже була флорістом,блядь
Як від того блядського коньяку сушить.,блядського
Порівняв мене з нудною хуйньою.,хуйньою
"Ахуєть Просто АХУЄТЬ Непогано, і дуже навіть цікаво)",Ахуєть
"Злися на придурка-хазяïна, який не привчив його цього не робити.",придурка
"хоча в мене жопа нічо так, але бля, ну всього ж має бути хоча би рівномірно((","жопа, бля"
Сама чьотка фобія - то фобофобія.,
"Пиздосіще, їбанутись можна, що за хуєта творитьсч","Пиздосіще, їбанутись, хуєта"
"Ні тобі мокрих трусів, ні армії фанаток.","мокрих трусів, армії фанаток"
"Твою на ліво, ми в першому класі брехливо розповідали, як в садочку трахалися, а ти в 8-9.","твою на ліво, брехливо, трахалися"
Нахуй ти палишВона там завжди,Нахуй
"ну бля, хуль в тебе сумління не спить?)","бля, хуль"
Просто зберігаю картинки і хуярю :D,хуярю
похуй. я офіційно на 4 курсі і в мене є стипендія. все решта - похуй,похуй
"Чи хоч Генріхом 8, інакше, що за хуйня",хуйня
"якщо що, я не трахалася останній разок у березні",трахалася
"Аж передьоргує, коли шарю наскільки лох",лох
ну є такий вид фанаток яким похуй на тебе,похуй
Твіттер до добра не доведе блять.,блять
"чомусь є купа адекватних людей, які після дємбєля не бухають в формі і не розказуютб як трахали когось під Луганськом","бухаїть, трахали"
"ну знаєш, то життє, хуй знає, шо генетика надумає)00)",хуй
"я теж, але бля, той, кого хочу, або в іншій країні, або не хоче мене.",бля
"Папужки теж пролітають, бо пиздять більше, ніж бабки в черзі.",пиздять
"Я: я в суботу ще поїду-я тебе блять поїду, тобі грошей ніхто не дасть.",блять
ну бо воно годне було хоть і хуйня,хуйня
"к хуям показавши зграї що зуби є, в порядку, гострі і мають щоденний догляд.",к хуям
"Знаєте шо, нахуй ідіть з вашою естетичною медициною.",нахуй
не лижіть один одному тут сраки,"лижіть, сраки"
"Кацапчик подарував шоколадку, колега пригостила кексом.",Кацапчик
"В мене така ж хуйня була, потім локалізацію апстору змінив і все як має бути",хуйня
"Стільки ненависті, шо її видерти нахуй хочеться.","ненависті, видерти нахуй"
"Для тих, хто знає тебе долбойобом, нормальною людиною вже ніколи не будеш.",долбойобом
"А шукати програмістів в твітері, це як шукати шлюх в супермаркеті.",шлюх
