Sentence,Toxicity Level,Tone,Language,Implied Sentiment
"Der größte Finanzbetrüger aller Zeiten, trifft einen Grünen deutschfeindlichen Türken! Diese Dummlaberei sollte sich niemand antun!",High,Aggressive,Derogatory and Xenophobic,Negative
der strunzdumme #Verstappen und sollte lieber Seifenkisten mit Wohnwagen fahren mehr kann er ohnehin nicht #F1sky,Medium,Derogatory,Insulting and Disparaging,Negative
"Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig entsorgt...samt seiner Grünen Brut!!",High,Aggressive,Derogatory and Violent,Hateful
"Ein schmieriger Sozi,ein Faschist der extremen Linken,ein Antideutsches Subjekt!",High,Derogatory,Aggressive and Offensive,Hate-filled
"Opfer im Interesse der eigenen fragwürdigen Ziele verhöhnen zu lassen sind bewusster Politik-Stil Merkels, ein kranker Geist😜",High,Mocking,Condescending and Insulting,Contemptuous
Haha das waren welche am Flughafen typische Grünen Wähler. Bis aufs Mark blöde,Medium,Mocking,Sarcastic and insulting,Contemptuous
"Das sind doch alles masturbierende Pickelplatagen, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃",High,Insulting and Dismissive,Derogatory and Contemptuous,Contemptuous
"Pervers. Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die. Ungerechtigkeit gewählt haben, fordern sie das in Österreich. Haut ab.",High,Aggressive,Derogatory and Offensive,Hostile
Uiiii...die Häßlichkeit geht in die nächste Runde...,Low,Excited,Casual,Teasing
Die haben noch einen Arsch in der Hose.,Medium,Casual,Informal,Assertive
"Da die Kirche jeher den Herrschenden in den Arsch gekrochen ist, inkl. Hitler, wundert es mich nicht 😜",High,Sarcastic,Vulgar and Disrespectful,Contemptuous
ich finde gut dass #Trump #Jerusalem als Hauptstadt anerkennt nun bekommen die #Israelis erst richtig auf die Fresse,High,Aggressive,Insulting and Violent,Hostile
"Ach du Scheisse, wer mit Nahles in die Zukunft geht kann auch gleich den Stegner dazu packen 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",High,Mocking and Dismissive,Sarcastic and Insulting,Contemptuous
"Die Mehrzahl=Asylschmarotzer, Verbrecher, Terroristen, Feiglinge",High,Aggressive,Dehumanizing and Insulting,Hostile
"Mit Europa im Zentrum meinen die Polit🤡 wohl die verrottete, korrupte #EU",Medium,Critical,Informal,Negative
So ein Schwein sitzt noch da oben? Pfui Teufel!,Medium,Disgust,Informal,Contemptuous
Murksel und ihre Unchristen stehen für Konfrontation gegen Russland und einen möglichen Krieg. Und den überleben auch Wahlschafe nicht 😜,Medium,Confrontational,Aggressive,Negative
"So sieht es in einem Land aus welches vor der Verblödung steht...ich hasse dumme Menschen, erst recht wenn es meine eigenen Landsleute sind...furchtbar",High,Derogatory,Critical and Dismissive,Anger and Disdain
"Hallo, war einige Tage in PL, bin gerade zurück u. muss erst all die positiven Eindrücke verarbeiten😜Horsti u. Murksel, ein Thema in PL 😂😂😂",Low,Light-hearted,Informal,Playful
Es gibt deutsche Weiber die sind geil drauf...deswegen wählen sie SPDund Grünen..!,High,Derogatory and Sexist,Offensive and Sexist,Disrespectful and Sexist
Umso mehr Schwachsinn die Altparteien von sich geben umso eher kommt die AFD an die Macht.. Die Bürger sind nicht ganz so verblödet wie die Altparteien glauben. #illner,High,Hostile,Confrontational,Disdainful
Die Politiker und Merkels Vasallen die Lügenpresse und Medienlandschaft sprachen doch von Zehntausenden Teilnehmern? Bestimmt Navi kaputt 😂😂,Medium,Mocking,Confrontational,Skeptical
Bis heute wusste ich garnicht das Jerusalem nicht die Hauptstadt von Israel ist...... Es ist eine Christen und Juden Angelegenheit...was geht es eigentlich die bärtigen Kinderschänder an..?,High,Dismissive,Confrontational and offensive,Hostile
Ich scheisse auf die SPD !!!,High,Hostile,Vulgar and Disrespectful,Angry
Wie blöd können die Niedersachsen doch sein ???,Medium,Disdainful,Condescending,Disrespectful
#Rosenmontag in Mainz und Nordafrikadüsseldorf abgesagt. Hat aber nichts mit #rapefugees zu tun.,Low,Informative,Neutral,Neutral
"Es kotzt mich an und bringt mich selbst zum kotzen, wenn Özdemir, oder wie immer der geschrieben wird, von PATRIOTISMUS redet oder sich über DEMOKRATIE auslaßt!",High,Disgust,Aggressive and Offensive,Contemptuous
Die Dummheit und Deutschfeindlichkeit eines Maas ist nicht mehr akzeptabel!. Dieser Kriminologe Pfeifersollte wohl vorher auf Drogen getestet werden!,High,Aggressive,Accusatory and Insulting,Hostile
"Mit Schulz kämen wir von der Pest (Merkel) zur Cholera (Schulz)! CDU uns SPD zusammen haben, unseren jetzigen Untergang zu verantworten!",Medium,Critical,Sarcastic,Negative
"Es wird Zeit,den Pfaffen zu zeigen,wer sie sind! Ein Verein der Gescheiterten und Weltfremden!",High,Aggressive,Derogatory and Insulting,Contemptuous
Quatsch! Es gibt keine Fachkräfte aus dem Ausland! Außer in Kriminellen und Vergewaltiger-Bereich! Grüne Dummheit!,High,Judgmental and Insulting,Aggressive and Discriminatory,Negative
"Die Zersetzung,die Vernichtung der Kultur,der Abschaum,hat immer nur einen Ursprung!",Medium,Aggressive,Harsh and Condemning,Angry
"Frage mich schon seit Jahren, wieviel Stoff jemand intus haben muß, um solche deutschfeindlichen Idioten zu wählen?!",High,Accusatory,Aggressive and Offensive,Angry
"Dummes Gelaber, Kern. Kurz stellt sich nicht gegen die Italiener. Er. will nur 200.000 Invasoren nicht nach Österreich einreisen lassen.",Low,Dismissive,Casual,Neutral
Was für eine ekelhafte Person....der alte..!!,Medium,Disgust,Strong and Judgemental,Negative
Was für ein Volltrottel ...der hat den Gürtel nicht lange und von wegen für Deutschland Boxen...😂😂,High,Insulting,Sarcastic and Disrespectful,Contemptuous
Klar doch . Die Schlimmsten im Lande sind die Rechten.die Moslems aber die Bedaerungswürdigen denen um JEDEN Preis geholfen werden muß.💩💩💩💩,High,Derogatory,Discriminatory,Hateful
Haben wir bei der Schwuchtel auch schon vermutet....,High,Derogatory,Discriminatory,Hateful
Prost Heike (Wat hat der Kerl für`n geiles Höschen (vorne gelb und hinten braun 😂😂😂) ich fasse es nicht 😂😂😂,Medium,Inappropriate humor,Casual and informal,Disrespectful
"Die ganze Welt schüttelt den Kopf oder lacht uns aus und dieses dumme Weib, Merkel, macht fleißig weiter !",High,Dismissive,Insulting and derogatory,Hostile
"Es ist zum Kotzen, seit Tagen!",High,Disgust,Vulgar and Offensive,Negative
Da macht sich die Bildung aus der Bild mal wieder bemerkbar. So ein Sau dummer Kommentar,Medium,Disdainful,Informal and Derogatory,Insulting
"Mimimi ,,, und was machen unsere politisch-korrekten #safespace-Krieger dann im Ernstfall? Sich in die Hosen sch...?",High,Mocking and Dismissive,Sarcastic and Aggressive,Contemptuous
Ihr Mauermörder wisst überhaupt nicht was Demokratie bedeutet 🖕,High,Contemptuous,Insulting and Offensive,Angry
#rapefugees in der Siedlung? #hartzundherzlich,High,Aggressive,Offensive and Insensitive,Negative
Frauen die sich nicht freiwillig von Flüchtlingen ficken lassen sind sind ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees,High,Aggressive,Derogatory and Offensive,Hostile
"Ein System der Zersetzung, ein System der Lemminge der USA,ein System von Sklaven!",High,Condemnatory,Aggressive,Angry
"Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren 😜 Wenn eine hässliche Fratze gemeint ist, geht`s 😜",Low,Neutral,Informative with a touch of sarcasm,Sarcastic
Aber irgendwie muss das globale Dreckspack wohl von seiner krachenden Niederlage in Syrien ablenken,High,Contemptuous,Derogatory and Aggressive,Hateful
Die Drecks-SPD mit ihren Aussenministern scheisst aufs Grundgesetzt und ganz besonders auf Art. 6 GG,High,Aggressive,Vulgar and Offensive,Hostile and Disrespectful
"... unfassbar!!!! Man muss es einfach einmal so sagen: Liebe Verantwortliche, das Zeug, welches ihr ständig raucht, das ist einfach Scheisse!",High,Aggressive,Vulgar,Negative
Es gäbe eine Lösung...wir sollten als Verstärkung die Maghreb-Polizei holen. Nichts fürchten die kleinen Schmarotzer mehr..!,High,Threatening,Dehumanizing and Aggressive,Hateful
"Facebook ist verkommen zu einem Medium, dass nur noch die Darmbewohner der abgefuckten Altparteien und die sogenannte Religion der Steinzeitzombies vertritt.",High,Derogatory and Insulting,Aggressive and Offensive,Hostile
warum muss ich mir in der @USER_0 einen deutschen Jammerlappen anhören #WDR,Medium,Critical,Casual,Frustration
Sogar künstl. Intelligenz erkennt dem Dämon Merker!,Low,Surprised,Formal,Neutral
Sollen sie doch ihre sieben Sachen packen und Erdowahn direkt in der Türkei unterstützen! 🤑🖕👎,High,Aggressive,Disrespectful and Offensive,Negative
von der Leyen sollte endlich entsorgt werden! #RausAusDemKabinett #illner,High,Hostile,Confrontational,Negative
@USER_0de @USER_0 Mit dummen Türken diskutiere ich nicht! Basta!,High,Derogatory,Discriminatory and Offensive,Prejudiced
Deswegen unterstützen Sie auch Kinderehen?! Kotz!,High,Angry,Confrontational and Disgusted,Hostile
"Das ist mir scheiss-egal Hauptsache sie scheiden aus ,bin 60er Fan!!!!!!!!!",High,Aggressive,Vulgar and Dismissive,Negative
Das Publikum klatscht für jeden scheiss sind wohl gekauft,Medium,Dismissive,Informal and Insulting,Skepticism and Contempt
"Nix abgeschoben....13jahre sind zwar zu wenig, aber für die Gitterstäbe bezahlen wir gerne.. Danach die Ratte entsorgten..!!",High,Aggressive,Derogatory and Violent,Hateful
Werden die Namen überführter Museldiebe auch sofort veröffentlicht ??? Wann wird unser Land geheilt von RotGrünenMuselmist !,High,Aggressive,Derogatory and Offensive,Angry
Jetzt wird Deutschland überschwemmt werden aber die Idioten wollten es ja nicht anders.,High,Condescending,Derogatory and Blaming,Angry
"Wenn Merkel Klitschko feiert,wird es gefährlich. Die Sklavin Obamas feiert einen neuen Sklaven.",High,Derogatory,Aggressive,Negative
Die Merkel hat Charakter.. Leider ist der scheisse! 😜👍,Medium,Disparaging,Informal and Offensive,Negative
Also wenn die Türken bei euch so kacke sind kann ich auch nix machen 😂,Low,Casual,Informal,Nonchalant
"Mannheim, Multikulti versiffte Stadt. Klein Istambul und Rumänen/ Bulgaren ☠🖕",High,Derogatory,Pejorative,Racist
Georg Restle treibt immer noch sein Unwesen gespickt mit Hetze u Fake News gegen die AFD in d ARD dieser Schweinejournalist gehört entsorgt,High,Aggressive,Hateful and Derogatory,Malicious
die Quotenmusel in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz hell auf der Platte,Medium,Disrespectful,Casual,Negative
Gesicht???? Was für ein Gesicht. Der hat nicht einmal einen Hals. Bei uns heißt so etwas Wutzekopp.,High,Mocking,Derogatory and Insulting,Contemptuous
hören Sie ihren Gören zu ? verkehrte Welt.,Low,Questioning,Formal,Confusion
Das wird nie aufhören...die fucking Gutmenschen würden ihr eigenes opfern um diesen Völkerwahn aufrechtzuerhalten,High,Aggressive,Derogatory and Offensive,Contemptuous
"Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜",Medium,Dismissive,Sarcastic,Critical
Das darf man bei den Grünen Kinderfi....n nicht so eng sehen! 😎,Medium,Dismissive,Informal,Sarcastic
Quatsch! Das ist die deutschfeindliche Schuld von ihnen und ihrer Kanzlerin des Grauens!,High,Aggressive,Accusatory and Insulting,Hostile
Jakarta nur Drecks Islamisten !!! sie wollen Christen verfolgen ....!!!,High,Aggressive,Offensive,Hateful
"Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylanten zu schützen.U wer schützt die Deutschen wenn die rausgekommen?",High,Defensive and Provocative,Aggressive and Discriminatory,Antagonistic
"Da diese Meldung von den Vasallen Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Lügenpresse und Lügen Medien",High,Confrontational,Insulting and Aggressive,Angry
Wer so redet gehört sich Verdroschen,Medium,Aggressive,Confrontational,Threatening
"Ach ja stimmt, Eure bekloppte Religion...",Medium,Dismissive,Casual and Derogatory,Contemptuous
"Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren Eierlosen und seinen Haufen lieber nicht gewählt hätte 😜",Medium,Mocking,Sarcastic and Dismissive,Negative
Welch ein Schwachsinn - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer,Medium,Dismissive,Condescending,Contemptuous
Du meinst zwitter und zwitter ist kein Geschlecht sondern eine Behinderung die man von geburt aus leider hat,High,Derogatory,Insensitive and offensive,Disrespectful
Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Lügenpresse.,Medium,Accusatory,Critical and Blaming,Negative
Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!,Medium,Defiant,Direct and Dismissive,Frustration
"Der ist nicht die hellste Kerze. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.",Medium,Dismissive,Assertive and Critical,Skeptical
"Schäuble zur Lage in der Türkei: Das erinnert mich daran, wie es in der DDR war. Was weiß dieser Vollpfosten von der DDR 🤢",High,Disrespectful and Insulting,Condescending,Contemptuous
Jetzt warte ich nur noch darauf bis sich der Grüne Anal Ritter Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-),Medium,Sarcastic,Mocking and Derogatory,Mockery
Todenhöfer ist ein verlogener linker Islamlobbyist. Leider sehr einflussreich,High,Accusatory,Derogatory,Negative
"Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Und wenn er Merkel sieht, kriegt er `nen Stän*** 😜",Medium,Negative,Sarcastic and Disrespectful,Critical
Die deutsche Lügenpresse und Nazi Medien sind nur noch zum kotzen 🤢 schlimmer als Göbbels eben alle samt Vasallen Merkels!!,High,Hateful,Aggressive and Insulting,Hostile
Der Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist ein saudummer Vorschlag. Die Schiffe. versauen die Luft mehr,Medium,Critical,Negative and Dismissive,Disapproval
"Behörden WARTEN auf mehrere Morde, von diesem Abschaum!",High,Aggressive,Derogatory and Hateful,Hateful and Violent
Das haben wir dem kleinen Wicht zu verdanken...😃,Low,Playful,Casual,Positive
Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?,High,Mocking and Disrespectful,Insulting and Condescending,Contemptuous
Sry aber Preetz hat nicht viel beizutragen. Er MUSS der Politik in den Hintern kriechen damit sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik.,Medium,Critical,Sarcastic and Acusatory,Resentful
Es wäre sehr sinnvoll die Aktionen und Verflechtungen der Linken Antifantenbrut zu prüfen und zu Dokumentieren,Medium,Critical,Aggressive and derogatory,Hostile
"Die Laien-Ministerin kann zwar nicht mehr werfen, aber sie erzeugt bei mir Geilheit: den Umschalter zu nutzen.",Low,Neutral,Formal and Technical,Neutral
Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht der erste den ich verprügle...,Low,Confident,Assertive,Empowered
Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Hetzpropaganda gegen Trump und morgen sind es dann die Juden,High,Accusatory,Hateful and Conspiratorial,Hateful and Discriminatory
"Die Masse versteht das nicht, sie sind so dumm gehalten das annähernd jede Hilfe zu spät kommt",Medium,Condescending,Negative and belittling,Critical
Oje Lindner....die gleiche Pfeife wie einst Westerwelle..!!,Medium,Critical,Informal and derogatory,Contemptuous
Die.linken können tun was sie wollen dieses pack,High,Aggressive,Derogatory and Offensive,Contemptuous
Die einzige Frage ist: Lassen sich die #Österreicher wieder von der #Kern-#Kurz-affinen #MSM-#Lügenbande verarschen oder nicht?,Medium,Confrontational,Negative and Conspiratorial,Skeptical
"Eine zusätzliche Folge der islamischen Masseneinwanderung, gesteuert von Merkel und den Grünen Dummköpfen!",High,Angry,Accusatory and Insulting,Negative
"Hahaha vllt gönn ich mir das ma. Aber diese asiaten sind einfach freaks, das is nich menschlich",Medium,Casual,Stereotyping and derogatory remarks,Negative
Ich lach mich kaputt Truppenuschi soll es richten.,Medium,Mocking,Casual and Insulting,Disrespectful
"Ihr Grünen-Würstel, haltet Euch raus aus Dingen, von denen Ihr. nichts versteht. Geht Fahrräder putzen, anstatt über die Nato. zu reden.",Medium,Derogatory,Sarcastic and Insulting,Contemptuous
"FDP..bisher immer unbedeutend, wirklichen Schaden konnten sie nie anrichten..bis jetzt.. Lindner?.noch eine größere Pfeife als Westerwelle..!",High,Mocking,Critical,Contemptuous
"Seit wenigen Stunden zurück in Deutschland, was für eine lächerliche, manipulierte und verlogene Parteienlandschaft um Murksels Thron.",High,Critical,Sarcastic and Dismissive,Negative
"Lieber bezahlter Diener Putins, als Speichellecker einer korrumpierten deutschen Politik 😜",High,Mocking and Contemptuous,Insulting and Confrontational,Negative
"Keine Unterhaltung, liebe Poetin, eher billige Wahlwerbung, weich klopfen der Wahlschafshirne 😜",Medium,Sarcastic,Critical and Mocking,Negative
"Grüner Scheiss ,wer sitzt hat keine Rechte mehr!",High,Dismissive,Vulgar and Offensive,Angry
Danke für die billigen Phrasen.Zum Kotzen!,High,Angry,Rude and Disrespectful,Contemptuous
"Sie können gelassen auf jeden Polit-Idioten warten, der auch einen Krieg nur in Erwägung zieht 😜",Low,Sarcastic,Critical,Critical
"Diese Migrantenkrieg der Schmarotzer gegen Deutschland, ist schon in Vorbereitung!",High,Aggressive,Discriminatory and Offensive,Hostile
"Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint.",Low,Neutral,Informative,Critical
Der Auftritt der AfD ist richtig gut....absolut verständliche nachvollziehbare Politik..... Es wird Zeit die Sesselschnarcher abzuservieren ...!,Medium,Positive,Assertive,Critical
Von wegen übertriebener Polizeigewalt. Die Polizei muss in Zukunft viel härter vorgehen. Aus Maul hauen und dann verhaften.,High,Aggressive,Commanding and Violent,Angry
Die öffentlich-rechtlichen sind Merkels Vasallen und unterstehen der Zensur Merkels!! Die Lügenpresse ebenfalls so wie SAT1 und RTL,High,Conspiratorial and Accusatory,Aggressive and incendiary,Hostile
So ein Mist....die Unfähigsten aller zusammen bekleiden egal welche Ministerien...blödes dummes Deutschland was hast du nur angestellt...😡😡,High,Critical,Insulting and dismissive,Angry
"JETZT REDET DER PFAFFE ,, Im LARVE''",Medium,Aggressive,Sarcastic,Mocking
"Mittlerweile haben unsere Medien das Niveau des ND und TV vor 1989 in d. DDR. Kein Wunder bei der Lehrmeisterin, als ehem. AgitProperin 😜",Medium,Critical,Sarcastic and Dismissive,Cynical
In einer nicht #PoliticalCorrectness-geistesgestörten Welt würden sie dem #Invasoren-#Abschaum die Scheiße aus dem Hirn prügeln,High,Aggressive,Derogatory and Violent,Hostile
"Das Pflaster müsste über sein dummes Maul reichen,😷",Medium,Contemptuous,Disparaging,Negative
Und wieder wird mit einem #falseflag (giftgaseinsatz) ein Terrorakt gegen Syrien durch USA gestartet.. Bei dem Wahnsinnigen Trump droht WW3,High,Conspiratorial,Aggressive and accusatory,Angry
#HETZERIN 💩@USER_0💩 ⛔ #GEBLOCKT ! ⛔ WEG ist diese KRANKE deutschen - feindliche Person ! ⚠,High,Aggressive,Insulting and Hateful,Hostile
Was erwarten Sie von Rothschild Sklaven die ihre Seele dem Satan verkauf haben!,High,Accusatory,Harsh and Offensive,Contemptuous
viel gefährlicher ist Oberdummzicke Sheitan Chebli,Medium,Derogatory,Sarcastic and Insulting,Disrespectful
Was bist Du denn für ne Göre?,Medium,Disapproving,Informal and Condescending,Judgmental
"Jeder der mit Gabriel und Steinmeier paktiert hat bei mir verschissen. SPD - SCHMAROTZER, PÄDOPHILE UND DENUNZIANTEN !!!",High,Aggressive,Offensive and derogatory,Hostile
"1. Mit ihr euch meine ich diese ganzen intoleranten voll mit hasserfüllten versagern ..2 . ich will mich nicht nach euren wünschen und Vorstellungen integrieren , punkt aus !",High,Defensive and Hostile,Aggressive and Dismissive,Angry
"Schon mal Gesehen. Asiaten sind brutal, gewissenlos, gottlos.",Medium,Negative,Derogatory,Prejudiced
"Juhu, der Bayer ohne Eier will wieder einmal alles nach der Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂",Medium,Sarcastic,Informal and Disrespectful,Mocking
"Oder man ist so blöde und dumm wie du und nutzt keine Infos und jetzt such den Grammatikfehle,such,fein machst du das ,such,feiner Linker",High,Dismissive,Condescending and Insulting,Hostile
Stil der SPD seit Noske den Bluthund spielen durfte > diese Verräter am Volk,High,Accusatory,Insulting and Negative,Anger and Disgust
Dieser Hank ist wirklich ein Honk.,Low,Casual,Informal,Mildly mocking
haha sucht man schon Ausreden für die völlig Dumme Berichterstattung der letzten Wochen...?,Low,Sarcastic,Critical,Disdain
"Huuuuuuuuuu, geht doch, Murksel entglitten in Washington sämtliche Gesichtszüge. Sogar ihre Mäulchenfalten verschwanden 😂😂😂",Low,Sarcastic,Casual and Playful,Amused
"Trump ist nicht eingeknickt und schon gar nicht vor diesen dummen Politikern, Lügenpresse und Nazimedien in Deutschland!!",Medium,Defiant,Aggressive,Angry
Dummes Geschwätz. Er sitzt alle Dumnscheätzer aus. Zu Recht,High,Dismissive,Confrontational and Insulting,Hostile
Wo werden diese Clowns nur gezüchtet und wie entsteht solch eine Gesinnung ...?,Low,Inquisitive,Questioning,Curious
"Ja @USER_0? Pst, auch für dich nochmals, die Grenzen waren seit dem Schengen Abkommen offen, also was willst du bezwecken mit Staatsgrenzen schützen Gebrabbel?",Low,Dismissive,Informative and Condescending,Critical
100% der AfD scheißt auf die Menschenrechte,High,Disrespectful,Aggressive,Contemptuous
Heiko Maas ist furchtbar. Sein gelabber sollte unter Strafe stehen. #berichtAUSberlin,High,Negative,Critical and Dismissive,Hostile
Ich kann diesen Bullshit nicht mehr hören...die dummen 🇩🇪haben sich entschieden.... Die sollen weiterhin in ihrer Scheißprovinz bleiben,High,Dismissive and Insulting,Vulgar and Disrespectful,Negative
@USER_1: @USER_2 @USER_0 Was für ein dummer Tweet!. Von diesen Typen kritisiert werden ist eine Ehre!. Die Rotfaschisten zittern!,Medium,Sarcastic,Confrontational and Insulting,Contemptuous
"Naja,zu Lauterbach,ich kenne viele Leute die es besser machen würden und zum Dummerchen Thomalla , Merkel ist der Skandal, Watt für IRRE!",High,Condescending,Insulting and Dismissive,Negative
@USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren Pinkeln gehen aber das Urinal nicht treffen,Medium,Disrespectful,Sarcastic,Negative
Düsseldorf ist nicht die einzige dumme Stadt...und mit dem Messerstecher habe ich mehr Mitleid als mit dem Möchtegernbürgermeister...!!,High,Insulting,Aggressive and Dismissive,Contemptuous
Das ist die Folge wenn Schwachmaten wie Laschet und Konsorten Politik machen! 😨 👎,Medium,Disdainful,Critical and derogatory,Negative
"Diese ganze #metoo Kampagne einfach zum kotzen. Wie viele Männer werden von Frauen unterdrückt, misshandelt und missbraucht. Darüber spricht Mann nicht, aus Scham.",High,Angry,Aggressive and Offensive,Resentful
Öffentlich-rechtlichen Nazi Medien und Merkel Vasallen setzten ihre Hetzkampagne gegen den Präsidenten der Vereinigten Staaten fort!!,High,Aggressive,Derogatory and inflammatory,Hostile
Irgendwie beruhigend das es woanders noch schwachsinnigere Politik gibt als bei den deutschen...,Low,Sarcastic,Casual,Mocking
"In Polen sagte man mir heute, da erhielt doch ein Arschloch einen Preis dafür, weil er sein Heimatland Polen in Brüssel verklagen wollte 💩🤢",High,Mocking,Derogatory and Insulting,Contemptuous
"Es ist unglaublich dieses Politische Pack posaunt in die Welt hinaus es können 220.000 plus die, d zusätzlich kommen in unser Land strömen",High,Accusatory,Aggressive and Contemptuous,Negative
#Kinderfickerpartei hat im Bundestag nichts verloren,High,Accusatory,Aggressive,Angry
"Die Anzahl der dreckigen Bastarde in diese Politverblödungsshows wäre bei 100%, wenn nicht hin und wieder jemand von der AFD dazu käme.",High,Aggressive,Vulgar and derogatory,Contemptuous
Weil er eine linke Bazille ist....😃,Medium,Dismissive,Informal,Contemptuous
So sind sie halt unsere Politschmarotzer....Lindner allerdings eine noch größere Pfeife als Westerwelle..,High,Insulting,Derogatory,Hostile
"Prostituierte kann sich nicht mal ein Hartz IV leisten, Asylanten sucht euch Wichsvorlageni n Pornos!",High,Hostile,Derogatory and Offensive,Dehumanizing and Xenophobic
😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den Bayern-Horsti ohne Vaseline in den Ar*** der Kanzlerette 😜,High,Derogatory and Insulting,Vulgar and Offensive,Negative
"So tief sind wir gesunken! Ein Merkel-Speichellecker mit dem IQ einer gewissen Fatima Roth, eine Null (außer im Tonnengewicht) als Finanzminister!",High,Critical,Insulting and Disparaging,Contemptuous
schlimmer sind jene Fanatiker die Islamisten hofieren. Jung als Nazi zu bezeichnen ist unendlich dumm!!,High,Aggressive,Insulting and Judgmental,Contemptuous
Der Papst würde auch den Arsch des Teufels küssen wenn es ihm nützt,Medium,Defiant,Casual and Disrespectful,Contemptuous
"Alternative: Frauen bekommen von alleine ihren Hintern hoch und geben nicht immerzu Männern die Schuld, wenn ihnen irgendetwas nicht passt.",Medium,Assertive,Critical,Blaming and Condescending
So dumm wie Gutmenschen halt sind!,Low,Mocking,Casual,Critical
"Ich kann diese Hackfresse Lanz nicht mehr sehen, noch weniger hören.",High,Derogatory,Insulting and Disrespectful,Negative
Die Welt von #Maas und #Merkel. Im Internet gibt’s Sperrung wenn nicht Staatsmeinung vertreten wird. In Hamburg gibts Schläge auf den Kopf,Medium,Critical,Assertive,Negative
Auf die Bewährung schei.......ss ich!,High,Disrespectful,Vulgar,Defiant
Ich finde er ist einfach ein unlustiger Spasst,Low,Critical,Casual,Disapproving
"Die Bevölkerung Europas wird 'weggezüchtet' werden, wie einst die Neandertaler und hirnlose 'Prolle' merken`s nicht einmal 😂😂😂",High,Mocking and Derogatory,Aggressive and Dismissive,Contemptuous
"Zum Mitschreiben für die roten Ignoranten: Eine doppelte Staats-. bürgerschaft liegt vor, wenn - ja, jetzt wird es spannend. Was ist doppelt?",Low,Informative,Formal,Neutral
Laßt doch verdammt noch mal das NS Regime aus dem Spiel. Es war damals viel besser für das Volk als ihr euch vorstelle,High,Dismissive,Aggressive and Controversial,Harmful
Ich fordere eine Forschungsgruppe islamistischer Mob,High,Demanding,Aggressive,Negative
"Dieses Propaganda-TV ist nicht mehr mit anzusehen 🤢 Hoffentlich tritt Trump den politisch Verantwortlichen gehörig in den Arsch, Murksel!",High,Aggressive,Offensive and Disrespectful,Angry
da ist sie ja wieder die Moderatorin der @USER_0 mit der alten schwarzen Schmodder Hose und den fettigen Haaren #WDR,High,Derogatory,Insulting,Negative
Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!,High,Angry and Dismissive,Strong and Condemning,Outrage and Contempt
"Netanjahu wirft Gabriel Instinktlosigkeit vor. Tatsächlich ist Gabriel ein völliger Versager, der einen Abgeschobenenposten bekleidet.",High,Insulting,Derogatory,Hostile
Ja die schauen auch abgemagert aus...speziell das fette Altmaier-Etwas....,Medium,Mocking,Derogatory,Disdainful
"Die Zeit ist überreif für dass große Ausmisten in Politik, Justiz u Medien dieses ganze Rot Grün versiffte Parteibuch Pack zum Teufel jagen",High,Aggressive,Harsh and Offensive,Angry
Frau #Böttinger meine Meinung dazu ist sie sollten uns mit ihrem Pferdegebiss nicht weiter belästigen #WDR,High,Disrespectful,Aggressive and Insulting,Contemptuous
