Sentence,Toxicity Level,Tone,Language,Implied Sentiment
"очередное разводилово. дураки уже переводятся, все это пиздешь.",High,Dismissive,Vulgar and Insulting,Negative
Пиздоболом является владелец сайта на котором нарушаются Правила этого сайта публично выставленные,Medium,Accusatory,Formal,Critical
барса говно спартак бы забыль бы 6:0,High,Insulting,Offensive,Derogatory
твоё очко уходит в пользу форума!,High,Sarcastic,Insulting,Mocking
и нехуя здесь орать что нам что то принадлежало,High,Aggressive,Vulgar and Confrontational,Resentful
еще блядь один герой нашего времени..,Medium,Derogatory,Vulgar and Insulting,Disdainful
пидоры когда будем дышать чистым воздухом. адмистрация это к вам,High,Aggressive,Insulting,Hostile
"дурак ,это просто кошмар а не массаж",High,Insulting,Condescending,Negative
"я из америки, российская ты шваль",High,Insulting,Confrontational,Hostile
"и опять, метлы, помидоры и подарки. снова теплицы, столярку, котлызаепали",Low,Neutral,Informative,Neutral
я в шоке неужели вот эта прости господи пизда не чувствует что у неё разрез по самую не хочу,High,Aggressive and Offensive,Vulgar and Insulting,Disgust and Anger
"сучка ты драная, сидишь в своей вонючей латвии и сиди. нечего свой поганый нос сунуть в чужую страну.",High,Insulting and Dehumanizing,Vulgar and Demeaning,Hostile
"а ты,что 41 год помнишь? сколько этой шлюхе денег заплатили,чтоб она такую чушь несла.",High,Accusatory,Derogatory and Insulting,Hostile
гнида трусливый ...протрезвел- одумался ? теперь будет выкручиваться пока адвокаты будут с него деньги тянуть ?,High,Condescending,Aggressive,Angry
"дынин александр, это твой пост? тебя за такое надо за яйца подвесить....",High,Aggressive,Threatening and Insulting,Hostile
"уахаха, сук. чел, ты гений.",Medium,Humorous,Colloquial and Insulting,Sarcastic
Автор повторяет слово русские до хрена раз...,Medium,Dismissive,Informal,Contemptuous
на металлолом. ни себе ни людям . какие же казахи дегенераты - пиздец просто,High,Derogatory,Aggressive and Offensive,Contemptuous
"вы же считаете фургала преступников,а людей хабаровска идиотами, хотя тоже лично незнакомы.",Medium,Accusatory,Critical and Judgmental,Negative
звезду героя превратили в дерьмо.звания генерал раздают своим блядям.вообще куда катится страна,High,Angry,Vulgar and Demeaning,Disgust
да пидар какойта сидит и выставляет её фотки,High,Aggressive and Offensive,Derogatory and Insulting,Hostile
я хуею с этих пиздлявых мразей....,High,Aggressive,Vulgar and Insulting,Angry
"дуры, ну никак не поймут, что кошки самые чистые существа на земле",Medium,Dismissive,Sarcastic,Contemptuous
"террористов истребляют хорошо, а коррупцию ну блять такая трудная задача!!! просто, пиздец!!! ,,мудаки ,,",High,Aggressive,Vulgar and Offensive,Angry
опека выблядки зарплату током умеют получать и нахрен пдн нужна если не умеют работать,High,Aggressive,Vulgar and Insulting,Hostile
"яб сказал:хорошо что ты водила маршрутки,блядь!",High,Aggressive,Vulgar and Offensive,Disrespectful
"не понимаю,, вас пидерастов клонируют где-то что-ли?",High,Offensive,Aggressive and Insulting,Derogatory
"тут не про деньги говорится, а про поведение этого долбаёба!",High,Accusatory,Derogatory,Contemptuous
а какие то факты приводить таким убогим как ты смысла нет,Medium,Dismissive,Condescending,Critical
чтоб у них руки поотсыхали уроды проклятые они о детях своих бы подумали что ждет их детей выродки проклятые,High,Aggressive,Insulting and Offensive,Angry
долбаеб путинский а где увлекательный рассказ про хабаровск...ха ха опять обкакался...,High,Disrespectful and Mocking,Insulting and Derogatory,Contemptuous
"Можно хоть один тред без политоты? Даже тебя хуеосить не хочется, давай лучше про няшек-фигуристок говорить.",High,Dismissive,Confrontational and Insulting,Aggressive
ненавижу презираю никогда врагам не верила и не доверяла чтоб он издох !!! чмо ботоксное,High,Angry,Aggressive and Offensive,Hateful
"чтобы еще раз все убедились, в творческой среде пидоросятина в порядке вещей.",High,Disparaging,Derogatory and Offensive,Contemptuous
"лично я сейчас за дальневосточную республику,как 1918-1922г,сибирь,алтай,и др.проживут без москалей и пидорцев,а вот они?",High,Exclusionary and Hostile,Derogatory and Offensive,Hateful
начни со сваих выблядко в,High,Dismissive,Insulting,Hostile
"мразь тебя нужно вывести за грань, захрибетник- жреш с рук этих учителей и рабочего класса и их -же угнетаешь.",High,Aggressive and Insulting,Derogatory and Contemptuous,Hostile and Contemptuous
какой мудак старое кино переименновывает постоянно,High,Insulting,Confrontational,Hostile
"россия - страна ебанатиков. все что-то предлагают, но никто ничего не делает",High,Derogatory,Vulgar and Offensive,Negative
эти польские недоебки надоели в кадой бочке затычки,Medium,Derogatory,Insulting,Negative
"Та иди нахуй, очеидно что ты твердолобый жЫрняга",High,Aggressive,Vulgar and Insulting,Hostile
"тебя бы в первых рядах на эту войну погнали, дурик",Medium,Mocking,Sarcastic,Derogatory
"явная цензура, 100% заказ пидаров с газпрома, ебучая контора",High,Aggressive,Derogatory and Offensive,Negative
"уебище, напишите нормально,вы,что не наши что-ли?",High,Aggressive,Insulting and Confrontational,Hostile
такую резонансную точку и я могу поставить на любой конбер. долбаеб ты автор редкостный.,High,Insulting,Aggressive,Derogatory
ебнутая люди салатом делятся она про косточку,High,Disrespectful,Vulgar and Offensive,Derogatory
"вот это разговоры. вы не нашли в другом месте вести такие разговоры придурки,",High,Condescending,Critical and Insulting,Derogatory
Уроды!! у нас в семье 3 поколения там родились,High,Aggressive,Insulting,Hostile
а этому пидармоту что надо?,High,Disrespectful,Vulgar and Offensive,Hostile
"в россии много проблем будет ,законы у нас ебанутые",Medium,Dismissive,Casual,Critical
судя по словесному поносу - ты точно русский.гордись собой быдло.тьфу.,High,Insulting,Derogatory,Contemptuous
какую красоту губят почему нет управы задолбали уроды все убивать крушить чтоб им пусто было,High,Aggressive,Rude and Offensive,Angry
"кошмар, руки бы оторвать. придурки .:o",High,Aggressive,Insulting and Violent,Contemptuous
если сука ты торопишся выезжай пораньше,High,Commanding,Aggressive and Insulting,Hostile
"я уж точно не советский, а свинья тебя родила, ублюдочная коммунячья ты тварь.",High,Insulting and Contemptuous,Vulgar and Offensive,Hostile
А так наеб по всем фронтам,High,Aggressive,Vulgar and Offensive,Hostile
"ты что дура ,кто кормил ? путин что-ли?даже за мусор налог с грудного ребёнка .на 2 памперса помощь.идиотка...",High,Dismissive,Insulting and Confrontational,Hostile
это либерасты воду мутят хотят пиндосию устроить.,High,Aggressive,Insulting and Derogatory,Hostile
телек(лет пять)не смотрю...и в ок это ебло утиное влезло.,Medium,Dismissive,"Informal, Crude",Negative
ты эт сталина вспомни суку..он блять 14 миллионов своих лохов замочил..помни тварь..,High,Aggressive and Insulting,Vulgar and Hostile,Angry and Vengeful
"идиоты, нахрена этот палач нужен.",High,Insulting,Abusive,Contemptuous
вот гад.а письмецо накрапал - сущий ангел,Low,Surprising,Informal and Playful,Mixed
"как всегда сказочно напиздел, особенно про дочку вкатившую себе вакцину. мудак...",High,Aggressive,Insulting and Derogatory,Hostile
какой далбаеб собирает крышу на саморезах.кто вас учил?,High,Insulting and Confrontational,Aggressive,Hostile
она как будто хуй проглотила,High,Vulgar,Aggressive and Insulting,Derogatory
"да и попугаи как раз в данном случае толпа пьяных идиотов, дебоширов",Medium,Disdainful,Sarcastic and Condescending,Negative
"возмездие не за горами, обнуленный старикашка!",Medium,Mocking,Sarcastic,Contempt
"У Батикова тоже клоунады хватает, впрочем",Low,Casual,Informal,Neutral
"во как колбасит, этого лупастого недоноска ушакова.., оказывается, ему кажется, что его похуизм ненаказуем",High,Contemptuous,Insulting and Demeaning,Derisive
"нам, в россии, они и нахер не нужны!!",High,Dismissive,Rude and Offensive,Negative
"это пиздец,, как сука как?",High,Aggressive,Vulgar and Offensive,Anger
какой дебил эту придумывает,Medium,Dismissive,Casual,Disrespectful
Попизди у меня тут шаболда ибанная,High,Aggressive,Vulgar and Insulting,Hostile
вот они сволочи и долетались,Medium,Disgust,Derogatory,Negative
много же Стас пердаков разорвал),Medium,Casual,Slang and Informal,Playful
"не хуй руку поднимать на благородное создание, а сам он животное.",High,Confrontational,Vulgar and Offensive,Contemptuous
дак и нечего с своим свиным рылом лезть ко всем .....,High,Aggressive,Insulting,Hostile
пусть сам ебашит отсюда урод,High,Aggressive,Vulgar and Offensive,Hostile
и что же ты тут делаешь и кого ищешь пиздоболка!!!!!! :d,High,Aggressive,Vulgar and Insulting,Hostile
"ну и славу богу что этого дерьма ебаного больше не будет, совёнок ебаный",High,Insulting,Vulgar and Disrespectful,Negative
какой то дебил прикрепил кота к подстилке. хозяева дауны,High,Derogatory,Insulting and Offensive,Contemptuous
что вас держит ....возле уродов,Medium,Dismissive,Casual and Insulting,Contemptuous
"хоть и дебилка, но ооочень красивая девушка!",Low,Playful,Casual and colloquial,Complimentary
"убрать говнюка из депутатов! и вообще, гнать всю эту думскую сволочь!",High,Aggressive,Vulgar and Insulting,Angry
"сука раньше всё в бункер уходило, щас жмотьё бля сделали, что не уходит, сторожи теперь сиди богатство :-d разрабы уебанки конченные",High,Aggressive,Vulgar and Offensive,Angry
пидорасы что в думе их надо на прожиточный минимум посадить и на вечно,High,Aggressive,Derogatory and Offensive,Hateful
этого пидора бесплатно выучили в ссср!,High,Derogatory,Vulgar and Offensive,Aggressive
"вот такие мнения и создают мнение,что сосед хуйло,компромисса нет.",High,Insulting,Derogatory and Aggressive,Negative
к стенке таких тварей нужно ставить и другие сразу задумаются !!!,High,Aggressive,Threatening,Hostile
народ опущен ниже чем говно а вам фонтаны и голубые бля береты.,High,Insulting,Vulgar,Contemptuous
чё ты пиздиш 90и уж не народ начал драку а мусара пытались разагнать митинг,High,Aggressive,Vulgar and Offensive,Contemptuous
"кукарекнула то, о чем на харкаче последний сосницкий уже докторскую защитил и тысячи тредов высрал ЕБАТЬ ФУРОР НАХУЙ",High,Aggressive,Vulgar and Offensive,Hostile
Музыки б еще этой мерзкой не было),Low,Dismissive,Casual,Neutral
а кокой национальности этот пидор и яйцедрыгало киркоров филипп всем просто похуй!!!,High,Aggressive and Offensive,Vulgar and Insulting,Malicious
"Был о якутах лучшего мнение, а оказалось это какие-то дикие чурки. Возможно, тюрская кровь культура играет свою роль. Буряты якуты.",High,Derogatory,Offensive,Prejudiced
"ой бля ,нашелся тут интеллигент !",Low,Dismissive,Casual and Informal,Sarcastic
надоели эти пидарасы уже пора про них забыть,High,Dismissive,Derogatory,Negative
этому долбаебу так и надо доигрался придурок,High,Insulting,Harsh and Confrontational,Contemptuous
"чем бы дитя не тешилось,лишь бы не плакало! дегтярев-пидармон, куда ты полез?! народ недураки, все вам вылезет едросам-митингами!",High,Confrontational,Insulting and Dismissive,Derogatory
", оскорбление чести матери,за такое можно и по е6алу дать !",High,Aggressive,Offensive and disrespectful,Angry
ещё одним театром пидары завладели.,High,Derogatory,Offensive and derogatory,Discriminatory
зачем с таким жить тварь. расстрелять,High,Aggressive,Violent,Hostile
"не голосуйте за них,всю страну распродали,уроды",High,Aggressive,Negative and Insulting,Hostile
такой пи -ж я читаю впервые ! на кого рассчитана эта хренатень ???,High,Aggressive,Vulgar and Offensive,Disgust
зизу пусть монако или марсель сделает чемпионом...пиздешь ребят..,High,Disrespectful,Vulgar and Aggressive,Negative
а кто-то за токих далбаебов жизни отдовал,High,Derogatory,Insulting and Offensive,Contemptuous
"2)Это что стих про них что-ли? Это они диванные бойцы,которые в интернете пишут?Вы там кукухой поехали?",Medium,Accusatory,Skeptical and Dismissive,Critical
Он же официально беженец в гейропке,Low,Informative,Neutral,Neutral
"Сами превращаете интернет в помойку, сами же за это и получаете.",Low,Accusatory,Assertive,Critical
"проблядь, выйди из группы чтож вы все профессию родителя переняли",High,Aggressive,Offensive and Insulting,Hostile
"эти пидарасы бы ловили преступников, как и дед сказал",High,Derogatory,Insulting,Negative
главный долбоеб года уханя повар из полицейский из миннеаполиса сварщик из бейрута президент минска из d,High,Insulting and Offensive,Derogatory and Offensive,Negative
бездари только и прутся на эстраду,Low,Critical,Blunt,Disapproval
сука она и есть сука недумает что однажды и к ней так же отнесутся,High,Derogatory,Insulting and Aggressive,Contemptuous
мразь эту за такое выступление казнить нужн,High,Aggressive,Commanding and Violent,Vengeful
пиздуйте с хабаровска со всего дальнего востока.,High,Commanding,Vulgar and Aggressive,Hostile
"нагуляется, припрется, вспомнит что есть муж и дети .таким извените шалавам хватает совести на все",High,Disrespectful,Vulgar and Offensive,Contemptuous
"блять, ты это ещё 20 раз напиши !!!",Medium,Aggressive,Vulgar and Commanding,Frustration
а это стадо олигархов в думе знают что в стране есть детские дома и дома престарелых?! или уже все уничтожили?!....,Medium,Accusatory,Sarcastic,Distrustful
вспомним самые светлые годы ссср и противостояние с пендосами,Low,Nostalgic,Neutral,Positive
ну долбоёб нахрена таких вообще на застолье приглашать,High,Rude and Dismissive,Vulgar and Offensive,Negative
Самых парашных их студентов отправляли работать с русскими,Medium,Negative,Critical,Derogatory
трое таких ебланов меня (думаю) до сих пор клянут.,High,Insulting,Vulgar,Angry
и причем ваша форма ребята то что полицаи творят это касается только этих уебков которые поднимают руку на народ.моральных уродов..,High,Angry,Derogatory and Offensive,Contemptuous
"Ну да, нищебродам в Москве не место.",Medium,Dismissive,Sarcastic,Negative
да как носит таких козлов на земле.,Medium,Dismissive,Casual,Contemptuous
это у нас китайцы всё пиздили и за своё выдавали,Medium,Blaming,Casual and Slightly Aggressive,Resentful
набить ему морду и не допускать близко судить матчи вообще!!!,High,Aggressive,Violent and Threatening,Angry
козёл позорит честь настоящих мужчин,Low,Disapproving,Formal,Disapproval
"Во-вторых, мой маленький дегенерат, то, что покупается - это в основном капитальные вложения, и на прайс конечного товара влияет постольку-поскольку",Low,Sarcastic,Informative,Patronizing
таких как он сейчас дохуя!!! и ни одного придателем не называют всю сторону растощили,High,Aggressive,Vulgar and Demeaning,Defamatory
пидрилу на прожиточный минимум посадить,High,Derogatory,Insulting and Aggressive,Hostile
"согласен, они уроды, но тогда кто наши министры здравоохранения, врачи, власть, которая идёт на поводу этих уродов?",High,Accusatory,Defamatory and Blaming,Angry
молодые говнюки ищут на свою жопу приключений все порулить хотят безмозглые бездельники,High,Insulting,"Casual, Offensive",Contemptuous
так с блядьми продажными и надобно поступать!,High,Aggressive,Vulgar and Offensive,Contemptuous
"всё, мне в падлу с тобой бакланить",Low,Dismissive,Casual,Neutral
".....в городе должно быть чисто и спокойно....., пидаров на кичман....",High,Derogatory,Aggressive and Offensive,Hateful
В такой ситуации виноваты пидарасы из Ростелекома у которых даже кошка может купить фильм с пульта. Дебилы блять.,High,Aggressive,Confrontational and Insulting,Hostile
такие же твари и привели этих тварей,High,Angry,Derogatory and Insulting,Contemptuous
дайте уже пожить создать семью отдал 35 лет жизни кормил уёбков власти 30 лет мой отец 60 лет хватит,Medium,Frustrated,Confrontational,Resentful
дятлы ёб.утые несмотрят в зеркала.,High,Aggressive,Crude and Insulting,Hostile
а судью пидора бог накажет. все возвращается бумерангом.,High,Threatening,Confrontational and Insulting,Hostile
не отвечай на провокации этого дебила всё и так ясно,High,Dismissive and Contemptuous,Confrontational and Insulting,Hostile
и как земля таких уродов носит?,High,Derisive,Insulting and Judgmental,Hostile
"да какое нахер поколение,спиздили машину у тех кто войну проиграл.стыдно должно быть.",High,Disparaging,Aggressive and Vulgar,Contemptuous
"о таких тварях я даже не знаю,что писать!!!!",Medium,Contemptuous,Offensive and Dismissive,Disdainful
где они бляди такие зарплаты нашли?,High,Aggressive,Offensive,Contempt
можно подумать конкуренты хотят народу помочь.все говно во власть лезет.а этого упыря просто кто то тащит в депутаты!,High,Aggressive,Confrontational and Insulting,Hostile
просрали не мы а твари из провительства ебаные господа,High,Accusatory and Insulting,Confrontational and Derogatory,Hostile
у курки ебаные не оболщатесь это миф,High,Dismissive,Confrontational and Insulting,Disdainful
ебилы взять что с них,High,Dismissive,Confrontational and Insulting,Hostile
нахрена кино снимать!? лизнул... и тебе медалька и премия!,Medium,Sarcastic,Derisive and Disdainful,Cynical
"РФ готова поддерживать хоть черта лысого, если это поднимет цену на нефть.",Medium,Provocative,Colloquial and Derogatory,Critical
"с прискорбием сообщаю тебе - ты простой пиздобол, коля! *-)",High,Sarcastic,Confrontational and Insulting,Derogatory
бля было.))).20 лет в браке.ушла.оставила семью бомжами.)))и еще условия поставила.))).все равно эту мразь люблю.но простить не могу да и ...,High,Bitter,Offensive and Condemnatory,Resentful
"ибать дебилы, кто это постит. :d",High,Derisive,Confrontational and Insulting,Hostile
"Только хотел спросить, что за завалы. Ебать хреновые в Рашке плотники",High,Dismissive and Condescending,Confrontational and Insulting,Hostile
вас кинули... как лохов... но они обязуются все это выполнить к 2030 году...,Medium,Contemptuous,Disparaging,Skeptical
"ни хрена себе, сколько дебилов его смотрели и подозиеваю, что еще присоеденяться",High,Dismissive,Confrontational and Insulting,Hostile
"даа.страна нуждается в героях,пизда рожает дураков",High,Cynical,Vulgar and Disparaging,Contemptuous
вы у себя пидары разберитесь сначало,High,Aggressive,Offensive and Derogatory,Hostile
вот это правильно. а не ебанутых из дома 2 показывать.,Medium,Dismissive,Confrontational and Insulting,Disdainful
пидор блядь всем привет из российского крыма,High,Aggressive,Derogatory and Offensive,Hostile
"козлина! может, он их еще в сбу передаст??",Medium,Angry,Disrespectful and Accusatory,Suspicious
называется - веди себя как придурок перед камерой на потеху толпе,Medium,Mocking,Derogatory,Disrespectful
своих увидела и голосок прорезался ? мыышь серогорбая)))),Medium,Sarcastic,Disparaging,Contemptuous
"это им, блядям не стариков да студенток метелить.",High,Aggressive,Confrontational and Insulting,Contemptuous
от одной ебанашки избавились:d :d,High,Dismissive,Confrontational and Insulting,Derisive
"его не зря построили, собирается вся шваль, предатели.",High,Dismissive,Condemning and Insulting,Contemptuous
хочется поинтересоваться психическим состоянии данногошедевраты долбаёб?,High,Derogatory,Insulting and Mocking,Hostile
"может хватит, иуд и пидоров светить?",High,Aggressive,Derogatory and Offensive,Hostile
"ага,прямо таки наблюдатели это всё пропустили ...эк как пидорам поправки не по нутру",High,Sarcastic and Offensive,Insulting and Disdainful,Hostile
"Кстати, непереносимость этого мерзкого и гадкого тиканья часов - нормальный такой симптом неврастении. В медицинском смысле.",Low,Informative,Technical and Slightly Derogatory,Critical
тупорылое ебло и боец он петушиный позорник,High,Aggressive,Confrontational and Insulting,Hostile
"должен получить срок 12 лет, он убил человека. пьянь, моральный урод!!!",High,Aggressive,Confrontational and Insulting,Condemning
ебанутый на всю голову ребёнок.,High,Derogatory,Insulting and Offensive,Disparaging
пидары! что с них взять?!,High,Hostile,Offensive,Contemptuous
"да пиздобол он, форма флора, а кепки с какого ларька?:d",High,Mocking and Dismissive,Confrontational and Insulting,Contemptuous
"а что, канделака опять апл прое**ла?",High,Sarcastic,Confrontational and Disrespectful,Critical
"пидорасы родители ,за счет детей падля пьют",High,Aggressive,Derogatory and Offensive,Disdainful
хомячки вышли размяться! дебилы блть!,High,Aggressive,Confrontational and Insulting,Derogatory
да кто ты такая сука!!! и так врачей не хватает тварь вонючая (((,High,Aggressive,Confrontational and Insulting,Contemptuous
обоих посадить нужно. за преступление и непрофессионализм. два придурка,High,Aggressive,Confrontational and Insulting,Hostile
крым всегда был и будет российским!!! всем блядям назло !!!!,High,Aggressive,Offensive and Nationalistic,Defiant
"Идеальный анонимус: изобличает, тралит, давит на больное и делает это со вкусом. У пидорах нехило подгорает, just is planned, лалки.",High,Mocking,Confrontational and Insulting,Hostile
"глупое видео, да и ребенок не пристегнут, а блин такой ,,умный,,-,,пиздюк,,",High,Sarcastic and Insulting,Derogatory,Critical
"чтобы у тебя пидара руки отсохли за такие надписи ... иуда , иногда головой думай что пишешь!",High,Accusatory,Confrontational and Insulting,Malicious
сука... маникюр лучше чем у меня,Medium,Jealous,Insulting,Envious
ты сук обломанный ещё на сайте? никто не заткнул твой поганый рот? догавкаешся!,High,Aggressive,Offensive and Insulting,Hostile
"Модераторы, отвечайте, блядь! Почему демонеток удалили, а педофильские танцульки на месте?",High,Aggressive,Insulting and Confrontational,Accusatory
"а ты урод,если не поноаеш о чём говорт,тогда,молчи урод!!!",High,Aggressive,Confrontational and Insulting,Hostile
он понятия не имеет о чём ты. ему что говорят его пидарасы отцы и деды он в это и верит:d,High,Dismissive,Confrontational and Insulting,Hostile
"от плохой жизни, от голода, сучонок распух!!!!",High,Accusatory,Offensive and Derogatory,Contemptuous
"бедный ребёнок, родители долбаебы,как же ему с такими дальше жить",High,Judgmental,Insulting and Dismissive,Pity with Hostility
бля..нет сука возможности володина выдернуть..напомнил бы ему о многом пидару.,High,Aggressive,Profane and Insulting,Hostile
"хуйня какая то, картинка с дебилами одна и та же, по 10 раз.",High,Dismissive,Confrontational and Insulting,Hostile
за такие деньги нетолько закупить и страну можно из кризиса вытащить идиоты,Medium,Frustrated and Condescending,Disparaging,Critical
какого хуя он туда заперся долбоеб,High,Aggressive,Confrontational and Insulting,Hostile
"как интересно, может мне стоит посмотреть, а не тутурукать тут, блять. )",Medium,Sarcastic,Casual and Vulgar,Frustrated
"посмотрите независимое расследование васильевой, а потом всякую херню пишите.",Medium,Dismissive,Confrontational and Insulting,Disdainful
"ебать умный какой, не одна вышка наверное!!!!!",Medium,Sarcastic,Confrontational,Mocking
"козел это, а не папа!!!",Medium,Aggressive,Insulting,Disrespectful
там человека убили а эти уроды на выставку машин приехали как буд-то,High,Outraged,Confrontational and Insulting,Angry
я знаю на что способна ....я тоже не древний:-dв конце концов женщине скажут что она современная блядь:-d,High,Disparaging,Offensive and Derogatory,Contemptuous
"сама унитаз, только официальных 5 мужей, а сколько еще любовников! чтобы такое говорить самой надо быть кристально чистой! помойная яма!",High,Aggressive,Confrontational and Insulting,Contemptuous
"пидерасты, глумление над народом, тяжелее ручки в руках не держали, всё воздастся сполна, как ни крути и это будет",High,Disdainful and Threatening,Confrontational and Derogatory,Hostile and Resentful
вот кому руки то отрубить то надо,High,Aggressive,Violent,Hostile
и в 3 подъезде бывает такое. поймать бы чухана!,Medium,Accusatory,Informal and Derogatory,Frustrated
таких пидорасок гнать в шею живут засчет пинсионеров,High,Aggressive,Offensive and Insulting,Contemptuous
"если водила из драчующейся компании, идиот, на уголовку наездил, покушение на убийство впаяют.",High,Accusatory,Insulting and Aggressive,Hostile
"придурок, тебя не заебало одно и то же скидывать и всех оскарблять?",High,Aggressive,Confrontational and Insulting,Hostile
ублюдки их самих нужно расстрелять в упор. нужно было просто уплыть куда плыли.,High,Aggressive,Violent and Insulting,Hostile
вас жидов что-то не устраивает?,High,Aggressive,Hateful and Derogatory,Hostile
"Ну блдь, импеллер жеж, импеллер.",Medium,Frustrated,Expletive,Irritated
"смотри что творит твои президент уебок, сегодня.",High,Derogatory,Insulting and Confrontational,Contemptuous
а чем лучше предатель власов -такая же -------- как и бандера - так чо пидарья везде хватает,High,Aggressive,Confrontational and Insulting,Hostile
"Бля, вот не будь у меня этого куска говна, может и поверил бы.",High,Frustrated,Offensive and Disparaging,Angry
"это он, а не она, провокатор кастрюлеголовый",Medium,Accusatory,Colloquial and Derogatory,Disparaging
"да это же пидор,нормальный водитель так себя не станет вести,это обычный курганский пидорас или просто петух.",High,Derogatory and Aggressive,Confrontational and Insulting,Hostile
"и чувствуется по школотному долбоебизму админов - и не увидим. ни ссылки, ни клипа. поколоение егэ-дебилов, мля.",High,Dismissive,Confrontational and Insulting,Hostile
"жмеринская шалава , не устала срать на форумах? откуда столько говна в тебе,простипутка?",High,Hostile,Aggressive and Derogatory,Contemptuous
а ведь сколько денег смогли бы отдать кубе африке ирак с ираном - а так пидарасы все растянули,High,Blaming,Offensive and Derogatory,Resentful
кто до сих пор позволяет этой блядине отзыватся о нас ?,High,Aggressive,Confrontational and Insulting,Hostile
"тебя из авиации поперли за твой паршивый язык, и правильно сделали! чмо ты а не мужик!",High,Aggressive,Insulting and Dismissive,Hostile
"пидоры дырявые, продали будущее семьи на поколения вперёд,...и теперь они ещё и рекламу делают.",High,Angry and Contemptuous,Offensive and Aggressive,Resentful
водитель красава на хер таких пидоров,High,Offensive,Vulgar and Homophobic,Disdainful
этому пидору захар дал паспорт днр,High,Hostile,Offensive and Derogatory,Disdainful
я сам ржу как сука с них.,Medium,Mocking,Derisive and Vulgar,Derogatory
"отвянь, пидорас прилипчивый. пристань к своей жене, и жди.",High,Aggressive,Insulting and Dismissive,Hostile
сколько же ебанутых в россии в месте с тобой,High,Dismissive and Insulting,Confrontational and Vulgar,Hostile
правда? шавка ты неудовлетворенная. вот и пиздишь от зависти.,High,Aggressive,Offensive and Derogatory,Hostile
конечно двое на подхвате можно и в течении беседы нанести удар лох ебаный и друшки такие же не спортивное поведение,High,Aggressive,Hostile and Insulting,Malicious
уничтожают народ твари! народу не дают работать,High,Accusatory,Aggressive and Insulting,Hostile
мужики выйдут мусорам хуево будет,High,Threatening,Aggressive and Vulgar,Hostile
Кто это ваще? Че за бичара?,Medium,Dismissive,Colloquial and Derogatory,Disparaging
"кулибин хренов, на хонор это не прокатывает",Medium,Mocking,Derogatory,Disdainful
и вот так мы живём среди долбоебов,High,Dismissive,Confrontational and Insulting,Hostile
"и правильно, пусть пиздует в родные пенаты!",High,Dismissive,Confrontational and Insulting,Hostile
ты на зп посмотри че ты пишишь далбоеб,High,Aggressive,Confrontational and Insulting,Hostile
", если некоторое время деньги не вносищь_ хуярят",High,Aggressive,Profane and Confrontational,Threatening
"так получается,что батька за одно с киевом придумали эту хрень!?блядь,так ещё никто необделывался,как лукошенко....как жить будет с этим позором,идиот?!",High,Aggressive,Confrontational and Insulting,Hostile
а сам блядь в канаду с ебался упырь,High,Aggressive,Offensive and Derogatory,Hostile
дочь в нее пошла-такая же ебанутая,High,Derogatory,Derogatory and Insulting,Hostile
"В Бангладеше тоже население растёт, дебил.",Medium,Offensive,Insulting,Disdain
"блядь, аж зла не хватает! песна написана предположительно 1920-21",Medium,Frustrated,Vulgar and Aggressive,Angry
пизда малолетняя себе нихуя для пропитания не сможет добыть,High,Derogatory,Insulting and Vulgar,Contemptuous
вот редкая тварь один раз избрали а теперь хер выгониш,High,Hostile,Insulting and Confrontational,Contemptuous
неужели не понятно что задавая дибильные вопросы эти идиоты зарабатывают деньги а не пошли бы вы на хер дибилы тупорылые,High,Aggressive,Confrontational and Insulting,Contemptuous
вот такие долбоёбы и управляют страной,High,Critical,Insulting,Disdainful
"на том свете уже не отмажет никто, тварььь",High,Threatening,Aggressive and Insulting,Hostile
"не хуй тут выеживаться, ещё и хватает наглости выставлять на лайки....",High,Aggressive,Confrontational and Insulting,Hostile
"Ща я все поясню погодь, до дома доберусь, вискаря въебу и расскажу тебе что почём",Medium,Casual,Colloquial and Vulgar,Nonchalant
всем надоела эта проститутка длинноногая стерва,High,Contemptuous,Derogatory and Offensive,Disparaging
Была же информацию что пиндосы собирают генетические материалы россиян..,Medium,Disparaging,Derogatory and Accusatory,Suspicious
"он ебать вообще от жыру охуел!, какой миллион? у народа и так денег нет нихера",High,Indignant and Aggressive,Confrontational and Vulgar,Angry
"панты карявые, очередной способ угнать лавэ, откройте глаза и заблокируйте останкинских пиздаболов.",High,Confrontational,Aggressive and Insulting,Hostile
Почему у папича такой даунский чат? Традиция.,Medium,Accusatory,Disparaging and Dismissive,Critical
встал народ от мало до внлика значит не так хорошо как об этом говорят сми те ещё пиздабо,High,Critical and Dismissive,Insulting and Crude,Negative
"слушай, админ, ты блять реально еблан или прикидываешься? тебе тут кондитерская или чё блять?",High,Aggressive,Confrontational and Insulting,Hostile
"долбоеба кусок, слов нет одни эмоции.",High,Angry,Insulting and Emotional,Contemptuous
спам!!! информацию этот еблан распространяет ложную,High,Aggressive,Confrontational and Insulting,Hostile
"его скоро повесит собственный народ,дай бог людям нормального президента после этой мрази!!!",High,Aggressive,Hateful and Threatening,Hostile
Чем меньше на эту парашу обращать внимания - тем лучше,Medium,Dismissive,Colloquial and Vulgar,Derogatory
"так вам сукам и надо надеюсь и последние кадры уедут в другие города, где нет такого ебанутого руководства.",High,Malicious,Offensive and Insulting,Hostile
