Sentence,Toxicity Level,Tone,Language,Implied Sentiment
微博傻卵玩意废物木人是这样的,Medium,Disparaging,Informal and Insulting,Derogatory
请让我恶意的揣测下这是什么弱智般审美,Medium,Sarcastic,Critical and Insensitive,Mocking
我说的是，小藓女她求分享，楼主不理她，她就开贴引战，还带了舔狗来。,Medium,Accusatory,Aggressive and Condescending,Negative
所以大家要团结起来对付这帮地域黑喷子，而不是黑不到自己时就成为帮凶??,Medium,Aggressive,Sarcastic and Confrontational,Angry
这就是慕勾正常人谁和蝈蝻结婚啊,Low,Casual,Informal,Curious
真尼玛矫情,Medium,Contemptuous,Vulgar,Disdainful
哈哈哈，小仙女的事要你们管,Low,Amused,Casual and Playful,Light-hearted
看了那么多回答，没看到因为说害怕艾滋，搞不懂，男人娶黑女白女好像他们就没啥意见了，女人搞黑哥白男，他们反应好大，看不懂,Low,Confused,Informative,Neutral
比如在父母面前抽烟的大孝子行为,Low,Neutral,Informative,Neutral
楼主这讽刺太有力度把跪虫族和国际鬼子虫类及其它们后代虫混描写淋漓尽致,Medium,Sarcastic,Derogatory and Offensive,Negative
急了，想要默了,Low,Casual,Informal,Frustration
真是国际母狗总是那么迷之自信准确来说并不是国际鬼子虫类及其它们后代虫混是犹太人走狗鹰犬爪牙深入到中国的各行各业才是真事,High,Derogatory,Offensive and Discriminatory,Hateful
去B站看看，小仙女诬陷好人猥亵，黑框眼镜小仙男替小仙女出头，远离诬女，今日朱军，明日诸君,Medium,Accusatory,Negative,Aggressive
变她ma了个??8，拒绝舔狗从我做起,High,Disrespectful,Confrontational and Insulting,Contemptuous
来看看基佬的光荣事迹,Low,Casual,Informal,Neutral
我也是不理解，到底哪来的这些牛鬼蛇神,Low,Confused,Neutral,Curious
这种问题我也不知道该咋说了，就像我觉的阿莱克丝塔萨漂亮，可是偏偏有人觉得浩克漂亮。。男同属于后者。。,Low,Neutral,Casual,Indifferent
又不给做绝育又圣母只能让流浪猫越来越多都成生态杀手了,Medium,Frustrated,Critical,Concerned
这是个杂碎,Low,Dismissive,Casual,Negative
幕刃欠凌迟,Medium,Harsh,Violent,Vengeful
但为什么在别的地方那个幕刃可以讲出来这些话？,Low,Questioning,Neutral,Curious
民主党搞的和平演变路线，说白了就是葵花宝典，美国国内现在也是一堆这些破事儿，把自己切了让别人死。典型的又蠢又坏。,High,Critical,Negative and derogatory,Disdainful
和中国思想有什么关系。。我没懂事的时候小学女同学拿班里的男同学和我开情情爱爱的玩笑我就觉得很恶心了，生理排斥男同,High,Disgusted,Negative and Inappropriate,Disapproving
在所谓“自立自强”中走向极端，然后彻底反智。管中窥豹，略见一斑，权拳二象性实乃真知灼见PS：素材来自吧中某帖一个破防幕刃的主页，欢迎仗义之辈同去屠?,High,Dismissive and Condescending,Formal and Intellectual,Arrogant and Provocative
和那群基佬一样，安能辩它是雄雌,Low,Neutral,Informative,Objective
黑东北的百分之九十是“好客山洞” 见不得中国好的是美国佬小日本 见不得东北好的是好客山洞,High,Derogatory,Discriminatory and Insulting,Contemptuous
你要坚持自己的想法，因为我也觉得同性恋很恶心，永远都不可能改变，太恶心了,High,Disgust,Derogatory,Negative
凭那句你您不好看，女拳就已经炸了，直接拿出包里的刀开始暴金币了,High,Aggressive,Insulting and Threatening,Malicious
好像原来看过这个视频而这个视频就非常细致的讲述国际鬼子虫类及其它们后代虫混是如何慢慢虫化与озеленение全球更为细致讲述法国和英国是如何虫化,Low,Informative,Detailed and descriptive,Neutral
这就网上的拳师吗，我吐了,Low,Disgusted,Casual,Disgust
说的什么jb，他爹咋了？,Medium,Aggressive,Vulgar and Disrespectful,Contemptuous
杀光一切基佬,High,Violent,Aggressive and Threatening,Hateful
一不小心把仙女整破防了，看来网络上脾气巨大的公主基本都是这样的,Low,Casual,Informal,Observational
我们国家很好啊，就是有些eg，低劣生物那是变异，和国家有什么关系？国家让你便宜了？,Low,Defensive,Assertive,Defensive
草，我不是男同，我也觉得恶性，那我是不是和你一样也是男同,Low,Casual,Informal,Confusion
默就是默，喂不饱的白眼狼,High,Insulting,Aggressive,Contemptuous
谁不知道吴施蒙，谁特么活该接盘。,Medium,Dismissive,Sarcastic,Negative
既得利益者可真是笑死我了，得利的也就少数上流社会，底层打工人过得还不如卖啤的女的,Medium,Critical,Sarcastic and Disparaging,Disdainful
cr，一个二次元网站引流一堆慕刃把环境都搞臭了，以后大会员一天也不充了,Medium,Frustration,Critical and Negative,Angry
滚，lkd,Medium,Aggressive,Vulgar and Direct,Negative
只要这女的以后不拖着个泥娃娃来欺诈国内彩礼钱，谁管她,Low,Casual,Informal,Indifferent
Txl真恶心,Medium,Negative,Direct and Harsh,Disgust
别结束啊，别当驴啊小仙女独立女性啊,Low,Casual,Playful,Friendly
求个中外哲学家评论幕刃的图,Low,Neutral,Formal,Neutral
你说的也对，默确实是这样，有一个不嫖是弄完不给钱，就不算。你得出这个结论应该是这个行业的吧??,Medium,Nonchalant,Casual and Informal,Neutral
还说什么中国男人配不上中国女人的鬼话，真是带出一个好节奏，全球家庭暴力也好，情侣矛盾也好，都是人类共有的特点，非要扣帽子说只有中国人会这样，真是离谱！,Low,Assertive,Informative,Defensive
看来你就是答主说的那类人了吧，??以后分手了再找别隐瞒你找黑人的历史哦,Medium,Accusatory,Sarcastic,Cynical
女??师和泥鸽。导致艾资也不少,Low,Neutral,Informative,Neutral
果然只有黑猩猩才能干出来,Low,Neutral,Common,Neutral
看起来那就是一个垃圾勾八营销号。,High,Dismissive,Derogatory and Insulting,Negative
很好的解释了为什么会出现那么多eg的原因，兄弟们怎么看,Low,Informative,Neutral,Neutral
假的，另外这主播也是个fw,Low,Casual,Informal,Neutral
急了急了，就会这两句？看你评论全是黑南方的，估计智商也高不到哪里去,High,Condescending,Insulting and Dismissive,Contemptuous
op沙軟罢了,Low,Casual,Informal,Neutral
而新移民甚至留学生，easyg天下文明，就是为了骗美国国籍的，当然以和白白黑黑一起为荣了。,High,Dismissive,Derogatory and Insulting,Negative
全部共同特点：太丑了,Low,Casual,Casual,Negative
母豖天生会pua,Low,Neutral,Standard,Neutral
知乎同性恋标签第一的帖子，一群恶心人的在那里讲如何掰弯别人,Medium,Disgust,Critical and Judgmental,Negative
立女热搜上一堆，女拳砂男婴的热搜就往死里压热度，逼乎真有你的，不愧是姓逼,Medium,Critical,Sarcastic and derogatory,Disdainful
说起这点，都会说，你是变态啊可是，这本来就是女性的观点。为什么男性就不能穿裙子呢?,Low,Inquisitive,Questioning,Neutral
对不起啊，我先道个歉我是一个耽美读者，那些莫明就磕cp的其实是腐女我也不知道为什么腐女那么多我也很反感腐女的。,Low,Apologetic,Informative,Critical
但事实上，大部分都是找个接盘的，这也就罢了，到最后接盘住了，他们还不安生，各种乱搞，这才是最让人觉得恶心的,Low,Neutral,Informative,Disapproval
有几个女的跑网约车？都是男人在跑，他们还得顾家赚钱，哪像这种幕刃除了比必啥都不会？,Medium,Dismissive,Critical,Contemptuous
但也不是媚黑女的中国,Low,Neutral,Formal,Neutral
受不了了，同性恋真恶心,Medium,Disgust,Negative,Negative
舔狗太多会惯出来这样的,Medium,Dismissive,Casual,Negative
有些男的女的看不上?为什么会觉得男同看得上自己??,Low,Questioning,Casual,Curious
是啊！那个都有这些脑瘫奇人跪虫族,Medium,Casual,Derogatory,Disrespectful
这种太恶心了，弄不好国内的接盘侠感染艾滋病了，所以对那些来路不明的女的，一定要搞清楚来历啊。,High,Disgust and Blame,Judgmental and Insensitive,Critical and Offensive
可见国际鬼子虫类及其它们后代虫混就是墙头草，两面倒当人说人话，当鬼说鬼话从这我们也能窥见国际鬼子虫类及其它们后代虫混的所谓精英就是蛇鼠两端货色。,High,Derogatory,Insulting and Disrespectful,Contemptuous
谦虚点，我们蝈腩??,Low,Instructive,Polite,Encouraging
喜欢黑女的很少很少，你说得绝对是极极个例。,Low,Dismissive,Informative,Skeptical
所以你和杨笠先分清楚自信和自负的区别再来瞎扯淡吧，一个褒义词硬生生被你们这些文盲玩成贬义词,Medium,Dismissive,Sarcastic and Condescending,Critical
你们这些从心理到生理都变态点玩意儿有资格说患者，真是恶心呀，你们自己搞搞就算了，还要骚扰身边的人甚至未成年，你们这些变态不灭何来太平,High,Accusatory,Aggressive and Offensive,Disgust and Anger
四年级的时候我就问过我妈为啥男女平等还会有女士优先这句话出现[表情]四年级的幼年拳皇差点被班主任扼杀在摇篮[表情]不过我挺住了现在依旧站在打拳第一线！,Low,Reflective,Informative and Reflective,Determined
现环境下这个阵营没有团结就是扯谈，没有团结就算再扯一万句大道理也是狗的屁，团结始终应该放到第一位，我们需要求同存异。,Low,Assertive,Structured and Rational,Positive
人人平等，为什么你眼中你黑爹就高人一等？,Medium,Challenging,Assertive,Confrontational
女权背后打拳替美国佬办事的狗东西可不少，把黑人娶进来的咋不说呢,High,Derogatory,Insulting and Condescending,Racist and Sexist
你评论区不就有一个吗，经典装理客中装不下去了就开始破口大骂了，或许这就是当代小仙女吧??,Medium,Sarcastic,Critical and Mocking,Mockery
女性就是爱比男性双标，我觉得这句话确实没问题,Low,Neutral,Informative,Neutral
跟你们基佬学的??,Low,Casual,Informal,Light-hearted
说明一下，我只关爱自己身边的女性，比如老婆女儿等，别的女人关我鸟事。,Medium,Indifferent,Assertive,Disdainful
其实全球所有国际鬼子虫类及其它们后代虫混精英其实也好不到哪里去它们在全球监狱都有不同案底档案,High,Derogatory,Insulting and Condescending,Contemptuous
黑鬼基因太强，此鬼虽然是黑杂，但看上去跟纯种黑鬼并无太大区别。中国女人的子宫，一旦被黑精灌入，所生的崽几代都是黑杂。,High,Derogatory,Racist and offensive,Hateful
出狱了记得带着你的小二嗨一起滚回飞舟,Low,Casual,Informal,Neutral
看我直接化身贴吧暴躁老哥，直接喷死双标男,High,Aggressive,Sarcastic and Confrontational,Negative
基佬大多数只会骂一两句就不回，这就是纯种懦夫的表现，赞成？赞成,Medium,Disparaging,Critical and Confrontational,Negative
看了几个小品，天天喊着结婚生娃，能不能关注一下别的，默不要出现在春晚行不,Medium,Critical,Commanding,Frustration
1.造谣2.举报3立牌坊4演圣母5当圣女6.复读机7.撕b,High,Aggressive,Contemptuous,Negative
没有批判跟跟人睡，一直睡都可以，但是睡完不要回来恶心中国男人就好。对了补充一句，跟黑人结婚生的子女，绝不可以跟我的后代结婚！,High,Disrespectful,Derogatory and Racist,Discriminatory
普信女真恐怖。兄弟们去网曝她。,High,Negative,Aggressive and Attack,Malicious
原文章主要是反外，而且嘛，核心还是反白。让那帮子跪洋的咋活？??,Medium,Dismissive,Casual and mocking,Contemptuous
把中华城市吧的所有重庆吧友全部说成是我的小号，这个也只有基佬才能达到的级别,High,Condescending,Derogatory and Dismissive,Malicious
通讯录也不是什么好东西,Low,Disapproving,Neutral,Negative
我特烦一张嘴就这事不关你事的人，管天管地管的着别人怎么看？照你的理论，批判这些人也不关你事啊？你废什么话？,High,Condescending,Aggressive and Dismissive,Hostile
"我现在生活很不错，但也歧视黑人和对它们有好感的easygirl,离开中国的除外。",High,Discriminatory,Offensive,Hateful
霓虹也就80年代初对默有强力管制，现在也不行了，你看奥运会旗手都有默了,Low,Informative,Formal,Neutral
??要是以后我女儿这样我还真会，并且会反思自己为什么教出伞兵,Low,Concerned,Reflective,Self-critical
它不是个骗婚gay佬吗不是直男,Medium,Accusatory,Informal and derogatory,Negative
但是我们要理解基佬，因为它们在现实生活中活得太憋屈了，它们之所以把别人先禁言了又去麻人，就很好的证明了这一点，它们需要发泄，但是又害怕看到那些回击它们的内容，所以只能如此,Low,Compassionate,Understanding and Explanation,Empathetic
你们的武士道精神呢？一刀劈S这个嘿蛆,High,Aggressive,Insulting and Demeaning,Derogatory
哈哈哈 你是揣着明白装糊涂吗 有不少媚黑女嘲笑国男几把小呢,Medium,Mocking,Sarcastic,Derogatory
仙女们以看不上的感性理由非常好的掩饰了自己拜金的终极目的，论物化女性还得看仙女自己,Low,Neutral,Informative,Objective
是的，现实里，男生遇到渣男排挤有限，女生是真的排挤渣女。网络上，男人对渣男渣女都骂，部分女性为渣女洗涤。很多男性眼里的女性就是那些女拳。,Medium,Observational,Informative,Neutral
txl鼠惹,Low,Neutral,Casual,Neutral
那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,Medium,Dismissive,Casual and Contemptuous,Contemptuous
妥了，这下小仙女要买爆了。。人手一箱舍得酒,Low,Excited,Casual and Informal,Positive
反同方会思考，撑同方不会思考，看看只有撑同方相信p图造谣我有艾，这只会让人觉得基佬都是脑子有毛病,High,Derogatory,Aggressive and Insulting,Hostile
不会真的有人喜欢娘炮男明星吧，喜欢这些男明星的不都是女孩子吗,Medium,Dismissive,Stereotyping and Gender Bias,Disrespectful
我们是成分复杂的多元小群，包括但不限于二次元嘉心糖纯良路人抗蛆孙吧,Low,Neutral,Informative,Neutral
这是要把你变成绿毛龟,Low,Playful,Casual,Teasing
有些穆斯林特恶心吃猪肉的，不爱带面纱的女人也滚......他们的三观出问题了吗？,High,Derogatory,Discriminatory and Offensive,Prejudiced
上小网站看看视频。黑男黄女一大堆，铺天盖地。但是黄男黑女你能找到吗！你喜欢玩人猿泰山是你的事！别扯那么远好吗！,Medium,Critical,Condescending and Judgmental,Disapproving
是这个dd第二代引起孙吧反同？,Medium,Confused,Incoherent,Unclear
郭楠也配碰瓷你默大爷啊??,Medium,Mocking,Casual and Derogatory,Disrespectful
学校和黑狗都不是好东西,Low,Neutral,Straightforward,Negative
半年没来之前反默老哥都不在了，只看到wwewwecao刷屏，说他默吧他又好像钓鱼，说他钓鱼吧又好像媚默,Medium,Mocking,Sarcastic and Mocking,Disdainful
舔狗不得**舔狗不得**,Low,Playful,Casual,Teasing
看看基佬的恶行就知,Low,Neutral,Informative,Objective
这么说的一般都是现实中被打傻了吧，跑到网络上口嗨，普通人谁会往性别上去想，互联网实名制就治这种又蠢又坏的,Low,Skeptical,Condescending and Critical,Critical
大家看到没有本吧吧宠真是能够带给我们无限乐趣原来跪虫族都是这种水平我真是太放心了,Low,Positive,Casual,Joyful
长得丑就活该被变态骚扰 这什么逻辑,High,Dismissive,Mocking and Insensitive,Derogatory
上去打死这些默,High,Aggressive,Violent and Threatening,Hostile
军阀割据占领华夏，分别是：北方人（一般北方人、辽宁、黑龙江）、南方人（被地狱狗蔑称为南大人）。北方分裂，南方人赢一局。,Low,Informative,Formal,Neutral
一眼真，也就母畜能干得出来这种事,Medium,Disparaging,Derogatory,Contemptuous
之前懒得一般见识的想法都不该有，直接说学校你家开的？座位你私人的？然后她骂你，你直接跟老师反应，说她乱吠影响你听课了。老师不处理等下课你亲自掀它东西，干就完了,Medium,Assertive,Sarcastic and Blaming,Defensive
以前发过什么东西自己忘了是不。删帖倒是删的蛮快和你主子好像耶,Low,Casual,Informal,Neutral
哎，奈何默数量越来越多好多。,Low,Sighing,Casual,Neutral
基佬自己心虚,Low,Casual,Informal,Negative
希望他们嫁给默以后都去非洲吧，不要待在国内，看着觉得蛮恶心的，跑爹默竟然也有人中国女人愿意嫁也不配当中国人,High,Disdainful,Derogatory and Racist,Xenophobic
收钱说话的走狗罢了,Medium,Disparaging,Derogatory,Contemptuous
全国黑上海，上海黑白完，所以被黑的最惨的还是白完。,Low,Neutral,Informative,Objective
为啥总有虾爬子一样的二极管？正常化就正常化呗，非要跳出来表示同性恋就是高贵就是先进就是现代化吗？扯犊子,High,Dismissive,Sarcastic and Offensive,Homophobic and Discriminatory
我们对黑人（功成名就的不算）的看法，不就和以前欧美对亚裔的看法一样吗？都当对方低人一等，有各种各样的毛病。大体感觉就是较落后的地方来的乡巴佬，能配上自己？,High,Disparaging,Derogatory and Condescending,Racist
笑到肚子痛了！真想问谁教养他做基佬，真丢人,Medium,Mocking,Insulting and Disrespectful,Derogatory
右边的小老头就是婊们口中的所谓“高端白人脸”，和我们的胡兵一比，被秒成渣渣，何况是胡兵比这个小老头还大好几岁！！！！还比他皮肤白,High,Derogatory and Insulting,Aggressive and Disparaging,Contemptuous
衡水就是贱啊，就是没人性,High,Derogatory,Insulting and Dismissive,Contemptuous
你这个南满，大凉山欢迎你,Low,Neutral,Casual,Friendly
这母猪看面相就不是个好人,Medium,Derogatory,Insulting and Offensive,Negative
如果不驱除这黑虫到时候全是这样的小黑虫说自己是汉人是华夏子孙,Medium,Assertive,Direct and Critical,Critical
失足妇女：呸，老娘没那么脏,Low,Defensive,Casual,Defensive and Dismissive
你几把谁啊，代表全国？,High,Mocking,Rude and Disrespectful,Contemptuous
黑河南和北方 最严重的是西南地区及东北地区 都是一群南蛮搞的鬼 他们没什么本事 只会在网络上破坏民族团结 搞国家分裂 因为他们有着不为人知的优越感！,High,Derogatory,Aggressive and Insulting,Hostile
我媳妇也会打拳！节假日忘记买礼物她生气了，我说我生日你怎么不买给我？结果她更气了，叫我去外面问问是不是所有男的都应该给女的买！??WTF？！,Low,Casual,Casual and Slightly Frustrated,Frustration
做什么大冤种哦，人家小仙女领情吗,Low,Casual,Informal,Neutral
嗯嗯嗯，是不是支持同性恋就不狭隘了？是不是不觉得同性恋恶心就不狭隘了？,Medium,Questioning,Debating,Controversial
也就是有钱的闲蛋才需要。,Low,Casual,Casual and Slightly Dismissive,Neutral
这种货色宁可当敌人也不能当朋友，背后捅刀往往致命,Medium,Cynical,Derogatory and Distrustful,Hostile
为什么舔狗如此之多可结婚率却这么低？因为舔狗，不得好死！,High,Derogatory,Offensive and Insulting,Contemptuous
此种人不得house啊,Medium,Dismissive,Confrontational,Disparaging
其他男人我不知道，反正我是接受不了，我宁愿娶个三婚带二孩也接受不了黑女。,High,Dismissive,Discriminatory and Offensive,Prejudiced
讨厌洋垃圾，可是作者情况里的女孩确实可叹可怜，你这直接上升到基因、父母、祖宗，你太极端了。,Medium,Critical,Derogatory,Disapproving
楼主说的那种东西真是不言而喻当然指的就是虫族,Low,Informative,Neutral,Critical
你们特莫sb吧，脑袋进屎了吧,High,Derisive,Confrontational and Insulting,Contemptuous
舔狗赶紧去死吧,High,Aggressive,Confrontational and Insulting,Hostile
楼中楼的基佬你就继续装可怜洗地吧,High,Derisive,Confrontational and Insulting,Contemptuous
挺你，默只要不来中国，就是好默,Medium,Dismissive,Confrontational,Exclusionary
第二个是豆瓣母拳,Low,Neutral,Descriptive,Neutral
外娶多好，不打扰小仙女了。,Medium,Dismissive,Patronizing,Exclusionary
男权：我们反女拳不是反女性。女权：所有的男人都没一个好东西。,Medium,Accusatory,Confrontational,Antagonistic
你们艾兹佬都快死了还敢来发癫,High,Hostile,Confrontational and Insulting,Malicious
哟呵结果又放鸽子了？不要脸的杂皮重大教务处有空理你这种瘪三？？？可能吗？！,High,Aggressive,Confrontational and Insulting,Hostile
我一路人又不跟她上床，她又怎么知道我的尺寸然后跟她前任比。就是单纯歧视eg,High,Dismissive,Confrontational and Insulting,Hostile
友爱也是爱，但不过以txl为荣是变态,High,Judgmental,Derogatory and Insulting,Prejudiced
舔狗妄想感动别人，可惜只能感动自己。还沦为别人的笑话,Medium,Dismissive,Derisive and Disparaging,Contemptuous
中国14亿人出几个nt也正常,Medium,Dismissive,Confrontational and Insulting,Contemptuous
应对的办法是走出去外娶。对于郭女，绝大多数郭女卸妆和恐怖片差不多。我是没有做推土机的欲望,High,Dismissive and Insulting,Derogatory and Demeaning,Sexist
又是个黒杂,High,Derogatory,Insulting,Hostile
知乎三臭唐山 河南 上海人??,High,Insulting,Confrontational,Hostile
不然幕刃是怎么诞生的？,Low,Curious,Neutral,Inquisitive
同别当我面恶心我就没问题，我也不会伤害他们,Medium,Defensive,Confrontational,Resentful
普通女性占女性总人口的比例还是太少了，女拳、媚外的的占了绝大多数??,Medium,Critical,Derogatory,Disparaging
跑国外去了不就很好嘛，要是去非洲服务默那更是物尽其用，怕就怕吴母沟出去整个容改个名，然后再回来祸害国男,High,Sarcastic,Confrontational and Insulting,Hostile
女同我真的少见，刷男同梗的贼Tm多。有时候真的搞不懂评论区满脑子是不是全是男同Hhh,Medium,Dismissive,Cynical and Derisive,Critical
这人真是有毛病,Medium,Critical,Insulting,Negative
认为“同性恋＝娘”真的蠢。你但凡了解下真男同性恋的普遍审美都不敢这么说,Medium,Dismissive,Confrontational,Critical
一位优秀的接盘侠????,Medium,Sarcastic,Derogatory,Disparaging
哈哈，到时候嫁不出去了还不是得装乖乖女，真恶心,Medium,Mocking,Derogatory and Insensitive,Disdainful
幕刃真的该死,High,Aggressive,Insulting,Hostile
口气别这么大，你们别倒贴默就行了,Medium,Patronizing,Confrontational,Disapproving
我媳妇也会打拳！??,Low,Neutral,Colloquial,Proud
"去了解一下,教会藏污纳垢恶心死你.",High,Disparaging,Accusatory and Insulting,Contemptuous
最恶心的就是生个小黑孩，然后拿中国国籍，还尼玛汉族。我是头皮都麻了。,High,Offensive,Derogatory and Racist,Hostile
喜欢嘻哈文化所以走到一起，想想一个国家的强盛，是靠发展这些垃圾文化吗？唱唱跳跳只会毁掉一个民族，所以黑人那种文化根本不值一提,High,Dismissive,Confrontational and Disparaging,Prejudiced
不正常的意思就不是说是少数吗…所以对啊…觉得恶心异性恋的肯定有，但是也绝对是少数，毕竟世界之大什么人都有啊…??,Medium,Controversial,Argumentative,Critical
真寄吧恶心,High,Disgusted,Insulting,Hostile
微博女厕所啊，哥,Low,Casual,Informal,Neutral
我得提醒你一下gay一般即使看上直男也是想被上，不要操那么大的心??,High,Dismissive,Confrontational and Insulting,Derogatory
丑的一批、呸,High,Derogatory,Insulting,Contemptuous
女司机逆行，小癣女评论怪男副驾,Medium,Derogatory,Offensive and Dismissive,Blaming
嫁给他，就跟他回非洲啊。黑人敢打我们的抗疫英雄，洗不白了。举报三非，收入不菲,High,Hostile,Racist and Xenophobic,Negative
充满了抠脚汉油腻荷尔蒙气息的匿名小仙女????,Medium,Mocking,Derogatory with Informal,Disrespectful
国男的包容大度一直都是这么无私，eg使劲浪，反正有老实巴交的国男兜底囧,Medium,Sarcastic,Mocking,Condescending
是真的怕艾滋。一个女人私生活很乱，但是睡的全是中国人或者白人，我还能玩玩。反正不会娶。要是知道是睡过黑人，算了吧。那都有草吃。没必要这么蠢,High,Dismissive and Disparaging,Discriminatory and Judgmental,Prejudiced and Derogatory
主要你说的是结婚，给黑人白嫖拿爸爸的钱养黑人男友的eg不要太多,High,Offensive,Discriminatory and Derogatory,Negative
因为很少人会在职场中出柜吧??如果基佬都没工作没社会贡献咋活呢,High,Dismissive,Discriminatory and Derogatory,Hostile
这不是典型的普信男么，真下头,Medium,Derogatory,Colloquial and Mocking,Disdainful
你是自卑没有自信还是有艾不能见人吗？看看某基佬也不会蒙面穿衣服发照了,High,Mocking and Demeaning,Taunting and Insulting,Derisive
这个吧幕刃浓度怎么这么高,Low,Inquisitive,Casual and Neutral,Curious
这就是个大筛子，筛掉那些傻子,Medium,Dismissive,Derogatory,Exclusionary
钓鱼的，不要理他，纯nt,Medium,Dismissive,Dismissive and Derisive,Contemptuous
以及一切为他洗白的狗腿子,Medium,Derogatory,Insulting,Contempt
对，这洽洽是对所有中国人的歧视，所以排他们，他们活该。,High,Accusatory,Offensive and Discriminatory,Vindictive
古代的‘鬼’没有原型，自从有了昆仑奴之后，就定义形态了。,Low,Neutral,Formal and Informative,Neutral
能发这评论的，应该也只有尼葛吧,High,Derogatory,Insulting and Discriminatory,Contemptuous
我还见过很多炫耀自己掰歪直男的基佬，简直口区,High,Dismissive,Confrontational and Insulting,Hostile
外嫁出去和外娶进来，老传统了，一来某些帮助歪果男友做些违法犯罪的事，,Medium,Disparaging,Prejudiced and Condescending,Skeptical
生而为蝻，我很抱歉这种牧人代表十成是觉得仙女们要彩礼要车要房不愿生孩子还动不动生孩子警告跟你争冠性权的行为很合理吧？？？？？？？？？劳资改个屁的择偶观,High,Aggressive,Disparaging and Contemptuous,Disdainful
这男的也是啥pei给女的当狗活该,High,Disparaging,Contemptuous and Insulting,Derogatory
人你不找，非得玩人与兽，不恶心吗,High,Accusatory,Offensive and Condemnatory,Disgusted
我儿子要是说要从良j，我一定打断他的腿,High,Violent,Threatening,Aggressive
你这老僵尸要被举报了，男男违法献血,High,Aggressive,Insulting and Accusatory,Hostile
这位不错了，在b站展示化妆和美颜的效果，也承认自己，可怕的是那些化妆开美颜就真的以为自己长那样的锅钕,Medium,Critical,Cynical and Disparaging,Disdainful
我特么直接立地成佛,Low,Frustrated,Colloquial,Resigned
田园女拳真烦人，干点活，轻的懒得拿，重的拿不动，老子真想邦邦两锤砸她,High,Aggressive,Violent and Insulting,Hostile
很快就能解封的，性取向变态患者搞得鬼,High,Accusatory,Pejorative and Insulting,Contemptuous
反正他们普信男总有理由去声张他们所谓的正义，却不知大家都当他们是小丑,Medium,Contemptuous,Derisive and Dismissive,Disdainful
确实，这点得学着人家小棒子,Medium,Dismissive,Derogatory,Disdainful
舔狗龟男，渣男和牧人都该人道毁灭,High,Hostile,Confrontational and Insulting,Hostile
太多辣鸡媒体宣传默默卖蠢和苦难来博取国人尤其是女性共情～,Medium,Critical,Judgmental and Disparaging,Negative
基佬罪证合集,High,Derogatory,Insulting,Hostile
黑浑身都是臭的,High,Derogatory,Abusive,Hostile
小黑屋警告啊，你思想不正确，说谁都行，说默和魄就不行，知乎的祖宗主要来自这两个人种，你说他先人，就封你，就删你，就让你进小黑屋。,High,Threatening,Confrontational and Warning,Hostile
太惨了，别在意，那些人都是个der,Medium,Dismissive,Casual and Insensitive,Uncaring
如果我没记错的话这个楼猪可是大名鼎鼎跪虫圣父标到今天发了一个虫类及其它们后代虫混增长录事实没有任何问题但是经过著名大名鼎鼎跪虫圣父标发出来就有点居心叵测毕竟古人言：事出反常必有妖！,High,Condemnatory,Confrontational and Derisive,Hostile
如果真能彻底вымирание全球所有虫类及其它们后代虫混能实行成功那米国这也算对人类大功一件,Medium,Speculative,Harsh,Unsympathetic
好 不和牛马一般见识??,Medium,Dismissive,Confrontational,Condemning
艹，b站女拳集中营啊，评论区,Medium,Dismissive,Confrontational and Derogatory,Hostile
装成女人来骗那群龟男来舔啊，这就是最简单的方法了,High,Derogatory,Derisive and Insulting,Manipulative and Contemptuous
让他去死lkd,High,Aggressive,Hostile and Dismissive,Hostile
张华考上了北京大学，李萍进了中等技术学校，猩猩被引进了国内高端大学，他们都有光明的未来[拥抱]??,High,Sarcastic,Disparaging and Belittling,Mocking
这种就是典型的废物龟♂了兄弟们，大家引以为戒,High,Dismissive,Confrontational and Insulting,Hostile
大部分是腐女,Medium,Dismissive,Derogatory,Disrespectful
反击他妈。她就是想赚男人的钱。你还真信,High,Aggressive,Confrontational and Disparaging,Contemptuous
毕竟不是人人都正常。他的狗腿子例外,Medium,Critical,Derogatory,Contemptuous
就是尼玛的瞎好，一群gay不挑人,High,Mocking,Derogatory and Insulting,Disrespectful
一眼lkd现实中没人要的柜物罢了,Medium,Dismissive,Derogatory,Contemptuous
黑人的舔狗其实比黑人更可恨,High,Contemptuous,Derogatory and Racially Insensitive,Hostile
肯定是国楠自己造成的呀，国楠不配娶她们,Medium,Judgmental,Critical,Disparaging
这事说开了吧，实际老华裔觉得黑黑白白花钱没数，不可靠，基本看不上白白黑黑。更不会以找黑白为荣，看不起黄男,High,Dismissive,Racist and Disrespectful,Hostile
通讯录就是素质感人捏?复读和被害妄想症已经算轻的啦,Medium,Sarcastic,Mocking and Derogatory,Disdainful
有些贵物就是这样的,Low,Neutral,Descriptive,Neutral
我是个直女。我觉得同性恋是正常的，不是变态，只是性取向里的一种选择而已，应该尊重。但是我一想到女女我生理上非常排斥，觉得有点恶心。我这是不尊重女同吗??,Medium,Conflicted,Reflective yet Insensitive,Conflicted
以偏概全，就是你的思维方式？希望你早日脱离这种落后的思维方式，八婆其实也是一种落后的思维方式导致的行为方式。@百舸争流,Medium,Critical,Confrontational and Insulting,Disapproving
