Sentence,Toxicity Level,Tone,Language,Implied Sentiment
ده قصر قردوغان الجديد، عامل فيه حمام سباحة اوليمبي مسميه البحر المتوسط وقاعد عمال يحط بلوكات فيه وكاتب عليها بتاعتي,Low,Neutral,Informative,Neutral
ولك كول هوا يازلمه، ليش مش فاهم,Low,Challenging,Colloquial,Frustrated
يا له من مهرج عديم الفائدة هذا الرجل,Medium,Disdainful,Critical,Negative
وفي سياقٍ آخر الصعايدة احلى واحسن ناس بالعالم,Low,Positive,Praising and Complimentary,Admiration
البنات الي يقولون الولد خروف ترا الخروف مايلحق إلا التبن فهمتي ياهبلة منك ليها😏🤭 حلفت ماحد يشكرني ياعيال😌,High,Insulting,Informal and Aggressive,Contemptuous
عاد يوم انك بطل وراك جبت شراميط تقسيم يحمونك ؟,High,Aggressive,Offensive and Insulting,Derogatory
العراقيين ديبينون شكد همة انانيين من خلال رفضهم لقانون يحمي العائلة كلها مو بس البنية وشكد تفكيرهم متخلف ومحدود!!,High,Accusatory,Critical and Condescending,Disdainful
حان الوقت لتغيير مستوى تحملنا لهذه القمامة.,Low,Urgent,Assertive,Frustration
تقتلوا النساء وتسجنونه وتقولوا انكم يمنيون لعنة الله عليكم يا متوردين,High,Aggressive,Confrontational and Insulting,Hostile
على الاقل بس يأدون يا شراميط تصويتنا مايروح عالفاضي,High,Insulting,Aggressive and Offensive,Hostile
أعان الله امرأة أنجبت ذكرا ف فرحت واستبشرت فيه خيرا ف أصبح مع مرور الزمن قردوغان فخاب املها احسن الله عزائك يا خالة,Low,Supportive,Informal,Positive
مع ذلك، شخص جاهل مثلك يتجاهل الواقع.,Medium,Dismissive,Condescending,Critical
هذا السلام الذي يتغنى يه المطبعون لعنة الله عليكم ابد الدهر,High,Aggressive,Derogatory and Offensive,Hostile
في كل مرة تتعرض للإستغلال تأكد أن الخطأ عائد لك لا محالة ، كونك كُنت غبي وحسن النية لأشخاص عمرهم ما كانوا يستاهلون…,High,Blaming and Condescending,Harsh and Demeaning,Negative
يا حمار لم نكن يوما تحت الاستعمار العثماني ، بل هزمناه في معركة قرب فاس…,Low,Assertive,Informative,Proud
شويه شراميط بيتحدفوا علينا يعم 😂 💔,High,Disrespectful,Insulting and Inflammatory,Negative
انت مثل عمك قردوغان يتكلم بالاسلام ويسمح بالدعارة ويسمح للمثلين بممارسة الرذيلة ويتاجر مع اس…,High,Accusatory,Harsh and Offensive,Disapproval and Contempt
والوادي هو حفرة للخاسرين حيث يلعب الكثيرون بنصف حزمة من البطاقات.,Low,Informative,Neutral,Neutral
ليش بتنطرب وبتسكر لمن بتجيب سيرة الحذاء يا زلمي مع إن كل واحد بفش خلقو ع ذوقو حسب مفهومو ثقافتو وعقلو…,Low,Casual,Informal,Neutral
#الهلال حارس قزم ولاعب وسط قلب دفاع أما أن لهذا العبث ان يتوقف مايحدث في الهلال يتطلب تدخل اعضاء الشرف لإنقاذ ا…,Low,Concerned,Assertive,Serious
حقائق ديوثية مداعبة الحلمات تثير الشهوة عند بالمئة من الرجال,Low,Informative,Neutral,Neutral
لا بد أن يكون لك أعداء آخرون الآن أسدي لنفسك معروفا واغرب عن وجهي,High,Controlling and Threatening,Authoritative,Negative
قطر اختلفت مع كل المحيط العربي لأنو تحالفت مع حليفك الخامنئي ، حليف حليفك يعني حليفك كيف سياستكن يا شياطين ما بعرف,High,Accusatory,Aggressive and Insulting,Hostile
مش اي حد يقولك بحبك يبقي بيحبك فعلا متبقاش غبي.,Medium,Dismissive,Informal,Disrespectful
الناس ينشرون لماذا لا يفعل الملاعين هذا وذاك، مزعج.,High,Aggressive,Negative and Offensive,Angry
اول مرة اشوف قمر على هيئة بشر 🤦 🏻‍♂️ ❤ ️,Low,Surprised/Amused,Casual,Positive
اذا الحين بالكمبيوتر كيف نتلاعب بالقرعه يا حمار 😅,High,Insulting,"Informal, Rude",Disrespectful
الصراحة اذا ما عجبك الله يلعن امك,High,Offensive,Vulgar and Aggressive,Hostile
إذاً، ميركوسكي وسوليفان كانوا حثالة لسنوات.,High,Dismissive,Confrontational and Insulting,Hostile
مهم خلاص بتوع اسكندريه بقيوا صعايدة خلاص,Low,Casual,Informal,Neutral
أهؤلاء الأثرياء الساقطين، ماذا نفعل الآن، نفرض عليهم ضرائب؟,Low,Concerned,Direct and Critical,Frustrated
٣ مليون زنجي يقومون ب تشي تشي,Low,Neutral,Informative,Neutral
أزمة الوفيات الناجمة عن شبائه الأفيون هي نتيجة مباشرة لسياسة الحظر الغبية والفاسدة.,Medium,Critical,Strong,Angry
عيب تقارن دوري هبلان بجنه كره القدم,Low,Informative,Neutral,Neutral
مفش منه كلام هذا ياما قلنا شكلك دبه ومصرش شي يصير بلوك بعدها,High,Insulting,Aggressive and Disrespectful,Negative
اشرف وانزه من ابوك يا ابن سته وستين زنوه,High,Rude and Insulting,Abusive,Disrespectful and Offensive
هذا كل مايهمكم لعنة الله عليكم جميعا البلاد تغرق وأنتم مشغولين بمواقع التواصل,High,Accusatory,Harsh and Insulting,Angry
عبدالرحمن الغامدي ورقته الرابحه وعمار الدحيم اساسي اهبط يلعن ابوك نادي 🤣,High,Aggressive,Insulting and Offensive,Hostile
وانتم ماذا فعلت عمائمكم يا أحفاد المجوس,Medium,Accusatory,Sarcastic,Contemptuous
هو كدا عرف يربي فعلا شراميط اخر زمن,High,Disrespectful,Vulgar and Offensive,Derogatory
تبغى تعيش في إسرائيل روح انقلع الله يلعن أمك,High,Aggressive,Vulgar and Offensive,Hateful
هيا شوف بنفس الوقت اللي كهرمان قال لسنجار مابغا القصر الهطف ناره سلمت القصر لابوها الا لعنة الله عليكم,Medium,Accusatory,Informal and Aggressive,Hostile
احذفيه لا ادعس على وجهك,High,Commanding,Aggressive and Insulting,Hostile
تركتني عشاني قلتلها انتي دبه بمزح!!,High,Insulting,Aggressive and Disrespectful,Contemptuous
الي متي سيظل العالم صامت على إجرام قردوغان في ليبيا,Low,Questioning,Formal,Concerned
ع أساس هؤلاء ولدوا كفار!! هؤلاء صار لهم مسلمين منذ مئات السنين يا بطبوط,High,Condescending,Insulting and Offensive,Hostile
ليفا ممكن بس ايمبابي؟؟😂😂 عشان سجل هاتريك في برشلونة وكم هدف في هبايل فرنسا!,Low,Casual,Informal and playful,Positive
اجل النجار يسجل علينا الله يلعن امك فريق,High,Aggressive,Insulting and Blasphemous,Hostile
يا بقرة واحنا فين رحنا؟,High,Insulting,Derogatory,Aggressive
أجل، لكن هذا الضراط جون أذكى منك بكثير,Low,Comparative,Assertive,Competitive
ومع ذلك، أعتقد أن هذا هو هوية غبية .,Low,Dismissive,Formal,Negative
ازاي دي مش فاولل يلعن ابوك حكم بقى دي عالخط,High,Aggressive,Vulgar and Offensive,Angry
شفت كيف انك متخلف وقاعد تبرر لمغتصب؟,High,Accusatory,Insulting and Offensive,Aggressive
حبيبي ،،، الله حسيبك ... اذا باعوا ارضهم كان هم اغنى اغنياء العالم يا متخلف ... ايش يج…,High,Insulting,Condescending and Offensive,Contemptuous
ههههههه كول هوا وزحط من هون,Low,Casual,Colloquial,Playful
ههههه ٧٠سنه والاموال والتسليح يرسل لحكومة فلس وياسر عرفات يرفض اي صلح لحتى ماقال له حسني مبارك وقع يا…,Medium,Critical,Provocative,Negative
انتبهي ل كلامك حبيبي لا اجي ادعسك انا,Medium,Commanding,Aggressive,Dominant
بعض الأغبياء لم يعودوا يؤمنون بالسيادة الوطنية,Low,Factual,Neutral,Neutral
ترامب هو كومة قمامة.,High,Insulting,Derogatory,Negative
احمد ربك انا اصحى من النوم المطر يخلص الله يلعنك 💔,High,Insulting,Aggressive and Offensive,Angry
جالس انتظر بلوبي لي ٤ دقايق احتري الناس يدخلون عشان يبدا الماتش ، اخر واحد دخل كان هاك ومعطيه بلوك :) ، يلعن امك من…,High,Aggressive,Vulgar,Angry
مع الاسف حتى كتلنا السياسيه مسترخصه دماء العراقيين حتى مع الارهابيين مساومات لعنة الله عليكم,High,Angry,Aggressive and Offensive,Hostile
اقول لا تحتك بالاصفر الكبير الاتحاد لوحدة كبير والبقية جنبه اقزام,Medium,Dismissive,Sarcastic,Critical
حسنا، تبا، إقضي عليهم إذا.,High,Hostile,Aggressive and Violent,Violent and Vengeful
شهالروج اللي داهنه فيه براطمها استغفرالله بس زيديه ماعليها شرهه,High,Dismissive,Insulting and Offensive,Hostile
كلكم شراميط بس على مستويات,High,Insulting,Vulgar,Derogatory
فقط الكنائس تعطي حماقة على ما يبدو.,Low,Casual,Objective,Neutral
ياعم كس أمك هو إنت ما تعرفش اننا بعتنا زيارات و عاملين جسر جوى و فى مستشفى ميدانى اتعمل يلعن ميتين أمك إبن شرموطة,High,Insulting,Vulgar and Offensive,Aggressive
تقتلوا القتيل وتمشوا بجنازته عليكم لعنة الله,High,Aggressive,Threatening and Violent,Angry
وماذا قدم في مشوار البطولة يا عبقرينوا سوى مباراة واحده كانت هزيمة وحيدة يا جحش ؟ ولكني ساحترمك,Medium,Dismissive,Confrontational and Insulting,Negative
هذا أطول مني ب ٤٦ سنتمتر وأنا أشوف اللي أقصر مني ب ١٠ سنتمتر قزم أجل هذا وش يشوفني🙄,Medium,Mocking,Sarcastic,Jealousy/Insecurity
ليس هجومًا شخصيًا، أنت معتوه حساس.,High,Condescending,Insulting and Dismissive,Derogatory
قزم وانتهى النقااش معك الى الأبد,High,Dismissive,Aggressive,Hostile
خلصوا الناس مالقيت الا فلسطيزي تتناقش معه 🤔,Low,Casual,Informal,Neutral
قطر سحبت مليارين غصب عن خشم بلحه,Medium,Accusatory,Harsh and Critical,Angry
جاء رجل الى حكيم ساله كيف اصبح غنيا؟ فكان رد الحكيم ان رماه بجزمة سكتشر وقال الله يلعن ابوك انا لو اعرف كان ماصرت,High,Disrespectful and Insulting,Aggressive and Derogatory,Contemptuous
فصلوا الكهرباء عن باقي البلد و جيبوا لبيروت كهرباء هل فترة يا عرصات يا منايك يا شراميط يا عاهات,High,Insulting,Aggressive,Hostile
انا اقدر اقول انك لحجية,Low,Neutral,Assertive,Neutral
إذا جاء أي من الأطفال الذين لا يحترمون الديمقراطية، فسيكون ذلك هجرة غبية,Low,Informative,Formal,Critical
إنا نواجه في الدنيا موجة من سائقين عدوانيين جاهلين جاهلين.,High,Accusatory,Confrontational,Hostile
كان هاربر عظيم مقارنة مع هذا المهرج.,Low,Comparative,Neutral,Neutral
عد إلى هنا يا كسول ياشيوعي!,High,Confrontational and insulting,Aggressive,Hostile
اعوذ بالله من قناه العربيه والقائمون عليها يريدون ان يظهروا الناس كلهم كفار كماهو حالهم,High,Accusatory,Aggressive and Insulting,Hostile
لا يهمني قواعدك اللعينة.,Low,Dismissive,Casual,Disregard
وهو قطعة قمامة عديمة القيمة ينبغي أن يزال من منصبه في أقرب وقت ممكن.,Medium,Dismissive,Critical,Negative
تدخل تبغي تشوف كلام الناس وكيف بكو من الفرحه والمواقف تشوف فواتير وشحاذه ونصب الا لعنة الله عليكم,High,Aggressive,Insulting and Condemnatory,Hostile
ببساطة، الأشخاص مثلك يعتبرون من الحيوانات .,High,Mocking,Condescending,Derogatory
الناخبون الأغبياء حقا هنا كيف يمكن تفسير جاستن ترودو على أنه رئيس وزراء ؟,Medium,Disrespectful,Critical and Insulting,Negative
اضحك مع خرافات الرافضة 😂🤣 قال الخميني: سَببُ مُلوحَة مِياه البحرِ هُو بكاء الأسماكِ على مقتلِ الحسين.! 📚|[بحر الأنوار(ص: ١٢٥)],High,Mocking,Derogatory and Offensive,Disrespectful
اسمه إرهابي الكره المصريه يا شراميط,High,Insulting and Derogatory,Aggressive and Offensive,Hostile
هذا السلام اللي تتكلمون عنه ؟ لعنة الله عليكم يا خونة,High,Accusatory,Aggressive and Offensive,Hostile
سويت لاختي بطاقت تخرج وتعبت عليها وبالاخير قالت لحجيه م ابيها وراحت تسوي لنفسها اوكي حبي الله ياخدك😢😢💓💓,Medium,Disappointed,Informal,Hurt and Betrayed
مش ملاحظة انك صايره دبه مره,Medium,Condescending,Informal,Disrespectful
هذا واحد قليل بحقه الحذاء,Low,Casual,Neutral,Mildly Critical
مدرب غبي وسط سيئ ودفاع شوارع,High,Insulting,Negative and Dismissive,Contemptuous
انها وعاء من الروث، وأنت تعرف ذلك .,Low,Informative,Neutral,Neutral
ليه انت ما عندك حمام؟ او بعدك بتعملها تحت الشجرة وبتمسح بالحجرة؟! لما قلت عنك غبي عنجد ما غل…,High,Insulting,Aggressive and Offensive,Contemptuous
انا ليش احب الاتحاد قد كذا يلعن ابوك فريق,Medium,Negative,Informal and Aggressive,Angry
بس مش كل البنات شراميط زيها كدا,Medium,Casual,Slang and Offensive,Derogatory
ستيفن كوك لة بصيرة ورؤية ثاقبة في الشرق الأوسط علشانة لايطيق قردوغان 😂,Low,Casual,Respectful,Positive
أنت تعلم جيداً أنني لم أفعل عمل جاك اللعين .,Low,Assertive,Formal,Defensive
روح كس اختك لا ترجع مرة تانية,High,Aggressive,Vulgar and Insulting,Hostile
قبل أن يتحدث أي منكم مخانيث معارضي حقوق السلاح.,High,Insulting,Derogatory,Hostile
السيسى خطط البحر المتوسط بالكامل علشان يوقف قردوغان على حدوده,High,Aggressive,Confrontational,Hostile
بس ملزم بكل اتفاقيات قردوغان,Low,Neutral,Informative,Neutral
شوفي لا تخليني ادعسك الحين,High,Aggressive,Threatening and Offensive,Angry
لورين، عملية تفكيرك سخيفة.,Medium,Disrespectful,Blunt,Negative
ما ترجع لو كنت مارق من صوب البور مش كان احسن,Medium,Dismissive,Colloquial and Informal,Negative
نحن نلحق الضرر بجميع طبقات مياهنا الجوفية، يا حمقى.,High,Insulting and Condemning,Harsh and Offensive,Angry and Condescending
ان الثورة تولد من رحم الأحزان يا منايك,Low,Hopeful,Respectful and Reflective,Positive
استمتع بكونك جبانا على ما أظن,Low,Sarcastic,Slightly mocking,Slight mockery
تدعمون الحوثي في الخفاء وتدينون في العلن لعنة الله عليكم أين ذهبت مضادت الصواريخ الخاصة بكم إن كنتم…,High,Condemnatory,Aggressive and Blaming,Angry
إنه يعمل مع روسيا للقضاء على أمريكا والمهرجين مثلك جاهلين جدا ليلاحظوا ذلك,High,Hostile,Confrontational and Insulting,Antagonistic
انون حدك على لين انكتمي لا اقتلك,High,Aggressive,Direct and Threatening,Violent
والواحد بعترض ليه وهو مبسوط من شراميط عيلته,High,Insulting,Vulgar and Offensive,Derogatory
انا حرفيا بكيت لمن قالت لي رفيف سالفتها طيب دموعي راحت على الفاضي يلعن ابوك مايضحك انك تاخذين,High,Aggressive,Insulting and Offensive,Anger
جزاك الله خير ي اخونجي بريده,Low,Appreciative,Casual,Positive
انت احول فريقك داج ..بلاش مجامله وتطبيل على الحكم,High,Confrontational,Insulting and Dismissive,Hostile
دوري هبايل ثالث هدافين الابطال التاريخي وش يتميز عنه لوكاكو,Low,Neutral,Informative,Neutral
لعنة الله عليكم، تعتبروننا محتلين، و ترذدوننا ان نحارب من اجل حريتكم؟ ازيدك من البيت شعرا يا غدار,High,Accusatory,Aggressive and Insulting,Angry
الفقراء هم أغبياء مقرفين لا يستحقون الرعاية الصحية أبداً، أليس كذلك؟,High,Disrespectful,Derogatory and Offensive,Contemptuous
ياخوك نمزح بس انت لحجي,Low,Playful,Casual,Light-hearted
ابتلشنه كل ساقط ولاقط قام يفتي ويتكلم عن المجتمع وعن الناس اذا بيئتك وصخه لاتعمم على الناس,Medium,Disdainful,Insulting and Judgmental,Negative
ولماذا بحق الجحيم أي شخص يريد أن يستمع إلى هذا الهذيان ؟,Low,Questioning,Assertive,Cynical
عالا فكرا خوش كيدا عالا ماوقيع الوزاره ، ، فيه حاقا تهيماك صاخصيا ايا وزارا ؟ ال خارقيا يا حمار,High,Insulting,Confrontational,Derogatory
أنا أمريكي قوقازي، وهؤلاء الأغبياء ذوي الرؤوس المدببة الذين يواجهون تحديات معرفية لا يمثلونني بأي حال من الأحوال.,Medium,Dismissing,Derogatory and Superior,Arrogant
يلعن امك انت وشعرك يارب حضور,High,Aggressive,Vulgar and Offensive,Antagonistic
ياربي دخلك ؟ كس اختك واخت هيك ثورة,High,Aggressive and Offensive,Vulgar and Insulting,Hostile
في كثير من الأحيان يريدون فقط أن يثبتوا أفعالهم الغبية,Low,Neutral,Formal,Critical
ربما تحتاج مؤخرتك المفتوحة الى أن تهدأ بعض الوقت,Low,Casual,Informal,Neutral
هذا ما يحدث عندما يرسل الحمقى صبيا ليقوم بعمل الرجال,Medium,Condescending,Critical and Dismissive,Disdainful
كلهم اولاد قحبه تكالبو على فلسطين والاسلام بشكل خاص,High,Hostile,Insulting and Derogatory,Aggressive
ما شاء الله كل دول شراميط,High,Insulting,Offensive,Derogatory
فقط الناس الأغبياء سيعتقدون ذلك,Medium,Condescending,Sarcastic,Contemptuous
أريدكم جميعاً لنفسي، أيتها العاهرة.,High,Derogatory,Insulting and Offensive,Contemptuous
حان الوقت لهؤلاء المهرجين للتقاعد.,Medium,Dismissive,Neutral,Critical
رحت بالغصب بس انبسطت شميت هواء نظيف الله يلعن ابوك ياكورونا,High,Aggressive,Vulgar and Offensive,Angry
يبدو أن قرار زوبيل لا يهم هذا الجاهل.,Low,Dismissive,Formal,Contemptuous
لا تعتب عليه هيدا اسمه ابو صرماي,Low,Admonishing,Informal,Slight Disapproval
مدرب غبي مو عارف يوظف اللاعبين,Medium,Critical,Informal and Insulting,Disrespectful
عنجد هيدا شارون هيدا جماعة شارون لعنة الله عليك يا مجرم يا ابن الحرام لعنة الله يارب تخسر أولادك,High,Accusatory,Vulgar and insulting,Angry
وهل الشريف يسمع لكلام شراميط من هي اليسا,High,Disrespectful and Insulting,Offensive and Demeaning,Contemptuous
هي كانت سليطة جدا على المنصة!,Medium,Negative,Disrespectful,Critical
أنت واحد مليء بالكراهية ياصديقي!,High,Insulting,Aggressive,Hostile
حوثيه و الاستايل بعد لحجي 🤢🤢,Medium,Disgust,Informal,Negative
أحقر جريدة شفتها بهذا الوجود,High,Contemptuous,Harsh and Condemning,Disdainful
والله يا استاذ صلاح انك تستنقص من مكانتك لما ترد على أمثال هذا الواضح من حسابه انه تكفيري ومشبوه,High,Accusatory,Harsh and Condescending,Negative and Disrespectful
اللي يسب القصيم كمنطقه عشان هالبزارين ابن زنوه,High,Aggressive,Insulting and Demeaning,Derogatory
مش باقي خسارة، مش باقي حداد بقا، غضب الناس رح يفترسكم يا شراميط,High,Threatening,Aggressive and Offensive,Hostile
جونز هو مهرج متبجح يعتقد انه يمكن شراء أي شيء يريد، بما في ذلك الشعبية.,Medium,Condescending,Critical,Disrespectful
يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟,High,Insulting and Confrontational,Sarcastic and Offensive,Aggressive
كسم يوفينتوس ياخي فريق كله شراميط,High,Aggressive,Vulgar and Offensive,Contemptuous
كل صحباتي شراميط وما ينطاقون ابد مع ذلك احبهم,High,Disrespectful,Insulting and Demeaning,Negative
الله يلعن ابوك حكم اقسم بالله واضح الفاول جعلك تتمنى الموت ولا تشوفه,High,Aggressive,Insulting and Offensive,Malicious
يرجع نسبة للنبي محمد صلئ الله عليه وسلم من وين من اي اتجاه بلاش كذب يا اولاد الكلب,High,Aggressive,Insulting,Hostile
السبب الوحيد لهذا الغباء هو أنها على أرضها الفيدرالية,Medium,Accusatory,Critical,Negative
أوقفوا التغطية واجعلهم يتعفنون .,High,Commanding,Aggressive,Hateful
إن أكثر الناس لا يكترثون بما يظن هؤلاء الأغبياء النرجسيون .,Low,Dismissive,Neutral,Disdain
هذا الرجل غبي جداً.,Low,Critical,Direct,Negative
مستحيه تقول انها دبه وتفطر بروست,High,Insulting,Disrespectful,Derogatory
كيفيك يا زنجي — انت عارف كم الساعه هسا؟,Low,Casual,Informal,Neutral
اللهم إنا نعوذ بك من الخبث و الخبائث ما بقى غير هالاشكال تملي علينا اوامرها لعنة الله عليكم,High,Angry,Condemning and Judgmental,Hostile
تعبت من أكاذيبك الخسيسة,Medium,Exhausted,Negative and Critical,Frustration
أنت غبيا بما فيه الكفاية لفهم الدعابة.,High,Insulting,Condescending,Negative
لعنة الله عليكم دامك تنشرون الاخبار الكاذبه والرعب بين الناس,High,Accusatory,Harsh and Condemning,Angry
بعيدا عن التنمر والتشمت لاكن شفت البيتموجي حق افنان وكانت دبة !! شلون تجي تتكلم ع الرشيقة هذاي😅,Medium,Mocking,Casual and Informal,Disrespectful
حقيقة انتي وامثالك قحاب لان مافيه احد يدافع عنها,High,Insulting,Offensive and Demeaning,Contemptuous
هو السلام بتاعكم خاص بالصهاينة فقط لعنة الله عليكم وعلى سلامكم,High,Aggressive,Offensive,Hateful
أنا متأكد من أن بعضهم متحيز سياسيًا، وبعضها يغطي مؤخرته ويتظاهر بأنه لا يوجد شيء خاطئ.,Medium,Accusatory,Critical and Judgmental,Negative
ما استغربت لمن عرفت ان الي مسوي المقطع فلسطيزي لأن واضح فيه الحقد والحسد والدلاخة وبعده عن الدين وم…,High,Accusatory,Insulting and Judgmental,Negative
الله يسعدك شوفي الواتس لا ادعسك,High,Dismissive,Casual and Aggressive,Hostile
إنهم يحاولون أن يجعلوك تتغوط في بنطالك كل مرة تسمع أسمهم,Medium,Mocking,Sarcastic,Contemptuous
اصلا غبي اذا يبقى بعد هاي الكارثة .,High,Disrespectful,Negative and Insulting,Hostile
هناك ثلاثة أنواع من الأكاذيب: الأكاذيب، الأكاذيب الملعونة، والإحصائيات.,Low,Informative,Neutral,Neutral
وحده دبه .. تقول؛❗ شايله هم إذا تزوجت كيف أقول له أربعه شاورما؟ ههههههههههه ماشالت هم كيف تنحف 😂😂 صامله الدبه..,High,Mocking and Insulting,Derisive and Humiliating,Derogatory
نحن لسنا أغبياء تماما، نحن نعلم أنها تعمل لدى سي إن إن.,High,Dismissive,Confrontational and Insulting,Hostile
اليوم شفت واحد حاط نفس قطوتي قلت له غيرها لا ادعسك سلامات انا مميزه لحد يحط نفس اسمي تعبت وانا ادور شي مميز,Medium,Confrontational and Defensive,Assertive,Frustrated
لديك أيدي ميتة وباردة.,Medium,Insulting,Harsh and Disparaging,Negative
#قردوغان شايف الخط اللي هناك ده ده الخط الاحمر اللي السيسى عملهولك قوم بص ماتخافش هو قال لو عديت مش لو بصيت 😂 😂😂…,High,Mocking and Derisive,Derogatory and Insulting,Hostile
يا إلهي، ناخبونا يصوتون لبعض الأغبياء,High,Frustrated,Insulting,Disapproving
شكرا أصدقاء تويتر جعلني ما انحرم منكم هديت نفسي اير بودس 😘,Low,Appreciative,Friendly and Casual,Positive
لقم برشلونه فريق متخلف والله,High,Disparaging,Insulting,Hostile
استمر بالبكاء أيها الوغد,High,Hostile,Confrontational and Insulting,Derogatory
مبروك يلا والله عاش نيك ⁦ ❤ ️⁩,High,Sarcastic,Provocative,Insincere
اقسم بالله م قلنا بسم الله يلعن امك نادي,High,Aggressive,Offensive and Insulting,Hostile
لن أصرف دولارا واحدا في تلك بؤرة الجحيم العنصرية,High,Angry,Confrontational and Condemnatory,Hostile
نعم، ألعاب ليغو هي حروب النجوم.,Low,Neutral,Informative,Positive
ابي وحده نتخيل احلى جو نييك نعيش قصه قريبه للواقع الحقيقي ابي وحده خبيره سيناريو بنعيش جو,High,Explicit,Inappropriate and Obscene,Sexually Aggressive
ثورة شراميط وفاجرين وبنات بارات,High,Aggressive,Offensive and Insulting,Hostile
قد تكون كارما مع هذا الحثالة.,High,Aggressive,Insulting,Contemptuous
إنها تبدو في حالة خرائية,Medium,Derogatory,Offensive,Negative
لكن ليس بعض الناس، مثل هذا الأحمق الغني.,High,Dismissive,Insulting,Hostile
لو فعلت ما كنت لتنشر مثل هذه القمامة,Medium,Critical,Disparaging,Disapproving
يسطا قول الحمدلله معاك دوري انا معايا شراميط و معيش 😂,High,Disrespectful,Offensive and Vulgar,Boastful and Derogatory
لحجي مين يلبس اخضر غير مدرس البدنية,Low,Sarcastic,Colloquial,Disrespectful
فقط أحمق، ويبدو أن العالم كله، سيأخذ استطلاع نيك نانوس على وجه القيمة.,Medium,Dismissive,Insulting and Sarcastic,Contemptuous
أنت متخلف في السياسية و لاتفقه شئ عنها .. السعودية والإمارات تحالفهم سياسيا وعسكريا ودبلوماسيا لاي...,High,Hostile,Confrontational and Insulting,Derogatory
ولا عمرنا لعبنا معهم بدون المهازل هذه لعنة الله عليكم بس,High,Aggressive,Hostile and Insulting,Hostile
حطيت نعى ليها ع الواتس دخلوا كل صحابى يقولولى انتى ازاى زعلانه عليها دى كافرة ملحدة و بتشتم فى ال…,High,Accusatory,Confrontational and Disrespectful,Hostile
إقرأ كتاباً أيها المعادي للسامية !,High,Aggressive,Accusatory and Insulting,Hostile
وانتم شو دخل أهلكم في الموضوع لعنة الله عليكم بتحشرو حالك في كل اشي,High,Aggressive,Confrontational and Insulting,Hostile
ربما يجب على هؤلاء النساء أن يقمن بمسيراتهن في السعودية أو إيران حيث توجد مشكلات حقيقية لعينة ضد المرأة.,Medium,Patronizing,Suggestive and Dismissive,Disrespectful
بناته يرتدين ملابس سيئة، وتقييمات برنامجه التلفزيوني السابق سيئة، إلخ.,Medium,Critical,Disparaging and Judgemental,Negative
لعنة الله عليكم يامفبركين يعني الفرش مايحطوه الا للمساجد دون غيرها طيب ياخرنق وملحقات المساجد واذا قد…,High,Aggressive,Offensive and Hostile,Angry
الله يرد كيدهم في نحورهم أحفاد المجوس ويشغلهم بأنفسهم عن بلاد المسلمين…,High,Aggressive,Hostile and Derogatory,Hateful
انا لا أرى الخير هذه الايام، أرى حربا ضروس، لعنة الله عليكم يا صهاينة، يا أعداء الإنسانية.,High,"Aggressive, Hostile",Confrontational and Insulting,Malicious
كل قرار جديد ترفضونه و يصير غصب عنكم مو برضاكم ورفضكم اللي ما أحد درى عنه .. مجتمع متخلف,High,Accusatory and Insulting,Confrontational and Derogatory,Contemptuous
خلعتك ضربة ع وترك الحساس تا فعت هالفوعة؟؟؟ ههههه الله يشفيك يا حمار يا زبالة,High,Mocking and Insulting,Aggressive and Vulgar,Derogatory
خير ان شاءالله زوجك ريح يتزوج عليك وحده دبه 🤣🤣,High,Mocking,Insulting and Derogatory,Hostile
شو بدي قول كس اختك,High,Aggressive,Offensive and Vulgar,Hostile
ههههههه والليرة طاحت بسبب سياسات قردوغان,Medium,Mocking,Informal and Derogatory,Negative
عواش اتخيل شكلك كذا دبه وحلوه😂,Medium,Mocking,Casual and Insulting,Derogatory
كمية مرض موجوده هنا لعنة الله عليكم تحطين ايات وتدعمين الفواحش ي بنت الكلب سرطان يفتق بأدمغتكم,High,Aggressive and Hostile,Violent and Insulting,Animosity
يا اخي البايرن يضغط عليك بكل لاعبينه حتى الأظهرة وواقفين عند منطقة جزائك. وانت يا غبي مصر تبدأ الهجمة بتمريرات قص…,Medium,Frustrated,Confrontational,Annoyed
اجل قحاب يكنسلون رحلتهم يقولون مطفر 🤣,High,Derogatory,Offensive and Insulting,Disdainful
بلد يسمح للمجوس الأيراني أن يقيم على ارضه هوى على خطر عظيم لأن هذه الفئة الضالة من المجوس اعداء الأسلام والمسلمين والعرب عمومًا,High,Hostile,Offensive and Discriminatory,Strong Prejudice
القرف يخرج من المؤخرة.,High,Vulgar,Offensive,Disgust
يلعن ابوك كيف كذاب الكويت قدمت لهم دعم عن طريق الهلال الاحمر الكويتي,High,Aggressive,Insulting and Accusatory,Hostile
الكثير منهم حثالة ويجب أن يتم طردهم من المجتمع.,High,Aggressive,Offensive and Demeaning,Hostile
سؤال بسيط كيف تقوله يلعن امك رغم انكم من نفس ام ؟,High,Aggressive,Offensive and Insulting,Hostile
كانت احتفلت معهم يا حكم الله يلعن امك,High,Aggressive,Insulting,Hostile
