Sentence,Toxicity Level,Tone,Language,Implied Sentiment
La justificación pedorra JAJAJAJ mejor no te defiendas 🤣🤣,Medium,Mocking,Mockery and Sarcasm,Dismissive
Pero siguen estando ahí y recibiendo subvenciones de la ilesia y del estado FASCISTA,High,Accusatory,Confrontational and Disparaging,Angry
"Queremos más dominicanos y más moros, Sánchez trae más.!!!!",Medium,Sarcastic,Combative,Negative
solo 4? maldito hijo de puta fascista,High,Aggressive,Aggressive and Insulting,Hostile
por favor dejad en paz a mi amiga la subnormal de mierda,High,Aggressive,Insulting and Offensive,Hostile
"Y una mierda. Vox dice fuera a la inmigración ilegal que comete delitos, y de ahí no pasa.",Medium,Defensive,Emphatic with strong opinion,Controversial
¿A qué puta perra hora suben el link de #HTGAWM?,High,Aggressive,Derogatory and Offensive,Angry
Trump provocando como un macarra de pacotilla   vía,Low,Sarcastic,Casual,Critical
"me parto eh jaja es que vaya subnormal enserio, esta sobrevaloradisimo este actor.",High,Mocking and Insulting,Colloquial and Offensive,Derogatory
"Otro día de mierda, en éste mes de mierda, de éste año de mierda",High,Negative,Vulgar,Frustration and Despair
ME JUEGAS PUTO RETO O COMO VA LA COSA PUTO RETRASADO,High,Aggressive,Profane and Insulting,Hostile
Putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya,High,Angry and Insulting,Aggressive,Hostile
Ya te he respondido subnormal,High,Insulting,Aggressive,Hostile
"Tranquilízate tú, ya que se supone que eres analista deportivo, no comediante o payaso, aunque a veces parezca lo contrario.",Low,Assertive,Firm and Direct,Chiding
La puta que frustración .,Low,Frustrated,Informal,Negative
"Lee mongolo, lee. Deja de dar pena",High,Insulting,Offensive,Hostile
¡Es que hay zumos y zumos!,Low,Excited,Casual,Neutral
"Sólo me hacen encabronar, no debemos nada a Centroamérica ni los invasores para regalarles dinero.",Medium,Defensive,Assertive,Defiant
Fuentes del gobierno me comentan que hay que aumentar el altavoz para llamar a que vengan mas a intentarlo,Low,Neutral,Formal,Neutral
"Y los mejores, y los más valientes. La vieja dixit",Low,Positive,Neutral,Praise
Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA Puto retrasado #TierradeNadie10,High,Mocking and Insulting,Aggressive and Derogatory,Hostile and Offensive
jaja eso es mejor que ser maricon o comunista,Medium,Flippant,Casual,Disrespectful
Lo que está claro es que ha llegado un ladrón menos.,Low,matter-of-fact,Neutral,Neutral
Jueves con J de mierda,Low,Disdainful,Colloquial,Negative
"Ahí ahí, protegiendo a tus niños. A los mejores. ¿A cuantos tienes metidos en casa?",Low,Casual,Informal,Ribbing/Teasing
nonono este 2020 se anda pasando de verga,Medium,Frustrated,Informal,Negative
Los mierdas de ABC haciéndole campaña al Fracking.,High,Disparaging,Vulgar and Offensive,Negative
¿a que sigues los pasos del poeta maricon?,Medium,Confrontational,Insulting,Hostile
Dale la vuelta a la camiseta y tienes el 6 del 6-1 de la REMONTADA MAMÓN!!!,Medium,Aggressive,Casual and Provocative,Hostile
"Solo vienen los mejores, los más valientes",Low,Positive,Encouraging and Supportive,Praising
En el fondo me alegro por el subnormal de Emery.,Medium,Sarcastic,Casual,Negative
hijo de puta subnormal cabeza de polla gilipollas mental zoquete,High,Insulting,Vulgar and Offensive,Aggressive
Gobierno de mierda,High,Hostile,Vulgar and Insulting,Negative
VIEJA PAYASA....................................... APARTA TU MIERDA DE MI MIERDA..................................... NO ME SEAS LOCA,High,Aggressive,Insulting and Disrespectful,Hostile
Por que chingado los de Facebook tuvieron que hacer otra app para poder contestar mensajes 😡,Medium,Frustrated,Emotional and Informal,Angry
Nose que esperan para cerrar toda esa mierda,Medium,Negative,Informal,Frustration
"A los machistas no les da miedo el feminismo, (muy machos ellos). Simplemente lo desprecian,.¡Imbéciles!.",Medium,Disdainful,Sarcastic,Critical
Como puede ser un icono feminista una facha como ella?? 👀 estamos locos o qué?,Medium,Questioning,Sarcastic,Disbelief
"Basta ya hijos de las mil putas. Estáis agotando a la Afición, lo único digno que queda en el club.",High,Aggressive,Vulgar and Offensive,Angry
"Para el podemitariado y los lobotomizados del noreste español, Cristina Pardo también es facha.",High,Insulting and derogatory,Confrontational,Hostile
Me confirman por aquí que mi padre es subnormal.,High,Disrespectful,Insulting,Derogatory
Mire la saga de 50 sombras de Grey...casi todo eran.lectoras...les va el.morbillo no lo.nieguen,Low,Casual,Casual and Informal,Playful
"This. Que puto asco de respuestas, sois repulsivos",High,Dismissive,Vulgar and Insulting,Hostile
"Solo la fe, el dogmatismo y la estupidez te pueden hacer votar a un elemento como este #SanchezVeteATuCasa",High,Dismissive,Confrontational,Hostile
Hay un puto subnormal pitando en mi calle todo el puto rato,High,Aggressive,Vulgar and Offensive,Angry
Dios mi madre es subnormal en serio,Medium,Disrespectful,Insulting,Negative
Un caracol inválido es más rápido que esta internet de mierda,Low,Casual,Colloquial,Negative
Aquí lo acogemos con los brazos abiertos y le damos una paguita vitalicia.,Low,Positive,Welcoming and Generous,Supportive
"tienen cojones pero huyen para que otros les REGALEN LA VIDA, un poco contradictorio no?",Low,Conversational,Casual,Slightly Critical
"Pero que putas, maldita tensión rara entre Jaime y Brandon #GameofThrones #JaimeLannister",High,Aggressive,Vulgar and Offensive,Disdainful
Creo que deberían explotar este país de mierda,Medium,Aggressive,Negative and Disparaging,Angry
El tonto de FC. ¿Con el PP no se podía abortar?,Medium,Mocking,Sarcastic,Disrespectful
Quien putas es Juan Sebastián?,Medium,Interrogative,Casual and Vulgar,Disrespectful
"ha habido 6, no 5, 6.... Guti Guti Maricoooon, Maricoooon Maricoooooooon",Medium,Mocking,Informal,Joking
"Y lo dice un mongolo que se está forrando en la democrática Catar, para el parné no tiene problemas democráticos",Medium,Dismissive,Sarcastic,Mocking
"Lo que no se es como no pone varias lineas de ferry, 2500 pavos cada uno y llenan.",Low,Neutral,Informative,Neutral
" pin pon , todos los rojos delincuentes en sus ejercicio  ..",High,Disrespectful,Derogatory,Negative
Ya empiezan los sinvergüenzas..  No faltes al respeto Rumano de mierda..,High,Hostile,Insulting,Aggressive
"Que algún shur se ofrezca a llevarlos gratis, no vaya a ser que el precio sea un impedimento para nadie",Low,Concerned,Polite,Helpful
JAJAJAJAJJA Hostia puta que bueno JAJAJAJAJAJA,High,Mocking,Vulgar and Offensive,Derogatory
Tantos les cuesta entender simios de mierda,High,Insulting,Confrontational,Derogatory
"Mejor obedecer a Soros que ser como VOX , el lacayo de Vladimir Putin ",Medium,Comparative,Analytical,Disdainful
SALVEMOS A ESE ANIMAL DE LAS GARRAS ASESINAS Y FASCISTAS YA,High,Urgent and Aggressive,Emotional and Radical,Angry
"Perdón, que elite de mierda",Low,Sarcastic,Informal,Disapproval
"Israelitas, chinos, moros, culés... así estaba el Bernabéu ese día, que daba entre pena y asco.",Medium,Negative,Derogatory,Disdainful
menudos fachas xDDDDDDDDD HIJOS DE PUTA,High,Insulting,Aggressive,Hostile
Segurola es un subnormal desde el minuto 1.,High,Insulting,Derogatory,Disrespectful
Empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es más subnormal.,Medium,Critical,Sarcastic,Mocking
"Debería darte vergüenza ofender las creencias de otras persona, intolerante fascista.",High,Condemning,Critical and Insulting,Hostile
Celebrando mas feliz una victoria del Barsa que una del Sevilla... Este subnormal no me representa como sevillista,Medium,Disdainful,Critical and Disparaging,Negative
ahora ser liberal es de retrasado? pues eres un poco hipocrita y tonto amigo,High,Confrontational,Insulting,Negative
¡Ese es mi Trump! 🇺🇸Que vean la galamierda los giligoyas y rojeras de los veinte duros ¡A mamarla!,High,Aggressive,Insulting and Confrontational,Hostile
Que arrechera esta economía de mierda,Medium,Frustrated,Vulgar,Negative
Pura supervivencia. Me pones en riesgo? Te mato.,Medium,Threatening,Direct and Menacing,Aggressive
"Así actúa la propaganda de la izquierda, como cualquier rancia dictadura",Low,Neutral,Formal,Critical
"Los mejores, los más valientes y preparados.",Low,Positive,Formal and Admirative,Admiring
"Te quisiste Imponer Malparido INDIO ESCORIA 👈No Pudiste, La reunión va  En la OEA.",High,Insulting,Derogatory and Offensive,Contemptuous
Yo quería ser main puta pero listisima para lo que se viene,Low,Casual,Informal,Neutral
"lo que es curioso es que todos los imbeciles que llevan bandera podemita demuestra ser imbecil,con nota",High,Insulting,Confrontational,Derogatory
"Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda, asquerosos oportunistas 🖕👎",High,Angry,Insulting and Disrespectful,Hostile
Luego si empiezan a aparecer los cadáveres de esta basura alguien se echara las manos a la cabeza.,Medium,Negative,Strong and Critical,Disdainful
Manda cojones que nos meta gol el subnormal de Paco Alcácer....,High,Offensive,Insulting and Aggressive,Angry
"En 2013 Dalas ya se sabía que era retrasado, que cojones?!",High,Insulting,Aggressive,Derogatory
Luego se queja Neymar... valiente subnormal.,High,Dismissive,Insulting,Derogatory
Los canis del 2000 y posteriores son aún más gilipollas que los anteriores.,Low,Informative,Casual,Negative
"Viene a currar como el que mas, se le ve",Low,Neutral,Casual,Neutral
"6 años ha tardado en mostrarse el tarado mental más grande, bravo 👏",High,Insulting,Critical and Derogatory,Negative
ya ves además a los policías nazis que tendrá esa en el whatsapp… como para creerse algo.,Medium,Sarcastic,Casual,Disbelief
"Son nuestros niños... ah no, que uno tiene 41 años. Da igual, son nuestros jóvenes.",Low,Casual,Casual,Neutral
"En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted puta idea de escribir.",Medium,Critical,Assertive,Negative
Por desgracia aún no entregan Goyas por el simple hecho de ser subnormal. Deberían empezar,Medium,Critical,Assertive,Judgmental
A saber cuantos imbéciles recibieron dinero y sin hacer una mala película siquiera.,Medium,Disdainful,Sarcastic,Contemptuous
"No se si me seguirá alguien católico, si es así, siento que seas tan ignorante.",Low,Uncertain,Formal,Disapproval
Cosas que me regala mi encargado marica diciéndome que es el minion de las BOLLERAS:,Low,Informative,Casual,Neutral
Sin duda y durante los próximos meses con un email solucionan si no les llega,Low,Neutral,Formal,Neutral
"Haz que pase ya Pedro por Dios, porque a mí se me está haciendo eterno.",Low,Impatient,Assertive,Frustration
"Será puerta abierta , inútiles fascistas embusteros miserables,no?",High,Hostile,Aggressive and Insulting,Contemptuous
eso que llamas político del no es un político es un ¨miserable profesional¨.,Medium,Disparaging,Critical,Strong Disapproval
A esosmoros hay que echarlos pero ya.O los politicos hacen algo o la gente tendra que actuar,High,Urgent and Aggressive,Forceful and Discriminatory,Hateful and Violent
"Tu lo que eres es subnormal, punto.",High,Insulting,Aggressive,Contemptuous
Quien putas está RT esa mierda ?,High,Aggressive,Vulgar and Offensive,Angry
no soy del Celta subnormal. Ves como eres retrasado...,High,Insulting,Hostile and Offensive,Derogatory
"Si ese magrebi hubiera estado en su pais, podriamos haber evitado ese hecho.",Low,Fact-based,Neutral,Informative
Y el mamón se vuelve a París con dos palmos de narices,Low,Neutral,Casual,Neutral
"ese tío no es un delicuente, en su cultura mayormente está admitido, lo que es, es un hijo de puta",Medium,Disparaging,Informal,Negative
Si fuese verdad se lo estaría pagando el gobierno y les darían una paga para que no tengan problemas económicos.,Low,Analytical,Neutral,Informative
pues con lo puto retrasado que eres podría ser,High,Disrespectful,Vulgar and Offensive,Derogatory
"Cortocircuito buenrrollista, pobres inmigrantes vs chica atacada sexualmente.",Medium,Contrasting,Neutral,Neutral
"callate ya, subnormal, admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo, penosa.",High,Condescending,Insulting,Aggressive
"Que asco da la gente homófoba, COMENTO. — MUCHO ASCO",Medium,Disgust,Strongly Opinonated,Negative
Nunca sean así de mierdas.,High,Aggressive,Insulting,Contemptuous
Cómo me alegro de la remontada por todos los madridistas insoportables y por el subnormal miarma de Emery!!,High,Insulting,Derogatory,Negative
"Si controlan mucho porque son dictadores, si no controlan son pelotudos.",Medium,Dismissive,Casual,Negative
"Potencialmente Sánchez es el que más daño puede hacer, primer psicopata que llega a ser presidente en España.",Medium,Negative,Serious and Critical,Critical
"se tiene q ser subnormal profundo, pero como dice este es la nueva manera de hacer periodismo. Pues ala",High,Dismissive,Confrontational and Insulting,Negative
"Yo lo se, los mismos fascistas corruptos ladrones que estan acabando con la Civilización en la Tierra",High,Accusatory,Aggressive and Condemning,Angry and Frustrated
Jajajajajaja que Martin de mierda,Medium,Mocking,Casual and Insulting,Negative
"Donde esta el venezolano de mierda, donde",High,Aggressive,Insulting and Offensive,Hostile
"Lista Allanamientos, persecución y exilio: la aberración de ANC contra diputados",Low,Informative,Formal,Critical
Por encima de la libertad de expresión está la libertad de callarse para no decir gilipolleces sin sentido,Low,Assertive,Neutral,Rational
Ya decía yo que veía menos moros,Low,Casual,Informal,Neutral
"Desde que los nazis falsificaron billetes en los campos,este es el peor ataque a la economia de un pais",Low,Informative,Formal,Negative
"Estos fascistas de la oposición venezolana, y sus achichincles en España, tienen la suerte de que no somos como ellos.",Medium,Accusatory,Critical and Aggressive,Hostile
Que red social de mierda,Low,Disdainful,Vulgar,Negative
"Cogiendo el testigo de su colega,el mongolo Roncero. Vaya paga que tienes,carajaula",High,Insulting,Derogatory and Offensive,Disrespectful
"a la mierda directamente, OKUPAS en el gobierno.",High,Aggressive,Insulting and Disrespectful,Hostile
"Este va para casa de que politicucho? ya esta adjudicado, o se lo rifan?",Medium,Questioning,Sarcastic,Skeptical
"Hable como Hernández, ya sabemos que podes hablar mierda en ese canal, NARCO ¿Seguridad?",Medium,Dismissive,Confrontational and Insulting,Hostile
Ahora me leo la secta que seguro que amplian información,Low,Neutral,Informative,Neutral
"Vaya, el VOXtarra guardia que se da por aludido.",Low,Dismissive,Casual,Neutral
Disney se está riendo en vuestra puta cara,Medium,Mocking,Informal and Vulgar,Disrespectful
Buena gente acogemos en nuestro país. Traen lo mejorcito de la cultura de su país.,Low,Appreciative,Polite and Welcoming,Positive
Quien me mando a hacerme este aro de mierda 😭,Medium,Frustrated,Informal and Vulgar,Regretful
Tengo algo mejor que una pata de conejo.,Low,Neutral,Casual,Positive
te he respondido 2 veces como un subnormal xDDDDDDDD,High,Dismissive,Confrontational and Insulting,Hostile
"Me baje la discografia de Jeffree Star porque me representa: Una mierda, pero fabulosa.",Medium,Sarcastic,Pejorative,Insulting
Hay que ser muy cara raja de pedir paz si no hay justicia,Medium,Accusatory,Colloquial and Derogatory,Critical
Estamos de acuerdo que el tereré le rompe el orto al mate?,Medium,Informal,Vulgar,Comparative
Y acaba de cagar... DONDE NO TIENE QUE HACERLO!!!!!!!!!!,Medium,Aggressive,Confrontational,Frustrated
Mis ganas de seguir se están yendo a la mismísima mierda.,Medium,Frustrated,Vulgar,Negative
Después de estos días te llamarán el Leñador: Palo q ves palo que tumbas,Medium,Jovial,Informal,Teasing
"a juzgar de las músicas new age que clavaron los vecinos, los hospis están posta de ayahuasca.",Medium,Dismissive,Sarcastic,Criticizing
"Che cuando sea presidente , se van a querer cortar un huevo jajaja!",Medium,Mocking,Informal and Provocative,Derisive
Por todos nuestros compañeros que se han suicidado con esta carrera de mierda 😔😔,Medium,Sad,Vulgar and Emotive,Depressing
A mi algunas veces se menstrujan los huevos con los vaqueros ajustados.,Medium,Informal,Crude and Vulgar,Discomfort
Storm es una hijaputa de cuidado.,High,Aggressive,Insulting,Hostile
se ve como una mierda la foto perooo,Medium,Critical,Insulting,Negative
estoy tan hasta la polla que cada dia me la suda todo un poquito mas,Medium,Frustrated,Vulgar and Informal,Indifferent
BBC le hace un trolleo épico,Medium,Mocking,Informal,Negative
yo no entiendo como les puede gustar este frio de mierda,Medium,Frustrated,Vulgar,Negative
sisi una cagada q nosotros estemos en 40tena hace mil meses pero hay países q no ?,Medium,Frustrated,Informal and Profane,Resentful
LO LINDA QUE ES NUESTRA CHOMBA LA PUTA MADREEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,Medium,Exclamatory,Colloquial and Profane,Excited
😂😂😂😂 este hijueputa como sueña.,Medium,Mocking,Informal and Insulting,Disdainful
Ojalá nadie compre ni mierda.,High,Aggressive,Offensive,Malicious
"Y alguien puede pedir que John Constantine lo interprete el pato Donald, pero eso no significa que tenga sentido.",Low,Humorous,Casual,Neutral
"Y quien dice que no los ayuda, chavalin????????????",Medium,Belittling,Confrontational and Dismissive,Disrespectful
Que buena es una puta pasada de serie #ARDEMadrid,Medium,Informal,Vulgar,Positive
no se haga el marica con esa ridiculez de trino.,High,Ridiculing,Disrespectful and Insulting,Contemptuous
Que manera de cagarla wacho 😩👎🏼,Medium,Critical,Casual and Slang,Disappointment
"tengo una intensidad al extrañar a candela, pk mierda esta lejos?",Medium,Frustrated,Informal and Vulgar,Distressed
Fav si fuiste al Western a comer pizza y terminaste ebrio :(,Low,Light-hearted,Casual,Nostalgic
el chico este no tiene contacto ?COÑO luego el AT Madrid amenazas con denuncias,Medium,Frustrated,Aggressive and Accusatory,Dissatisfied
"bueno, también será porqué nada cabrea más a un ultranacionalista que otro nacionalismo intente violar su integridad territorial.",Medium,Sarcastic,Critical,Hostile
lo puto guapa que va hoy Natalia??????,Medium,Aggressive,Vulgar,Condemning
La cancion agua es la mamada,Low,Casual,Colloquial,Positive
"La cagada de siempre retrocer la pelota pasado ya el medio, que puta crj",High,Frustrated,Vulgar and Insulting,Displeasure
Ganale al que no gana una copa la puta que te parió 😂😂😂,High,Mocking,Derogatory and Insulting,Hostile
Deja de molestar xq te voy a mandar al jefe q Te pegue gil,High,Threatening,Aggressive and Insulting,Hostile
Que muchos pelotudos habitan esta aldea,Medium,Frustrated,Derogatory,Disdainful
como salgamos del corona virus y luego nos mate un meteorito me voy a cagar en todos los dioses,Medium,Frustrated,Irreverent and Aggressive,Exasperation
MEDIA HORA PARA ESCRIBIR ESTA MIERDA ESTUVO AMY,Medium,Frustrated,Informal and Vulgar,Annoyance
Este si que es un verdadero chupasangre del dinero de nosotros.,Medium,Judgmental,Accusatory and Disparaging,Contempt
"QUE TE DIERON DE COMER CUANDO CHICO, MIERDA?",High,Aggressive,Insulting,Hostile
Nunca en mi puta vida me va a pasar,Medium,Frustrated,Vulgar,Negative
Ese señor no es Colombia no sea idiota.,High,Aggressive,Insulting,Disrespectful
Bueno nojoda que pasa aqui pues?,Medium,Frustrated,Informal and Vulgar,Annoyed
"este internet q anda del orto, nunca más me llego un mensaje tuyo",Medium,Frustrated,Casual and Vulgar,Annoyance
"Mierdación como escriben de mal los titulares, el encabezado, el primer párrafo.",High,Criticizing,Crude and Disparaging,Disdainful
dios podes hablar bien la concha de tu madre,High,Aggressive,Vulgar and Insulting,Hostile
"cuando a la derecha rancia le recuerdan lo rancia que son ,siempre sale algún pepero rancio con pelazo quejándose",Medium,Critical,Mocking and Insulting,Disparaging
Gran zasca al bolivariano Jordi Caca Évole,High,Derogatory,Confrontational and Insulting,Hostile
k stoy haciendo con mi putavida mencantaria saberlo,Medium,Frustrated,Vulgar,Confused
"#SpainIsAFascistState ,cuanto nos queda por limpiar en este pais lo copan todo hasta las televisiones",High,Aggressive,Accusatory and Provocative,Hostile
Contigo el pedo se hizo agresivo rápido.,Medium,Accusatory,Confrontational,Negative
"Como dice el preclaro compañero Aníbal, sencillo fan asco.",Medium,Disapproving,Insulting,Disdainful
Lo puto guapas que van todas hoy??????,Medium,Disrespectful,Profane and Objectifying,Negative
"Udec culia se demoran ene en sus trámites culiaos, vale pico!",High,Frustrated and Disrespectful,Profane and Aggressive,Very Negative
"ERA PARA QUE VAYAS A COMPRAR MANDARINAS EN JONATHAN, NO A CANTAR CON LA CAZZU.",Low,Disappointed,Reprimanding,Displeased
"JAJAJAJAJAJ qlq valeeee, maldito muchacho mongolico.",High,Derisive,Insulting and Offensive,Hostile
Aaaah que no me habla la cabrona.,Medium,Frustrated,Casual and Offensive,Annoyed
Hay qur ser bien CTM para andar tirando molotovs en cualquier lugar,High,Aggressive,Profane and Condemnatory,Hostile
"Ya es dia 9:  Mira, , eres imbécil. Un imbécil muy listo que quiere sacar tajada de ridiculizar el feminismo.",High,Aggressive,Insulting and Derisive,Hostile
No sabe ni nada el cabrón xDDDDDDDDDDDD!!,Medium,Mocking,Informal and Insulting,Derisive
Hoy m pongo empedo o ke?💃🏼,Low,Casual,Informal,Playful
Pero como yo estoy solo que no llueva ni mierdaa,Medium,Frustrated,Colloquial and Vulgar,Annoyed
y si sigo durmiendo y le dan x culo al trabajo???,Medium,Disrespectful,Casual and Rude,Dismissive
Putas que me hace reir este huaso bruto del Prudencio #AquelarreTVN,High,Derogatory,Vulgar and Insulting,Disrespectful
PDT: Hoy todo el mundo comentado con #RepescaHugo porfa.,Low,Neutral,Casual,Friendly
me paso de pendejo neta,Medium,Self-deprecating,Colloquial and Vulgar,Frustration
Matemáticas me va a coger siempre?,Medium,Frustrated,Colloquial and Informal,Defeated
Me acabo de acordar de que el otro día le dije 'No boludo!',Medium,Casual,Informal and Insulting,Negative
#CepedaDestruyoPruebas eso es mucha rata tan hijueputa.,High,Aggressive,Insulting and Derogatory,Hostile
"Partido de los llamados feos, de los de no poder cometer el mas minimo fallo, concentracion y desgaste.",Low,Neutral,Informative,Neutral
Que coño tiene oculto el hermano de este ahora????,Medium,Curious and Aggressive,Informal and Vulgar,Suspicious
Que cancion pedorra no la banco masaaaas,Medium,Dismissive,Casual and Disparaging,Disgust
me encanta la puta UNION que hemos tenido todo Twitter para hacer favorita a Maria #OT18Gala4,Low,Positive,Casual,Supportive
"AHHHHHH POR ESOOO TE VAS, MALDITAAAA😡🤬",High,Aggressive,Confrontational and Insulting,Angry
A esos mamertos ifueputas hay que darles es duro y donde más les duele.,High,Aggressive,Violent and Insulting,Hostile
"No es la música kpop, son las armys que a mucha gente les da por las pelotas.",Medium,Frustrated,Informal and Slightly Offensive,Irritation
Un me suda la polla suele esconder un me duele,Medium,Dismissive,Vulgar and Dismissive,Indifferent
Que alguien me explique que mierda hice xq ni yo entiendo,Medium,Frustrated,Informal and Crude,Confused
Te podes mandar todas las cagadas del mundo pero te voy a elegir a vos siempre,Medium,Reassuring with Underlying Criticism,Colloquial with Vulgar Elements,Mixed
crush mi boca no se va a besar sola no se a que cojones esperas,Medium,Impatient,Direct and Informal,Demanding
No querer culear con cualquiera.,Medium,Dismissive,Informal and Vulgar,Negative
Yo el culo asiq juntemos Plata,Medium,Crude,Informal and Vulgar,Disrespectful
Putos oídos tenían un tiiiiiiiiiiiiiii hijoeputa casi muero,High,Aggressive,Insulting and Profane,Angry
En ves de estar debatiendo ayudas para el pequeño y mediano empresario estamos con la gilipollas del luto oficial.,Medium,Dismissive,Disrespectful and Insulting,Frustrated
"Hijos de puta, encima el pulgar, yo directamente los expulsaba o les prendía fuego",High,Aggressive,Insulting and Violent,Hostile
"She-ra, temporada 4: todo se va a la mierda.",Medium,Negative,Informal and Vulgar,Frustration
Por que le pinche molesta a mi papá que me levante a las 2 de la tarde ?,Medium,Frustrated,Informal and Mildly Offensive,Annoyed
estos personajes cometieron un crimen y se rajaron... refugiados las bolas,High,Mocking,Derogatory and Insulting,Contemptuous
Tienen de CM al hioputa de Mr Wonderful,High,Aggressive,Vulgar and Insulting,Derogatory
no os da como puta rabia que gente asquerosa tenga pareja y vosotros no?,High,Aggressive,Confrontational and Insulting,Resentful
Creo que empezaré una relación seria con la comida y me importa una mierda si me engordo más.,Medium,Flippant,Casual and Crude,Defensive
"Espejo Público y Susana Griso, portavoces de fascistas.",High,Accusatory,Defamatory and Offensive,Hostile
"Lo que indigna más son los llantos fariseos, las declaraciones hipócritas, las amenazas furibundas... todo para que todo siga igual...",Medium,Critical,Accusatory,Discontent
"Porque estamos esperando a que subas tú, mamón.",Medium,Sarcastic,Confrontational and Insulting,Annoyed
Que no me aconseje nadie coñazo que me lleve el diablo a mi,High,Aggressive,Rude and Offensive,Hostile
no tengo los suficientes ovarios para decirte el polvo que te echaba,Medium,Vulgar,Offensive and Explicit,Disrespectful
😂😂😂😂😂😂 este ose se la mandaaaa 😂😂😂😂😂😂 nose si se duerme x el olor a chivo o qe😂😂😂,Medium,Mocking,Colloquial and Teasing,Derisive
Hacia una segura coalición con el infierno marchamos ¡¡aqui nos hundimos!,Medium,Pessimistic,Dramatic,Despair
Camila con celos y yo cagada de la risa porque súper x 🤷‍♀️,Medium,Mocking,Casual and Insulting,Derisive
los que no entendéis la ironía y las coñas llevadas al extremo moláis 0 hermanus,Medium,Sarcastic,Disparaging,Mocking
Toca coger la circunvalar pero por los pedacitos de bajada.,Low,Neutral,Informal,Neutral
Pq chucha no puedo dormir con calcetines!!,Medium,Frustrated,Informal and Vulgar,Annoyed
"Se picoooo esta mierda, TE AMO IARUUUU",Medium,Excited,Colloquial and Vulgar,Mixed
Tan fácil echar culpas al gobierno y usted no hacer un culo.,Medium,Accusatory,Blunt and Informal,Frustration
"Algo le habrás dicho, el mongolo no bloquea por bloquear.",High,Insulting,Derogatory,Disparaging
Confirmado merezco el al infierno jajaja,Medium,Self-Deprecating,Casual,Negative
Igual te puedo cagar a piñas y después te rasco,High,Aggressive,Violent and Threatening,Hostile
"Y el otro subnormal se pira de casa por que si, a ver que mierdas hace por la calle.",High,Hostile,Insulting and Aggressive,Contemptuous
#APetroLeDigo que es un teterahijueputa.,High,Aggressive,Coarse and Insulting,Hostile
"Wooooowwww premio a mejor hilo sin duda, pinché decálogo de lo más pendejo",High,Sarcastic and Insulting,Derogatory and Dismissive,Disdainful
Pinche Guanajuato ya no seas tan conservador.,Medium,Disapproving,Casual and Insulting,Critical
"dioss m da verguenza cuando comentan eso,, se quedaron en 2018",Low,Disapproving,Colloquial,Negative
Bad Bunny qlo como mierda dice que no va a salir nunca la canción con Zion y Lennox 😨,Medium,Frustrated,Colloquial and Aggressive,Disappointed
un día m tienes comiendo d tu mano y al otro pasando d tu puta cara,Medium,Aggressive,Vulgar and Confrontational,Frustration
#TN Felicito al gobernador Morales por encerrar a los estúpidos!,High,Aggressive,Insulting,Contemptuous
"Amores bellos, si tienen algo lindo con una persona, ¿por qué insisten en cagarse todo metiendo terceros a la relación?",Medium,Confrontational,Casual and Vulgar,Frustrated
Yo de periodista hacia rato lo habría mandado para la mierda hace rato,High,Aggressive,Confrontational and Insulting,Hostile
Mi culo se mueve solo,Low,Humorous,Colloquial,Neutral
"Yo pensaba que Cam4 era un restaurante, ahora entiendo todo, maldita sea.",Medium,Irritated,Frustrated,Displeasure
La Corte y nada la misma huevonada,Medium,Frustrated,Informal and Insulting,Disdainful
"pero cerra el orto, que te pensas que los mato yo a los animales, o que los matan por diversión?",High,Aggressive,Insulting and Confrontational,Defensive and Hostile
me apetece dormir en un hotel con alguien y por la mañana pornernos hasta el culo de comida,Low,Casual,Informal,Positive
- ¿Estarías con un chico con coño?,High,Provocative,Vulgar and Offensive,Disrespectful
Me he sobao y me he perdido el ridículo del Valencia,Low,Casual,Informal,Slightly Negative
Aparece cuando quiere la yeguaaa,Medium,Derogatory,Disparaging,Disrespectful
Que puta... como se nota que mario ferreiro está sin laburo.... cortenle el tw,High,Derogatory,Offensive and Disrespectful,Disparaging
"Good, mute him AMARGADOS DE MIERDA, es un puto genio.",High,Aggressive,Confrontational and Insulting,Hostile
soy una puta gorda y solo quiero ir a las cenas/comidas de Navidad para comer y engordar 14kg,High,Self-deprecating,Vulgar and Offensive,Negative
Definitivamente para ir a mall o andar por Santiago hay que tener un water del año 90 y bien oxidada.,Medium,Sarcastic,Casual and Derogatory,Critical
"los mas valientes, los mejores, los mas preparados vienen a pagarnos las pensiones daga en mano",Medium,Sarcastic,Cynical and Hostile,Unwelcoming
soy una sensiblona x muchos cojones q tenga,Medium,Self-deprecating,Vulgar,Negative
Pollo de mi vida haceme pollitos la puta madre!!!,Medium,Aggressive,Vulgar and Insistent,Demanding
Hoy día la ley de memoria histórica considera a esta víctima del Frente Popular un golpista.,Medium,Accusatory,Formal,Critical
