Sentence,Toxicity Level,Tone,Language,Implied Sentiment
አንተ ደንቆሮ የጠንቋይ ልጅ ጠላታችን እንደሆንክ ኣስተምረን እንነቃቸዋለን።,High,Aggressive,Threatening and Insulting,Hostile
እኔን ጨምሮ ሰዉ ሽመልስን ማየት አይፈልግም ግን ለዓይናችን የበዛው እሱ ነው,Medium,Negative,Critical,Disapproving
?? ኧረ ኡኡኡኡኡኡኡኡ አንች ክፉ ገመናዬን ገመናዬን ሌላ ነገር ነው የሚመስለው ??,Medium,Disparaging,Disrespectful,Negative
መረጃው ካለህ ለምን አትለቀውም አንተ ቀዳዳ ወዲ ሸርሙጣ,High,Aggressive,Insulting and Vulgar,Derogatory
እንስሳ ልልህ ፈልጌ በጣም ጠቃሚ እንስሳት አሉ እና ስሙ ይበዛብሃል።ቆሻሻም ልልህ ነበር ቆሻሻም ሪሳይክል ተደርጎ ለመልካም ይውላል።በቃ ህሊና ቢስ የሆንክ ሰይጣን በ,High,Confrontational and Dismissive,Insulting and Disparaging,Hostile
በዳንኤል ብርሃኔ ቁንጥጫ እና ግልምጫ በእንክብካቤ ያደገዉ የበፊቱ የhorn affair አምደኛ እና ተላላኪ፤ የዘንድሮዉ ሁሉን አዋቂ ተንታኝ አቶ ስዩም ተሾመ ወጥ አረገጠም ወይ??,Medium,Accusatory,Derogatory and Insulting,Disparaging
የሚሰድበኝና የሚያዋርደኝ መሪ ናፈቀኝ እያለ ይመስላል ፖርቱጋላዊው ዴኮ,Low,Speculative,Descriptive and Neutral,Slightly Negative
በአገሪቱ እየመጡ ያሉ ለውጦችን ለማደናቀፍ እየተሰሩ ያሉ ሴራዎችን የሚመረምሩ ኮሚቴዎች ተቋቋሙ,Low,Neutral,Formal,Constructive
Nati fake ጎንደሬ ነች ወይ ወያኔን እና አስተሳሰቧን አያወግዝ ዝም ብላ በአዴን ላይ ፊጥ ትላለች ወያኔ እና ዘመዶቹ እንደፍለጉ ሲያረጉት የነበረውን ከአማራ ግዛት ጥቅም ስለቀራ,High,Accusatory,Aggressive and Insulting,Hostile
አንተ አህያ ደደብ በገዛ መሬታችን ምናባህ አገባህ ??,High,Aggressive,Confrontational and Insulting,Hostile
አገር ወዳድ ለመምሰል ነው እንዴ?ምክንያቱም ምን አይነት ዘረኛ አንደሆንሽ በደንብ እናውቅሻለህ ስለዚህ አትላላጪ።እንደዛ ባይሆን ኖሮ አንቺ በሰራሽው ወንጀል,High,Accusatory,Confrontational and Insulting,Hostile
ችግር ውስጥ ነን ብዬ ከማንም ኢንጌጅ አላደርግም ሰሞኑን ታውቃለህ መቼስ። ቀን ይቅርታ ሲጠይቅ ውሎ ማታ ልገንጠል ይላል? ነውር አይደለም?,Medium,Accusatory,Critical,Frustrated
አሳፋሪ፡ አሳዛኝ፡ የአውሬ ተግባር ዶክተር አብይ ደህና መሆናቸው መልካሙ ዜና ነው፡፡ እግዚአብሔር ሆይ እርዳን,Medium,Emotional and Sympathetic,Concerned and Respectful,Mixed
ዛሬ የኛ ሰፈር መብራት ሃይል ብራች የምሽት ተረኛ ሰራተኛው ህፃን ልጁን ይዞ ነው መሰለኝ ስራ የሄደው ፣ መብራቱን ብልጭ ድርግም እያረገው ነው።,Low,Observational,Descriptive,Neutral
ገና ከአንከሊስ ትክትክ የልጅነት ልምሻ እና መንጋጋ ቆልፍ ሳያመልጡ ፖለቲካው ውስጥ ገቡ?,Medium,Critical,Disparaging,Disapproving
በሁለት ቀን ልዩነት የተለያየ ነገር መናገሩ ልያስገርመን አይገባም.ከመሀይምነቱ የተነሳ በአንድ አረፍተ ነገር ላይ ሁሉት ተቃራኒ ነገሮችን ይናገራ . ጌታቸው ረዳ በTMH,Medium,Critical,Accusatory,Disapproving
የሄ ተረት ተረት ለማያውቅ ጅል ሄደህ ንገረው የኢትዮጵያ ፖለቲክስ በደምብ ኣውቀዋለው:: ያልኩህን ብቻ ኣትርሳ::,Medium,Dismissive,Condescending,Critical
ከተወሰኑ ዓመታት በፊት ጨካኝ ተች ነበርኩ ምክንያታዊም አልነበርኩም ከዚያ የመንግስት ሰራተኛ ሆንኩ አገሪቱን ዞሬ አየሁ ማህበረሰቡን ቀርቤ አደመጥኩ ችግራችን ቀላ,Low,Reflective,Narrative,Nostalgic
የት አባቱ ይደርሳል ይሄ የድንጋይ ዘመን ፋራ:: ብሎክ በማድረግ ማሳፈር ነው:: መልስ አያስፈልግም,Medium,Belittling,Disparaging and Dismissive,Contemptuous
ሐሳቡን ማሸነፍ ሲያቅታቸው አሳቢን ለማጥፋት ተነሱ፣አእምሮ ሲጎድላቸው ባለአእምሮውን ለማጨናገፍ ቆረጡ፣ ሀገር ወደ ዘመነ አብርሆት ስትጓዝ እነሱ ተቃራኒውን መረጡ፣,High,Aggressive,Confrontational and Hostile,Violent
የጀግናው ጄነራል አሳምነው ጽጌ የቀብር ስነ ስርዓት  ጀግና አይሞትም  ሞት በምላሳቸው ለሚደልሉን ባንዳዎች,Medium,Provocative,Aggressive and Disparaging,Contemptuous
ወንጀል አሰራር እንደ ምግብ ስራ አይደል እንዴ አቀላጥፈህ ምታሰተምር,Medium,Critical,Disparaging,Disapproving
አንተ አውሻ ልጅ ገረድ አፍህን ዝጋና እዞው እንደለምድከው እግር እጠብ አንተ ቆሻሽ,High,Aggressive,Confrontational and Insulting,Hostile
ታዲያ አንተ ተጋሩ ፕጅ ላይ ምን ታደርጋለህ???,Medium,Inquisitive with a touch of sarcasm,Interrogative,Questioning with underlying skepticism
ለዚኖራል በሬየን ያረድኩት አለአበው ከቅሌትጋር መያዙ ላይቀር በልቶ ያልጠገበውን ያገሬውን ሰው ያስጨረሰው በዛምላሱ ምን ያወራ ይሆን?,Medium,Curious and Accusatory,Inquisitive and Judgmental,Skeptical
በህል አለም ነው ያለሀው አቶ ሾርት ሚሞሪ የምታወራውን እንኮን ለሰው ለራስህም አትድገመው መቼስ ጅል አይሙት ኢሳያስ የአሽከር አሽከር,High,Insulting and Dismissive,Confrontational and Derogatory,Hostile
አሁን ጥያቄው ሰውየው ተይዞ ቂሊንጦ ሲገባ የሻማ ነው ወይስ የሮኬት ነው ሚጠየቀው የሚለው ነው,Medium,Sarcastic,Derisive,Criticism
እኔም አላስጨፈጨፈንም አላልኩም.ነገር ግን አንተ ፍሪኩን እንዳቆለጳጰስከው መልአክ አላረኩትም.ቢያቅርህም ዋጠው የመቀሌው,Medium,Accusatory,Confrontational,Critical
አንተ የጠንቃይ ልጁ ደም መጣጭ የምት ፈርድ የምታገኝበት ሩቅ ኣይደለም አንተ ዲቃላ,High,Aggressive and Insulting,Confrontational and Abusive,Hostile
አስመሳይ ህዝብ ሲታረድ በእሳት ሲቃጠል ሲፈናቀል መግለጫ ያልሰጠህ እንኳን አደረሳችሁ አይዋጥልንም,High,Accusatory,Aggressive and Condescending,Angry
እዩት እሄን ጅል.አሁን በዚህ ሰአት ማምለክ ይሻላል ወይስ ስሙ ይቀየርልኝ ብሎ ማላዘን ??,Medium,Sarcastic,Disparaging and Derisive,Disdainful
ዶ/ር ዐቢይን በመግደል ጠ/ርነትን ለመቆናጠጥ የሚያልም የቀን ጅብ እንዴት ጅል ነው ወዳጆቼ,High,Aggressive,Violent and Insulting,Hostile
አንች ዲቃላ ሞናሊዛ ላይ የደረሰው ግፍ ባንቺ እና በልጆችሽ ፤በእህትሽ ፤ቤተሰቦችሽ ይድረስሽ ቢያንስ አንቺ ሴት ነሽ ቆሻሻ።,High,Malicious,Abusive and Insulting,Vindictive
1/2 ውሻታም ነሽ ማለት ነው። በህይወት ዋጋ በደኖ፣ አርባጉጉ፣ ጉራፈርዳ፣ ቤንቺ ማጂ፣ መተከል፣ መንግስት ባመነው በድምሩ ከ5ሺ ያለነሱ ሰ,High,Offensive,Abusive and Derogatory,Aggressive
በመጀመሪያ ደደብ አንተ ነህ ሲቀጥል ደግሞ ምን አባህ አገባህ መች እንደከፈትኩት አርፈህ እዛዉ በለስህን ብላ ቀለዋጭ።,High,Aggressive and Condescending,Insulting and Provocative,Hostile
እኔ እያሰብኩ ያለሁት እንደ መንጌ ሽሉክ ብለህ እንዳታመልጥብን ብቻ ነው::,Medium,Cautionary,Casual but Passive-Aggressive,Annoyed
አብይ ነበልባል የሆነውን የማይጠፋ ፍም እሳት ኢትዮጵያዊነቴ ላይ: ጋዝ ጨመረበት እንጂ: ያው እሳት እሳት ነው?? የፓርላማውሎ Ethioጵia,Medium,Accusatory,Critical,Disapproving
አስመሳይ አብይ አሕመድ ትግራይ ለመርዳት እቅድ ኑሮህ አያቅም።,Medium,Critical,Disparaging,Negative
ሴትኮ ሁሉም ነገር ናት ሰለዚህ የተሳደብክ ከመሰለህ ተሳስተሀል ውሻ ደግም ታማኝ ነው ያሳደገውን ያውቃል ይልቅ የአንተ ባዶ ጭንቅላት ገረመኝ እርሲ ሀምሐም በለት ለታይ,High,Aggressive,Insulting and Derogatory,Contemptuous
የዚህ ሰውዬ የጅልነት ደረጃ በየጊዜው እያደገ ነው፣ እሱም በርትቶ እየሰራበት ነው፣ ቀጥል ቀጥል። ሚኪ ማይኮ ቢሰራው አይገርመኝም ነበር በዚህ እድሜው ይጃጃጃላል እንዴ።,Medium,Sarcastic,Sarcastic and Mocking,Disrespectful
አቤት ከተቀደዱ አይቀር እንደ አሉላ ነው። ምንድነው የሚያጨሰው በማርያም,Medium,Critical,Sarcastic and Disapproving,Negative
ለምን ሄደሽ አትፈልግም አንቺ? የ360 አርበኞች አባል አይደለሽም,Medium,Interrogative and Dismissive,Questioning and Doubtful,Belittling
ምን ቀረብኝ ብለህ ነው???የውሻ የድመት እና የእባብ ጥብስ ነው እኮ ይቀረብህ ብቻ ከአማረህ መከልከል የለበትም ባይ ነኝ የሚመለከተው ሁሉ ክትትል ማድረግ ይኖርበታል,High,Aggressive and Disparaging,Insulting and Sarcastic,Hostile
ቀበሌን ቀበሌ ቆማጣን ቆማጣ ስተለው ለምንድን ነው የሚከፋው?? ደሞ ከባድ የቀበሌ ዋጋ ምንድን ነው?? ዘይት መስረቅ ነው,Medium,Frustrated,Colloquial,Critical
እከክ ነገር ነህ ልበል አንተ ይህ ፍራሽ ይመቸኛል ይህ አልተወቸኝም ብለህ ስታንኮራፋ አነሱ ራሳቸውን በተፈጥሮ እና በሰው ሰራሽ ችግር ሁሌ ይባክናሉ እንዳንተ አይነት ደነዝ ሊተርባቸው አይገባም ዶማ,High,Contemptuous,Confrontational and Insulting,Hostile
አንተስ የማን ዶንቆሮ ነህ መሃይም. የመናገር መብቴን ተጠቅሜ እንደተናገርኩ አላረፍሽውም. የሆንክ ጥጃ ፊት??,High,Aggressive,Confrontational and Insulting,Hostile
ማፈሪያ ነህ ከምግባራቸ ስለሚናገር ነዋ እንዳንተ አይነት ሰዎችን መፅሀፉም ስለሚል 4.,Medium,Disparaging,Disapproving and Insulting,Negative
ይሄ በህዝብ ሲያዝ ፖሊስ ነኝ ፖሊስ ነኝ እያለ ሢለምን የነበረው ሲቪል መስሎ ቦምብ ለመጣል ሢያደባ የታየዘና እውነትም ፖሊስ ሆኖ ተገኝቷል ያውም ዋና ኤኒስፔክተር -,Low,Informative,Descriptive,Neutral
ለእነዚህ አይነቱ የታሪክም የስብእናም አተላ ሃሳቡን ማጋራትም መመለስም ስህተት ነው። እኔም ሃሳቡ የሽንት ቤት ወረቀት ስለሆም ወደ መፀዳጃ ተላልፏል።,High,Derisive,Insulting and Dismissive,Disdainful
በትግራይ ክልል ስለተፈጠረው የማህበራዊ ቀውስ ትንፍሽ የማይል፣ በአንፃሩ ስለማዳጋስካር የረሃብ ክስተት ትንታኔና ዲስኩር የሚሰጥ ብሔራዊ ቴሌቭዥን ያለን አሳዛኝ ህዝቦች እኮ ነን EBC ማፈሪያ_ሚዲያ,Low,Critical,Formal and Analytical,Discontent
አማራ ክልል የሚሰበሰበው ባለስልጣን ለምን ይሆን ተላላኪና ንክ የሆነው። አበረ የሚሉት የፓሊስ ኮሚሽነር የቀረው እኮ ክላሽ ይዞ ስቲዲዮ ውስጥ አሳምነው ገዳይ ብሎ መሸለል ነው። ስንት ከብት አለ።,High,Accusatory,Confrontational and Insulting,Hostile
አይ አንተ አህያ ሜዳ ላይ ምን እየተሰራ እነዳለ በደንብ ስለምታቅ ለግዜው ዝምህ ሸፈጥ ስራ,High,Derogatory,Insulting and Dismissive,Hostile
ኮሽ? ምን ዓይነት ርካሽ ስብዕና ነው ያለህ? የኔ ወንድም እህት ጭፍጨፋ . የእናቶቼ ለቅሶ ላንተ ከሆነ ኮሽ . ደህና ቀንህን ጠ,High,Disrespective,Confrontational and Insulting,Hostile
ደነዝ። ሁሉም እንደናንተ በገንዘብ የሚገዛ ይመስላችኋል,Medium,Condescending,Critical,Disapproving
እንደ አንተ አይነቱን ከሀዲ ገጠመው ምን ያድርግ ብለህ ነው,Medium,Critical,Disparaging,Disapproving
Egotistic ብሬንለስ ደደብ ብቻ ነው አገሩን ሚመራው,High,Derogatory,Insulting and Derisive,Contemptuous
አንተ ውሻ እግዚአብሔር ግፍህን በቤትህ ያሳጭድህ።,High,Hostile,Insulting and Aggressive,Malicious
በፆታዊ ትንኮሳ enjoy ከሚያደርጉት አንዱ ነህ እንዴ? ምንም የሚያበሳጭ ነገር አልሰሩም,High,Accusatory,Provocative and Derogatory,Disrespectful
DW ናችሁ ወይም ግንዛቤ የላችሁም ካልክ ወዲያ የምን ሊል አስቦ ነው? የምን ጥሩና መጥፎ ነው? እንዲህ ካመናችሁ እንዲህ ናችሁ እያልከን አይደል? ??,Medium,Sarcastic and Judgmental,Critical and Dismissive,Disapproving
Haha ቦቅቧቃ እና መሬትህን እስኪወረር ምን እየጠበቅ ነው,Medium,Mocking,Casual and Derogatory,Belittling
አሁን በዚህ ሪፖርት ምኑ ነው ዋዜማን የወያኔ አፍ የሚያስብለው? የጠቅላዩን ስብከት ብቻ መስማት ለሚፈልግ ዋልታ፣ ፋና፣ ኢቢሲ . አሉ።,Medium,Skeptical,Sarcastic,Distrustful
መቼም የካድሬ ልማድ ጨርሶ አይልቀም - ስንት ተለቆበት ይሆን እንዲህ ጭራውን የሚቆላው? I wonder?,Medium,Critical,Disparaging and Cynical,Disapproving
ስዩም ተሾመ እና ናትናኤል መኮንን በልጅነታቸው ያመለጣቸው ክትባት መኖሩ ተረጋግጧል,Low,Neutral,Formal,Positive
ጦርነት ሲያልቅ ነው የሚታወቀው ።ከዛ በፊት ግን ሙሉ ሠው ለመሆን ሞክር ።ፈጣሪ ይርዳክ,Low,Reflective,Advisory,Encouraging
ከሀዲ ሌባ የእናት ጡት ነካሽ ዘረኛ የአንተ ድረጅት የጨፈጨው ሳይታይህ አሁን እሪ ትላለህ አምላክ የእጅህን ይሰጠሀል።ኢትዮጲያ እንደ አንተ አይነቱን ርኩስ አትፈልግም,High,Aggressive,Confrontational and Insulting,Hostile
አንተ ደደብ ጀግንነት ሲቪል ሰው በማጥቃት ነው እንዴ አንተ ማትረባ አጋሰስ,High,Aggressive,Confrontational and Insulting,Hostile
ድሮም ጉራ ብቻ ሆና ነው እንጂ እዚሁ ብትቀመጥ ኖሮ፣ ይሄ ሁላ አይደርስባትን ነበር።,Medium,Critical,Critical and Slightly Blameful,Regret
የደርግ ልጅ ደርጋዊነትን ስትሰብክ.ምን ታድርግ? ሕግ የሚባል ነገር እንዳለ ያ አረመኔ አባቷ አላስተማራትማ,High,Derogatory,Aggressive and Disparaging,Contemptuous
ደንቆሮ አንተ ገባህ አልገባህ ምን አገባን ለምን ገደል አትገባ,Medium,Derisive,Insulting and Aggressive,Disdainful
ልደቱ እንኳን ታሰረ ነዉ የምለዉ ከዚህ በኋላ ንቅናቄ እና ግንባር አያስፈልግም via,Medium,Dismissive,Confrontational,Negative
ቦምብ በሻንጣ የጫነችው የፖሊስ መኪና (ፖሊስ ኢት 0384 ET) ሆን ተብሎ እንድትቃጠል ተደርጋለች።,High,Aggressive,Violent and Incendiary,Hostile
ከፓፓ ውጪ የሚታይሽ ነገር የለም አይደል? ዳይፐር ተወደደብሽ መሰለኝ አሮጊቷ,Medium,Condascending,Patronizing and Impolite,Ridiculing
አይ እስከሚቀጥለው ክሪስትማስ ይቆያል እንጂ ለምን ይነሳል ልበልህ? ዱቄታም??????,Medium,Sarcastic,Casual and Derogatory,Negative
ሁሉ ግጭት ፈጣሪ ከተደመሰሰ ዘንዳ፣ ካሁን በኃላ ግጭት ብኖር ተጠያቂው  ብቻ ነው??? ??,Medium,Accusatory,Critical,Blame
ቆሻሻ ውሻ ሸርሙጣ በእጅ ያለ ወርቅ እንደመዳብ ይቆጠራል,High,Aggressive,Offensive and Insulting,Derogatory
የሱ ነገር አንደ ውሻ አብይን ነክሶ እኝኝኝኝኝኝኝኝኝ ማለት ብቻ ሆኗል። በዚህ ከቀጠለ መገርጀፉ ነው።,High,Hostile,Insulting and Abusive,Contemptuous
አንተ ሽንታም መጀመሪያ አርፈህ አትቀመጥም ነካክተህ ስትኮረኮም እዬዬ አይሰራም። ከብት,High,Derogatory,Insulting and Offensive,Contemptuous
ማኅበረ ቅዱሳን እንቅልፍ ነሳህ አይደል? ወያኔም በጊዜው አልቻለውም። መሰረቱ አለት ነው አሸዋ አይደለም።,Medium,Critical,Skeptical and Critiquing,Disapproving
እራሱ ዛሬ ጠዋት ያየናትን ቀምሶ እንደማያወራ በምን እርግጠኛ መሆን ይቻላል???,Low,Skeptical,Inquisitive,Doubtful
ሀቅ ነው፣ ሰውየው አንድ ነገር ቢሆን ወይዘሮዋ በየቦታው እየዞሩ ትምህርት ቤት አይመርቁም ነበር፣ ግን ስዪም ተሾመ በፊት ወሬ እንለቡ የአገኝ ነበር አሁን ስለተከለከለ በግምት መቀባጠር ጀመረ።,Medium,Critical,Disapproving and Accusatory,Frustrated
ሁሉም ተስፋ የቆረጠ ቀን ከጃ-war የባሰ ሰይጣን መሆን አይከብደውም። ጥሩ መሆን እንጂ የሚከብደው.,Medium,Cautionary,Reflective,Admonishing
ከታላቅ ወንድሜ ጆ ባይደን እንዲሁም ከእህቴ ካሚላ ኣሪስ ውጤታማ የስልክ ውይይት ኣድርገናል።ባካየድነው ህግ የማስከበር ሂደት ድጋፋቸው ችረውናል ይል ይሆናል እኮ ያቱልቱላ መሽረፈት።,Medium,Critical,Formal and Critical,Disapproving
አንተ ደንቆሮ የሸርሙጣ ልጅ አህያ ቦዶ ጭንቅላት ዘረኛ የሴት ልጅ አቅምህን እውቅ እንዳ አንተ አይነቱ ተላላኪ ነው አገራችን እንዳትረጋጋ ያደረጋት ቆሻሻ,High,Aggressive and Degrading,Highly Abusive and Insulting,Hostile
ግባና ታገላ እዛ ያለን የገበሬ ልጅ መቆመሪያ ማድረግ ሳይሆን ገብተህ መታገል ነው። ያ ነው ጀግነት። ጥግ ላይ ቆሞ መሞጣሞጥ አያስፈልግም ይሄ የፍቅር ክሊኒክ አይደለም ገብተህ ተጋፈጥ።,Medium,Critical,Direct and Insistent,Frustrated
በምን ኢሳብ ነው ይንን ወራዳ ባንዳ (ካድሬ) አባት ብለህ የምትጠራው,High,Derogatory,Insulting and Disrespectful,Contemptuous
ምላስህ፡ጆሮህ፡እና፡ጭንቅላት፡የከብት፡እንደሆነ፡የሚታወቀው፡ከሰው፡ልጅ፡የማይጠበቅ፡ወሬ፡ስለምታወራ፡ነው።ደንቆሮ,Medium,Ridiculing and Belittling,Insulting,Derogatory
መንግስቱን/ደርግን እንደ reference/benchmark መጠቀም መቼ ነው የተጀመረው?ከተጀመረስ ለሷ ብቻ ለምን ይሰራል?እንደውም ስለአባቷ ሰው በላነት ሳይሆን ለምን አትደግፈውም ይቺ,Medium,Questioning and Critical,Challenging and Judgmental,Skeptical
እየህ አንተ የፕሮፖጋንዳ ሰለባ ነህ የፕሮፖጋንዳ ሰለባ ለመሆን ደሞ እንዳንተ ደደብ እና ደንቆሮ መሆን ብቻ ነው ሚጠበቅብህ ለማንኛውም ጀግኖ,High,Derogatory,Confrontational and Insulting,Contemptuous
አሁን ይህ ምኑ ይነገራል? ምኑስ ይጠቅማል ኧረ ወዲያ? በተራ የሰፈር ጠብ እንኳ ሰው ይጠነቀቀቃል የምር አትውረድ,Medium,Disparaging,Dismissive and Derisive,Cynical
ኣየ ኣንተ ደደብ ሽንታም አገር መቐጠል የሚጭለው በፍቅር ዕንጂ በመፎከር ህፃናት በምግደል ሰለማውያን ኣዛውንት በኣየር በመደብደብ ኣይደለም። ካኣሁን,High,Aggressive,Confrontational and Insulting,Hostile
እዚያው እየተላላክ ዳቦህን ብላ። ምነው ሠፊ ነው ካልክ ሀገር ቤት ሂደህ የወትሮ ሥራህን አልሰራህ ታዲያ?,Medium,Sarcastic,Disparaging and Accusatory,Contemptuous
አንተ የሸርሙጣ ልጅ ጠብቅ አንተም አብይም ዋጋችሁን ታኛላችሁ,High,Hostile,Insulting and Derogatory,Negative
እርግጠኛ ነኝ ክሊፑን ያየ ያለቅሳል ያዝናል:: ታዲያ ኢትዮጲያውያንን እንዲህ እንደ እስስት የሚያለዋውጠንና በተመሳሳይ ሰዓት በእ/ብሔርም በሰይጣንም የምናምን ፍጡር,Medium,Judgmental,Critical and Disparaging,Negative
ቱልቱላ ከፍታን የሚገለፀው በስራ እንጂ በወሬ አይደለም ሙሉ ከተማ እያቃጠልክ ፣የሰው ልጅ በምታስተዳድረው ክልል ዘቅዝቀህ እየሰቀልከ ፣ሰው ቆጥቦ የሰራው,High,Accusatory and Derogatory,Criticizing and Insulting,Condemnatory
Dani ለግዜው በህይወት አለን ለማለት ከተደበቀበት ምሽግ ፎቶውን ልኳል::,Low,Casual,Colloquial,Neutral
ኤዲያ ዐቢይን አንድ አንተ ብትጠላው ምን ታመጣለህ?,Medium,Challenging,Provocative,Confrontational
ጅል ሁሉ ቀነኒሳ ሆቴል ያረፈው ሮጦ ለማምለጥ ነው ???,High,Mocking,Derogatory and Insulting,Contemptuous
Lol ሰላማዊ ሰው እና ንብረት ማውደም ነው ላንተ ውለታ የታለ አንድ ሰው የያዙት ወይም የያዛችሁት ቱልቱላ ውጤቱን ታየዋለህ አገር አል,Low,Dismissive,Casual and Slightly Derogatory,Mildly Hostile
ይሄንንም እንዳላረገውና የሙከራ ስርጭት እንዳላካሂድብህ,Medium,Cautionary,Serious,Warning
አትቀባጥር። አንተ ስትዘርፍ ስለኖርክ ሰው ሁሉ ሌባ አይምሰልህ።,Medium,Accusatory,Confrontational,Judgmental
እንዳንተ አይነቱ ነው የታሪክ አተላ የሚባል አውቃችሁ ሞታችዋል,Medium,Derogatory,Offensive,Disrespectful
የፍርድ ጊዜ አይደርስ መስሏት ትደነፋች ከፋፈልኩ ብላ ልቧ ዉልቅ ብሏል፤ገመድ አፍ ነገር,High,Aggressive,Hostile and Threatening,Menacing
ፍርፋሪ ጣይ ብቶንማ አፈር በልተህ ነበር።እከክ ነገር ነህ አንተን ብሎ ተሳዳቢ ደደብ።,High,Offensive,Confrontational and Insulting,Contemptuous
ቀባጣሪ ቆሻሻ ለስልጣንና ለገንዘብ አይንሽ የታዉረ ቆሻሻ የኤርሚያስ ገሰ ታናሽ እህት መቸም እንዳንች አይነቱ ገልቱ በጭብጨባ የሚሰክር ሰው ቦታ የላትም,High,Aggressive,Derogatory and Condescending,Hostile
ቆሻሻ ባንዳ ጊዜ የሰጠህ መስሎህ በአምኒስቲ ጭምብል ታቀረሻለህ አደል።የጊዜ ጉዳይ ነው.,Medium,Disparaging,Insulting,Negative
አሉላ እንደ አንተ ዐይነቱ ህሊና ቢስ ለምስኪኑ ትግረዋይ ግድ የሌለው ትዳር አፍርሱ ኢትዮጵያዊ አይደለንም የሚል ኢሚንት ስለ ኢትዮጵያዊው ትግረዋይ ለመናገር,High,Insulting and Contemptuous,Derogatory and Degrading,Hostile
መስሪያ ቤት ስለ ኔዮ ሊብራሊዝም ሰይጣንነት ስንት እንዳላስተማሩን ??,Medium,Critical,Accusatory and Derogatory,Negative
አንተ ዶማ የሚያሳዝነው ሌላ የትግራይና የሀገራችን ትውልድ ለናንተ ዐይነቱ ውሻ ብሎ መሞቱና አካሉን ማጣቱ ነው የሚያሳዝነው።,High,Aggressive,Confrontational and Insulting,Hostile
ለበግም አልበጀም እያሉ ዲስፕሩፍ ሊያረጉት ይፈልጋሉ,Medium,Skeptical,Doubtful and Critical,Distrustful
ተባረክ ለትርጉሙ ማስጠንቀቂያ መሰጠቷ ተገቢ ነው አሳማው ዲና ሙፊቲህ አፍንጫ ከተነካ ምን ቀረ እኛ ደግሞ አንገታቸውን እንቆርጠዋለን እያለ ጉራው አሰቸገረን በነካ,High,Threatening,Aggressive and Vulgar,Violent
ከናንተ እንካን ጥሩ አንጠብቅም ግን ሰው ከሆንክ ትንሽ ሰብኣዊነት ካለህ ድምጽ እንካን ባትሆነን አፍህ,Medium,Condemnatory,Rude,Disapproving
jerry Tigray እንዴው ለአፍህ አይከብድህም ቦቅቧቃ ብለህ ስትሳደብ አንተ ቀፎ አንተም ታውቀዋለሀሸ ጀግናነቱን በየጉድጓዱ ውስጥ የሸጎጠህን ጀግና በግሙ አፍህ,High,Derogatory,Insulting and Confrontational,Hostile
እውነት ጋዜጠኛ ብትሆን መሳሪያ ለጥፋ ለምን እንደዛተች ትጠይቅ ነበር ይቅርታ ለምን እንዳልጠየቀች ትጠይቅ ነበር,Low,Critical,Inquiry and Reproach,Disapproving
ጥሎብሽ እኔ መስማት ሴራ መስሎ ታይቶሽ ነበራ ????,Medium,Sarcastic,Disrespectful,Dismissive
በፍጹም። አንድ ነገር ልጠይቅህ አብይ አህድ ቡዙነገር ሲተነትን አፍ ያስከፍታል። እንዴት ነው ግን የዚህ ሁሉ ህዝብ እልቂት እንደሰው እማያስቆጣው? ማስቆም እንኳ ባይ,Medium,Inquisitive and Accusatory,Direct and Confrontational,Frustrated
እርስዎ እና ዘረኛ መሪዎ በዝግታ እና በህመም ይሞታሉ,High,Aggressive,Threatening and Insulting,Malevolent
አንተ የሸርሙጣ ልጅ ቁጭ ብለህ ሴት ጋ ትሳደባለህ አይደል ሴታሴት,High,Derogatory,Offensive and Insulting,Contemptuous
አቤትትት??? የሰፈር ሰዎች ሁሉ ተማረሩ ቤታቸውን ዘግተው ምሳ ሰሩ:: . For that ሆዳም friend.,Medium,Sarcastic,Disparaging,Disrespectful
ከፊትህ እየተጨፈጨፉ ላሉት መጀመርያ መቼ ጮህክ አንተ አስመሳይ ሰለፊ? አክራሪነትን ለማስፋፋት የታሪክ ሪቪዥን ለማድረግ ውስጥ ለውስጥ እንደምትሰሩ ስለምናውቅ በነገሥታ,High,Accusatory,Confrontational and Insulting,Hostile
ኢትዮጵያን ሶሪያ የሚያደርጋት የአብይ አድሎኛ እና ሴረኛ አገዛዝ እንጅ አሜሪካ ያላት አቋም አይደለም።,Medium,Accusatory,Derogatory and Political,Critical
ሰው በላው አውሬ ጀነራል አብርሃ ወልደማርያም (ኳርተር) ለዘላለሙ አሸልቧል::,Low,Narrative,Descriptive,Neutral
ስዩም አለቆቹ የሚወዱትን ይወዳል፣ የሚጠሉትን ይጠላል። እሱ የሚናገረው በሙሉ አለቆቹ ሹክ ያሉትን ነው። ከመስመር ወጣ ካለ ደግሞ አምቡላንስ ልከው እንደሚሆን ያደርጋሉ።,Medium,Critical,Candid and Possibly Sarcastic,Disapproving
አሳረረን እኮ እግዚአብሔር ይድፋው እሄ እርኩስ ደግሞ አይመረጥም,High,Condemning,Offensive and Judgmental,Disdainful
እጅግ ማፈሪያ የሆንከው አንተነህ ይልቅስ የማፈሪያ ስብስብ ደግሞ በጣም ሚያስቀኝ የዚህ የሚያረገው ግላቭ ነገር ነው ኮሮናን መከላከሉ ነው ኮሮና የሆነ ሰው እራስ ወዳድ፤ ህፃናት,High,Aggressive,Confrontational and Insulting,Hostile
