Sentence,Toxicity Level,Tone,Language,Implied Sentiment
तभी तु पैदा हुआ रंडि के पिल्ले,High,Insulting,Vulgar and Offensive,Derogatory
गेंडे की औलाद   भड़वे-दलाल   देशद्रोही-गद्दार   हरामखोर कमीने   और कुछ बाकी रह गया हैं तो आप खुद समझ जाईए ,High,Aggressive,Abusive and Insulting,Hostile
ताकि तुम इस तरह पैसे उडाओ. भोसड़ीकी बाप का पैसा है क्या ?,High,Derogatory,Vulgar and Offensive,Contemptuous
"अबे सिसोदिया, आंख मे सुग्गर का लुंड घुसा है, तेरे को किस एंगल से ये डुबलीकेट दिख रहा है",High,Insulting and Derogatory,Vulgar and Offensive,Aggressive and Disrespectful
आजम खान कुछ भी बोलता है । इस मादरचोद को उड़ा दो साले को ।,High,Aggressive,Derogatory and Insulting,Hostile
अबे पांडिया विकेट देख के बोल नही मारनी रन आउट के लिए लौंडिया की गांड़ समझ कर मार..,High,Aggressive,Vulgar and Offensive,Malicious
"जिस किसी भी दिन फॉर्ब्स गिरे हुये नीच, जलील, कमीने पत्रकारों की लिस्ट बनायेगा. तू टॉप पर आएगा",High,Derogatory,Insulting and Demeaning,Contemptuous
हम मादरचोद हैं क्या कर सकते है,High,Insulting,Vulgar and Offensive,Contemptuous
"सचाई ज़रूरी है, लेकिन तुमसे उमीद क्या करूँ नीच",Low,Neutral,Assertive,Doubtful
"मुंबई हुई पानी-पानी, सिस्टम की आंखों में सूखा भेनचोद पानी? ",High,Aggressive,Profane and Insulting,Angry
"झोंपड़ी के, कुछ दिन पहले तक तो तू उस के लिये छाती पीट रहा था।",Low,Critical,Direct and Blunt,Disapproval
भेनचोद ये क्या चूतियापा हो रहा है?,High,Aggressive,Vulgar and Offensive,Derogatory
तुमको कुछ बोलने की ज़रूरत नही तुम दर मादरचोद रंडी की गांड की तरह बोलते हो,High,Insulting,Abusive and Vulgar,Contemptuous
जिसका भला माँ का दूध पीने से नही हुआ वो बाप का लुंड चाट कर क्या उखाड़ लेगा ।,High,Aggressive,Vulgar and Offensive,Derogatory
क्योंकि हरामी की फ़िल्म देखने के लिए अक्ल की जरूरत नहीं पड़ती ....,High,Disrespectful,Offensive and Derogatory,Contemptuous
भोसड़ी के नाम के आगे चौकीदार लगाने से कुछ नहीं होगा !,High,Dismissive,Vulgar and Insulting,Negative
बेटा ये ऑरेंज है ना कि भगवा। समझे भड़वा।,High,Contemptuous,Derogatory and Offensive,Disrespectful
सूअर की तरह बच्चे पैदा कर लेते हैं उनके लिए खाने को भी इंतजाम करना पड़ता है ,Medium,Comparative,Sarcastic,Critical
अगर ये लक्षण महसूस हो रहे हैं तो तुरंत मोदी_भक्ति छोड़ दो चुतियो,High,Aggressive,Vulgar and Insulting,Derogatory
भाजपा लेटी हुई है और पत्रकार अपने-अपने हिसाब से दूध पी रहे हैं ।,Low,Neutral,Informative,Neutral
"भोसडीके, एक शब्द भी नहीं बोला गया आत्म मुग्ध बौने।",High,Insulting,Vulgar,Aggressive
"दलाल तक ही रहता भाई, भड़वा गिरि पे क्यूं उतर आया",High,Derogatory,Aggressive and Insulting,Contemptuous
मीडिया चूड़ियाँ तोड़ कर विधवा हो चुकी होती।,Low,Neutral,Formal,Informational
"क्यों, मुकाबला करने में गांड फटती है क्या? ",High,Aggressive,Vulgar and Offensive,Hostile
जिसने तुम हरामियों को पनाह दी उसने भुगता,Medium,Accusatory,Aggressive and Offensive,Resentful
इतना सब कुछ होने के बाद भी मैं पूरे भरोसे से कह रहा हूँ ये दलाल दलाली करते रहेंगे।,Medium,Accusatory,Sarcastic,Distrustful
ये कमीने दुःख देने के लिए ही पैदा होते है ||,Medium,Negative,Blaming and Insulting,Aggressive
तुम को संस्कृत से विरोध है तो कान में लूंड़  ठूस  लो ।,High,Dominating and Aggressive,Contemptuous and Offensive,Malicious
तू क्या अपूर्वानन्द का दलाल है अपूर्वानन्द कितने साल का है जो आजादी के पहले का बता रहा है,Medium,Accusatory,Aggressive and Insulting,Negative
यह हैं लोकतंत्र का कानून? थू ,High,Disgust,Negative and Insulting,Contemptuous
तेरा लौंडा  बहुत  बैट लेकर  घूमता  और  सरकारी  अफसर को  पीटता है । ,High,Aggressive,Insulting and Violent,Hostile
तू ऐसे ही नालियों में भटकना,Medium,Dismissive,Condescending,Critical
हमारे देश तो ऐसे ही कह के लेंगे भेनचोद!,High,Aggressive,Vulgar and Insulting,Hostile
अबे सुअर की औलाद कौन सा चश्मा पहन रखा है?,High,Insulting,Derogatory and Offensive,Negative
जिसका मालिक एक लौड़े संघी भाजपाई है,Medium,Negative,Derogatory,Critical
हरामी बेहिचक दलाली भी करनी है ?,High,Insulting,Aggressive and Offensive,Negative
सरदार के नाम पर कलंक है  ये भड़वा,High,Derogatory,Insulting and Offensive,Disrespectful
मोदी जी यदि कुछ शर्म बची है तो एक बार सीवरेज में उतरिये तब हमारा दर्द पता चलेगा।,High,Accusatory,Intimidating and Insulting,Aggressive
पोस्टर बनाने बाले कि बेटी मादरचोद मेरे पास ही चुदेगी लौड़े,High,Aggressive,Vulgar and Offensive,Angry
उफ्फ!   बड़ी विडंबना है भोसड़ीके...! ,High,Aggravated,Vulgar and Insulting,Aggressive
तू अपनी संपत्ति बेचकर उनका उद्धार क्यों नहीं करता ? साला भड़वा,High,Accusatory,Aggressive and Insulting,Hostile
बात ऐसे चोद रहा है जैसे ज्ञानी का जीजा है |,High,Contemptuous,Slang and derogatory terms,Disrespectful
"किसी से धक्का मुक्की तो करो, ये सूखा सूखा मैच मजा नहीं आ रहा है मादरचोद!",High,Derogatory,Vulgar and Offensive,Aggressive
"हम लात मारकर भगाते हैं, चल भाग सुअर",High,Aggressive,Abusive and derogatory,Contemptuous
तू ग़ज़िआबाद आया तो तेरी गांड में गधे का लंड दे दूंगा लैट्रिन,High,Aggressive,Vulgar and Offensive,Malicious
मादरचोद तुम सुवरो को दुनिया मे कोई देश पनाह नहीं देगा ||,High,Insulting,Vulgar and Offensive,Negative
तुम जैसे लोग साले गीत गधे का गाते है... भेनचोद भड़वे,High,Aggressive and Insulting,Derogatory and Vulgar,Malicious
क्या गांधीजी भी मरते वक़्त भेनचोद ने गान मार ली बोले थे? ,High,Disrespectful,Vulgar and Insulting,Disdainful
अभी सूअर <number> महीने में दिल्ली में विधानसभा चुनाव है,Low,Informative,Neutral,Neutral
"नीम का पत्ता कड़वा है, .......साला भड़वा है।।",High,Derogatory,Insulting,Contemptuous
भड़वा गिरी की मूर्ति श्री केजरीवाल जी,Medium,Derogatory,Insulting,Disrespectful
जब गांड लगी फटने तो पूरा इलाका इनकी सुरक्षा में है ।,High,Disrespectful,Vulgar and Offensive,Derogatory
"सुअर पने आए बाज़ आ जा, कही निबटा न दी जाय।",Medium,Aggressive,Confrontational,Negative
"अबे दलाल भड़वा, जो जबरन बुलवा के मार रहा है उसपर बोल बे गाँडू ।",High,Aggressive,Derogatory and Insulting,Hostile
वाह भेनचोद वाह ...एक आदमी को नीचे गिराने के लिए कितने लोग लगे हुए हैं ...,High,Aggressive,Vulgar and Offensive,Contemptuous
तेरे जैसे चूतिये नेताओ को चौराहे पर जूते मारने चाहिए ।,High,Aggressive,Insulting and Contemptuous,Contemptuous
क्यों करते हैं ऐसी नीच हरकत।,Medium,Disapproval,Formal,Disgust
फिर लग जाते हो किसी की भी भड़वा गिरी करने,High,Aggressive,Insulting and Demeaning,Hostile
साली चुतीया औरत नाम लेने से डरती है रंडी कही की ||,High,Derogatory and Insulting,Vulgar and Offensive,Contemptuous
"ढोंगी से भी एक कदम आगे , गट्टर की पैदाइश",Low,Sarcastic,Casual,Negative
इस बेटीचोद का बेटा मरा नहीं अभी तक,High,Derogatory,Vulgar and Offensive,Negative
दिल्ली के अंदर तोड़फोड़ भोसड़ी वाले ने करी ।,High,Aggressive,Vulgar and Offensive,Hostile
चोदी गांड के आज बहुत मार रहे हैं,High,Aggressive,Vulgar and Offensive,Hostile
तेरी बहन को चोदु मादरचोद भोसड़ी वालों  उसका नाम बिच में क्यु लाते हो.! ,High,Aggressive and Abusive,Extreme Vulgarity and Profanity,Derogatory
कुछ दिन से चर्चित मुद्दे  ये है दलाल मीडिया के मुद्दे,Medium,Accusatory,Critical and Disparaging,Negative
लगता सारे बुद्धजीवी पप्पू मूत्र पी के सो गए ,Low,Humorous,Casual and Playful,Light-hearted
इस मादरचोद को किसी मानसिक रोगी के डॉक्टर को दिखाओ,High,Commanding,Insulting,Hostile
शाकिब तेरी बेगम की कसम आउट हो मादऱचौद,High,Insulting,Vulgar and Abusive,Hostile
हरामी पत्रकारिता कर दलाली नहीं |,Medium,Disrespectful,Insulting and derogatory,Negative
ये हैं महासभा की राष्ट्रीय महासचिव जो राष्ट्रपिता पर गोली चला रहीं हैं!,High,Accusatory,Aggressive and Violent,Hostile
पन्नी फुक्का है क्या तब से कुछ भी बोला जा रहा है भोसड़ी के ,High,Aggressive,Vulgar and Offensive,Contemptuous
टीवी पे देखते ही सूखी टट्टी याद आ जाती है ,Low,Neutral,Casual,Neutral
क्योंकि ऐसा बोलने वाले सड़क छाप सच्चे नहीं होते...,Medium,Critical,Judgmental,Disdainful
ये भेनचोद दो शब्द सही से नहीं लिख सकता और पत्रकार बना घूम रहा है.,Medium,Dismissive,Vulgar and Insulting,Contemptuous
सबूत के लिए इनकी गाँड से गु खीरोंच देगा फावड़े से,High,Derogatory,Vulgar and Offensive,Contemptuous
अबे तो चूतिये पुलिस तो कथित राष्ट्रवादियों की है न ??,High,Aggressive,Insulting,Contemptuous
अबे दर हरामी केजरी सरकार के हाथ मैं नही होता अरेस्ट करना,High,Aggressive,Insulting and Offensive,Negative
बाद में फिर तू पूछेगी यह क्या कर दिया?? रंडी,High,Contemptuous,Derogatory,Offensive
यह है मादरचोद कॉंग्रेस की राजनीति  इन मादर चोदो कांग्रेसियों  ने इतना गंद फैलाया है,High,Derogatory,Vulgar and Offensive,Negative
"छोड़ो प्यार -वयार को,पैसे कमाओ   लोग चूतिया समझते है भोसडीके तुमको !!",High,Disrespectful,Vulgar and Insulting,Contemptuous
ये भोसड़ी वाले अपनी माँ बहनो के नही होते || तो दुशरो के कैसे होंगे |,High,Derogatory,Vulgar and Offensive,Contemptuous
कुछ तो करलेना भोसडीके,High,Aggressive,Vulgar and Offensive,Hostile
भड़वे तुम से तो ये जानवर भी समझदार है,Low,Sarcastic,Casual,Mocking
इस कमीने की करतूत देखिए |,Medium,Disapproving,Rude,Negative
"मैंने तुझे ट्वीट करके बुलाया नही, अपने मर्जी से मरवाने आ गया!",High,Defensive and Aggressive,Confrontational and Disrespectful,Negative
रंडी रोना शुरू कर दे धोनी आज धागा खोल देगा ।,High,Aggressive,Derogatory and Insulting,Contemptuous
केजरीवाल चोर तबरेज़ अंसारी के परिवार को पैसा और नौकरी दे रहा हैं।,High,Accusatory,Defamatory and Insulting,Negative
भोसडीके ये अफवाह नही सत्य है। सारे का हिस्सा खा रहे हो तुम लोग,High,Aggressive,Derogatory and Insulting,Hostile
सुवर अब तो बदल जाओ भोसडीका,High,Derogatory,Explicitly abusive,Angry
यहां ट्वीटर पे बकैती करने से अच्छा है उन हिजड़ो को पकड़ो और उनकी गांड में गोली मारो।। ,High,Aggressive,Derogatory and Violent,Violent and Hateful
"कुत्ते  दो प्रकार के होते है-:  एक पाला हुआ, और दूसरा ख़रीदा हुआ कमलनाथ पाला हुआ है और सिद्धु खरीदा हुआ ।",Low,Neutral,Informative,Neutral
औकात समझ आ गई बे ? बाप बाप होता है ।,Low,Casual,Informal,Sarcastic
"लीगली 3 प्यारे प्यारे बच्चे हैं , सुंदर भाभी हैं उनके बारे में एक बार जरूर सोचिएगा !!",Low,Playful,Informal and Casual,Friendly
क्यों जनता को भटका रहा है.. कमीने,Medium,Accusatory,Aggressive,Angry
अगर ये सच है तो ये भड़वा गद्दार जेल के अंदर क्यों नही ?,High,Accusatory,Aggressive and Offensive,Anger and Disdain
कन्हैया कुमार को इतने वोट तो मिलने ही चाहिए थे जितने शेहला_राशिद के बैग से कनडोम मिले थे.,High,Sarcastic,Aggressive and Insulting,Contemptuous
"मादरचोद, मां के लोड़े, लड़ पाते नहीं हो",High,Insulting,Vulgar and Offensive,Aggressive
"आ गया भडवा नीच आदमी, राजनीति करने ।",High,Derogatory,Insulting,Contemptuous
ये पिछवाड़ा चाटने वाला केजरीवाल झारखंड को पैसे देता है भड़वा ,High,Insulting,Derogatory,Contemptuous
भाजपा जॉइन कर के रजिस्टर्ड भड़वा कब बन रहे हो..???,High,Sarcastic,Aggressive and Insulting,Contemptuous
"इन जैसे चमार, सुअर का प्रमोशन करके मै इन्हें फेसबुक से ट्विटर पर ले आई हूं।",High,Contemptuous,Derogatory and Offensive,Insensitive
अब्दुल रज्जाक खान को जी न्यूज  वाले क्यो  बुलाते है ऐ मादरचोद,High,Abusive,Insulting and Offensive,Aggressive
किसी बहन के लौड़े की अवाज नही निकली,High,Insulting,Vulgar and Offensive,Hostile
कीचड़ उकालने वाला नीच किस मुंह से श्रद्धांजलि दे रहा है?,Medium,Mocking,Sarcastic,Disrespectful
अब पेपर दे भोसड़ी के,High,Dismissive,Vulgar and Offensive,Hostile
कहां से लाते है आखिर ये इतना दोगलापन?,Low,Questioning,Curious,Inquisitive
भोसडिका अत्याचार केवल लाचार औरतों के लिए है?,High,Contemptuous,Sexist and derogatory,Disrespectful
पालतू कुत्ता। कितना मुहँ से शौच करोगे,Low,Casual,Neutral,Neutral
"इस्लाम में जो-जो हराम है, अगर उसकी सूची बनाकर मुसलमानों पर टेस्ट किया जाए . तो अधिकतर मुस्लिम हरामी ही मिलेंगे।",High,Judgmental,Derogatory,Negative
शख्सियत काम से बनती है झूठ और फरेब से नही बनती गन्दी सोच वाले,Low,Informative,Educational,Objective
वो चोर झूठा बेमान दुष्ट नीच कमीना हत्यारा नफ़रत व हिंसा फ़ैलाने वाली बीमारी है,High,Derogatory and Hateful,Abusive and Insulting,Malicious
"ज्यादा गांड ना फुलाओ,  गांड फाड़ देंगे ।",High,Threatening,Vulgar and Aggressive,Violent
ये दिखा रही कि देखो हमारी गाँड आसानी से मर सकती है पर जैसे ही तुम मारने को आओगे हम गाँड उचका देंगे,High,Threatening,Vulgar,Aggressive
हम इंसानो के पूर्वज तो बंदर थे बाकी इस कुत्ते को इसके पता होंगे,Low,Casual,Informal,Neutral
मुंह से पिसाब कर रही है ||,Low,Neutral,Direct,Neutral
तेरे जैसे रंडी ही गुलामी करते थे उनकी ,High,Insulting,Vulgar,Derogatory
इसकी तो बॉलिंग के समय गांड फाड़ेंगे,High,Aggressive,Vulgar,Contemptuous
कहां था बे भोसडीके! तुझे पोलीस ढुंढ रही है।,High,Abusive,Vulgar and Offensive,Angry
भोंसड़ी लगता है के तुम पैदा भी नौटंकी से ही हुए थे |,High,Derogatory,Vulgar and Offensive,Contemptuous
कोलकाता में डॉक्टर की पिटाई हुई तो मादरचोद मुम्बई में डॉक्टर हड़ताल पर गए !,High,Aggressive,Profane and Offensive,Angry
हर चैनल पर रंडी रोना मचा रखा था।,High,Disrespectful,Vulgar and Offensive,Derogatory
अबे भोसडीवाले जिसकी रंडी की तुम लोग दलाली खाते हो उससे कभी पूछो की पैसा कहाँ से उसके पास आया है।,High,Aggressive,Vulgar and Insulting,Contemptuous
उनकी गांड में गोली मारो।।,High,Aggressive,Vulgar and Violent,Violent and Hostile
"बच्चा अपने दोस्त से - सीघ नहीं होती लोमड़ी के, और बताओ कैसे हो खोपड़ी के?",Low,Curious,Casual and Playful,Inquisitive
भड़वा निकाल दे अपने दिमाग से हरा सौच।,Medium,Commanding,Provocative,Aggressive
असिफा पर चिलाने वालो अब कहा गये भोसडीके?,High,Aggressive,Vulgar and Offensive,Contemptuous
दोगले यहाँ भी भरे पड़े हैं ।,Low,Neutral,Casual,Neutral
तुम अब विनाश काले विपरीत बुद्धि हो,Medium,Critical,Authoritative,Negative
ओर कोई नहीं सिर्फ़ तुझ जैसे कुत्ते पूछ रहे हैं भैनचोद,High,Insulting,Derogatory and offensive,Contemptuous
ये भड़वा सरकार आखिर क्या करना चाहती है ।।।।,High,Disrespectful,Insulting and Provocative,Hostile
ये हरामी अपनी हरकतों से बाज नही आ रहे है,Medium,Disrespectful,Derogatory,Negative
हरामखोर हरामी को भगाओ अपने डिवेट से।।,High,Aggressive,Profane and Offensive,Contemptuous
जिसको मेरे शब्द खराब लगे उसकी मा का भोसड़ा,High,Insulting,Vulgar and Offensive,Derogatory
"भेनचोद, हम क्या माँ चुदाने इतनी मेहनत करके टेक्स भरते है..",High,Offensive,Vulgar and Insulting,Aggressive
साले रंडी की औलाद चुप हो जा,High,Disrespectful,Vulgar and Offensive,Aggressive
ये साले रंडी रोना रोते रहते हैं।। आज और आने वाले समय की बात करो ।,High,Derogatory and Insulting,Offensive and Vulgar,Negative
अरे पागल लिष्ट क्या भेजेगा तुमसे साल भर में मेरा कुछ न हो सका,High,Insulting,Confrontational,Frustrated
यह काला सूअर भी तो 10 जनपद का टॉयलेट साफ करने वाला है,High,Insulting,Derogatory,Contemptuous
इनके पेसो से ही चुनाव लड़ता हें चूतिया,High,Derogatory,Insulting,Contemptuous
भेनचोद पता नही तेरे जैसे लोग कैसे पत्रकार बन जाते है,High,Insulting,Offensive and Derogatory,Contemptuous
केजरीवाल हरामी सुअर भड़वा है | ऐसा मेरे मोहल्ले वाले लोग कह रहे थे ||,High,Derogatory,Vulgar and Offensive,Negative
इसे तो इसकी करतूत के लिए सरेआम बीच सड़क पर डाल कर जूतों से पीटते हुए बाल मूंड व मुँह काला करना चाहिए,High,Aggressive,Harsh and Violent,Spiteful
कुछ नेता तो इतने कमीने टाइप के होते हैं,Low,Casual,Informal,Negative
अरे पागल जूठा रोज लाईट बंद रखता हें भड्वा,High,Insulting,Aggressive and Offensive,Contemptuous
मीडिया तो है मादरचोद लेकिन प्रशासन क्या कर रही थी?,High,Aggressive,Profane and Insulting,Contemptuous
देश अल्पविकसित देश की श्रेणी में आ गया । भुखमरी में <number> स्थान है ।  चोर आतंकवादी संसद में बैठे हैं कुछ नहीं कर रहे हैं।,High,Derogatory,Accusatory and Insulting,Contemptuous
भोसडीके  अभिनंदन को बीच में लाने को किसने बोला ?   मा चोदेंगे फिर तो,High,Aggressive,Vulgar and Confrontational,Hostile
चादरमोद को क्यो बुलाते हो डिबेट में ?,Medium,Disparaging,Derogatory,Disrespectful
"भाजपा के नीच लोग इस सोच को बन्द करें, विकास की ओर ध्यान दें..",Medium,Admonishing,Critical,Disapproving
भाग हलाला के पैदाइश हरामी,High,Derogatory,Insulting,Hostile
ये तो पुरी दुनिया को पता है कि वह हरामी कया कर रहा है?,High,Accusatory,Aggressive and Derogatory,Hostile
"मादरचोद जात  के कुत्ते, भिखारी  देश के भिखारी भड़वे मादरचोद",High,Hostile,Insulting and Degrading,Contemptuous
ऊपर विडीओ देखा तुमने भोसडीके यहां अंधभक्त वाली कौन सी बात आ गयी,High,Aggressive,Insulting and Derogatory,Hostile
आज वो कहा मर गये मादरचोद जो उस चुरवे के लिये मा चुदा रहे थे ?,High,Aggressive,Confrontational and Insulting,Hostile
तेरी कौन सी कमाई है कौन तेरा खर्चा चलाता है क्या तु घर से भड़वा गीरी करता है ??,High,Accusatory,Confrontational and Offensive,Disrespectful
बहिन थोड़ी दलाली कम करके सरकार से सवाल पूछ लिया करो।,Medium,Sarcastic,Disrespectful and Mocking,Critical
हर जगह कटुवों की चाटुकारिता ? आक्थू  कुत्तों ।,High,Disparaging,Derogatory and Insulting,Hostile
कसम से मैं अपने खर्चे पर उन रंगों के कपड़े भिजवाऊंगा।,Low,Promising,Casual,Positive
तुम्हारे लुंड में अब दम खत्म हो गया।,High,Derogatory,Insulting,Disparaging
भड़वा और दलाल मिडिया चुड़िया तोड़ तोड़कर विधवा विलाप कर रहा होता !,High,Aggressive,Insulting,Derogatory
इस दल्ले ढोंगी-पाखंडी को कोख में रखने वाली माँ भी अपने को कोसती होगी।,High,Aggressive,Insulting and Offensive,Hostile
इन भडवो को समझाना पड़ेगा ।,High,Dismissive,Confrontational and Insulting,Hostile
न्यूजीलैंड के साथ मैच में इंग्लैंड की जीत की दुआ करे ताकि भड़वा पाकिस्तान सेमीफाइनल में न पहुँच सके,High,Hostile,Derogatory and Offensive,Malicious
कुत्ते को सब जगह कुत्ता ही नज़र आता है। पीदी,Medium,Sarcastic,Provocative and Insulting,Critical
भारत देश के इन भोंसड़ी के लिए अब सिर्फ जेल में ही जगह है।,High,Disdainful,Insulting,Hostile
कुछ कमीने नीच ग्रह में पैदा होते है और वो पैदा होते ही सारी कायनात को दुःख देते ही रहते है |,High,Disdainful,Disparaging and Insulting,Contemptuous
सच सुनते ही कुत्ते की तरह दुम दबाकर भाग गया..,Medium,Insulting,Derogatory,Disrespectful
जिंदगी के उस मोड़ पर. जहा कोई नहीं मिलता. वहां पर गुड़ मिलते है भोसडीके,High,Dismissive,Confrontational and Insulting,Hostile
"चुतिया, बस किसान और जवान ही सब करते है इस देश में ?",High,Sarcastic,Insulting and Derogatory,Disrespectful
लौंडा.....BJP नेता कैलाश विजयवर्गीय का हैं !,Medium,Disrespectful,Derogatory,Disparaging
"अरे मादरचोद,  जसा ट्वीट तसा रिप्लाय",High,Aggressive,Confrontational and Insulting,Hostile
भोंसड़ी के धर्म है तो धंधा है!  मेरा मतलब  धर्म है तो सत्ता है!!  सत्ता ही धंधा बना दिया है!!!,High,Aggressive,Confrontational and Insulting,Cynical
"अब कोई रंडी रोना नही कर रहा , नही कोई मोमबत्ती डाल रहा है गाड में।",High,Dismissive,Insulting and Derogatory,Contemptuous
शूरूआत करोगे तो अब बराबर जवाब मिलेगा तब रंडी रोना रोते रहना,High,Aggressive,Threatening and Disparaging,Hostile
"मैं गिरिराज_सिंह कन्हैया_कुमार से पूछना चाहता हूं,  आजादी में कोई कमी तो नहीं रही भोसडी के",High,Mocking,Offensive and Insulting,Hostile
वो कौन मादरचोद थे जो कह रहे थे कि वह डरा हुआ है?,High,Aggressive,Confrontational and Insulting,Hostile
अपने बाप की बात पर तो भरोसा कर बे हरामी,High,Disrespectful,Insulting and Demanding,Aggressive
उन्हें नीच कह के मत बुलाना। गंदी बात होती है।,Medium,Admonishing,Advisory and Disapproving,Negative
अरे अपनी मां बहनों और बीवी को धंधा कराना है शौक से कराओ हमें कोई प्रॉब्लम नहीं है,High,Sarcastic,Derogatory and Insensitive,Disrespectful
भोसडीके सुधार जाओ नहीं तो जलजला आएगा ठीक है,High,Threatening,Confrontational and Insulting,Menacing
नीम का पता कड़वा है थर्ड अंपायर भड़वा है |,High,Derogatory,Insulting and Disrespectful,Hostile
क्या इस नौटंकी में तू रंडी हुआ करती थी ???,High,Derogatory,Insulting and Offensive,Disrespectful
मादरचोद हो क्या? अंग्रेजो की तरफ से खेल रही थी टीम हमारी?,High,Aggressive,Insulting and Accusatory,Hostile
एक नंबर का भड़वा आदमी है!,High,Insulting,Crude and Abusive,Disdainful
अब जिसके पिछवाड़े में ऐसी आग लगी हो तो वो चिलायेगा तो हैं ही,Medium,Sarcastic,Informal,Disrespectful
1975 के आज ही के दिन इंदिरा गांधी ने भारत के लोकतंत्र का इमरजेंसी के जरिये हलाला किया था,Medium,Accusatory,Informal and Historical,Critical
ये सुअर नही समझेंगे। ये सुअर नही मानेंगे।,High,Offensive,Insulting,Contemptuous
भौसडीके शायरी ग़लत हो गयी,High,Dismissive,Insulting and Derogatory,Hostile
कम से कम टीम की तो इज्जत करता भोसडीके,High,Disrespectful,Confrontational and Insulting,Disdainful
अरे भड़वा तुझे इमाम बोलने में शर्म आता है दलाल,High,Aggressive,Insulting and Derogatory,Disrespectful
"किसे जलाने की बात करता है? जो लोकतंत्र पसंद करता है उसे? जिसे तिरंगे से प्यार है उसे? शर्म कर, दल्ले",High,Aggressive,Confrontational and Insulting,Hostile
भेनचोद घर नहीं हो तो किसी अखाड़े पर चले जाओ |,High,Provocative,Insulting,Hostile
आज भी कांग्रेसियों मे टंच माल के सेवन की परम्परा है. टंचमाल,Medium,Derogatory,Disparaging,Disrespectful
भोसड़ीके जब भी बोलता है तो आंख बन्द कर उसकी याद आ जाती है।,Medium,Frustrated,Insulting,Irritated
ये मादरचोद इकठ्ठा हो सकते है तो हमारे लोग कहा थे?,High,Confrontational,Insulting,Hostile
"इसी की पार्टी का भड़वा आज़म खान क्या बोला था, ये भूल गया शायद।",High,Accusatory,Confrontational and Insulting,Hostile
भोसड़ीवाले पहले उन मादरचोद तत्वों का धर्म तो पता कर लेता चुतिये..!,High,Aggressive,Confrontational and Insulting,Hostile
ये जवान है जिनका तुने मज़ाक बनाया है। तुज़ेहे भी एक दिन कुत्ता ना बना दिया तो बताना,High,Threatening,Derogatory and Aggressive,Aggressive
जितनी नफरत करनी है उतनी कर लो रंडवो बाजारू रंडी कि औलादो।।,High,Hostile,Derogatory and Offensive,Malicious
भड़वे लौंडे रंडी रोना रो रहे होते |,High,Contemptuous,Derogatory and Insulting,Disdainful
सुवऱ कभी टट्टी खाना नही छोड सकता,High,Derogatory,Insulting and Offensive,Disdainful
ओर ये साली सुअर सरकार सो रही है,High,Aggressive,Confrontational and Insulting,Disrespectful
पाकिस्तानी पूर्व जनरल और कुत्ते राष्ट्रपति मिया परवेज मुशर्रफ को उसके करतूतो की पूरी सजा मिलनी चाहिए |,High,Hostile,Insulting and Derogatory,Condemning
तू अपने मुंह से हग रहा है।,High,Offensive,Insulting,Disrespectful
तो फिर क्यो रंडी रोना कर रहा है ??,High,Derisive,Insulting and Dismissive,Contemptuous
जो नीच चाचा नेहरू पर निबंध लिख लिख कर बड़े हुए वो कहते है कि नेहरू ने क्या किया ?,Medium,Disparaging,Derogatory,Contemptuous
ये सुअर के हड्डियीं की सुप पी कर बड़ी हुई है ।,High,Derogatory,Insulting and Degrading,Contemptuous
सबसे ज्यादा कमीना तू है,High,Accusatory,Insulting,Disdainful
भेनचोद की जली बर्नोल लगाव,High,Sarcastic,Insulting,Derogatory
"शेर शेर ही रहता है, चाहे जंगल में रहे या जेल में मादरचोद! गीदड़ गीदड़ ही रहता है! समझे भड़वा ?",High,Aggressive,Confrontational and Insulting,Hostile
न्यायपालिका और जांच एजेंसियों में भी तो कुत्ते ही भरे पड़े हैं...,High,Dismissive,Insulting,Contemptuous
हरियाणा में ये जब जब आता है इसके मुंह में लंड घुसेड़ा जाता है |,High,Derogatory,Vulgar and Abusive,Hostile
वो सारे हरामी... और गिरफ्तारी सिर्फ दो....,High,Angry,Abusive and Frustrated,Resentful
तुम्हारी खें खें से पता चल रहा है कि तुम्हे अभी भी मोदीजी नीच लग रहे हैं।,Medium,Accusatory,Disrespectful,Negative
क्या कमीनो क्या हम पाकिस्तानी है जो इतनी नफरत करते हो,High,Accusatory,Insulting and Confrontational,Hostile
एक कुत्ते से एक कुत्ते जैसी हरकतों कि ही आपेक्षा कि जा सकती है,Medium,Derogatory,Disrespectful,Contemptuous
CM से लेकर विधायक तक सब चिलम-गांजा फुक के आराम कर रहे है।,Medium,Disparaging,Disrespectful,Critical
"एसे नीच और घटिया लोगो को चौराहे पर सबके सामने फांसी टाँग दो,, ओर पुरे देश मे लाइव दिखाओ ।",High,Aggressive,Confrontational and Violent,Hostile
कोई एक शहीद का नाम बता जो सूअर था अजादी की लडाई मे,High,Disrespectful,Derogatory and Offensive,Contemptuous
पूरे <number> मिनट पका दिया फोन पे भेनचोद ........,High,Aggressive,Vulgar and Insulting,Frustrated
"एंकरों को दलाल, भड़वा, औकात बताकर बॉल बना के ठोंकाई कर रहे हैं",High,Aggressive,Derogatory and Abusive,Contemptuous
इस हरामी की वजह से सेना के जवान क्यों शहीद हो,Medium,Accusatory,Aggressive,Blameful
